sessionId,kwhTotal,dollars,created,ended,chargeTimeHrs,weekday,platform,distance,userId,stationId,locationId,managerVehicle,facilityType,Mon,Tues,Wed,Thurs,Fri,Sat,Sun,reportedZip,created_year_part,charge_duration_hrs,created_hour,ended_hour
8100085,7.63,0.0,2015-04-10 13:07:05,2015-04-10 15:39:06,2.533611111,Fri,ios,5.135871,81375624,369001,493904,0,1,0,0,0,0,1,0,0,1,15,2.533611111111111,13,15
7635898,6.83,0.0,2015-04-10 18:17:15,2015-04-10 20:58:05,2.680555556,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.6805555555555554,18,20
3358785,6.92,0.0,2015-04-13 09:01:37,2015-04-13 12:51:05,3.824444444,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,3.824444444444445,9,12
9065891,5.51,0.0,2015-04-13 13:07:49,2015-04-13 15:38:05,2.504444444,Mon,ios,5.135871,81375624,369001,493904,0,1,1,0,0,0,0,0,0,1,15,2.5044444444444443,13,15
8969594,6.77,0.0,2015-04-13 18:22:02,2015-04-13 21:14:04,2.867222222,Mon,android,24.8566214,97867440,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.8672222222222223,18,21
7643878,6.74,0.0,2015-04-14 09:03:12,2015-04-14 11:11:05,2.131388889,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.131388888888889,9,11
7197033,6.54,0.0,2015-04-14 18:28:20,2015-04-14 21:20:07,2.863055556,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.8630555555555555,18,21
4010074,6.54,0.0,2015-04-15 08:50:16,2015-04-15 10:50:06,1.997222222,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,1.9972222222222225,8,10
1502872,4.92,0.0,2015-04-15 13:12:49,2015-04-15 16:49:05,3.604444444,Wed,ios,5.135871,81375624,369001,493904,0,1,0,0,1,0,0,0,0,1,15,3.604444444444444,13,16
4884677,6.85,0.0,2015-04-15 17:31:15,2015-04-15 19:42:05,2.180555556,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,2.1805555555555554,17,19
2729035,6.34,0.0,2015-04-16 09:05:13,2015-04-16 11:03:05,1.964444444,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,1.9644444444444444,9,11
4474986,4.26,0.5,2015-04-16 12:09:10,2015-04-16 16:14:06,4.082222222,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,4.082222222222223,12,16
2147361,7.08,0.0,2015-04-16 18:17:25,2015-04-16 21:13:05,2.927777778,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,2.9277777777777776,18,21
5010305,6.54,0.0,2015-04-17 09:01:59,2015-04-17 11:02:05,2.001666667,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.0016666666666665,9,11
3770628,6.57,0.0,2015-04-17 18:12:38,2015-04-17 21:10:07,2.958055556,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.9580555555555557,18,21
4044475,6.82,0.0,2015-04-18 09:55:36,2015-04-18 12:45:07,2.825277778,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,2.825277777777778,9,12
7281799,6.8,0.0,2015-04-20 09:01:10,2015-04-20 11:35:11,2.566944444,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.5669444444444443,9,11
9801335,6.87,0.0,2015-04-20 12:53:39,2015-04-20 16:18:05,3.407222222,Mon,android,24.8566214,97867440,369001,493904,1,1,1,0,0,0,0,0,0,1,15,3.4072222222222224,12,16
9030800,6.58,0.0,2015-04-21 09:03:59,2015-04-21 11:06:06,2.035277778,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.035277777777778,9,11
6811747,1.62,0.0,2015-04-21 15:58:41,2015-04-21 17:48:05,1.823333333,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,1.8233333333333333,15,17
4132753,6.82,0.0,2015-04-22 08:59:26,2015-04-22 11:08:06,2.144444444,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,2.1444444444444444,8,11
4851016,1.66,0.0,2015-04-22 15:05:41,2015-04-22 16:34:06,1.473611111,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,1.4736111111111112,15,16
1771880,6.73,0.0,2015-04-22 17:35:04,2015-04-22 21:14:06,3.650555556,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,3.650555555555555,17,21
2479922,6.74,0.0,2015-04-23 08:59:51,2015-04-23 11:17:06,2.2875,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,2.2875,8,11
6289147,6.81,0.0,2015-04-23 12:58:59,2015-04-23 16:16:05,3.285,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,3.285,12,16
3196307,0.1,0.0,2015-04-24 08:57:21,2015-04-24 11:03:05,2.095555556,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.0955555555555554,8,11
4272308,6.7,0.0,2015-04-24 12:49:48,2015-04-24 14:57:06,2.121666667,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.1216666666666666,12,14
3952058,6.26,0.0,2015-04-24 17:38:15,2015-04-24 20:57:06,3.314166667,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,3.3141666666666665,17,20
9932506,6.68,0.0,2015-04-25 09:56:02,2015-04-25 12:26:05,2.500833333,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,2.5008333333333335,9,12
5782964,6.23,0.5,2015-04-27 12:19:49,2015-04-27 16:24:06,4.071388889,Mon,ios,5.135871,81375624,369001,493904,0,1,1,0,0,0,0,0,0,1,15,4.0713888888888885,12,16
8698155,6.6,0.0,2015-04-28 08:55:52,2015-04-28 10:58:05,2.036944444,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.0369444444444444,8,10
1974663,6.2,0.0,2015-04-28 12:28:51,2015-04-28 16:11:06,3.704166667,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,3.7041666666666666,12,16
9855836,6.72,0.0,2015-04-29 08:59:27,2015-04-29 11:09:06,2.160833333,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,2.160833333333333,8,11
7943741,6.78,0.83,2015-04-29 12:53:18,2015-04-29 17:47:07,4.896944444,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,4.896944444444444,12,17
3233524,6.85,0.0,2015-04-30 09:01:33,2015-04-30 11:42:06,2.675833333,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,2.6758333333333333,9,11
4147556,6.92,0.0,2015-04-30 13:04:12,2015-04-30 16:35:08,3.515555556,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,3.515555555555556,13,16
5353843,6.69,1.42,2015-05-01 08:58:06,2015-05-01 14:26:06,5.466666667,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,5.466666666666667,8,14
9432994,3.5,0.0,2015-05-01 16:00:55,2015-05-01 17:49:05,1.802777778,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,1.8027777777777776,16,17
1509895,6.91,0.0,2015-05-01 18:23:00,2015-05-01 21:17:06,2.901666667,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.901666666666667,18,21
3000437,6.79,0.0,2015-05-04 09:23:48,2015-05-04 11:39:06,2.255,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.255,9,11
6432670,6.84,0.0,2015-05-04 13:45:31,2015-05-04 16:40:09,2.910555556,Mon,android,24.8566214,97867440,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.9105555555555553,13,16
1756465,1.39,0.0,2015-05-04 17:32:54,2015-05-04 18:52:07,1.320277778,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,1.320277777777778,17,18
6774113,6.73,0.0,2015-05-05 09:03:39,2015-05-05 12:20:09,3.275,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,3.275,9,12
7871544,4.51,0.0,2015-05-05 19:39:14,2015-05-05 21:20:09,1.681944444,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,1.6819444444444445,19,21
9540540,6.7,0.0,2015-05-06 08:57:55,2015-05-06 11:04:06,2.103055556,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,2.1030555555555557,8,11
5055422,6.93,0.5,2015-05-06 12:38:29,2015-05-06 16:54:06,4.260277778,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,4.260277777777778,12,16
9596836,6.69,0.0,2015-05-07 09:06:04,2015-05-07 11:11:06,2.083888889,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,2.0838888888888887,9,11
9982427,6.93,0.0,2015-05-07 17:32:07,2015-05-07 21:09:09,3.617222222,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,3.6172222222222223,17,21
3520393,6.69,0.0,2015-05-08 09:07:12,2015-05-08 11:10:14,2.050555556,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.0505555555555555,9,11
1092006,6.92,0.58,2015-05-08 16:39:58,2015-05-08 21:17:06,4.618888889,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,4.618888888888889,16,21
6017088,5.12,0.0,2015-05-09 10:02:37,2015-05-09 11:37:06,1.574722222,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,1.574722222222222,10,11
3500440,5.48,0.0,2015-05-09 11:59:41,2015-05-09 14:35:13,2.592222222,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,2.5922222222222224,11,14
7350954,6.7,0.0,2015-05-11 08:59:58,2015-05-11 11:43:06,2.718888889,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.718888888888889,8,11
2735458,6.96,0.0,2015-05-11 17:54:53,2015-05-11 21:14:04,3.319722222,Mon,android,24.8566214,97867440,369001,493904,1,1,1,0,0,0,0,0,0,1,15,3.319722222222222,17,21
6843043,6.7,0.0,2015-05-12 09:00:26,2015-05-12 11:28:05,2.460833333,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.4608333333333334,9,11
7627992,6.14,0.0,2015-05-12 18:06:56,2015-05-12 21:11:05,3.069166667,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,3.069166666666667,18,21
8094323,6.8,4.75,2015-05-13 09:06:13,2015-05-13 17:56:06,8.831388889,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,8.831388888888888,9,17
1718423,6.73,0.0,2015-05-13 18:02:45,2015-05-13 21:19:05,3.272222222,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,3.272222222222222,18,21
5833308,6.56,0.0,2015-05-14 09:02:02,2015-05-14 11:05:06,2.051111111,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,2.051111111111111,9,11
9192828,6.81,0.0,2015-05-14 13:03:46,2015-05-14 16:12:07,3.139166667,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,3.1391666666666667,13,16
8327550,6.54,0.0,2015-05-15 09:02:07,2015-05-15 11:04:05,2.032777778,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.0327777777777776,9,11
4580264,1.99,0.0,2015-05-15 15:58:45,2015-05-15 16:36:05,0.622222222,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,0.6222222222222222,15,16
2043259,6.72,0.0,2015-05-16 09:57:51,2015-05-16 12:22:06,2.404166667,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,2.404166666666667,9,12
2636266,6.64,0.0,2015-05-17 10:00:26,2015-05-17 12:03:05,2.044166667,Sun,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,0,1,1,15,2.0441666666666665,10,12
6976803,2.26,0.0,2015-05-17 12:33:20,2015-05-17 13:37:05,1.0625,Sun,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,0,1,1,15,1.0625,12,13
3739661,6.92,0.0,2015-05-18 09:12:30,2015-05-18 11:28:06,2.26,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.26,9,11
9810647,1.16,0.0,2015-05-18 14:57:38,2015-05-18 15:49:06,0.857777778,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,0.8577777777777778,14,15
3487904,7.13,0.0,2015-05-18 17:38:28,2015-05-18 21:08:06,3.493888889,Mon,android,24.8566214,97867440,369001,493904,1,1,1,0,0,0,0,0,0,1,15,3.493888888888889,17,21
4550364,6.45,0.0,2015-05-19 09:06:03,2015-05-19 11:06:05,2.000555556,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.0005555555555556,9,11
9388820,4.0,0.0,2015-05-19 11:29:04,2015-05-19 13:37:06,2.133888889,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.133888888888889,11,13
6763610,5.71,0.5,2015-05-19 16:36:04,2015-05-19 21:07:06,4.517222222,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,4.517222222222222,16,21
4369382,6.71,0.0,2015-05-20 08:59:09,2015-05-20 11:11:06,2.199166667,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,2.1991666666666667,8,11
2012032,6.97,0.0,2015-05-20 13:00:03,2015-05-20 16:14:07,3.234444444,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,3.234444444444444,13,16
2949384,0.91,0.0,2015-05-20 17:46:44,2015-05-20 18:56:06,1.156111111,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,1.156111111111111,17,18
4703592,6.35,0.0,2015-05-21 09:02:53,2015-05-21 11:01:06,1.970277778,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,1.9702777777777776,9,11
9373410,6.91,0.0,2015-05-21 17:23:23,2015-05-21 21:17:06,3.895277778,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,3.895277777777778,17,21
5965252,6.58,0.0,2015-05-22 09:01:12,2015-05-22 11:04:13,2.050277778,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.0502777777777776,9,11
7331338,2.32,0.0,2015-05-22 14:53:41,2015-05-22 15:44:07,0.840555556,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,0.8405555555555555,14,15
7529207,6.71,0.0,2015-05-22 15:54:53,2015-05-22 19:09:06,3.236944444,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,3.2369444444444446,15,19
2907516,6.66,0.0,2015-05-26 09:02:31,2015-05-26 11:06:06,2.059722222,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.0597222222222222,9,11
3669573,5.79,0.0,2015-05-26 18:06:54,2015-05-26 21:20:07,3.220277778,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,3.2202777777777776,18,21
9271119,6.67,0.0,2015-05-27 08:55:53,2015-05-27 11:03:06,2.120277778,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,2.120277777777778,8,11
5012038,2.02,0.0,2015-05-27 14:42:39,2015-05-27 15:46:06,1.0575,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,1.0575,14,15
1986133,6.93,0.0,2015-05-27 17:19:12,2015-05-27 21:17:06,3.965,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,3.965,17,21
8439790,6.43,0.0,2015-05-28 09:04:24,2015-05-28 11:03:07,1.978611111,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,1.978611111111111,9,11
6948821,6.99,0.0,2015-05-28 18:17:30,2015-05-28 21:18:06,3.01,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,3.01,18,21
3614527,7.03,0.0,2015-05-29 18:19:24,2015-05-29 21:13:06,2.895,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.895,18,21
2719933,6.43,0.0,2015-05-30 10:00:56,2015-05-30 12:00:08,1.986666667,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,1.9866666666666664,10,12
9465310,1.43,0.0,2015-05-30 15:08:52,2015-05-30 17:12:09,2.054722222,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,2.0547222222222223,15,17
8127201,8.29,0.0,2015-05-31 13:35:18,2015-05-31 17:30:08,3.913888889,Sun,ios,5.135871,81375624,369001,493904,0,1,0,0,0,0,0,0,1,1,15,3.9138888888888888,13,17
2742271,6.75,0.0,2015-06-01 08:59:25,2015-06-01 11:31:05,2.527777778,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.5277777777777777,8,11
4136508,6.96,0.0,2015-06-01 17:36:41,2015-06-01 21:18:04,3.689722222,Mon,android,24.8566214,97867440,369001,493904,1,1,1,0,0,0,0,0,0,1,15,3.689722222222222,17,21
8829566,6.72,0.0,2015-06-02 09:04:19,2015-06-02 11:17:05,2.212777778,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.2127777777777777,9,11
3086685,5.94,0.0,2015-06-02 17:50:50,2015-06-02 21:12:05,3.354166667,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,3.3541666666666665,17,21
1699262,6.73,0.0,2015-06-03 09:04:39,2015-06-03 12:07:06,3.040833333,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,3.0408333333333335,9,12
1646115,6.71,0.0,2015-06-03 17:52:29,2015-06-03 21:09:14,3.279166667,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,3.279166666666667,17,21
9916089,6.75,0.0,2015-06-04 09:04:14,2015-06-04 11:17:05,2.214166667,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,2.214166666666667,9,11
2774472,6.94,0.0,2015-06-04 18:05:15,2015-06-04 21:11:14,3.099722222,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,3.0997222222222223,18,21
4366747,6.76,0.0,2015-06-05 09:01:32,2015-06-05 11:11:05,2.159166667,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.1591666666666667,9,11
9846685,6.96,0.0,2015-06-05 18:44:06,2015-06-05 21:20:11,2.601388889,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.6013888888888888,18,21
6226885,6.8,0.0,2015-06-06 09:57:21,2015-06-06 13:48:06,3.845833333,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,3.845833333333333,9,13
7858724,6.76,0.0,2015-06-08 09:02:17,2015-06-08 11:45:07,2.713888889,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.713888888888889,9,11
7656018,1.08,0.0,2015-06-08 15:18:56,2015-06-08 15:42:06,0.386111111,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,0.3861111111111111,15,15
8226298,6.93,0.0,2015-06-08 18:28:49,2015-06-08 21:13:05,2.737777778,Mon,android,24.8566214,97867440,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.7377777777777776,18,21
4609649,6.75,0.0,2015-06-09 08:56:28,2015-06-09 11:45:07,2.810833333,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.8108333333333335,8,11
7464842,0.67,0.0,2015-06-09 14:37:52,2015-06-09 15:45:08,1.121111111,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,1.1211111111111112,14,15
2451482,5.71,0.0,2015-06-09 17:35:10,2015-06-09 21:14:06,3.648888889,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,3.648888888888889,17,21
3319802,4.31,0.0,2015-06-10 13:13:28,2015-06-10 14:57:06,1.727222222,Wed,ios,5.135871,81375624,369001,493904,0,1,0,0,1,0,0,0,0,1,15,1.7272222222222222,13,14
1973215,6.98,0.0,2015-06-10 18:24:40,2015-06-10 21:17:06,2.873888889,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,2.8738888888888887,18,21
1183559,6.89,0.0,2015-06-11 13:16:33,2015-06-11 15:52:07,2.592777778,Thu,ios,5.135871,81375624,369001,493904,0,1,0,0,0,1,0,0,0,1,15,2.5927777777777776,13,15
1279402,5.72,0.0,2015-06-11 17:50:51,2015-06-11 21:16:06,3.420833333,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,3.4208333333333334,17,21
8017360,4.5,0.0,2015-06-13 15:51:25,2015-06-13 18:22:05,2.511111111,Sat,ios,5.135871,81375624,369001,493904,0,1,0,0,0,0,0,1,0,1,15,2.511111111111111,15,18
3596356,4.77,0.0,2015-06-14 13:05:19,2015-06-14 15:48:05,2.712777778,Sun,ios,5.135871,81375624,369001,493904,0,1,0,0,0,0,0,0,1,1,15,2.7127777777777777,13,15
3156957,4.74,0.0,2015-06-15 13:45:12,2015-06-15 15:48:06,2.048333333,Mon,ios,5.135871,81375624,369001,493904,0,1,1,0,0,0,0,0,0,1,15,2.0483333333333333,13,15
7615779,6.44,0.0,2015-06-16 08:59:13,2015-06-16 11:06:05,2.114444444,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,2.114444444444445,8,11
6885772,3.39,0.0,2015-06-16 12:52:40,2015-06-16 14:57:06,2.073888889,Tue,ios,5.135871,81375624,369001,493904,0,1,0,1,0,0,0,0,0,1,15,2.073888888888889,12,14
7508235,6.23,0.0,2015-06-16 17:00:47,2015-06-16 20:51:06,3.838611111,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,3.838611111111111,17,20
1229156,6.83,0.5,2015-06-17 09:03:13,2015-06-17 13:23:07,4.331666667,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,4.331666666666667,9,13
4650800,1.29,0.0,2015-06-17 14:32:05,2015-06-17 14:59:07,0.450555556,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,0.4505555555555555,14,14
3413837,5.9,0.0,2015-06-17 17:46:21,2015-06-17 21:15:09,3.48,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,3.48,17,21
8287803,6.7,0.0,2015-06-18 09:01:08,2015-06-18 11:05:06,2.066111111,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,2.0661111111111112,9,11
6934825,0.61,0.0,2015-06-18 14:35:30,2015-06-18 14:57:05,0.359722222,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,0.3597222222222222,14,14
8101955,5.94,0.0,2015-06-18 17:56:37,2015-06-18 21:15:12,3.309722222,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,3.3097222222222222,17,21
2802352,6.79,0.0,2015-06-19 09:04:26,2015-06-19 11:45:06,2.677777778,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.6777777777777776,9,11
5102547,6.02,0.0,2015-06-19 17:40:14,2015-06-19 21:12:07,3.531388889,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,3.531388888888889,17,21
1373410,6.79,0.0,2015-06-20 09:58:20,2015-06-20 12:54:05,2.929166667,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,2.9291666666666667,9,12
8228082,1.94,0.0,2015-06-20 13:55:06,2015-06-20 17:15:06,3.333333333,Sat,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,0,1,0,1,15,3.3333333333333335,13,17
4210867,6.81,1.33,2015-06-22 08:58:42,2015-06-22 14:24:06,5.423333333,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,5.423333333333333,8,14
4946723,0.66,0.0,2015-06-22 16:15:40,2015-06-22 18:58:08,2.707777778,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.707777777777778,16,18
9979037,6.04,0.0,2015-06-23 18:04:54,2015-06-23 21:22:07,3.286944444,Tue,android,24.8566214,97867440,369001,493904,1,1,0,1,0,0,0,0,0,1,15,3.2869444444444444,18,21
5386466,6.43,0.0,2015-06-24 09:03:34,2015-06-24 11:03:08,1.992777778,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,1.9927777777777775,9,11
3477642,1.54,0.0,2015-06-24 14:48:59,2015-06-24 15:53:05,1.068333333,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,1.0683333333333334,14,15
8350412,6.3,0.0,2015-06-24 17:47:51,2015-06-24 21:15:07,3.454444444,Wed,android,24.8566214,97867440,369001,493904,1,1,0,0,1,0,0,0,0,1,15,3.4544444444444444,17,21
3219996,6.42,0.0,2015-06-25 09:02:42,2015-06-25 11:02:06,1.99,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,1.99,9,11
8317801,6.32,0.0,2015-06-26 09:02:35,2015-06-26 10:59:05,1.941666667,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,1.9416666666666669,9,10
8738836,5.9,0.0,2015-06-26 12:24:18,2015-06-26 16:18:06,3.896666667,Fri,android,24.8566214,97867440,369001,493904,1,1,0,0,0,0,1,0,0,1,15,3.8966666666666665,12,16
4677347,3.57,0.0,2015-06-26 17:48:32,2015-06-26 18:55:07,1.109722222,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,1.1097222222222225,17,18
