"ModelReleaseYear","Make","ModelReleaseVersion","Model","Variant","EngineDisplacement","EngineConfiguration","EngineInduction","FwdGearsNo","TransmissionTypeDescription","SideDoorNo","SeatingCapacity","BodyStyle","DrivingWheelsNo","FuelType","CO2EmissionsCombined","CO2EmissionsUrban","CO2EmissionsExtraUrban","FuelConsumptionCombined","FuelConsumptionUrban","FuelConsumptionExtraUrban","EnergyConsumptionWhkm","ElectricRangeKm","AirPollutionStandard","StationaryNoiseData","TestSpeed","IsCurrentModel","ModelEndYear","FuelLifeCycleCO2","AnnualTailpipeCO2","AnnualFuelCost"
"2025","Kia","2025","Sportage","SX+ Diesel","2","4cyl","Turbo","8","Auto","4","5","SUV","4","Diesel","163","200","142","6.3","7.7","5.4","","","Euro 5","74","3000","Yes","0","182","2.28","1411"
"2025","Kia","2025","Sportage","GT-Line Diesel","2","4cyl","Turbo","8","Auto","4","5","SUV","4","Diesel","163","200","142","6.3","7.7","5.4","","","Euro 5","74","3000","Yes","0","182","2.28","1411"
"2021","Kia","2022","Sportage","2.0 CRDI","2","4cyl","Turbo","8","Auto","4","5","SUV","4","Diesel","163","200","142","6.3","7.7","5.4","","","Euro 5","77","3000","No","2025","182","2.28","1411"
"2024","Hyundai","2025","Tucson","2.0 CRDi","2","4cyl","Turbo","8","Auto","4","5","SUV","4","Diesel","163","200","142","6.3","7.7","5.4","","","Euro 5","79","3000","Yes","0","182","2.28","1411"
"2018","Mercedes-Benz","447N","Vito","111 MWB Van","1.6","4cyl","Turbo","6","Manual","4","3","Van","2","Diesel","163","202","137","6.2","7.7","5.2","","","Euro 5","84","2850","Yes","0","179","2.28","1389"
"2018","Mercedes-Benz","447N","Vito","111 SWB Van","1.6","4cyl","Turbo","6","Manual","4","3","Van","2","Diesel","163","202","137","6.2","7.7","5.2","","","Euro 5","84","2850","Yes","0","179","2.28","1389"
"2016","Renault","","Trafic Crew","103Kw","1.6","4cyl","Turbo","6","Manual","3","3","Van","2","Diesel","164","187","150","6.2","7.2","5.7","","","Euro 5","81","2625","Yes","0","179","2.3","1389"
"2015","Renault","","Trafic","103Kw","1.6","4cyl","Turbo","6","Manual","3","3","Van","2","Diesel","164","187","150","6.2","7.2","5.7","","","Euro 5","81.00","2625","Yes","0","179","2.3","1389"
"2015","Renault","","Trafic","66Kw","1.6","4cyl","Turbo","6","Manual","3","3","Van","2","Diesel","164","188","150","6.2","7.2","5.7","","","Euro 5","80","2625","Yes","0","179","2.3","1389"
"2025","Volkswagen","MY25","Multivan","Life TDI360","2","4cyl","Turbo","7","Auto","4","7","Van","2","Diesel","164","190","148","6.2","7.3","5.7","","","Euro 6","81","2813","Yes","0","179","2.3","1389"
"2025","Volkswagen","MY25","Multivan","Life LWB TDI360","2","4cyl","Turbo","7","Auto","4","7","Van","2","Diesel","164","190","148","6.2","7.3","5.7","","","Euro 6","81","2813","Yes","0","179","2.3","1389"
"2022","Peugeot","","Expert","EXPERT PRO SHORT 2.0 HDI AT8","2","4cyl","Turbo","8","Auto","4","3","Van","2","Diesel","165","189","150","6.3","7.2","5.8","","","Euro 5","85","3000","Yes","0","182","2.31","1411"
"2022","Peugeot","","Expert","EXPERT PRO LONG 2.0 HDI AT8","2","4cyl","Turbo","8","Auto","4","3","Van","2","Diesel","165","189","150","6.3","7.2","5.8","","","Euro 5","85","3000","Yes","0","182","2.31","1411"
"2017","Audi","","Q5","3.0 TDI quattro Tiptronic 20 Inch Wheel","3","6cyl","Turbo","8","Auto","4","5","SUV","4","Diesel","165","189","151","6.3","7.2","5.8","","","Euro 6","70","2350","Yes","0","182","2.31","1411"
"2024","Ssangyong","C300 24MY","Korando","D16DT 4WD AT","1.6","4cyl","Turbo","6","Auto","4","5","Wagon","4","Diesel","165","199","145","6.3","7.6","5.5","","","Euro 5","73","3000","Yes","0","182","2.31","1411"
"2022","Ssangyong","C300 23MY","Korando","D16DT 4WD AT","1.6","4cyl","Turbo","6","Auto","4","5","Wagon","4","Diesel","165","199","145","6.3","7.6","5.5","","","Euro 5","77","3000","Yes","0","182","2.31","1411"
"2021","Ssangyong","C300 22MY","Korando","D16DT 4WD AT","1.6","4cyl","Turbo","6","Auto","4","5","Wagon","4","Diesel","165","199","145","6.3","7.6","5.5","","","Euro 5","77","3000","Yes","0","182","2.31","1411"
"2020","Ssangyong","C300 21MY","Korando","D16DT 4WD AT","1.6","4cyl","Turbo","6","Auto","4","5","Wagon","4","Diesel","165","199","145","6.3","7.6","5.5","","","Euro 5","77","3000","Yes","0","182","2.31","1411"
"2019","Ssangyong","C300 20MY","Korando","D16DT 4WD AT","1.6","4cyl","Turbo","6","Auto","4","5","Wagon","4","Diesel","165","199","145","6.3","7.6","5.5","","","Euro 5","77","3000","Yes","0","182","2.31","1411"
"2018","Subaru","","Outback","2.0D ","2","4cyl","Turbo","1","CVT","4","5","Wagon","4","Diesel","165","200","145","6.3","7.7","5.5","","","Euro 6","74","2700","No","2025","182","2.31","1411"
"2018","Subaru","","Outback","2.0D Premium","2","4cyl","Turbo","1","CVT","4","5","Wagon","4","Diesel","165","200","145","6.3","7.7","5.5","","","Euro 6","74","2700","No","2025","182","2.31","1411"
"2016","Audi","","Q7","3.0 TDI quattro Tiptronic 21/22 Inch Wheel","3","6cyl","Turbo","8","Auto","4","7","SUV","4","Diesel","166","177","160","6.3","6.8","6.1","","","Euro 6","70","2375","Yes","0","182","2.32","1411"
"2015","Nissan","D23","NP300 Navara","4x2 Twin Turbo","2.3","4cyl","Normal","6","Manual","4","5","Utility","2","Diesel","166","187","154","6.3","7.1","5.8","","","Euro 5","81.00","2812","Yes","0","182","2.32","1411"
"2018","Mercedes-Benz","","V Class","Valente Sport","2.1","4cyl","Turbo","7","Auto","4","9","Wagon","2","Diesel","166","195","151","6.3","7.4","5.7","","","Euro 6","79","2850","Yes","0","182","2.32","1411"
"2018","Mercedes-Benz","","V Class","Marco Polo Activity","2.1","4cyl","Turbo","7","Auto","4","7","Wagon","2","Diesel","166","195","151","6.3","7.4","5.7","","","Euro 6","79","2850","Yes","0","182","2.32","1411"
"2018","Mercedes-Benz","","V Class","Valente ","2.1","4cyl","Turbo","7","Auto","4","8","Wagon","2","Diesel","166","195","151","6.3","7.4","5.7","","","Euro 6","79","2850","Yes","0","182","2.32","1411"
"2018","Mercedes-Benz","","V Class","V220 d","2.1","4cyl","Turbo","7","Auto","4","7","Wagon","2","Diesel","166","195","151","6.3","7.4","5.7","","","Euro 6","79","2850","Yes","0","182","2.32","1411"
"2018","Mercedes-Benz","447","Vito","119 MWB CrewCab Sport","2.1","4cyl","Turbo","7","Auto","4","6","Van","2","Diesel","166","195","151","6.3","7.4","5.7","","","Euro 6","79","2850","Yes","0","182","2.32","1411"
"2018","Mercedes-Benz","447N","Vito","111 LWB Van","1.6","4cyl","Turbo","6","Manual","4","3","Van","2","Diesel","166","205","143","6.3","7.8","5.4","","","Euro 5","84","2850","Yes","0","182","2.32","1411"
"2019","Peugeot","","Boxer","Manual Long","2","4cyl","Turbo","6","Manual","3","2","Van","2","Diesel","168","181","160","6.4","6.9","6.1","","","Euro 6","80","2813","Yes","0","185","2.35","1434"
"2024","Mercedes-Benz","","Vito","116 SWB Van FL2","2","4cyl","Turbo","9","Auto","4","2","Van","2","Diesel","168","194","153","6.4","7.4","5.8","","","Euro 6","77","3300","Yes","0","185","2.35","1434"
"2024","Mercedes-Benz","","Vito","116 SWB Van FL2","2","4cyl","Turbo","9","Auto","4","3","Van","2","Diesel","168","194","153","6.4","7.4","5.8","","","Euro 6","77","3300","Yes","0","185","2.35","1434"
"2019","Kia","2020","Sportage","SX","2","4cyl","Turbo","8","Auto","4","5","SUV","4","Diesel","168","212","142","6.4","8","5.4","","","Euro 5","77","3000","Yes","0","185","2.35","1434"
"2019","Kia","2020","Sportage","SX+","2","4cyl","Turbo","8","Auto","4","5","SUV","4","Diesel","168","212","142","6.4","8","5.4","","","Euro 5","77","3000","Yes","0","185","2.35","1434"
"2018","Ford","VN","Transit Custom","300S Low Roof","2","4cyl","Turbo","6","Manual","3","3","Van","2","Diesel","169","187","157","6.5","7.2","6.1","","","Euro 6","82","2625","Yes","0","187","2.37","1456"
"2021","BMW","X3 Series - G01","X3","xDrive30d","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Diesel","169","190","156","6.4","7.3","5.9","","","Euro 5","78","3000","Yes","0","185","2.37","1434"
"2019","Alpina","","XD3","X3D","3","6cyl","Turbo","8","Auto","4","5","Wagon","4","Diesel","169","191","157","6.4","7.3","6","","","Euro 6","78","3450","Yes","0","185","2.37","1434"
"2015","Nissan","D23","NP300 Navara","4x2 Single Turbo","2.3","4cyl","Normal","6","Manual","4","5","Utility","2","Diesel","169","194","155","6.4","7.3","5.9","","","Euro 5","80.00","2812","Yes","0","185","2.37","1434"
"2018","Mercedes-Benz","447","Vito","114 MWB CrewCab Sport","2.1","4cyl","Turbo","7","Auto","4","6","Van","2","Diesel","169","197","153","6.4","7.5","5.8","","","Euro 6","78","2850","Yes","0","185","2.37","1434"
"2018","Mercedes-Benz","","V Class","V250 d","2.1","4cyl","Turbo","7","Auto","4","8","Wagon","2","Diesel","169","197","153","6.4","7.5","5.8","","","Euro 6","79","2850","Yes","0","185","2.37","1434"
"2018","Mercedes-Benz","447N","Vito","119 MWB CrewCab","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","169","197","153","6.4","7.5","5.8","","","Euro 6","79","2850","Yes","0","185","2.37","1434"
"2018","Mercedes-Benz","447N","Vito","119 LWB CrewCab","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","169","197","153","6.4","7.5","5.8","","","Euro 6","79","2850","Yes","0","185","2.37","1434"
"2018","Mercedes-Benz","447N","Vito","119 MWB CrewCab Sport","2.1","4cyl","Turbo","7","Auto","4","5","Van","2","Diesel","169","197","153","6.4","7.5","5.8","","","Euro 6","79","2850","Yes","0","185","2.37","1434"
"2024","Mercedes-Benz","","Vito","114 MWB Van FL2","2","4cyl","Turbo","9","Auto","4","2","Van","2","Diesel","169","198","152","6.4","7.5","5.8","","","Euro 6","74","3300","Yes","0","185","2.37","1434"
"2024","Mercedes-Benz","","Vito","114 MWB Van FL2","2","4cyl","Turbo","9","Auto","4","3","Van","2","Diesel","169","198","152","6.4","7.5","5.8","","","Euro 6","74","3300","Yes","0","185","2.37","1434"
"2024","Mercedes-Benz","","Vito","114 LWB Van FL2","2","4cyl","Turbo","9","Auto","4","2","Van","2","Diesel","169","198","152","6.4","7.5","5.8","","","Euro 6","74","3300","Yes","0","185","2.37","1434"
"2024","Mercedes-Benz","","Vito","114 LWB Van FL2","2","4cyl","Turbo","9","Auto","4","3","Van","2","Diesel","169","198","152","6.4","7.5","5.8","","","Euro 6","74","3300","Yes","0","185","2.37","1434"
"2013","Ssangyong","","Korando","D20T AWD","2.0","4cyl","Turbo","6","Manual","4","5","Wagon","2","Diesel","169","207","146","6.4","7.9","5.5","","","Euro 5","74.00","3000","Yes","0","185","2.37","1434"
