"ModelReleaseYear","Make","ModelReleaseVersion","Model","Variant","EngineDisplacement","EngineConfiguration","EngineInduction","FwdGearsNo","TransmissionTypeDescription","SideDoorNo","SeatingCapacity","BodyStyle","DrivingWheelsNo","FuelType","CO2EmissionsCombined","CO2EmissionsUrban","CO2EmissionsExtraUrban","FuelConsumptionCombined","FuelConsumptionUrban","FuelConsumptionExtraUrban","EnergyConsumptionWhkm","ElectricRangeKm","AirPollutionStandard","StationaryNoiseData","TestSpeed","IsCurrentModel","ModelEndYear","FuelLifeCycleCO2","AnnualTailpipeCO2","AnnualFuelCost"
"2018","Mercedes-Benz","447N","Vito","116 LWB Van","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","161","189","148","6.1","7.2","5.6","","","Euro 6","79","2850","Yes","0","176","2.25","1366"
"2018","Mercedes-Benz","447N","Vito","119 MWB Van","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","161","189","148","6.1","7.2","5.6","","","Euro 6","79","2850","Yes","0","176","2.25","1366"
"2018","Mercedes-Benz","447N","Vito","116 MWB Van","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","161","189","148","6.1","7.2","5.6","","","Euro 6","79","2850","Yes","0","176","2.25","1366"
"2018","Mercedes-Benz","447N","Vito","116 MWB Van Sport","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","161","189","148","6.1","7.2","5.6","","","Euro 6","79","2850","Yes","0","176","2.25","1366"
"2018","Mercedes-Benz","447N","Vito","119 MWB Van Sport","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","161","189","148","6.1","7.2","5.6","","","Euro 6","79","2850","Yes","0","176","2.25","1366"
"2018","Mercedes-Benz","447N","Vito","114 SWB Van","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","163","192","150","6.2","7.3","5.7","","","Euro 6","78","2850","Yes","0","179","2.28","1389"
"2018","Mercedes-Benz","447N","Vito","114 MWB Van","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","163","192","150","6.2","7.3","5.7","","","Euro 6","78","2850","Yes","0","179","2.28","1389"
"2018","Mercedes-Benz","447N","Vito","114 LWB Van","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","163","192","150","6.2","7.3","5.7","","","Euro 6","78","2850","Yes","0","179","2.28","1389"
"2018","Mercedes-Benz","447N","Vito","114 MWB Van Sport","2.1","4cyl","Turbo","7","Auto","4","3","Van","2","Diesel","163","192","150","6.2","7.3","5.7","","","Euro 6","78","2850","Yes","0","179","2.28","1389"
"2025","Kia","2025","Sportage","S Diesel","2","4cyl","Turbo","8","Auto","4","5","SUV","4","Diesel","163","200","142","6.3","7.7","5.4","","","Euro 5","74","3000","Yes","0","182","2.28","1411"
"2025","Kia","2025","Sportage","SX Diesel","2","4cyl","Turbo","8","Auto","4","5","SUV","4","Diesel","163","200","142","6.3","7.7","5.4","","","Euro 5","74","3000","Yes","0","182","2.28","1411"
