"ModelReleaseYear","Make","ModelReleaseVersion","Model","Variant","EngineDisplacement","EngineConfiguration","EngineInduction","FwdGearsNo","TransmissionTypeDescription","SideDoorNo","SeatingCapacity","BodyStyle","DrivingWheelsNo","FuelType","CO2EmissionsCombined","CO2EmissionsUrban","CO2EmissionsExtraUrban","FuelConsumptionCombined","FuelConsumptionUrban","FuelConsumptionExtraUrban","EnergyConsumptionWhkm","ElectricRangeKm","AirPollutionStandard","StationaryNoiseData","TestSpeed","IsCurrentModel","ModelEndYear","FuelLifeCycleCO2","AnnualTailpipeCO2","AnnualFuelCost"
"2024","Audi","","Q4 e-tron","45","0","Electric","N/A","1","Auto","4","5","SUV","2","Pure Electric","0","","","0","","","174","524","Pure EV","","","Yes","0","141","0","731"
"2024","Smart","","#1","Pro+","0","Electric","N/A","1","Auto","4","5","Hatch","2","Pure Electric","0","","","0","","","174","420","Pure EV","","","Yes","0","141","0","731"
"2024","Volvo","","EC40","Single Motor","0","Electric","N/A","1","Auto","4","5","Hatch","2","Pure Electric","0","","","0","","","175","540","Pure EV","","","No","2025","142","0","735"
"2024","Audi","","Q4 e-tron","55 Sportback quattro","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","175","503","Pure EV","","","Yes","0","142","0","735"
"2025","MG","","IM IM5","75kWh EV RWD","0","Electric","N/A","1","Auto","4","5","Hatch","2","Pure Electric","0","","","0","","","175","490","Pure EV","","","Yes","0","142","0","735"
"2024","Volvo","","EX30","Single Motor","0","Electric","N/A","1","Auto","4","5","Hatch","2","Pure Electric","0","","","0","","","175","462","Pure EV","","","Yes","0","142","0","735"
"2024","Renault","","Kangoo E-Tech","SWB PRO EV45","0","Electric","N/A","1","Auto","4","2","Van","2","Pure Electric","0","","","0","","","175","286","Pure EV","","","Yes","0","142","0","735"
"2024","Renault","","Kangoo E-Tech","LWB PRO EV45","0","Electric","N/A","1","Auto","4","2","Van","2","Pure Electric","0","","","0","","","175","286","Pure EV","","","Yes","0","142","0","735"
"2023","Mercedes-Benz","V295","EQE","350 4MATIC","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","176","590","Pure EV","","","Yes","0","143","0","739"
"2023","Mercedes-Benz","V295","EQE Class","EQE 350 4MATIC","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","176","590","Pure EV","","","Yes","0","143","0","739"
"2024","Smart","","#3","Brabus","0","Electric","N/A","1","Auto","4","5","Hatch","4","Pure Electric","0","","","0","","","176","415","Pure EV","","","Yes","0","143","0","739"
"2024","Porsche","","Taycan","Performance Battery","0","Electric","N/A","2","Other","4","5","Coupe","2","Pure Electric","0","","","0","","","177","651","Pure EV","","","Yes","0","143","0","743"
"2024","Porsche","","Taycan","4 Performance Battery","0","Electric","N/A","2","Other","4","5","Coupe","4","Pure Electric","0","","","0","","","177","627","Pure EV","","","Yes","0","143","0","743"
"2023","MG","","ZS EV","72kWh","0","Electric","N/A","1","Auto","4","5","SUV","2","Pure Electric","0","","","0","","","177","505","Pure EV","","","Yes","0","143","0","743"
"2022","MG","","ZS EV","51kWh","0","Electric","N/A","1","Auto","4","5","SUV","2","Pure Electric","0","","","0","","","177","360","Pure EV","","","Yes","0","143","0","743"
"2024","Porsche","","Taycan","Turbo","0","Electric","N/A","2","Other","4","5","Coupe","4","Pure Electric","0","","","0","","","178","626","Pure EV","","","Yes","0","144","0","748"
"2024","Porsche","","Taycan","Turbo S","0","Electric","N/A","2","Other","4","5","Coupe","4","Pure Electric","0","","","0","","","178","626","Pure EV","","","Yes","0","144","0","748"
"2024","Porsche","","Taycan","4S Performance Battery","0","Electric","N/A","2","Other","4","5","Coupe","4","Pure Electric","0","","","0","","","178","625","Pure EV","","","Yes","0","144","0","748"
"2025","Porsche","","Taycan","GTS","0","Electric","N/A","2","Other","4","5","Coupe","4","Pure Electric","0","","","0","","","178","624","Pure EV","","","Yes","0","144","0","748"
"2023","Ford","","Mach-E","Select LFP RWD","0","Electric","N/A","1","CVT","4","5","Coupe","2","Pure Electric","0","","","0","","","178","470","Pure EV","67","1200","Yes","0","144","0","748"
"2025","BYD","","SEALION 7","Performance","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","179","542","Pure EV","","","Yes","0","145","0","752"
"2022","Mercedes-Benz","H243","EQA Class","EQA350 4MATIC","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","179","475","Pure EV","","","Yes","0","145","0","752"
"2021","Hyundai","","Ioniq 5","EV","0","Electric","N/A","0","N/A","4","5","SUV","2","Pure Electric","0","","","0","","","179","451","Pure EV","","","Yes","0","145","0","752"
"2024","Kia","","EV5","Long Range 2WD 18 inch (Air)","0","Electric","N/A","1","Auto","4","5","SUV","2","Pure Electric","0","","","0","","","180","555","Pure EV","","","Yes","0","146","0","756"
"2023","BMW","G60","5 Series","i5 M60 xDrive","0","Electric","N/A","1","Auto","4","5","Sedan","4","Pure Electric","0","","","0","","","180","506","Pure EV","","","Yes","0","146","0","756"
"2022","Kia","","EV6","GT-Line AWD","0","Electric","N/A","1","Other","4","5","Wagon","4","Pure Electric","0","","","0","","","180","484","Pure EV","","","Yes","0","146","0","756"
"2021","Nissan","","ZE1 LEAF","e+","0","Electric","N/A","1","Other","4","5","Hatch","2","Pure Electric","0","","","0","","","180","450","Pure EV","","","Yes","0","146","0","756"
"2024","Volvo","","EX30","Twin Motor","0","Electric","N/A","1","Auto","4","5","Hatch","4","Pure Electric","0","","","0","","","180","445","Pure EV","","","No","2025","146","0","756"
"2022","Nissan","ZE1","Leaf","e+","0","Electric","N/A","1","Auto","4","5","Hatch","2","Pure Electric","0","","","0","","","180","439","Pure EV","","","Yes","0","146","0","756"
"2024","BMW","G61","5 Series","i5 M60 xDrive Touring","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","181","501","Pure EV","","","Yes","0","147","0","760"
"2024","Hyundai","2025","IONIQ5","N Line","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","181","495","Pure EV","","","Yes","0","147","0","760"
"2024","Audi","","Q4 e-tron","55 quattro","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","181","488","Pure EV","","","Yes","0","147","0","760"
"2023","Fiat","","500e","Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC","0","Electric","N/A","1","Auto","2","4","Hatch","2","Pure Electric","0","","","0","","","181","253","Pure EV","","","Yes","0","147","0","760"
"2025","MG","","IM IM6","100kWh EV RWD","0","Electric","N/A","1","Auto","4","5","Hatch","2","Pure Electric","0","","","0","","","182","625","Pure EV","","","Yes","0","147","0","764"
"2024","Hyundai","2025","IONIQ5","LR 20inch","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","182","500","Pure EV","","","Yes","0","147","0","764"
"2023","Cupra","MY23","Born","77kWh 4 seat (20" Alloys)","0","Electric","N/A","1","Auto","4","4","Hatch","2","Pure Electric","0","","","0","","","182","475","Pure EV","","","Yes","0","147","0","764"
"2024","Kia","","EV5","Standard Range 2WD 18 inch (Air)","0","Electric","N/A","1","Auto","4","5","SUV","2","Pure Electric","0","","","0","","","182","400","Pure EV","","","Yes","0","147","0","764"
"2024","Smart","","#1","Brabus","0","Electric","N/A","1","Auto","4","5","Hatch","4","Pure Electric","0","","","0","","","182","400","Pure EV","","","Yes","0","147","0","764"
"2024","Mercedes-Benz","X294","EQE SUV","350 4MATIC SUV","0","Electric","N/A","1","Auto","4","5","SUV","4","Pure Electric","0","","","0","","","183","574","Pure EV","","","Yes","0","148","0","769"
"2023","BMW","U11","X1","iX1 xDrive30","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","183","400","Pure EV","","4000","Yes","0","148","0","769"
"2024","MINI","U25","Countryman","SE ALL4","0","Electric","N/A","1","Auto","4","5","Wagon","4","Pure Electric","0","","","0","","","183","396","Pure EV","","","Yes","0","148","0","769"
"2024","Porsche","","Taycan","Turbo GT","0","Electric","N/A","2","Other","4","5","Coupe","4","Pure Electric","0","","","0","","","184","605","Pure EV","","","Yes","0","149","0","773"
"2024","Porsche","","Taycan","Turbo GT w/Weissach package","0","Electric","N/A","2","Other","4","5","Coupe","4","Pure Electric","0","","","0","","","184","605","Pure EV","","","Yes","0","149","0","773"
