InfrastructureID,RatePerHour,MaxTime,Latitude,Longitude,TAVG,PRCP,TMAX,TMIN,OBJECTID,OBJECTID,Type,STYLE,MeterNumber,MapSymbol,Description,LifecycleStatus,Condition,HoursInEffect,Length_m,Width_m,AccessAisle,AccessAisleWidth_m,LoadingSide,DistanceToNearestLetdown_m,CrossSlope_percent,MeetsSDC16,NewSignageInstalled,CurbPainted,Location,CivicAddress,Comments,Owner,OwnerNotes,Custodian,CustodianNotes,geometry,geometry,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP_ATTRIBUTES,TAVG_ATTRIBUTES,TMAX_ATTRIBUTES,TMIN_ATTRIBUTES,OBJECTID,OBJECTID,Label,Direction,SHAPE_Length,Year,PDF,geometry,geometry
PSP002226,Free,,48.44487229954083,-123.33575630561302,21.4,0.0,30.4,16.9,1896,80,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33471403182557 48.447469793727436),"LINESTRING (-123.34098281458054 48.410249328731545, -123.34133704924459 48.4101753820212)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,21/03/2022,",,a","H,,S",",,a",",,a",1896,80,2456(97),one,27.47276829563325,1997,,POINT (-123.33471403182557 48.447469793727436),"LINESTRING (-123.34098281458054 48.410249328731545, -123.34133704924459 48.4101753820212)"
PSP002214,$1.00,,48.424633066531854,-123.36483290849434,15.9,0.0,22.4,16.4,1944,81,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-332 Bastion Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.3690247088614 48.426456369317435),"LINESTRING (-123.33738628880396 48.41665439794852, -123.33740549723663 48.41682960613032)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,22/03/2022,",,a","H,,S",",,a",",,a",1944,81,2000(91),one,19.52702255706352,1991,,POINT (-123.3690247088614 48.426456369317435),"LINESTRING (-123.33738628880396 48.41665439794852, -123.33740549723663 48.41682960613032)"
PSP002375,M-SAT $2.50 SUN Free,$15 Daily Max Rate,48.424498298076976,-123.35924032811826,14.5,1.6,19.7,10.4,1998,82,metered,ELECTRIC VEHICLE,9292.0,ACCESSIBLE,Hourly Rate M-SAT $2.50 SUN Free; Max Time $15 Daily Max Rate,ACT,2.0,M-SAT 8AM-8PM,5.0,3.0,Yes,2.5,Right Side,5.0 to elevator,0.8,No,No,No,View St Parkade - 5th Floor,743 View St,EV charging station,VC,,VC,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.32604288554717 48.42007077127983, -123.32627133150669 48.42001312796558)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,23/03/2022,",,a","H,,S",",,a",",,a",1998,82,1370(93),one,18.07606141734253,1993,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.32604288554717 48.42007077127983, -123.32627133150669 48.42001312796558)"
PSP002220,Free,,48.449683250608786,-123.33774762579637,16.2,0.0,20.5,10.0,2042,83,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.33039055123798 48.42553458441191, -123.33038982557483 48.42542262460163)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,24/03/2022,",,a","H,,S",",,a",",,a",2042,83,4297(97),one,12.445000000298023,1997,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.33039055123798 48.42553458441191, -123.33038982557483 48.42542262460163)"
PSP002231,Free,,48.447463943167975,-123.33456079029052,15.2,0.0,20.8,12.2,2082,84,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.33044501204613 48.427756711487426, -123.33044352165685 48.42752682016536)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,25/03/2022,",,a","H,,S",",,a",",,a",2082,84,4830(89),one,25.55379999987781,1989,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.33044501204613 48.427756711487426, -123.33044352165685 48.42752682016536)"
PSP002222,Free,,48.444169351144936,-123.33773455268688,17.2,0.0,24.6,9.7,2201,85,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.32849131667625 48.430514093593644, -123.32872187549631 48.43038129061342)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,26/03/2022,",,a","H,,S",",,a",",,a",2201,85,10597(97),one,22.55634529641338,1997,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.32849131667625 48.430514093593644, -123.32872187549631 48.43038129061342)"
PSP002227,Free,,48.44736080480668,-123.33445455674565,22.6,0.0,28.7,10.6,2213,86,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.33537478353107 48.427552660646604, -123.33568162136338 48.427386222568344)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,27/03/2022,",,a","H,,S",",,a",",,a",2213,86,9822(91),one,29.283405550167448,1991,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.33537478353107 48.427552660646604, -123.33568162136338 48.427386222568344)"
PSP000337,$3.00,90 MIN,48.42418309382355,-123.3631048116858,18.7,0.0,25.8,17.1,2330,87,metered,ELECTRIC VEHICLE,2915.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36599714521391 48.42748423601881),"LINESTRING (-123.33329245882202 48.426605763482186, -123.33367941982394 48.42660846649284)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,28/03/2022,",,a","H,,S",",,a",",,a",2330,87,7700(92),one,28.628556288840745,1992,,POINT (-123.36599714521391 48.42748423601881),"LINESTRING (-123.33329245882202 48.426605763482186, -123.33367941982394 48.42660846649284)"
PSP002216,Regular parking fees apply.,,48.42653188398888,-123.36495572670253,16.8,0.0,20.5,14.7,19,88,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-272 View Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.3638054044696 48.42511956618813),"LINESTRING (-123.33882030568205 48.42594054357616, -123.33903626344582 48.425857607196775)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,29/03/2022,",,a","H,,S",",,a",",,a",19,88,8670(91),one,18.44550351250124,1991,,POINT (-123.3638054044696 48.42511956618813),"LINESTRING (-123.33882030568205 48.42594054357616, -123.33903626344582 48.425857607196775)"
PSP002223,Free,,48.44625328744222,-123.33152609848143,16.3,0.0,21.0,14.7,197,89,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33506163541432 48.44690464482426),"LINESTRING (-123.34453181115003 48.42456123654616, -123.34485315655691 48.424617443388804)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,30/03/2022,",,a","H,,S",",,a",",,a",197,89,11240(89),one,24.58098782245969,1989,,POINT (-123.33506163541432 48.44690464482426),"LINESTRING (-123.34453181115003 48.42456123654616, -123.34485315655691 48.424617443388804)"
PSP002225,Free,,48.44676179147874,-123.33850944546373,15.8,0.0,21.4,13.2,430,90,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33499999346992 48.44683484227543),"LINESTRING (-123.34482376368608 48.42695011409098, -123.34514898065768 48.426954757444356)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,31/03/2022,",,a","H,,S",",,a",",,a",430,90,13500(81),one,24.06460455728603,1981,,POINT (-123.33499999346992 48.44683484227543),"LINESTRING (-123.34482376368608 48.42695011409098, -123.34514898065768 48.426954757444356)"
PSP000511,$3.00,90 MIN,48.42987623017713,-123.36541696323096,15.1,0.4,19.5,12.0,529,91,metered,ELECTRIC VEHICLE,2518.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36636785301413 48.425932381530174),"LINESTRING (-123.34176408525104 48.426808608353, -123.34190710893748 48.42681768293329)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,1/04/2022,",,a","H,,S",",,a",",,a",529,91,7300(89),one,10.628678940672229,1989,,POINT (-123.36636785301413 48.425932381530174),"LINESTRING (-123.34176408525104 48.426808608353, -123.34190710893748 48.42681768293329)"
PSP000629,$3.00,40 MIN,48.426808184964955,-123.36891162314467,15.2,0.0,17.4,12.3,778,92,metered,ELECTRIC VEHICLE,4001.0,ELECTRIC VEHICLE,"$3.00/HR 40 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36964991148943 48.42796548598136),"LINESTRING (-123.34099784607817 48.427748735135005, -123.34123152813565 48.42765829031191)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2/04/2022,",,a","H,,S",",,a",",,a",778,92,5520(89),one,19.99794621820636,1989,,POINT (-123.36964991148943 48.42796548598136),"LINESTRING (-123.34099784607817 48.427748735135005, -123.34123152813565 48.42765829031191)"
PSP002221,Free,,48.44542603162691,-123.33064507691802,15.1,3.0,17.3,13.3,897,93,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33512756626244 48.44697372052767),"LINESTRING (-123.33753883558934 48.428972900051356, -123.33775558925876 48.42889807146828)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,3/04/2022,",,a","H,,S",",,a",",,a",897,93,6210(91),one,18.063409181356874,1991,,POINT (-123.33512756626244 48.44697372052767),"LINESTRING (-123.33753883558934 48.428972900051356, -123.33775558925876 48.42889807146828)"
PSP000594,$3.00,90 MIN,48.42990175431281,-123.3702301388974,13.4,0.4,18.1,13.3,911,94,metered,ELECTRIC VEHICLE,2760.0,ELECTRIC VEHICLE,"$3.00/HR 90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36616827797128 48.426593037050914),"LINESTRING (-123.33611184747618 48.43126686456239, -123.33634052140496 48.43127394424103)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,4/04/2022,",,a","H,,S",",,a",",,a",911,94,180(89),one,16.933813127557652,1989,,POINT (-123.36616827797128 48.426593037050914),"LINESTRING (-123.33611184747618 48.43126686456239, -123.33634052140496 48.43127394424103)"
PSP002217,Regular parking fees apply.,,48.425847422788124,-123.36859564936275,15.7,0.4,20.0,7.6,964,95,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-314 View Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36383062854003 48.425124276197295),"LINESTRING (-123.32984773413216 48.431424251838074, -123.32988078649362 48.43124865914258)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,5/04/2022,",,a","H,,S",",,a",",,a",964,95,8630(89),one,19.67055144734641,1989,,POINT (-123.36383062854003 48.425124276197295),"LINESTRING (-123.32984773413216 48.431424251838074, -123.32988078649362 48.43124865914258)"
PSP002219,$1.00,,48.42544737216392,-123.36155301461791,15.1,0.0,20.5,11.8,1160,96,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-266 Broughton Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36423665391007 48.42352540742386),"LINESTRING (-123.32944746289186 48.433228632321125, -123.32947799729132 48.433091855313236)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,6/04/2022,",,a","H,,S",",,a",",,a",1160,96,7830(81),one,15.370310892373858,1981,,POINT (-123.36423665391007 48.42352540742386),"LINESTRING (-123.32944746289186 48.433228632321125, -123.32947799729132 48.433091855313236)"
PSP000512,$3.00,90 MIN,48.425950129869186,-123.36163281114233,16.2,0.0,23.2,10.1,1241,97,metered,ELECTRIC VEHICLE,2517.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36637550222666 48.42590056610452),"LINESTRING (-123.33660719691353 48.43419239760523, -123.33687655796987 48.434201192495415)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,7/04/2022,",,a","H,,S",",,a",",,a",1241,97,4500(92),one,19.948060437702598,1992,,POINT (-123.36637550222666 48.42590056610452),"LINESTRING (-123.33660719691353 48.43419239760523, -123.33687655796987 48.434201192495415)"
PSP002213,Regular parking fees apply.,,48.42708323300717,-123.36627964251011,18.8,0.0,23.8,11.2,1295,98,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-311 Centennial Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36523880035865 48.42928492068114),"LINESTRING (-123.33387692769053 48.434936372147114, -123.33387389523402 48.434674108937145)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,8/04/2022,",,a","H,,S",",,a",",,a",1295,98,8500(81),one,29.152762040351416,1981,,POINT (-123.36523880035865 48.42928492068114),"LINESTRING (-123.33387692769053 48.434936372147114, -123.33387389523402 48.434674108937145)"
PSP002224,Free,,48.45074036979115,-123.33967601102032,19.2,0.0,25.4,14.7,1347,99,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33503134187147 48.44686831337391),"LINESTRING (-123.33379467725462 48.43720717676793, -123.33379868559562 48.436950782358416)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,9/04/2022,",,a","H,,S",",,a",",,a",1347,99,6240(89),one,28.50110510965881,1989,,POINT (-123.33503134187147 48.44686831337391),"LINESTRING (-123.33379467725462 48.43720717676793, -123.33379868559562 48.436950782358416)"
PSP002215,Regular parking fees apply.,,48.42770131412723,-123.36196969960007,20.2,0.0,26.5,14.5,1352,100,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-282 Johnson Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36311291185856 48.42718754138419),"LINESTRING (-123.33369853888935 48.43915873888251, -123.33369725371793 48.438962514215056)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,10/04/2022,",,a","H,,S",",,a",",,a",1352,100,9680(91),one,21.81159999966621,1991,,POINT (-123.36311291185856 48.42718754138419),"LINESTRING (-123.33369853888935 48.43915873888251, -123.33369725371793 48.438962514215056)"
PSP000628,$3.00,40 MIN,48.431436677375316,-123.37055295086155,13.3,1.8,18.3,13.2,1366,101,metered,ELECTRIC VEHICLE,4002.0,ELECTRIC VEHICLE,"$3.00/HR 40 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36965113732748 48.42798782134413),"LINESTRING (-123.33062669639551 48.43802056753707, -123.33099273705865 48.43801951531302)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,11/04/2022,",,a","H,,S",",,a",",,a",1366,101,482(91),one,27.073499999940395,1991,,POINT (-123.36965113732748 48.42798782134413),"LINESTRING (-123.33062669639551 48.43802056753707, -123.33099273705865 48.43801951531302)"
PSP002230,Free,,48.4483444344903,-123.33519824625482,14.1,0.0,18.2,9.0,1472,102,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33485679963307 48.44747080705489),"LINESTRING (-123.3290577633151 48.434987824360825, -123.32911978304237 48.434779248882975)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,12/04/2022,",,a","H,,S",",,a",",,a",1472,102,5500(80),one,23.633720898387978,1980,,POINT (-123.33485679963307 48.44747080705489),"LINESTRING (-123.3290577633151 48.434987824360825, -123.32911978304237 48.434779248882975)"
PSP002218,$1.00,,48.424572084022,-123.36862857945835,14.2,0.0,20.7,10.1,1512,103,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-275 Broughton Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36421862669972 48.42352067382447),"LINESTRING (-123.3390594788148 48.436297996542855, -123.33927472022872 48.436295479199536)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,13/04/2022,",,a","H,,S",",,a",",,a",1512,103,1840(92),one,15.922775651906871,1992,,POINT (-123.36421862669972 48.42352067382447),"LINESTRING (-123.3390594788148 48.436297996542855, -123.33927472022872 48.436295479199536)"
PSP002229,Free,,48.442494219355844,-123.33737794310501,19.1,0.0,24.8,7.9,1654,104,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33482030106688 48.44747019892521),"LINESTRING (-123.34200688370173 48.44237708660711, -123.34234423975748 48.44224286500046)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,14/04/2022,",,a","H,,S",",,a",",,a",1654,104,9870(80),one,29.07010830470408,1980,,POINT (-123.33482030106688 48.44747019892521),"LINESTRING (-123.34200688370173 48.44237708660711, -123.34234423975748 48.44224286500046)"
PSP000336,$3.00,90 MIN,48.42322998373539,-123.3696325923582,18.8,0.0,26.3,13.6,1674,105,metered,ELECTRIC VEHICLE,2916.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.365989449514 48.42751623148886),"LINESTRING (-123.3367585183039 48.44453761989206, -123.33699239710083 48.444448831578626)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,15/04/2022,",,a","H,,S",",,a",",,a",1674,105,9300(92),one,19.913717184206597,1992,,POINT (-123.365989449514 48.42751623148886),"LINESTRING (-123.3367585183039 48.44453761989206, -123.33699239710083 48.444448831578626)"
PSP002214,Regular parking fees apply.,,48.431132294728435,-123.37372703010537,21.0,0.0,28.3,12.1,1767,106,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-332 Bastion Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36887795320854 48.426628480316126),"LINESTRING (-123.33362629156457 48.441373210729445, -123.33363369498143 48.44118889931953)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,16/04/2022,",,a","H,,S",",,a",",,a",1767,106,9830(91),one,20.49449563670202,1991,,POINT (-123.36887795320854 48.426628480316126),"LINESTRING (-123.33362629156457 48.441373210729445, -123.33363369498143 48.44118889931953)"
PSP000595,$3.00,90 MIN,48.42202881235353,-123.36698225036382,21.1,0.0,27.9,14.4,1771,107,metered,ELECTRIC VEHICLE,2761.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36615993680712 48.42662772725535),"LINESTRING (-123.3349129619727 48.448214674112734, -123.33526243167702 48.44821365657708)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,17/04/2022,",,a","H,,S",",,a",",,a",1771,107,6300(92),one,25.842699999921024,1992,,POINT (-123.36615993680712 48.42662772725535),"LINESTRING (-123.3349129619727 48.448214674112734, -123.33526243167702 48.44821365657708)"
PSP002228,Free,,48.44967396671109,-123.33080839566608,15.1,14.4,17.2,14.8,1843,108,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33478487955135 48.44747030197307),"LINESTRING (-123.34465121896366 48.44742160291943, -123.34478744476628 48.44721330366796)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,18/04/2022,",,a","H,,S",",,a",",,a",1843,108,5300(92),one,25.250134899898303,1992,,POINT (-123.33478487955135 48.44747030197307),"LINESTRING (-123.34465121896366 48.44742160291943, -123.34478744476628 48.44721330366796)"
PSP002226,Free,,48.44870366238966,-123.33248781005173,11.5,16.0,14.7,14.0,1896,109,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33471403182557 48.447469793727436),"LINESTRING (-123.3448272114382 48.44840057715821, -123.34504642203333 48.44840054718811)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,19/04/2022,",,a","H,,S",",,a",",,a",1896,109,8830(92),one,16.210049848910163,1992,,POINT (-123.33471403182557 48.447469793727436),"LINESTRING (-123.3448272114382 48.44840057715821, -123.34504642203333 48.44840054718811)"
PSP002214,$1.00,,48.424324694665074,-123.36748502552543,13.6,8.8,18.8,7.7,1944,110,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-332 Bastion Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.3690247088614 48.426456369317435),"LINESTRING (-123.34815282754278 48.44809254376817, -123.34860593590156 48.44803373846393)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,20/04/2022,",,a","H,,S",",,a",",,a",1944,110,8050(85),one,34.13803359328659,1985,,POINT (-123.3690247088614 48.426456369317435),"LINESTRING (-123.34815282754278 48.44809254376817, -123.34860593590156 48.44803373846393)"
PSP002375,M-SAT $2.50 SUN Free,$15 Daily Max Rate,48.427017923748274,-123.36014281097044,12.6,0.6,16.3,9.2,1998,111,metered,ELECTRIC VEHICLE,9292.0,ACCESSIBLE,Hourly Rate M-SAT $2.50 SUN Free; Max Time $15 Daily Max Rate,ACT,2.0,M-SAT 8AM-8PM,5.0,3.0,Yes,2.5,Right Side,5.0 to elevator,0.8,No,No,No,View St Parkade - 5th Floor,743 View St,EV charging station,VC,,VC,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.35114775292759 48.447699389252044, -123.35176666622658 48.44762455009748)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,21/04/2022,",,a","H,,S",",,a",",,a",1998,111,6640(92),one,46.5175672527537,1992,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.35114775292759 48.447699389252044, -123.35176666622658 48.44762455009748)"
PSP002220,Free,,48.45174050027878,-123.33789322282449,11.2,0.0,16.8,4.8,2042,112,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.34921169245399 48.44437772189105, -123.34913484208853 48.44404572298252)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,22/04/2022,",,a","H,,S",",,a",",,a",2042,112,7150(93),one,37.338535937583096,1993,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.34921169245399 48.44437772189105, -123.34913484208853 48.44404572298252)"
PSP002231,Free,,48.45120420699923,-123.3322847863801,13.0,0.0,17.9,6.3,2082,113,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.34812665896091 48.443645203648224, -123.34828602110903 48.44352672144168)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,23/04/2022,",,a","H,,S",",,a",",,a",2082,113,3750(91),one,17.673308532535774,1991,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.34812665896091 48.443645203648224, -123.34828602110903 48.44352672144168)"
