InfrastructureID,RatePerHour,MaxTime,Latitude,Longitude,TAVG,PRCP,TMAX,TMIN,OBJECTID,OBJECTID,Type,STYLE,MeterNumber,MapSymbol,Description,LifecycleStatus,Condition,HoursInEffect,Length_m,Width_m,AccessAisle,AccessAisleWidth_m,LoadingSide,DistanceToNearestLetdown_m,CrossSlope_percent,MeetsSDC16,NewSignageInstalled,CurbPainted,Location,CivicAddress,Comments,Owner,OwnerNotes,Custodian,CustodianNotes,geometry,geometry,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP_ATTRIBUTES,TAVG_ATTRIBUTES,TMAX_ATTRIBUTES,TMIN_ATTRIBUTES,OBJECTID,OBJECTID,Label,Direction,SHAPE_Length,Year,PDF,geometry,geometry
PSP002231,Free,,48.45019375607459,-123.3334030180048,8.7,0.0,13.6,6.6,2082,142,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.36205366324627 48.41833733585095, -123.36219782404298 48.418195391616905)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,22/05/2022,",,a","H,,S",",,a",",,a",2082,142,2740(90),one,19.04510564535101,1990,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.36205366324627 48.41833733585095, -123.36219782404298 48.418195391616905)"
PSP002222,Free,,48.451120623324066,-123.33181281849741,10.4,0.0,18.0,5.3,2201,143,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.36142796251266 48.42051913882555, -123.36164624309954 48.42060973108819)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,23/05/2022,",,a","H,,S",",,a",",,a",2201,143,1800(90),one,19.03225085412581,1990,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.36142796251266 48.42051913882555, -123.36164624309954 48.42060973108819)"
PSP002227,Free,,48.44924551699056,-123.3353538571228,12.3,0.0,19.5,4.8,2213,144,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.36321044597241 48.42166154513833, -123.36319224338794 48.421503453208295)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,24/05/2022,",,a","H,,S",",,a",",,a",2213,144,6800(90),one,17.624241963040276,1990,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.36321044597241 48.42166154513833, -123.36319224338794 48.421503453208295)"
PSP000337,$3.00,90 MIN,48.42301701095011,-123.36130485717635,13.9,0.0,18.7,5.8,2330,145,metered,ELECTRIC VEHICLE,2915.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36599714521391 48.42748423601881),"LINESTRING (-123.36355830248847 48.42156566443012, -123.36370121345375 48.421677349374576)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,25/05/2022,",,a","H,,S",",,a",",,a",2330,145,720(89),one,16.306865877785242,1989,,POINT (-123.36599714521391 48.42748423601881),"LINESTRING (-123.36355830248847 48.42156566443012, -123.36370121345375 48.421677349374576)"
PSP002216,Regular parking fees apply.,,48.428840286693166,-123.36484124005354,12.9,0.0,14.8,10.0,19,146,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-272 View Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.3638054044696 48.42511956618813),"LINESTRING (-123.36518138089019 48.42012265720847, -123.36551901262877 48.420186155253134)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,26/05/2022,",,a","H,,S",",,a",",,a",19,146,6230(90),one,25.958813906913356,1990,,POINT (-123.3638054044696 48.42511956618813),"LINESTRING (-123.36518138089019 48.42012265720847, -123.36551901262877 48.420186155253134)"
PSP002223,Free,,48.44243946083141,-123.3390709353894,11.0,3.2,16.5,10.9,197,147,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33506163541432 48.44690464482426),"LINESTRING (-123.36737989755203 48.420565313812304, -123.36780179473267 48.42064346317013)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,27/05/2022,",,a","H,,S",",,a",",,a",197,147,10760(90),one,32.401394463488785,1990,,POINT (-123.33506163541432 48.44690464482426),"LINESTRING (-123.36737989755203 48.420565313812304, -123.36780179473267 48.42064346317013)"
PSP002225,Free,,48.44448767520175,-123.33233669745266,9.6,0.0,14.8,5.9,430,148,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33499999346992 48.44683484227543),"LINESTRING (-123.37025072340501 48.418308522329994, -123.3707193024206 48.41829178430248)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,28/05/2022,",,a","H,,S",",,a",",,a",430,148,4340(92),one,34.72059072541757,1992,,POINT (-123.33499999346992 48.44683484227543),"LINESTRING (-123.37025072340501 48.418308522329994, -123.3707193024206 48.41829178430248)"
PSP000511,$3.00,90 MIN,48.425735979925676,-123.36434804793798,9.6,0.0,15.6,5.6,529,149,metered,ELECTRIC VEHICLE,2518.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36636785301413 48.425932381530174),"LINESTRING (-123.3722615061251 48.418770727285654, -123.37237380254086 48.41857635870278)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,29/05/2022,",,a","H,,S",",,a",",,a",529,149,3770(90),one,23.147686230486425,1990,,POINT (-123.36636785301413 48.425932381530174),"LINESTRING (-123.3722615061251 48.418770727285654, -123.37237380254086 48.41857635870278)"
PSP000629,$3.00,40 MIN,48.424724701823955,-123.36752615337271,8.2,0.0,10.0,4.7,778,150,metered,ELECTRIC VEHICLE,4001.0,ELECTRIC VEHICLE,"$3.00/HR 40 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36964991148943 48.42796548598136),"LINESTRING (-123.37532193688413 48.42072218943445, -123.37545844193829 48.4205962305671)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,30/05/2022,",,a","H,,S",",,a",",,a",778,150,2100(89),one,17.26357619253282,1989,,POINT (-123.36964991148943 48.42796548598136),"LINESTRING (-123.37532193688413 48.42072218943445, -123.37545844193829 48.4205962305671)"
PSP002221,Free,,48.447140903815225,-123.33561396635353,6.9,6.4,10.4,5.3,897,151,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33512756626244 48.44697372052767),"LINESTRING (-123.37792926518756 48.415018106717845, -123.37813896003004 48.41512286376249)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,31/05/2022,",,a","H,,S",",,a",",,a",897,151,750(93),one,19.399804063105297,1993,,POINT (-123.33512756626244 48.44697372052767),"LINESTRING (-123.37792926518756 48.415018106717845, -123.37813896003004 48.41512286376249)"
PSP000594,$3.00,90 MIN,48.428968715550596,-123.36454613505907,7.8,4.4,11.4,4.4,911,152,metered,ELECTRIC VEHICLE,2760.0,ELECTRIC VEHICLE,"$3.00/HR 90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36616827797128 48.426593037050914),"LINESTRING (-123.38536035372356 48.42136801883208, -123.38550599591164 48.42123191881714)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,1/06/2022,",,a","H,,S",",,a",",,a",911,152,2330(90),one,18.57354756088928,1990,,POINT (-123.36616827797128 48.426593037050914),"LINESTRING (-123.38536035372356 48.42136801883208, -123.38550599591164 48.42123191881714)"
PSP002217,Regular parking fees apply.,,48.42470847302894,-123.36527416240214,7.8,3.2,12.2,3.3,964,153,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-314 View Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36383062854003 48.425124276197295),"LINESTRING (-123.37952864228696 48.42197963006792, -123.37979370160818 48.4220070271938)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2/06/2022,",,a","H,,S",",,a",",,a",964,153,2120(92),one,19.845681856433536,1992,,POINT (-123.36383062854003 48.425124276197295),"LINESTRING (-123.37952864228696 48.42197963006792, -123.37979370160818 48.4220070271938)"
PSP002219,$1.00,,48.423294239474195,-123.36386805976254,8.9,0.0,12.1,3.0,1160,154,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-266 Broughton Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36423665391007 48.42352540742386),"LINESTRING (-123.37957841060644 48.4212908935247, -123.3797747275083 48.42138722587055)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,3/06/2022,",,a","H,,S",",,a",",,a",1160,154,1170(92),one,18.045197107296516,1992,,POINT (-123.36423665391007 48.42352540742386),"LINESTRING (-123.37957841060644 48.4212908935247, -123.3797747275083 48.42138722587055)"
PSP000512,$3.00,90 MIN,48.429070496437966,-123.37031475938686,11.4,0.0,14.8,6.5,1241,155,metered,ELECTRIC VEHICLE,2517.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36637550222666 48.42590056610452),"LINESTRING (-123.3770661077582 48.42213752895473, -123.37727807552045 48.422239216685455)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,4/06/2022,",,a","H,,S",",,a",",,a",1241,155,2720(92),one,19.331391697627303,1992,,POINT (-123.36637550222666 48.42590056610452),"LINESTRING (-123.3770661077582 48.42213752895473, -123.37727807552045 48.422239216685455)"
PSP002213,Regular parking fees apply.,,48.428080650814415,-123.36135177319598,9.1,0.2,13.8,9.1,1295,156,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-311 Centennial Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36523880035865 48.42928492068114),"LINESTRING (-123.3558261059773 48.40788061658894, -123.35614502420982 48.407967278974034)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,5/06/2022,",,a","H,,S",",,a",",,a",1295,156,3180(90),one,25.492034910926478,1990,,POINT (-123.36523880035865 48.42928492068114),"LINESTRING (-123.3558261059773 48.40788061658894, -123.35614502420982 48.407967278974034)"
PSP002224,Free,,48.44566572555916,-123.33887525232907,8.0,0.8,13.2,6.3,1347,157,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33503134187147 48.44686831337391),"LINESTRING (-123.37805391702123 48.42896304799512, -123.37836390871252 48.42911433152722)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,6/06/2022,",,a","H,,S",",,a",",,a",1347,157,7460(85),one,28.436683934771665,1985,,POINT (-123.33503134187147 48.44686831337391),"LINESTRING (-123.37805391702123 48.42896304799512, -123.37836390871252 48.42911433152722)"
PSP002215,Regular parking fees apply.,,48.426622393483456,-123.35946556345358,8.1,2.2,11.8,3.8,1352,158,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-282 Johnson Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36311291185856 48.42718754138419),"LINESTRING (-123.38613893760692 48.42943352281865, -123.38613508932475 48.42929974643607)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,7/06/2022,",,a","H,,S",",,a",",,a",1352,158,1010(90),one,14.872678423895024,1990,,POINT (-123.36311291185856 48.42718754138419),"LINESTRING (-123.38613893760692 48.42943352281865, -123.38613508932475 48.42929974643607)"
PSP000628,$3.00,40 MIN,48.430362335770916,-123.36765945895081,9.4,0.2,12.0,6.2,1366,159,metered,ELECTRIC VEHICLE,4002.0,ELECTRIC VEHICLE,"$3.00/HR 40 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36965113732748 48.42798782134413),"LINESTRING (-123.38731793606122 48.42944860357052, -123.38731703622871 48.42925654853147)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,8/06/2022,",,a","H,,S",",,a",",,a",1366,159,330(90),one,21.348040144464377,1990,,POINT (-123.36965113732748 48.42798782134413),"LINESTRING (-123.38731793606122 48.42944860357052, -123.38731703622871 48.42925654853147)"
PSP002230,Free,,48.446882401598515,-123.33212869346882,10.3,0.2,13.3,7.7,1472,160,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33485679963307 48.44747080705489),"LINESTRING (-123.38390197130599 48.4317624127727, -123.38412202759602 48.431583281692994)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,9/06/2022,",,a","H,,S",",,a",",,a",1472,160,3600(92),one,25.718375766259,1992,,POINT (-123.33485679963307 48.44747080705489),"LINESTRING (-123.38390197130599 48.4317624127727, -123.38412202759602 48.431583281692994)"
PSP002218,$1.00,,48.421631445325254,-123.36879222811955,9.9,0.2,14.4,7.4,1512,161,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-275 Broughton Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36421862669972 48.42352067382447),"LINESTRING (-123.37968977767692 48.43291188592256, -123.37988614863188 48.4331902310337)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,10/06/2022,",,a","H,,S",",,a",",,a",1512,161,4050(90),one,34.179614319298274,1990,,POINT (-123.36421862669972 48.42352067382447),"LINESTRING (-123.37968977767692 48.43291188592256, -123.37988614863188 48.4331902310337)"
PSP002229,Free,,48.44966252606918,-123.33319737755284,10.3,1.0,12.3,7.4,1654,162,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33482030106688 48.44747019892521),"LINESTRING (-123.38235042406859 48.43516107929754, -123.38254545614357 48.435380800159336)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,11/06/2022,",,a","H,,S",",,a",",,a",1654,162,6590(90),one,28.365400748850583,1990,,POINT (-123.33482030106688 48.44747019892521),"LINESTRING (-123.38235042406859 48.43516107929754, -123.38254545614357 48.435380800159336)"
PSP000336,$3.00,90 MIN,48.42799224401886,-123.36600636399588,9.7,0.2,12.6,8.8,1674,163,metered,ELECTRIC VEHICLE,2916.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.365989449514 48.42751623148886),"LINESTRING (-123.38637167964379 48.43573207977018, -123.38680266824525 48.435738249290125)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,12/06/2022,",,a","H,,S",",,a",",,a",1674,163,6960(92),one,31.88584366198423,1992,,POINT (-123.365989449514 48.42751623148886),"LINESTRING (-123.38637167964379 48.43573207977018, -123.38680266824525 48.435738249290125)"
PSP002214,Regular parking fees apply.,,48.42831514417942,-123.36855964800269,8.8,2.8,12.9,7.7,1767,164,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-332 Bastion Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36887795320854 48.426628480316126),"LINESTRING (-123.38528423246599 48.43481923687618, -123.38566232293067 48.434817014063896)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,13/06/2022,",,a","H,,S",",,a",",,a",1767,164,480(93),one,27.967402015936692,1993,,POINT (-123.36887795320854 48.426628480316126),"LINESTRING (-123.38528423246599 48.43481923687618, -123.38566232293067 48.434817014063896)"
PSP000595,$3.00,90 MIN,48.425829322708886,-123.37044498951916,10.1,0.0,12.9,5.1,1771,165,metered,ELECTRIC VEHICLE,2761.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36615993680712 48.42662772725535),"LINESTRING (-123.38191937353388 48.44706214620166, -123.38201328586165 48.44692796015945)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,14/06/2022,",,a","H,,S",",,a",",,a",1771,165,300(93),one,16.453054347036886,1993,,POINT (-123.36615993680712 48.42662772725535),"LINESTRING (-123.38191937353388 48.44706214620166, -123.38201328586165 48.44692796015945)"
PSP002228,Free,,48.44339513290023,-123.33889888714057,10.6,0.0,12.9,8.6,1843,166,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33478487955135 48.44747030197307),"LINESTRING (-123.38573498175515 48.44846324949082, -123.38590286093824 48.44831774395679)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,15/06/2022,",,a","H,,S",",,a",",,a",1843,166,3290(91),one,20.388828812530445,1991,,POINT (-123.33478487955135 48.44747030197307),"LINESTRING (-123.38573498175515 48.44846324949082, -123.38590286093824 48.44831774395679)"
PSP002226,Free,,48.452040746563355,-123.33428366719008,11.3,0.2,14.0,8.1,1896,167,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33471403182557 48.447469793727436),"LINESTRING (-123.37598576817342 48.442693895413804, -123.37618431476994 48.442507102380326)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,16/06/2022,",,a","H,,S",",,a",",,a",1896,167,5480(93),one,25.430612984218836,1993,,POINT (-123.33471403182557 48.447469793727436),"LINESTRING (-123.37598576817342 48.442693895413804, -123.37618431476994 48.442507102380326)"
PSP002214,$1.00,,48.431405598848606,-123.36605616289128,9.7,9.2,13.5,9.5,1944,168,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-332 Bastion Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.3690247088614 48.426456369317435),"LINESTRING (-123.37521627012275 48.44152766957447, -123.37557890096659 48.44167905228412)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,17/06/2022,",,a","H,,S",",,a",",,a",1944,168,8430(93),one,31.66100162411605,1993,,POINT (-123.3690247088614 48.426456369317435),"LINESTRING (-123.37521627012275 48.44152766957447, -123.37557890096659 48.44167905228412)"
PSP002375,M-SAT $2.50 SUN Free,$15 Daily Max Rate,48.42827878241985,-123.3665370460811,8.7,0.0,16.0,5.6,1998,169,metered,ELECTRIC VEHICLE,9292.0,ACCESSIBLE,Hourly Rate M-SAT $2.50 SUN Free; Max Time $15 Daily Max Rate,ACT,2.0,M-SAT 8AM-8PM,5.0,3.0,Yes,2.5,Right Side,5.0 to elevator,0.8,No,No,No,View St Parkade - 5th Floor,743 View St,EV charging station,VC,,VC,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.37194545679762 48.443448814189594, -123.37223920439124 48.443579551778235)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,18/06/2022,",,a","H,,S",",,a",",,a",1998,169,5310(93),one,26.13648930849908,1993,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.37194545679762 48.443448814189594, -123.37223920439124 48.443579551778235)"
PSP002220,Free,,48.446374724542764,-123.33506303399612,11.4,0.0,14.1,2.8,2042,170,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.37434310888017 48.444550055365994, -123.37452254266039 48.44464297500216)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,19/06/2022,",,a","H,,S",",,a",",,a",2042,170,7920(85),one,16.815547742392887,1985,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.37434310888017 48.444550055365994, -123.37452254266039 48.44464297500216)"
PSP002231,Free,,48.44603377334114,-123.33040029076174,12.9,0.0,17.0,7.8,2082,171,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.37194025086622 48.44486336785167, -123.37227944727819 48.44477393435208)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,20/06/2022,",,a","H,,S",",,a",",,a",2082,171,6580(89),one,26.98250020416221,1989,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.37194025086622 48.44486336785167, -123.37227944727819 48.44477393435208)"
PSP002222,Free,,48.450032797439114,-123.33742670630775,10.3,2.2,15.0,9.0,2201,172,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.36976251291799 48.44385384006725, -123.36983088390976 48.44397575251619)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,21/06/2022,",,a","H,,S",",,a",",,a",2201,172,21530(90),one,14.463826772166652,1990,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.36976251291799 48.44385384006725, -123.36983088390976 48.44397575251619)"
PSP002227,Free,,48.44943466415555,-123.33304723649242,11.9,0.4,15.3,6.4,2213,173,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.36924748876704 48.4454331793875, -123.36972647023597 48.445378253579044)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,22/06/2022,",,a","H,,S",",,a",",,a",2213,173,8580(92),one,35.94385840183611,1992,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.36924748876704 48.4454331793875, -123.36972647023597 48.445378253579044)"
PSP000337,$3.00,90 MIN,48.426434445261584,-123.36453327518039,13.3,0.0,15.6,9.2,2330,174,metered,ELECTRIC VEHICLE,2915.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36599714521391 48.42748423601881),"LINESTRING (-123.36968640892286 48.448138455870456, -123.3702299501914 48.44808029777967)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,23/06/2022,",,a","H,,S",",,a",",,a",2330,174,2370(82),one,40.710282022049405,1982,,POINT (-123.36599714521391 48.42748423601881),"LINESTRING (-123.36968640892286 48.448138455870456, -123.3702299501914 48.44808029777967)"
PSP002216,Regular parking fees apply.,,48.422546679412946,-123.36179406423375,11.3,1.2,15.7,10.6,19,175,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-272 View Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.3638054044696 48.42511956618813),"LINESTRING (-123.36700563450175 48.44699511900522, -123.36716965640612 48.44727294683043)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,24/06/2022,",,a","H,,S",",,a",",,a",19,175,17500(89),one,33.17867039509708,1989,,POINT (-123.3638054044696 48.42511956618813),"LINESTRING (-123.36700563450175 48.44699511900522, -123.36716965640612 48.44727294683043)"
