OBJECTID,Label,Direction,SHAPE_Length,Year,PDF,geometry
1522,8081 (22),one,24.19680764940162,2022,COOK ST - JOHNSON ST TO PANDORA AVE.pdf,"LINESTRING (-123.35348675092627 48.42683927331767, -123.35347380183069 48.42662222666002, -123.35347324025963 48.42662194589377)"
1523,11939 (22),one,19.982169754004726,2022,BLANSHARD ST - JOHNSON ST TO PANDORA AVE.pdf,"LINESTRING (-123.36150754809604 48.42735516868136, -123.3614796450036 48.42753397523564)"
1524,11031 (22),one,21.19351738127908,2022,BLANSHARD ST - JOHNSON ST TO PANDORA AVE.pdf,"LINESTRING (-123.36194411145492 48.42758802121494, -123.36199944922144 48.427400945898)"
1525,17132 (22),one,33.707561063117204,2022,BLANSHARD ST - FINLAYSON ST TO TOPAZ AVE.pdf,"LINESTRING (-123.3646856087729 48.44295651557082, -123.36483648166936 48.44324167664136, -123.36483535938743 48.443241115218285)"
1526,22679 (22),one,29.154000436984294,2022,BLANSHARD ST - FINLAYSON ST TO TOPAZ AVE.pdf,"LINESTRING (-123.36550492323143 48.44306055467702, -123.36537721619095 48.44281340586287, -123.36537609390612 48.44281284354537)"
1527,6952 (22),one,20.715174312925065,2022,BLANSHARD ST - BURDETT AVE TO COURTNEY ST.pdf,"LINESTRING (-123.36268482678271 48.422258193125344, -123.36265467137046 48.4224430025239, -123.3626541111469 48.42244272179797)"
1528,5582 (22),one,24.690144316940177,2022,BLANSHARD ST - BURDETT AVE TO COURTNEY ST.pdf,"LINESTRING (-123.36332232128186 48.42258943030504, -123.36337225814891 48.42237028053539, -123.36337169657061 48.42236999981722)"
1529,195 (22),one,13.361400872252569,2022,Garden_2500_2022.pdf,"LINESTRING (-123.34616331779299 48.43516596465092, -123.34616556446868 48.43528592652324, -123.34616528365534 48.435285786122556)"
1530,50 (22),one,14.631363585434407,2022,Garden_2500_2022.pdf,"LINESTRING (-123.3464803964027 48.43529259640684, -123.34648093337304 48.43516120057525, -123.34648065255952 48.43516106017531)"
1531,127 (22),one,18.048560025793503,2022,Roseberry_2500_2022.pdf,"LINESTRING (-123.34348310004607 48.43491691917907, -123.34347846828835 48.43507879574265, -123.34347790803065 48.435078514924044)"
1532,132 (22),one,18.678660753423515,2022,Roseberry_2500_2022.pdf,"LINESTRING (-123.34382203090495 48.43510252551693, -123.3438209002573 48.43493495336405, -123.34382033864735 48.434934672551144)"
1533,190 (22),one,22.293003519744303,2022,Forbes_2300_2022.pdf,"LINESTRING (-123.33819337155923 48.43341869358765, -123.33818325187094 48.43361867108452, -123.33818269165836 48.43361839023998)"
1534,124 (22),one,21.43447144943583,2022,Forbes_2300_2022.pdf,"LINESTRING (-123.33852093913323 48.43362148734216, -123.33852538413575 48.43342914296615, -123.33852482392338 48.43342886212325)"
1535,106 (22),one,21.033667641506906,2022,Victor_2300_2022.pdf,"LINESTRING (-123.33687415801343 48.43298267698906, -123.33686109708839 48.433171237405105, -123.33686053553606 48.43317095655802)"
1536,132 (22),one,21.447041488546343,2022,Victor_2300_2022.pdf,"LINESTRING (-123.33716734157807 48.43317986246331, -123.3371775155676 48.4329875013421, -123.3371769553675 48.43298722049259)"
1537,215 (22),one,24.205242437431448,2022,Shakespeare_2200_2022.pdf,"LINESTRING (-123.33559686664388 48.43152202644418, -123.33558398807692 48.4317391511017, -123.33558342789341 48.4317388693447)"
1538,183 (22),one,22.96002935338598,2022,Shakespeare_2200_2022.pdf,"LINESTRING (-123.33588451524201 48.431749699908295, -123.33590319022876 48.43154398388716, -123.33590262869973 48.43154370303529)"
1539,1755(18),one,17.438278151878293,2018-05-23,,"LINESTRING (-123.33146414002664 48.417240481994334, -123.33139165252378 48.41709120411116)"
1540,2395(18),one,16.616225366138718,2018-05-23,,"LINESTRING (-123.33110562413803 48.417132959097394, -123.33116806067251 48.41727655237775)"
1541,324 (22),one,40.848932129237824,2022,Balfour_3000_2022.pdf,"LINESTRING (-123.38526088261551 48.44509153254495, -123.38553038131018 48.44477261772082, -123.38552796414879 48.44477234332785)"
1542,6715 (22),one,25.081159315708916,2022,QUADRA ST - JOHNSON ST TO PANDORA AVE.pdf,"LINESTRING (-123.35931485784202 48.42719541130486, -123.35936422790041 48.42697217540864)"
1543,373(23),both,24.51869683446583,2023,Gonzales_1800_2023.pdf,"LINESTRING (-123.33055464512714 48.41890339766506, -123.33025933600139 48.418803320540704)"
1544,408 (23),both,47.41528954299707,2023,,"LINESTRING (-123.33299397198407 48.42782792237003, -123.33299690727262 48.42740135764922)"
1545,524 (23),both,22.846284465375145,2023,,"LINESTRING (-123.35289015818533 48.43696434304172, -123.35281723023586 48.43676461897496)"
1546,449 (23),both,32.217928742202,2023,,"LINESTRING (-123.33871891011066 48.41440799321444, -123.3382842203344 48.41442450582888)"
1547,323 (23),both,25.148300119719284,2023,,"LINESTRING (-123.37440574736242 48.4427015117286, -123.37413001286369 48.44256910981511)"
1548,3581 (23),both,41.17672934048728,2023,,"LINESTRING (-123.3855453437888 48.41928410211247, -123.38539960087803 48.41892658692002)"
1549,4240 (23),both,42.52345507431486,2023,,"LINESTRING (-123.38463231734671 48.41581376048652, -123.38421269986497 48.41555237289985)"
1550,403 (23),both,42.453905296120325,2023,,"LINESTRING (-123.3570033090497 48.4368688210845, -123.35690909365837 48.43649206820226)"
1551,472 (23),both,22.970539533634955,2023,,"LINESTRING (-123.34742745684645 48.43849961763725, -123.34712942555723 48.43844148456015)"
1552,533 (23),both,24.97759715646238,2023,,"LINESTRING (-123.3256104331971 48.4293924620089, -123.325611859439 48.429167754347546)"
1553,422 (23),both,37.094902697288646,2023,,"LINESTRING (-123.37167364902109 48.44247614363008, -123.3711789061772 48.44253105915471)"
1554,557 (23),one,41.098297829418506,2023,,"LINESTRING (-123.38891271226693 48.4320618615259, -123.38893278399561 48.431692365454005)"
1555,528 (23),both,39.81421030383118,2023,,"LINESTRING (-123.35658073441348 48.42064765304396, -123.356051032489 48.42058454871131)"
1556,211 (23),one,27.527325371385064,2023,,"LINESTRING (-123.35391758922582 48.42028263771748, -123.35355110411979 48.420239965524424)"
1557,148 (23),one,25.025160550825305,2023,,"LINESTRING (-123.3533146347718 48.42038160833778, -123.35364957317815 48.420412952626506)"
1558,1333 (23),one,27.779982177005117,2023,,"LINESTRING (-123.37787983730271 48.41799575923732, -123.37766393670204 48.418200224673136)"
1559,1772 (23),one,18.90371537863362,2023,,"LINESTRING (-123.37785627877643 48.41829099911444, -123.37799826828562 48.41814961616378)"
1560,2061 (23),one,36.98908210422147,2023,,"LINESTRING (-123.32991169615751 48.41187822228059, -123.3294462383983 48.411999525858704)"
1561,1821 (23),one,31.413209962695174,2023,,"LINESTRING (-123.3296041462497 48.41209047866849, -123.3300010935371 48.41199031853988)"
1562,233 (23),one,24.696228729045593,2023 - Jul,,"LINESTRING (-123.32418745604443 48.419429703543194, -123.32442304334688 48.41958709448526)"
1563,236 (23),one,31.13308703364361,2023 - Jul,,"LINESTRING (-123.32459112563176 48.41947617259879, -123.32429519498467 48.41927705876204)"
1564,553 (23),one,33.83764423169508,2023,,"LINESTRING (-123.32337713724593 48.41886641486415, -123.32369321909249 48.419086421945856)"
1565,483 (23),one,38.35792547874732,2023,,"LINESTRING (-123.32383843884777 48.41897937369697, -123.32348781107375 48.41872518729079)"
1566,669 (23),one,45.79105666632145,2023,,"LINESTRING (-123.34815845512654 48.43161873425221, -123.34877397470443 48.43166257274652)"
1567,907 (23),one,31.076871651048695,2023,,"LINESTRING (-123.37054041772078 48.41146462026445, -123.37087345796982 48.41163493183325)"
1568,697 (23),one,36.32294754000636,2023,,"LINESTRING (-123.37101611206332 48.41158496116988, -123.37061998029503 48.41139200107356)"
1569,617 (23),one,52.49349999986589,2023,,"LINESTRING (-123.36029128438639 48.41476430476344, -123.36029462106514 48.415236555028144)"
1570,649 (23),one,51.648534666074525,2023,,"LINESTRING (-123.36079226853417 48.41522357012334, -123.36079470163664 48.41475891916235)"
1571,138 (23),one,37.864099326117376,2023,,"LINESTRING (-123.32916822092517 48.418638407639804, -123.32870952633105 48.41848737763242)"
1572,403 (23),one,46.79333861919729,2023,,"LINESTRING (-123.3288736768614 48.41821269294273, -123.32942995443022 48.418412954574734)"
1573,588 (2023),both,41.29495054926937,2023,,"LINESTRING (-123.36049135695369 48.44016227808912, -123.35996527831365 48.440236286515095, -123.35997664565114 48.440224825382295)"
1574,307 (23),both,52.602535874723806,2023,,"LINESTRING (-123.34106221440987 48.41555929775058, -123.3411048242193 48.41508691177543)"
1575,330 (23),both,43.92286513405322,2023,,"LINESTRING (-123.34133069261826 48.44369598799569, -123.34079951202739 48.443872754844655)"
1576,1060 (22),one,64.75764588056886,2022,,"LINESTRING (-123.39332273178545 48.438530835453044, -123.39315543209635 48.43910268722789)"
1577,919 (22),one,63.804605635233386,2022,,"LINESTRING (-123.3930838124733 48.439093410865446, -123.39324258768369 48.43852920478056)"
1578,232 (23),both,35.10762647357664,2023,,"LINESTRING (-123.34461443477565 48.444242882265705, -123.34419756601015 48.4443926621717, -123.3441975617247 48.44439202793068)"
1579,289 (23),both,38.43947906624995,2023,,"LINESTRING (-123.38197467427706 48.42018763783611, -123.381555463107 48.419983367491035)"
1580,583 (23),one,23.03186995896416,2023,,"LINESTRING (-123.38005254566946 48.42023589649299, -123.37987070422939 48.4204040729695)"
1581,548 (23),one,28.41384507291026,2023,,"LINESTRING (-123.38002885682593 48.42051209414153, -123.38023896418157 48.420298121545514)"
1582,1020 (23),one,28.618933880264795,2023,,"LINESTRING (-123.3763115644209 48.41649677101662, -123.37599863900556 48.41634545168221)"
1583,811 (23),one,55.26736392817006,2023,,"LINESTRING (-123.35163347613148 48.431789074073706, -123.35088918833165 48.431745643582694)"
1584,706 (23),one,50.531243518711875,2023,,"LINESTRING (-123.3509414546041 48.43185593188449, -123.35161722721062 48.431922422589096)"
1585,97 (23),one,7.514899999834597,2023,,"LINESTRING (-123.32305251103529 48.424230871387316, -123.32315308812449 48.424230588986475, -123.3231540870019 48.424230586181395)"
1586,97 (2023),one,37.15547461409094,2023,,"LINESTRING (-123.32411789996421 48.42261286095109, -123.32413145077346 48.42294416624385, -123.32412762705482 48.42294290670289)"
1587,126 (23),one,48.08312370747078,2023,,"LINESTRING (-123.32431501191843 48.42301601091618, -123.32428366445747 48.42258573448443, -123.3242817492454 48.42258446957016)"
1588,148 (23),one,78.63955718422848,2023,,"LINESTRING (-123.32936982637356 48.41860295743906, -123.32841810981479 48.418300994276734, -123.32841426316263 48.41829592670434)"
1589,313 (23),one,73.74761552078682,2023,,"LINESTRING (-123.32856617851677 48.41819393190823, -123.3294492373424 48.418496091340046, -123.3294454220352 48.41849610226331)"
1590,212(23),one,29.86385763643433,2023,,"LINESTRING (-123.39174207039476 48.43532379898905, -123.39172982682457 48.435592342939486)"
1591,3415 (23),one,35.34083453283294,2023,,"LINESTRING (-123.33886701707722 48.44478646632488, -123.33910070455096 48.4450638006321)"
1592,3126 (23),one,33.33134456474386,2023,,"LINESTRING (-123.3393580344152 48.445023051733145, -123.33914447006966 48.444758988770026)"
1593,180 (23),both,42.78816463476255,2023,,"LINESTRING (-123.34136796796405 48.44469147870537, -123.34085395015134 48.44486819395816)"
1594,153 (23),one,48.568294226141255,2023,,"LINESTRING (-123.34071006386492 48.444752460730165, -123.34130126982407 48.44456218620052)"
1595,304 (23),one,56.73301855033051,2023,,"LINESTRING (-123.33052530831799 48.41468885832088, -123.33053344280074 48.41417849015937)"
1596,274 (23),one,58.85710342447402,2023,,"LINESTRING (-123.33035602001296 48.41416757404676, -123.33034228661026 48.4146970012734)"
1597,151 (23),one,51.25148014614048,2023,,"LINESTRING (-123.33974525721804 48.415183776629995, -123.33972544375996 48.415644670062605)"
1598,119 (23),one,42.83217886551371,2023,,"LINESTRING (-123.33991418789763 48.4156364952839, -123.33994594989336 48.415251737636595)"
1599,455(23),one,57.97359103012219,2023,,"LINESTRING (-123.35296756464322 48.44173901516232, -123.35219543152607 48.44182897713832)"
1600,364(23),one,46.701240394855404,2023,,"LINESTRING (-123.35233370282391 48.44195804429992, -123.35295717165808 48.44189138859451)"
1601,661 (23),one,26.794936202728998,2023,,"LINESTRING (-123.35949467929083 48.4357648408023, -123.35955359280636 48.436002690356815)"
1602,364 (23),one,28.892384311079844,2023,,"LINESTRING (-123.35978819605245 48.43599433976294, -123.35971199056013 48.43573940600278)"
1603,194 (23),both,33.31320485114874,2023,,"LINESTRING (-123.3320175315751 48.43010968561713, -123.33172133790083 48.42988393163591)"
1604,348 (23),one,50.807153941429604,2023,,"LINESTRING (-123.32878604509304 48.428990483138485, -123.32877754891942 48.42944753204813)"
1605,489 (23),one,46.99772579153491,2023,,"LINESTRING (-123.3289950824363 48.429458335929965, -123.3290037979152 48.42903556315841)"
1606,228 (23),both,36.832532480046574,2023,,"LINESTRING (-123.32775740290529 48.429214312918326, -123.32776099430967 48.42888295957545)"
1607,3346 (23),one,25.160816341840995,2023,,"LINESTRING (-123.34410636906976 48.41282936589632, -123.34387356066365 48.412664390260495)"
1608,3762 (23),one,24.52878600593127,2023,,"LINESTRING (-123.34403040564442 48.412593463086495, -123.34424036897157 48.41276422046758)"
1609,214 (23),one,40.67536516864031,2023,,"LINESTRING (-123.34376228131116 48.42478018002272, -123.34374185750532 48.42514586125882)"
1610,291 (23),one,39.8294148467518,2023,,"LINESTRING (-123.34389643187554 48.425156825021034, -123.34391690596716 48.42479876097662)"
1611,326 (23),one,37.694782397373785,2023,,"LINESTRING (-123.33989855976799 48.425882804244345, -123.33988508334167 48.42622180475171)"
1612,260 (23),one,37.04558943752497,2023,,"LINESTRING (-123.34009967387719 48.426222122565385, -123.34009030496996 48.42588985508568, -123.3400888735169 48.42588985931619)"
1613,178 (23),one,48.37501790976818,2023,,"LINESTRING (-123.3507431680904 48.422055144010976, -123.35064885756341 48.42248579638748)"
1614,211 (23),one,44.544688352221605,2023,,"LINESTRING (-123.35083759896563 48.42247379548737, -123.35092642249695 48.422077436519864)"
1615,591 (23),one,47.14430610390841,2023,,"LINESTRING (-123.34880205506416 48.43158441306247, -123.34816658408056 48.431552060674974)"
1616,197 (23),one,22.241122405904285,2023,,"LINESTRING (-123.32361157314355 48.427474656577274, -123.3236242878678 48.42767456874985)"
1617,182 (23),one,23.92214541982541,2023,,"LINESTRING (-123.32395608005275 48.427656496780266, -123.32396043438425 48.427441301862956)"
1618,150 (23),one,29.636423172970233,2023,,"LINESTRING (-123.3919474870708 48.43561445299031, -123.39195115929319 48.435347842775926)"
1619,93 (23),one,8.572540651529614,2023,,"LINESTRING (-123.32315782600054 48.42414512117003, -123.32304195656721 48.424145684014555)"
1620,302 (2023),both,35.338865962463785,2023,,"LINESTRING (-123.32671612541948 48.43038285528085, -123.32670837683041 48.43006676895923, -123.32670646127629 48.43006550408776)"
1621,4326 (23),one,26.461787507910064,2023,,"LINESTRING (-123.33017979805626 48.429004728524255, -123.33017253264119 48.428766715557174)"
1622,3355 (23),one,23.933381695816585,2023,,"LINESTRING (-123.33035285559684 48.42877571906439, -123.33034280470798 48.42899093054276)"
1623,6352 (23),one,46.91371525637725,2023,,"LINESTRING (-123.34951914090905 48.44706497892752, -123.34963648112138 48.447479751791334)"
1624,6207 (23),one,49.15055108254668,2023,,"LINESTRING (-123.34992297590266 48.447516965938554, -123.34979405152785 48.44708318567697)"
1625,348 (23),one,35.32811976921173,2023,,"LINESTRING (-123.36129573273635 48.43720588617917, -123.36082682568606 48.4372663898503)"
1626,654 (23),one,35.70598289084095,2023,,"LINESTRING (-123.36080040935256 48.43717316345502, -123.3612750534373 48.43711454644312)"
1627,931 (23),one,9.277214050811779,2023,,"LINESTRING (-123.32884720722215 48.421982453894095, -123.32873538701521 48.42194468743522)"
1628,1251 (23),one,12.022323939830933,2023,,"LINESTRING (-123.32883734715746 48.421784437599726, -123.32898356042273 48.42183162667809)"
1629,687 (23),one,9.750431574505107,2023,,"LINESTRING (-123.32887279551834 48.42195762498271, -123.3287552417533 48.42191797126098)"
1630,753 (23),one,12.968824305938632,2023,,"LINESTRING (-123.32880613587442 48.42182451641556, -123.32896381642412 48.42187548098767)"
1631,929 (23),one,20.21419999934733,2023,,"LINESTRING (-123.32507656793527 48.42087440718648, -123.32534977733069 48.420873635046014)"
1632,729 (23),one,17.252197696218307,2023,,"LINESTRING (-123.32541608346862 48.42072872286555, -123.32518291371893 48.42072747835335)"
1633,615 (23),one,15.672319037330293,2023,,"LINESTRING (-123.3251064244728 48.420845758814124, -123.32531824840284 48.42084605981615)"
1634,539 (23),one,16.93363114399884,2023,,"LINESTRING (-123.32539766347793 48.42075638714512, -123.32516880440122 48.420757986816945)"
1635,7677 (23),one,29.613008745217194,2023,,"LINESTRING (-123.32989263030665 48.430050711382954, -123.32982852053885 48.43031368465788)"
1636,8012 (23),one,28.458810695129067,2023,,"LINESTRING (-123.33005207618717 48.430370171646935, -123.33008189943305 48.43011491396245)"
1637,8314 (23),one,26.110641066490924,2023,,"LINESTRING (-123.35125149734147 48.424853275882164, -123.3515979991172 48.42489792011237)"
1638,2518 (23),one,52.479720278375574,2023,,"LINESTRING (-123.3641494374457 48.448718049641236, -123.3634516144797 48.4488040436003)"
1639,2499 (23),one,52.93411885571009,2023,,"LINESTRING (-123.36341090162185 48.448714671353365, -123.36411443547416 48.44862675591043)"
1640,653 (23),one,50.73829196544212,2023,,"LINESTRING (-123.35634529948331 48.449583211750806, -123.35567032366176 48.44966527863311)"
1641,570 (23),one,50.83978691947303,2023,,"LINESTRING (-123.35564412295496 48.4496025190419, -123.35632200082544 48.4495261552055)"
1642,417 (23),one,50.65395353548057,2023,,"LINESTRING (-123.36026012305695 48.43243262674823, -123.35957875666224 48.43238715178985)"
1643,981 (23),one,50.9595554028803,2023,,"LINESTRING (-123.35961200580536 48.432232801505556, -123.36029628592993 48.43228588540505)"
1644,845 (23),one,28.86440874950299,2023,,"LINESTRING (-123.35141294316473 48.43045669323709, -123.35180221956266 48.43047454588326)"
1645,1353 (23),one,31.820472899649456,2023,,"LINESTRING (-123.35187577299307 48.430352447692016, -123.35144643905555 48.430334717639255)"
1646,388 (23),one,48.371842624399854,2023,,"LINESTRING (-123.35773756126979 48.44556479412944, -123.3576200647001 48.445136699706694)"
1647,313 (23),one,48.165782884603445,2023,,"LINESTRING (-123.35778880042945 48.44511713232824, -123.35788912515692 48.44554527998378)"
1648,119 (23),one,29.872108965406436,2023,,"LINESTRING (-123.34120859255843 48.42687357890902, -123.34119322285645 48.42714212696879)"
1649,74 (23),one,31.544791956157713,2023,,"LINESTRING (-123.34135355150548 48.42715688531821, -123.34136023486914 48.42687312917183)"
1650,895 (23),one,21.851985298301475,2023,,"LINESTRING (-123.35780496455412 48.42991000622137, -123.35751015421665 48.429897593236525)"
1651,548 (23),one,22.306593084214647,2023,,"LINESTRING (-123.35751205289768 48.42976047928337, -123.35781261271771 48.429776683517886)"
1652,145 (23),one,34.62873145866982,2023,,"LINESTRING (-123.33101944200592 48.43172592450568, -123.33148602960388 48.43175124172248)"
1653,180 (23),one,39.46614532595984,2023,,"LINESTRING (-123.3315510011117 48.43162156394265, -123.33101861332274 48.43159834084752)"
1654,515 (23),one,14.076297611183954,2023,,"LINESTRING (-123.32924761209323 48.428355859841275, -123.32943787965944 48.42835436346596)"
1655,485 (23),one,11.218798889651987,2023,,"LINESTRING (-123.32942830671698 48.4284270108741, -123.32927665480102 48.428426493078724)"
1656,307 (23),one,37.89795948458653,2023,,"LINESTRING (-123.32880858582723 48.42772325186316, -123.32881783220067 48.42738236030809)"
1657,291 (23),one,39.802406767846584,2023,,"LINESTRING (-123.32900096115856 48.42738374144992, -123.32899182662234 48.42774177019553)"
1658,308 (23),one,46.247290105444655,2023,,"LINESTRING (-123.39334655128964 48.44095538670678, -123.39356108720742 48.44056999172562, -123.393555362484 48.44057001130333, -123.39355345469356 48.44057001782762)"
1659,291 (23),one,44.627463671638964,2023,,"LINESTRING (-123.39348661778888 48.440562629024235, -123.39327771791413 48.440936579926124, -123.39327390095356 48.44093659297018)"
1660,598 (23),one,50.88963490606266,2023,,"LINESTRING (-123.39408368563173 48.44153176202859, -123.39344139733278 48.44137780981549, -123.39343756208542 48.441375284109874)"
1661,507 (23),one,48.707845080930156,2023,,"LINESTRING (-123.3935431921615 48.44121750364557, -123.39415685873168 48.44137155332774, -123.39415494109053 48.441370290486915)"
1662,292 (23),one,41.692169604644064,2023,,"LINESTRING (-123.3916638183585 48.440972551575754, -123.39219138353158 48.44109643713179, -123.39218755677989 48.44109517986469)"
1663,598 (23),one,25.896031139603085,2023,,"LINESTRING (-123.3789241636497 48.41545925393375, -123.37920266694171 48.41559734858049, -123.37920075063612 48.41559608458167)"
1664,321 (23),one,27.263998631437946,2023,,"LINESTRING (-123.37927944757982 48.4155361582457, -123.37897238139271 48.4154038706718, -123.37897046510685 48.41540260756871)"
1665,284 (23),one,46.07289549709717,2023,,"LINESTRING (-123.39233929571701 48.44097786803737, -123.39175440546944 48.44084275363626, -123.39175058851521 48.44084276662978)"
1666,381 (23),one,17.766412764296177,2023,,"LINESTRING (-123.3611453073103 48.421976810030245, -123.36138292843664 48.42199986708447)"
1667,539 (23),one,19.096008054481835,2023,,"LINESTRING (-123.36147767115271 48.42174392097301, -123.36122356388375 48.4217156789782, -123.36122356163362 48.42171536140721)"
1668,504 (23),one,28.146853668513636,2023,,"LINESTRING (-123.3609861565935 48.42110682252253, -123.36133739208438 48.421014315222756, -123.36133547602206 48.421013051826684)"
1669,924 (23),one,28.692004417051873,2023,,"LINESTRING (-123.35848269035343 48.42140372045277, -123.35810190305652 48.421363012777604, -123.3581009399248 48.42136174636226)"
1670,856 (23),one,29.175539606389904,2023,,"LINESTRING (-123.35805508663498 48.4216221393193, -123.35843881747903 48.421674264492175, -123.3584369014634 48.421673001047836)"
1671,128 (23),one,32.200839160377136,2023,,"LINESTRING (-123.35313447348547 48.41841277556046, -123.35307637717005 48.418698595185305, -123.35307447018931 48.41869860103658)"
1672,126 (23),one,28.465063272484095,2023,,"LINESTRING (-123.35331124501467 48.41873976851791, -123.35334953917085 48.41848638186968, -123.35334762780273 48.41848575348221)"
1673,207 (23),both,50.84685156661661,2023,,"LINESTRING (-123.34885068688533 48.41014605548691, -123.34895057999483 48.40969634280032, -123.34894865598024 48.409693809805006)"
1674,4765 (23),one,20.391586748691928,2023,https://cityvictoria.sharepoint.com/:b:/r/sites/TRAN-Transportation-Operations/Our%20Vault/Data%20Co,"LINESTRING (-123.36318687629988 48.42251074585882, -123.36323136098656 48.42232969932874)"
1675,5594 (23),one,17.374906929712584,2023,https://cityvictoria.sharepoint.com/:b:/r/sites/TRAN-Transportation-Operations/Our%20Vault/Data%20Co,"LINESTRING (-123.36278578960282 48.42233300950932, -123.36274468525531 48.422486908932754)"
1676,20608 (23),one,34.061195857762335,2023,https://cityvictoria.sharepoint.com/:b:/r/sites/TRAN-Transportation-Operations/Our%20Vault/Data%20Co,"LINESTRING (-123.36583975763216 48.44335233892052, -123.36566771553382 48.44306809210511)"
1677,18569 (23),one,33.70306687934308,2023,https://cityvictoria.sharepoint.com/:b:/r/sites/TRAN-Transportation-Operations/Our%20Vault/Data%20Co,"LINESTRING (-123.36463791158897 48.44298424371999, -123.36478021853833 48.44327228839632)"
1678,8127 (23),one,14.95252204602095,2023,https://cityvictoria.sharepoint.com/:b:/r/sites/TRAN-Transportation-Operations/Our%20Vault/Data%20Co,"LINESTRING (-123.36149401071084 48.42717170074753, -123.36146777533304 48.42730508214984)"
1679,9862 (23),one,16.77394233791438,2023,https://cityvictoria.sharepoint.com/:b:/r/sites/TRAN-Transportation-Operations/Our%20Vault/Data%20Co,"LINESTRING (-123.36205483435141 48.4273760752615, -123.36209383663484 48.42722741881836)"
1680,9301 (23),one,19.61209546350383,2023,,"LINESTRING (-123.35305314401356 48.426314801855256, -123.35302288541018 48.42649008785613)"
1681,8668 (23),one,18.478214107230965,2023,,"LINESTRING (-123.35352865371046 48.42649758027099, -123.3535704347759 48.42633368433602)"
1682,4681 (23),one,21.3912311752192,2023,https://cityvictoria.sharepoint.com/:b:/r/sites/TRAN-Transportation-Operations/Our%20Vault/Data%20Co,"LINESTRING (-123.36579924576415 48.42132050221922, -123.36579061320886 48.42151286143272)"
1683,6416 (23),one,21.70232333717948,2023,https://cityvictoria.sharepoint.com/:b:/r/sites/TRAN-Transportation-Operations/Our%20Vault/Data%20Co,"LINESTRING (-123.36652962737983 48.42153812206954, -123.36656972045449 48.42134471074895)"
1684,16089 (23),one,30.54539743569959,2023,,"LINESTRING (-123.37081281115178 48.44614170087991, -123.37097494151833 48.44639444536585)"
1685,17047 (23),one,35.54816430015908,2023,,"LINESTRING (-123.37212671713698 48.44615650272693, -123.3719328058915 48.44586387218307)"
1686,8765 (23),one,19.848194500946175,2023,,"LINESTRING (-123.36423450800443 48.42742376256967, -123.36420143919183 48.427600964063046)"
1687,8980 (23),one,20.242756656530524,2023,,"LINESTRING (-123.36491566202862 48.427648212926854, -123.36494584083064 48.42746721125966)"
1688,7953 (23),one,20.558938245693497,2023,,"LINESTRING (-123.3941794154189 48.43136785118232, -123.39393550467932 48.431279186187595)"
1689,7746 (23),one,18.68077028802619,2023,,"LINESTRING (-123.39373420707544 48.4318911455178, -123.39397214774637 48.431947459144084)"
1690,8074 (23),one,27.516658461370774,2023,,"LINESTRING (-123.32341300449964 48.43156621283385, -123.32305285090924 48.43162816061898)"
1691,7133 (23),one,20.96362381500648,2023,,"LINESTRING (-123.3234123091282 48.43235839033431, -123.32368381119291 48.43230430728207)"
1692,6321 (23),one,38.810710889756606,2023,,"LINESTRING (-123.37990070839459 48.44275636156442, -123.3793906411045 48.44267425699447)"
1693,7732 (23),one,29.57284302268848,2023,,"LINESTRING (-123.37926185073485 48.443059342785, -123.37965154486596 48.44311899484631)"
1694,2913 (23),one,16.225347837353333,2023,,"LINESTRING (-123.36694923055063 48.42788848166928, -123.36692166118877 48.42803329416268)"
1695,2834 (23),one,12.437208062989365,2023,,"LINESTRING (-123.36738946310206 48.42803084976537, -123.36740439725315 48.42791940157211)"
1696,836 (23),one,21.16785863332321,2023,,"LINESTRING (-123.33930642442043 48.43601239567431, -123.3390202427023 48.43601133455344)"
1697,856 (23),one,20.10941435647835,2023,,"LINESTRING (-123.33908254404436 48.43634249374554, -123.33935441691482 48.43634359690861)"
1698,9014 (23),one,27.577277988538796,2023,,"LINESTRING (-123.35993801538497 48.42647923502249, -123.35957007080837 48.42643944387844)"
1699,2133 (23),one,39.3792035838058,2023,,"LINESTRING (-123.32250791231468 48.41999643357937, -123.3219757580978 48.41999030643632)"
1700,2442 (23),one,33.90901019576329,2023,,"LINESTRING (-123.32216919141136 48.42072100498396, -123.32262701927858 48.42073495702273)"
1701,5826 (23),one,18.944495993358444,2023,,"LINESTRING (-123.32322292707356 48.42628328266725, -123.32296686144895 48.42628495435857)"
1702,6632 (23),one,11.536892955803753,2023,,"LINESTRING (-123.32306315079278 48.42657984505884, -123.32321909193685 48.426580835808615)"
1703,5410 (23),one,34.537384986880774,2023,,"LINESTRING (-123.36040514973269 48.44514934389438, -123.36049889522265 48.44545373233164)"
1704,5792 (23),one,22.001111991881547,2023,,"LINESTRING (-123.3612818151917 48.445264658991384, -123.36122319459149 48.44507060837777)"
1705,5239 (23),one,22.450739298907337,2023,,"LINESTRING (-123.35866198045272 48.426845254306585, -123.35862046991352 48.42704533261575)"
1706,7464 (23),one,18.564648648720375,2023,,"LINESTRING (-123.3592530978463 48.42708715717711, -123.35929342277807 48.42692231188163)"
1707,9263 (23),one,28.799149253562234,2023,,"LINESTRING (-123.3327814848977 48.44701222672365, -123.33277172720052 48.44727123455995)"
