latitude,longitude,charging_points,power_output,operational_score,accessibility_score,station_density,station_density_normalized,operator,connection_type,current_type,charging_capacity,station_score
-37.656879,145.374241,1,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,50.0,0.455
-37.831965,145.213612,4,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,200.0,0.47000000000000003
-37.92131128,145.2375491,2,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,100.0,0.46
-38.051153,145.256504,2,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,100.0,0.46
-33.721132,151.04396,2,22.0,0.5,0.5,222.0,0.7366666666666667,Chargefox,Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.4017333333333334
-33.721132,151.04396,2,22.0,0.5,0.5,222.0,0.7366666666666667,Tesla (Tesla-only charging),Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.4017333333333334
-37.900527,145.00702,6,75.0,0.5,0.5,301.0,1.0,BP Pulse (AU),CHAdeMO,DC,450.0,0.495
-37.64768,144.99461,2,350.0,0.5,0.5,301.0,1.0,Evie,CHAdeMO,DC,700.0,0.52
-37.772547,144.915133,2,50.0,0.5,0.5,301.0,1.0,Evie,CHAdeMO,DC,100.0,0.46
-37.82819,144.925654,1,25.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,25.0,0.4525
-37.864138,144.829593,1,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,50.0,0.455
-37.846404,144.808531,4,180.0,0.5,0.5,301.0,1.0,Ampol AmpCharge,CCS (Type 2),DC,720.0,0.522
-37.72616609,144.8081839,2,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,100.0,0.46
-36.02883254,146.8966743,1,50.0,0.5,0.5,61.0,0.2,Chargefox,CHAdeMO,DC,50.0,0.29500000000000004
-36.002205,146.038649,1,50.0,0.5,0.5,61.0,0.2,Chargefox,CCS (Type 2),DC,50.0,0.29500000000000004
-36.440274,145.226059,2,25.0,0.5,0.5,61.0,0.2,Chargefox,CHAdeMO,DC,50.0,0.29500000000000004
-36.9986013,144.2609633,1,25.0,0.5,0.5,61.0,0.2,Evie,CCS (Type 2),DC,25.0,0.2925
-36.57583541,143.8676592,1,50.0,0.5,0.5,61.0,0.2,Evie,CCS (Type 2),DC,50.0,0.29500000000000004
-36.41800912,143.6139237,2,50.0,0.5,0.5,32.0,0.10333333333333333,Evie,CCS (Type 2),DC,100.0,0.2806666666666667
-36.07890184,143.2265573,2,50.0,0.5,0.5,32.0,0.10333333333333333,Evie,CCS (Type 2),DC,100.0,0.2806666666666667
-35.50402,142.851666,2,50.0,0.5,0.5,32.0,0.10333333333333333,Evie,CHAdeMO,DC,100.0,0.2806666666666667
-34.873034,138.609126,1,50.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,50.0,0.31766666666666665
-35.337903,143.560657,2,50.0,0.5,0.5,32.0,0.10333333333333333,Evie,CCS (Type 2),DC,100.0,0.2806666666666667
-34.584523,142.774782,2,50.0,0.5,0.5,12.0,0.03666666666666667,Evie,CCS (Type 2),DC,100.0,0.26733333333333337
-35.071065,142.315244,2,50.0,0.5,0.5,12.0,0.03666666666666667,Evie,CCS (Type 2),DC,100.0,0.26733333333333337
-36.757619,144.276256,2,50.0,0.5,0.5,61.0,0.2,Evie,CHAdeMO,DC,100.0,0.30000000000000004
-37.06657645,144.2177713,2,50.0,0.5,0.5,61.0,0.2,Evie,CHAdeMO,DC,100.0,0.30000000000000004
-37.35582371,144.5288176,2,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,100.0,0.46
-37.71519008,144.5996763,3,25.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,75.0,0.4575
-35.53437452,138.6368902,2,6.6,0.5,0.5,22.0,0.07,ChargePoint,Type 1 (J1772),AC (Single-Phase),13.2,0.26532
-34.84782724,138.5066595,1,100.0,0.5,0.5,95.0,0.31333333333333335,Chargefox,CHAdeMO,DC,100.0,0.32266666666666666
-26.65007261,150.1870828,1,75.0,0.5,0.5,3.0,0.006666666666666667,Queensland Electric Super Highway,CCS (Type 2),DC,75.0,0.25883333333333336
-27.34180168,153.0107295,2,150.0,0.5,0.5,103.0,0.34,(Unknown Operator),CCS (Type 2),DC,300.0,0.34800000000000003
-27.12408597,152.9780074,2,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),CCS (Type 2),DC,150.0,0.333
-27.12395187,152.9763902,2,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),CHAdeMO,DC,150.0,0.333
-23.55413031,145.2872995,1,75.0,0.5,0.5,3.0,0.006666666666666667,Queensland Electric Super Highway,CCS (Type 2),DC,75.0,0.25883333333333336
-24.42389008,145.4619167,1,75.0,0.5,0.5,3.0,0.006666666666666667,Queensland Electric Super Highway,CCS (Type 2),DC,75.0,0.25883333333333336
-26.41429531,146.2410204,1,75.0,0.5,0.5,1.0,0.0,Queensland Electric Super Highway,CCS (Type 2),DC,75.0,0.2575
-32.48044078,137.7496148,4,11.0,0.5,0.5,10.0,0.03,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.2604
-35.457039,138.35117,3,11.0,0.5,0.5,22.0,0.07,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),33.0,0.26730000000000004
-35.78733355,137.7713531,1,6.6,0.5,0.5,22.0,0.07,(Unknown Operator),Type 1 (J1772),AC (Single-Phase),6.6,0.26466
-35.70877012,137.5232592,6,6.6,0.5,0.5,22.0,0.07,(Unknown Operator),Type 1 (J1772),AC (Single-Phase),39.599999999999994,0.26796000000000003
-35.017566,137.609652,1,11.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),11.0,0.31376666666666664
-32.48888057,137.7628324,1,22.0,0.5,0.5,10.0,0.03,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),22.0,0.2582
-35.245411,136.977691,1,3.6,0.5,0.5,1.0,0.0,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Single-Phase),3.6,0.25036
-34.767943,137.597571,2,11.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),22.0,0.31486666666666663
-34.778476,137.863902,1,11.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),11.0,0.31376666666666664
-34.422616,137.916796,1,11.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),11.0,0.31376666666666664
-37.172487,139.75975,1,11.0,0.5,0.5,22.0,0.07,EO Charging,Type 2 (Socket Only),AC (Three-Phase),11.0,0.2651
-38.30823,145.191932,1,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,50.0,0.455
-38.368575,144.905885,2,0.0,0.5,0.5,301.0,1.0,(Unknown Operator),Unknown,Unknown,0.0,0.45
-38.338743,144.7371356,2,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,100.0,0.46
-38.24661134,144.5400564,3,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,150.0,0.465
-38.19749674,144.3210374,2,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,100.0,0.46
-36.74044692,143.9001132,1,25.0,0.5,0.5,61.0,0.2,Evie,CHAdeMO,DC,25.0,0.2925
-37.05084685,143.7414889,2,50.0,0.5,0.5,61.0,0.2,Evie,CCS (Type 2),DC,100.0,0.30000000000000004
-37.246931,144.452169,1,50.0,0.5,0.5,61.0,0.2,Evie,CCS (Type 2),DC,50.0,0.29500000000000004
-37.342963,144.142175,1,25.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,25.0,0.4525
-38.34015291,144.3110508,7,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,350.0,0.485
-37.036818,141.296757,1,50.0,0.5,0.5,32.0,0.10333333333333333,Evie,CCS (Type 2),DC,50.0,0.27566666666666667
-37.564139,143.934273,2,350.0,0.5,0.5,301.0,1.0,Evie,CHAdeMO,DC,700.0,0.52
-34.460098,138.987775,10,120.0,0.5,0.5,95.0,0.31333333333333335,Chargefox,CHAdeMO,DC,1200.0,0.43266666666666664
-34.99987618,138.591603,14,50.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),CCS (Type 2),DC,700.0,0.3826666666666667
-34.89565914,138.641422,1,75.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,75.0,0.3201666666666667
-34.89717692,138.6385726,1,25.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,25.0,0.3151666666666667
-34.91105196,138.6288414,1,25.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,25.0,0.3151666666666667
-34.91597918,138.6315031,1,25.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,25.0,0.3151666666666667
-34.92007383,138.6356244,2,50.0,0.5,0.5,95.0,0.31333333333333335,Evie,CCS (Type 2),DC,100.0,0.32266666666666666
-34.89001666,138.6543937,1,50.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CCS (Type 2),DC,50.0,0.31766666666666665
-34.88922848,138.6555789,2,50.0,0.5,0.5,95.0,0.31333333333333335,Evie,CHAdeMO,DC,100.0,0.32266666666666666
-36.37766579,141.2382138,1,50.0,0.5,0.5,32.0,0.10333333333333333,Evie,CCS (Type 2),DC,50.0,0.27566666666666667
-34.75909504,138.5955263,2,350.0,0.5,0.5,95.0,0.31333333333333335,Evie,CHAdeMO,DC,700.0,0.3826666666666667
-37.82495082,144.6818834,1,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,50.0,0.455
-35.34916692,149.0851371,2,110.0,0.5,0.5,54.0,0.17666666666666667,(Unknown Operator),CCS (Type 2),DC,220.0,0.30733333333333335
-22.38702913,143.0314724,1,75.0,0.5,0.5,1.0,0.0,Queensland Electric Super Highway,CCS (Type 2),DC,75.0,0.2575
-34.95949042,117.3662113,2,3.5,0.5,0.5,23.0,0.07333333333333333,(Business Owner at Location),Type I (AS 3112),AC (Single-Phase),7.0,0.26536666666666664
-34.95943239,117.3652619,1,3.0,0.5,0.5,23.0,0.07333333333333333,(Business Owner at Location),Type I (AS 3112),AC (Single-Phase),3.0,0.2649666666666667
-34.2410079,116.1473017,2,150.0,0.5,0.5,31.0,0.1,Chargefox,CCS (Type 2),DC,300.0,0.30000000000000004
-34.97568634,116.7320012,2,150.0,0.5,0.5,31.0,0.1,EV Highway (Horizon Power),CCS (Type 2),DC,300.0,0.30000000000000004
-20.70476029,140.508161,1,75.0,0.5,0.5,1.0,0.0,Queensland Electric Super Highway,CCS (Type 2),DC,75.0,0.2575
-23.44175714,144.2476667,1,75.0,0.5,0.5,3.0,0.006666666666666667,Queensland Electric Super Highway,CCS (Type 2),DC,75.0,0.25883333333333336
-20.84258159,144.1999692,1,75.0,0.5,0.5,1.0,0.0,Queensland Electric Super Highway,CCS (Type 2),DC,75.0,0.2575
-20.06574729,146.2614358,1,75.0,0.5,0.5,8.0,0.023333333333333334,Queensland Electric Super Highway,CCS (Type 2),DC,75.0,0.26216666666666666
-31.63837811,115.6942989,1,124.0,0.5,0.5,177.0,0.5866666666666667,Chargefox,CCS (Type 2),DC,124.0,0.37973333333333337
-35.70905218,150.1730602,2,75.0,0.5,0.5,54.0,0.17666666666666667,NRMA,CHAdeMO,DC,150.0,0.30033333333333334
-35.32072069,149.0970239,1,1.5,0.5,0.5,54.0,0.17666666666666667,(Unknown Operator),Type I (AS 3112),AC (Single-Phase),1.5,0.2854833333333333
-35.30924389,149.1877257,2,50.0,0.5,0.5,54.0,0.17666666666666667,Evie,CCS (Type 2),DC,100.0,0.29533333333333334
-35.02817641,117.8807717,2,150.0,0.5,0.5,23.0,0.07333333333333333,WA EV Network (AU),CCS (Type 2),DC,300.0,0.2946666666666667
-35.02798743,117.8806397,6,250.0,0.5,0.5,23.0,0.07333333333333333,Tesla (Tesla-only charging),CCS (Type 2),DC,1500.0,0.4146666666666667
-33.78758418,150.8542683,4,11.0,0.5,0.5,222.0,0.7366666666666667,(Unknown Operator),Type 2 (Socket Only),AC (Three-Phase),44.0,0.4017333333333334
-32.04133322,115.7626909,2,22.0,0.5,0.5,177.0,0.5866666666666667,(Unknown Operator),Type 2 (Socket Only),AC (Single-Phase),44.0,0.37173333333333336
-36.17927,146.947538,4,11.0,0.5,0.5,61.0,0.2,GET Electric (AU),Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.2944
-37.69718697,145.4078251,6,11.0,0.5,0.5,301.0,1.0,(Unknown Operator),Type 2 (Socket Only),AC (Three-Phase),66.0,0.4566
-37.82136227,144.9514806,8,11.0,0.5,0.5,301.0,1.0,GET Electric (AU),Type 2 (Tethered Connector) ,AC (Three-Phase),88.0,0.4588
-37.83334808,144.9200497,6,11.0,0.5,0.5,301.0,1.0,GET Electric (AU),Type 2 (Socket Only),AC (Three-Phase),66.0,0.4566
-33.86005133,121.8935609,1,22.0,0.5,0.5,7.0,0.02,(Unknown Operator),IEC 60309 5-pin,AC (Three-Phase),22.0,0.2562
-33.85818474,121.8956987,1,22.0,0.5,0.5,7.0,0.02,Tesla (Tesla-only charging),Type 2 (Tethered Connector) ,AC (Three-Phase),22.0,0.2562
-33.85897266,121.8956527,1,22.0,0.5,0.5,7.0,0.02,Tesla (Tesla-only charging),Type 2 (Tethered Connector) ,AC (Three-Phase),22.0,0.2562
-32.55756152,115.7871276,3,250.0,0.5,0.5,177.0,0.5866666666666667,Tesla (Tesla-only charging),CCS (Type 2),DC,750.0,0.44233333333333336
-33.83760544,117.1577418,3,150.0,0.5,0.5,23.0,0.07333333333333333,EV Highway (Horizon Power),CCS (Type 2),DC,450.0,0.30966666666666665
-32.19598191,121.7805947,2,150.0,0.5,0.5,3.0,0.006666666666666667,EV Highway (Horizon Power),CCS (Type 2),DC,300.0,0.2813333333333334
-30.95427735,121.1611516,3,150.0,0.5,0.5,6.0,0.016666666666666666,EV Highway (Horizon Power),CCS (Type 2),DC,450.0,0.29833333333333334
-31.65218829,116.6719223,2,150.0,0.5,0.5,177.0,0.5866666666666667,EV Highway (Horizon Power),CCS (Type 2),DC,300.0,0.39733333333333337
-18.22488086,127.6676972,2,150.0,0.5,0.5,5.0,0.013333333333333334,EV Highway (Horizon Power),CCS (Type 2),DC,300.0,0.2826666666666667
-18.17857664,125.5681912,2,150.0,0.5,0.5,3.0,0.006666666666666667,EV Highway (Horizon Power),CCS (Type 2),DC,300.0,0.2813333333333334
-17.30523376,123.630758,2,150.0,0.5,0.5,9.0,0.02666666666666667,EV Highway (Horizon Power),CCS (Type 2),DC,300.0,0.2853333333333334
-28.3518007,114.6308189,2,150.0,0.5,0.5,10.0,0.03,EV Highway (Horizon Power),CCS (Type 2),DC,300.0,0.28600000000000003
-27.70918863,114.166887,3,150.0,0.5,0.5,10.0,0.03,EV Highway (Horizon Power),CCS (Type 2),DC,450.0,0.301
-30.30273755,115.042379,3,150.0,0.5,0.5,18.0,0.056666666666666664,Chargefox,CCS (Type 2),DC,450.0,0.30633333333333335
-31.02060826,115.3325039,3,150.0,0.5,0.5,18.0,0.056666666666666664,Chargefox,CCS (Type 2),DC,450.0,0.30633333333333335
-33.85997275,121.8935147,4,150.0,0.5,0.5,7.0,0.02,EV Highway (Horizon Power),CCS (Type 2),DC,600.0,0.314
-28.7763052,114.6037302,2,150.0,0.5,0.5,10.0,0.03,EV Highway (Horizon Power),CCS (Type 2),DC,300.0,0.28600000000000003
-31.23361757,119.328694,2,150.0,0.5,0.5,23.0,0.07333333333333333,EV Highway (Horizon Power),CCS (Type 2),DC,300.0,0.2946666666666667
-41.23530922,146.4083866,1,22.0,0.5,0.5,9.0,0.02666666666666667,(Business Owner at Location),Type 2 (Socket Only),AC (Three-Phase),22.0,0.25753333333333334
-33.03453566,137.5625293,1,22.0,0.5,0.5,10.0,0.03,(Unknown Operator),Type 2 (Socket Only),AC (Three-Phase),22.0,0.2582
-32.71933273,134.8371009,1,22.0,0.5,0.5,10.0,0.03,(Unknown Operator),Three Phase 5-Pin (AS/NZ 3123),AC (Three-Phase),22.0,0.2582
-32.80043229,134.2207066,1,22.0,0.5,0.5,10.0,0.03,(Unknown Operator),Three Phase 5-Pin (AS/NZ 3123),AC (Three-Phase),22.0,0.2582
-32.1229317,133.684728,2,22.0,0.5,0.5,6.0,0.016666666666666666,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.25773333333333337
-31.92499937,133.0104835,1,2.4,0.5,0.5,6.0,0.016666666666666666,(Unknown Operator),Type I (AS 3112),AC (Single-Phase),2.4,0.2535733333333334
-27.57796646,153.1128718,2,7.0,0.5,0.5,103.0,0.34,Chargefox,Type 2 (Socket Only),AC (Single-Phase),14.0,0.3194
-31.87648113,115.779539,2,22.0,0.5,0.5,177.0,0.5866666666666667,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.37173333333333336
-31.87613703,115.7797783,2,50.0,0.5,0.5,177.0,0.5866666666666667,Evie,CCS (Type 2),DC,100.0,0.37733333333333335
-31.97389296,115.9081156,2,75.0,0.5,0.5,177.0,0.5866666666666667,Chargefox,CCS (Type 2),DC,150.0,0.38233333333333336
-31.86321279,115.8219952,1,22.0,0.5,0.5,177.0,0.5866666666666667,Chargefox,Type 2 (Socket Only),AC (Three-Phase),22.0,0.3695333333333333
-32.93024369,151.7607427,5,22.0,0.5,0.5,39.0,0.12666666666666668,Chargefox,Type 2 (Socket Only),AC (Three-Phase),110.0,0.28633333333333333
-32.89183497,151.70195,4,22.0,0.5,0.5,39.0,0.12666666666666668,Chargefox,Type 2 (Socket Only),AC (Three-Phase),88.0,0.2841333333333333
-32.89552324,151.704151,4,22.0,0.5,0.5,39.0,0.12666666666666668,Chargefox,Type 2 (Socket Only),AC (Three-Phase),88.0,0.2841333333333333
-31.90120546,116.1652445,2,0.0,0.5,0.5,177.0,0.5866666666666667,(Unknown Operator),Type 2 (Socket Only),Unknown,0.0,0.36733333333333335
-27.82474805,153.2919767,6,75.0,0.5,0.5,103.0,0.34,Chargefox,CHAdeMO,DC,450.0,0.363
-31.93550674,115.870768,2,50.0,0.5,0.5,177.0,0.5866666666666667,Evie,CCS (Type 2),DC,100.0,0.37733333333333335
-27.68211786,152.8997425,1,50.0,0.5,0.5,103.0,0.34,Queensland Electric Super Highway,CHAdeMO,DC,50.0,0.323
-27.55126293,152.3349432,1,50.0,0.5,0.5,103.0,0.34,Queensland Electric Super Highway,CHAdeMO,DC,50.0,0.323
-27.52000497,151.8493661,1,50.0,0.5,0.5,103.0,0.34,Queensland Electric Super Highway,CHAdeMO,DC,50.0,0.323
-37.95937216,145.0179475,1,75.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,75.0,0.4575
-33.90782668,151.1711454,2,50.0,0.5,0.5,222.0,0.7366666666666667,Evie,CCS (Type 2),DC,100.0,0.4073333333333333
-32.05755507,115.7461756,2,22.0,0.5,0.5,177.0,0.5866666666666667,Unknown,Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.37173333333333336
-25.79404118,113.7174661,2,22.0,0.5,0.5,5.0,0.013333333333333334,Chargefox,Type 2 (Socket Only),AC (Three-Phase),44.0,0.25706666666666667
-33.67610252,151.3038961,1,25.0,0.5,0.5,222.0,0.7366666666666667,Jolt,CHAdeMO,DC,25.0,0.3998333333333334
-31.93780412,115.9331466,2,180.0,0.5,0.5,177.0,0.5866666666666667,Ampol AmpCharge,CCS (Type 2),DC,360.0,0.4033333333333333
-33.961219,151.065897,2,25.0,0.5,0.5,222.0,0.7366666666666667,Jolt,CCS (Type 2),DC,50.0,0.4023333333333333
-33.1398318,136.4192314,1,7.0,0.5,0.5,10.0,0.03,(Business Owner at Location),Three Phase 5-Pin (AS/NZ 3123),AC (Three-Phase),7.0,0.2567
-32.05835828,115.746837,4,22.0,0.5,0.5,177.0,0.5866666666666667,(Unknown Operator),Type 2 (Socket Only),AC (Three-Phase),88.0,0.3761333333333333
-31.27869906,149.2791761,1,50.0,0.5,0.5,11.0,0.03333333333333333,NRMA,CCS (Type 2),DC,50.0,0.26166666666666666
-34.31187082,148.2950976,1,50.0,0.5,0.5,42.0,0.13666666666666666,NRMA,CCS (Type 2),DC,50.0,0.2823333333333333
-32.5936344,149.5862056,1,50.0,0.5,0.5,11.0,0.03333333333333333,NRMA,CCS (Type 2),DC,50.0,0.26166666666666666
-33.13740734,148.1726837,1,50.0,0.5,0.5,11.0,0.03333333333333333,NRMA,CCS (Type 2),DC,50.0,0.26166666666666666
-32.24930689,148.6093408,1,50.0,0.5,0.5,11.0,0.03333333333333333,NRMA,CCS (Type 2),DC,50.0,0.26166666666666666
-33.2814095,149.1027868,1,50.0,0.5,0.5,42.0,0.13666666666666666,NRMA,CCS (Type 2),DC,50.0,0.2823333333333333
-33.41885926,149.5888508,1,50.0,0.5,0.5,42.0,0.13666666666666666,NRMA,CCS (Type 2),DC,50.0,0.2823333333333333
-34.717002,138.6700881,2,11.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),Type 2 (Socket Only),AC (Single-Phase),22.0,0.31486666666666663
-34.82513184,138.4864473,2,11.0,0.5,0.5,95.0,0.31333333333333335,Chargefox,Type 2 (Socket Only),AC (Three-Phase),22.0,0.31486666666666663
-34.85632287,138.5108515,2,25.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),CHAdeMO,DC,50.0,0.31766666666666665
-34.85975658,138.5128693,2,25.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),CHAdeMO,DC,50.0,0.31766666666666665
-34.8608859,138.5135749,2,25.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),CHAdeMO,DC,50.0,0.31766666666666665
-34.88273636,138.5382561,2,25.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),CHAdeMO,DC,50.0,0.31766666666666665
-34.9025764,138.5680866,2,25.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,50.0,0.31766666666666665
-34.90604682,138.5733163,2,25.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),CHAdeMO,DC,50.0,0.31766666666666665
-34.9933011,138.556051,1,25.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),CHAdeMO,DC,25.0,0.3151666666666667
-35.01730838,138.5496564,1,25.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),CHAdeMO,DC,25.0,0.3151666666666667
-36.38020636,145.400229,2,50.0,0.5,0.5,61.0,0.2,Evie,CHAdeMO,DC,100.0,0.30000000000000004
-36.39456921,145.3597133,2,50.0,0.5,0.5,61.0,0.2,Evie,CHAdeMO,DC,100.0,0.30000000000000004
-37.51050054,145.1184079,1,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,50.0,0.455
-34.87572489,138.6314689,1,25.0,0.5,0.5,95.0,0.31333333333333335,Unknown,CHAdeMO,DC,25.0,0.3151666666666667
-34.87100118,138.6372202,1,25.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,25.0,0.3151666666666667
-34.8792754,138.6734596,1,25.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,25.0,0.3151666666666667
-34.88522639,138.6589639,1,25.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,25.0,0.3151666666666667
-34.88844859,138.6729899,1,25.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,25.0,0.3151666666666667
-34.88767562,138.6889463,1,25.0,0.5,0.5,95.0,0.31333333333333335,Jolt,CHAdeMO,DC,25.0,0.3151666666666667
-35.24011,139.44043,2,350.0,0.5,0.5,22.0,0.07,Evie,CHAdeMO,DC,700.0,0.334
-35.12056444,139.2770552,2,350.0,0.5,0.5,95.0,0.31333333333333335,Chargefox,CCS (Type 2),DC,700.0,0.3826666666666667
-36.33276638,141.6497112,2,22.0,0.5,0.5,32.0,0.10333333333333333,(Unknown Operator),Type 2 (Socket Only),AC (Three-Phase),44.0,0.2750666666666667
-33.95063254,115.0753751,3,22.0,0.5,0.5,31.0,0.1,Tesla (Tesla-only charging),Type 2 (Tethered Connector) ,AC (Three-Phase),66.0,0.2766
-33.95060809,115.0753545,3,250.0,0.5,0.5,31.0,0.1,Tesla (including non-tesla),CCS (Type 2),DC,750.0,0.34500000000000003
-33.44593898,116.3023084,2,22.0,0.5,0.5,31.0,0.1,(Unknown Operator),Type 2 (Socket Only),AC (Three-Phase),44.0,0.27440000000000003
-34.84424981,150.5957048,4,4.8,0.5,0.5,222.0,0.7366666666666667,Chargefox,Type 2 (Socket Only),AC (Single-Phase),19.2,0.39925333333333335
-33.8460508,151.0698546,1,50.0,0.5,0.5,222.0,0.7366666666666667,NRMA,CCS (Type 2),DC,50.0,0.4023333333333333
-26.53984525,151.8401209,1,50.0,0.5,0.5,29.0,0.09333333333333334,Chargefox,CCS (Type 2),DC,50.0,0.27366666666666667
-34.03306365,151.0738827,6,250.0,0.5,0.5,222.0,0.7366666666666667,Tesla (Tesla-only charging),CCS (Type 2),DC,1500.0,0.5473333333333333
-35.183475,138.562114,1,22.0,0.5,0.5,95.0,0.31333333333333335,(Unknown Operator),Type 2 (Socket Only),AC (Three-Phase),22.0,0.31486666666666663
-36.67281682,149.8432984,1,50.0,0.5,0.5,54.0,0.17666666666666667,NRMA,CCS (Type 2),DC,50.0,0.29033333333333333
-34.42839437,150.9002219,2,150.0,0.5,0.5,222.0,0.7366666666666667,NRMA,CCS (Type 2),DC,300.0,0.42733333333333334
-33.81396421,151.1692765,2,50.0,0.5,0.5,222.0,0.7366666666666667,Evie,CCS (Type 2),DC,100.0,0.4073333333333333
-33.82544433,151.2414656,1,50.0,0.5,0.5,222.0,0.7366666666666667,Evie,CHAdeMO,DC,50.0,0.4023333333333333
-33.7688454,150.7356576,2,50.0,0.5,0.5,222.0,0.7366666666666667,Evie,CCS (Type 2),DC,100.0,0.4073333333333333
-33.70616145,150.8755708,2,50.0,0.5,0.5,222.0,0.7366666666666667,Evie,CCS (Type 2),DC,100.0,0.4073333333333333
-33.89880023,150.9199438,2,50.0,0.5,0.5,222.0,0.7366666666666667,Evie,CCS (Type 2),DC,100.0,0.4073333333333333
-33.93201456,151.0301553,2,50.0,0.5,0.5,222.0,0.7366666666666667,Evie,CCS (Type 2),DC,100.0,0.4073333333333333
-41.17996297,146.3673378,3,250.0,0.5,0.5,9.0,0.02666666666666667,Tesla (Tesla-only charging),CCS (Type 2),DC,750.0,0.33033333333333337
-41.52579827,146.8451086,2,350.0,0.5,0.5,21.0,0.06666666666666667,Evie,CCS (Type 2),DC,700.0,0.3333333333333333
-32.27090552,125.4881731,1,50.0,0.5,0.5,4.0,0.01,(Business Owner at Location),CCS (Type 2),DC,50.0,0.257
-33.90694384,151.2131655,1,165.0,0.5,0.5,222.0,0.7366666666666667,Chargefox,CCS (Type 2),DC,165.0,0.4138333333333334
-37.80446563,144.9932437,2,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,100.0,0.46
-34.03429801,151.0734299,4,22.0,0.5,0.5,222.0,0.7366666666666667,Chargefox,Type 2 (Socket Only),AC (Three-Phase),88.0,0.40613333333333335
-32.10072553,115.9642712,1,24.0,0.5,0.5,177.0,0.5866666666666667,Chargefox,CCS (Type 2),DC,24.0,0.36973333333333336
