Cost,ChargingPoints,PayAtLocation,MembershipRequired,AccessKeyRequired,IsOperational,Latitude,Longitude,Operator,ConnectionType,PowerOutput,CurrentType,ChargingPoints_Flag
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9208333,145.1400183,Unknown,Type 2 (Socket Only),,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.2998964,149.190361,Unknown,Type 2 (Socket Only),,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.279627,149.1283604,Evie Networks,CHAdeMO,,Unknown,0
Unknown,4,Unknown,Unknown,Unknown,Unknown,-35.2801903,149.1354521,Unknown,Type 2 (Socket Only),,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.3224367,149.165535,Chargefox,CHAdeMO,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.8908025,151.2762714,Unknown,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.6817118,146.7164989,Mt Field Visitor Centre,Type 2 (Socket Only),,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-43.0312044,147.0474304,Huon Valley Council,Type 2 (Socket Only),,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.8816834,147.3354788,TasPorts,Type 2 (Socket Only),,Unknown,0
Unknown,4,Unknown,Unknown,Unknown,Unknown,-27.4157668,153.077346,Evie Networks,Unknown,,Unknown,0
0.25 AU/kWh,1,Unknown,Unknown,Unknown,Unknown,-41.0498769,145.90733,Electric Highway Tasmania,"Type 2 (Socket Only), CHAdeMO",,Unknown,0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-23.3821063,150.5132751,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-23.3558309,150.5222122,Unknown,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.7693688,150.7352534,Unknown,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9791934,115.7649217,Unknown,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.280911,149.0994869,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.3333919,149.0432132,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.6784969,145.0730497,Evie Networks,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-29.0572225,152.0189641,NRMA,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7227909,144.5721618,Evie Networks,CHAdeMO,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-34.524747,138.9586197,NRMA,CHAdeMO,,Unknown,0
Unknown,4,Unknown,Unknown,Unknown,Unknown,-37.9279602,145.1431387,Unknown,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.3549489,145.7250878,NRMA,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-28.0293919,153.434591,Unknown,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.0035878,147.3947423,Unknown,Unknown,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-38.757058,143.6683449,Unknown,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8810561,147.9849476,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-38.4513659,145.2402838,EVolution,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.5824743,145.9366036,Tasmanian Parks & Wildlife,Type 2 (Socket Only),,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8292531,145.056178,Tesla Supercharger,Unknown,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-24.327605,151.5605055,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-19.5755234,147.404019,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-19.2600757,146.8208282,ChargeStar,CHAdeMO,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-32.9599116,151.6240709,Chargefox,Unknown,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-27.243335,153.0156633,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-27.6379161,153.1355179,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-27.6162053,152.7584677,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.7344119,143.9213354,Charging the Regions,CHAdeMO,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-32.9033741,151.6676792,Tesla,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.1805437,146.3477263,EnergyAustralia,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.2745267,149.1333578,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.1522093,145.3299069,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.4459863,148.4516049,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.4146819,148.6165569,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.3457734,149.0857708,Unknown,Type 1 (J1772),,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.1348216,148.3020342,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.4403151,147.1290413,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,7,Unknown,Unknown,Unknown,Unknown,-30.555484,151.6821565,Peterson's Armidale,Unknown,,Unknown,0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-30.5062581,151.6728399,"Tesla, Inc.",Type 2 (Socket Only),,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.1048978,151.6482486,Porsche,Unknown,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-38.1293011,144.3453057,Unknown,Unknown,,Unknown,0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-17.3736451,145.3844854,Tropical North Queensland Electric Vehicle Tourist Drive,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.937999,138.6437536,Chargefox,Type 2 (Socket Only),,Unknown,0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-35.2941487,139.0244883,"Tesla, Inc.",Type 2 (Socket Only),,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.7405105,143.9001993,Charging the Regions,Unknown,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-35.1841062,149.1354639,Unknown,Unknown,,Unknown,0
Unknown,22,Unknown,Unknown,Unknown,Unknown,-37.9365224,145.1907152,Chargefox,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9528827,145.1800698,Chargefox,Unknown,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-38.3709259,144.8209256,"Tesla, Inc.",Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-32.8021172,116.4755665,Unknown,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.172938,146.2590159,Tesla Supercharger,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.5049165,148.3045413,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.0710089,142.3156162,Charging the Regions,CHAdeMO,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-35.3409423,143.5617026,Charging the Regions,CHAdeMO,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.8951652,149.9120037,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.1423702,141.9878017,Linga Network,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-23.2884084,150.5116862,Unknown,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.2344038,145.05112,Tesla Supercharger,Unknown,,Unknown,1
Unknown,4,Unknown,Unknown,Unknown,Unknown,-37.9271751,145.1435899,IKEA,Type 2 (Socket Only),,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.8648195,151.2119085,Bell Resources,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-26.8857922,152.1029637,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-31.4071902,152.9007826,"Tesla, Inc.",Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-30.9527945,148.3878551,NRMA,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-30.0207154,148.1177704,NRMA,Unknown,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.1955356,142.6092866,EVUp,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9435652,151.2396953,Jolt,Unknown,,Unknown,1
Unknown,4,Unknown,Unknown,Unknown,Unknown,-33.9080986,151.1716659,Unknown,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.2159676,144.3181255,Unknown,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.7054584,150.8754276,Evie Networks,Unknown,,Unknown,1
Unknown,3,Unknown,Unknown,Unknown,Unknown,-36.7158552,142.1964354,Tesla Supercharger,Unknown,,Unknown,0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-34.8437992,138.5042702,Unknown,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9532239,150.8040539,Unknown,Unknown,,Unknown,1
