Cost,ChargingPoints,PayAtLocation,MembershipRequired,AccessKeyRequired,IsOperational,Latitude,Longitude,Operator,ConnectionType,PowerOutput,CurrentType,ChargingPoints_Flag
Unknown,6,Unknown,Unknown,Unknown,Unknown,-34.5114833,144.8424321,Tesla Supercharger,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.3335119,144.9659824,Evie Networks,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.3885479,144.3253891,Chargefox,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.5808568,144.7271811,Chargefox,Type 2 (Socket Only),,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.258032,139.4551773,RAA,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3864575,153.1214682,Brisbane Airport Corporation,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3833729,153.1213233,Brisbane Airport Corporation,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3831531,153.1217068,Brisbane Airport Corporation,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3817742,153.124222,Brisbane Airport Corporation,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3873368,153.1188771,Brisbane Airport Corporation,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3876793,153.1191885,Brisbane Airport Corporation,Unknown,,Unknown,1
Unknown,4,Unknown,Unknown,Unknown,Unknown,-32.4885955,137.7639121,Tesla Supercharger,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7929012,144.7895532,Evie Networks,CHAdeMO,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-31.9361435,115.8494697,Wevolt,Type 2 (Socket Only),,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.6187378,142.9953568,Tesla Supercharger,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7834418,144.9833663,Evie Networks,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.4249948,151.3201664,Tesla Supercharger,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.8146773,151.1713359,EVlink,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.1969025,146.5416834,Evie Networks,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.8493186,147.2962395,BP Pulse,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-14.9227395,133.066083,NRMA,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-28.036482,148.5819657,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-23.7023572,133.8827155,NRMA,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-19.4369743,134.2086678,NRMA,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-21.5311476,133.8893426,Chargefox,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-29.0148335,134.7554848,RAA,Type 2 (Socket Only),,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-23.5545937,145.287366,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-26.4139229,146.2457646,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-28.070468,145.6822644,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-23.4414436,144.2479747,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.3841189,148.0099258,Unknown,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3457351,152.9688848,Jolt,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.8246416,151.1958182,EVlink,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.5301348,145.3407412,Unknown,Type 2 (Socket Only),,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.5314941,145.3395526,Unknown,Type 2 (Socket Only),,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.2996195,146.9515989,Chargefox,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7611088,145.312117,Evie Networks,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9953421,145.1822889,AmpCharge,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8997618,144.6650595,AmpCharge,Unknown,,Unknown,1
Unknown,2,Unknown,Unknown,Unknown,Unknown,-21.9360134,114.1302669,Unknown,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.1410109,148.174695,Tesla Supercharger,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.0054338,145.2483376,Evie Networks,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.2977904,140.7571193,Tesla Supercharger,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.5508548,146.4051522,Unknown,Type 2 (Socket Only),,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-30.3239348,149.7810597,Tesla Supercharger,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.5736257,145.9340825,Chargefox,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.3992576,147.1195204,Unknown,Type 2 (Socket Only),,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.7819643,147.563933,Evie Networks,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.6968576,149.8415044,Chargefox,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.5818043,144.7290403,Evie Networks,CHAdeMO,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.1924257,146.5269699,Tesla Supercharger,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7763484,144.9637746,AmpCharge,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8819256,145.0802156,Chargefox,Type 2 (Socket Only),,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.6480825,144.9941732,BP Pulse,Unknown,,Unknown,1
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.2656329,147.1106112,Unknown,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.0595853,145.3378901,Jolt,CHAdeMO,,Unknown,1
Unknown,8,Unknown,Unknown,Unknown,Unknown,-37.7555095,144.7411105,BP Pulse,Unknown,,Unknown,0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.4838424,146.597827,NRMA,Unknown,,Unknown,1
"$0.60 per kWh for fast DC, $0.22 per kWh for slow AC.",1,False,True,True,True,-21.295783915716314,116.13807973599131,Chargefox,CCS (Type 2),50.0,DC,0
Unknown,6,False,True,True,False,-31.953457974189973,115.83912294028778,Tesla (Tesla-only charging),CCS (Type 2),250.0,DC,0
"$0.60 per kWh for fast DC, $0.35 per kWh for slow AC",2,False,True,True,True,-19.768818135351367,121.09160068026648,Chargefox,CCS (Type 2),50.0,DC,0
"$0.60 per kWh fast DC, $0.35 per kWh slow AC.",2,False,True,True,False,-20.838466287478184,117.83409361484922,Chargefox,CCS (Type 2),150.0,DC,0
$0.60 per kWh,1,False,True,True,True,-32.5671631849554,115.79829772601357,Ampol AmpCharge,CCS (Type 2),180.0,DC,0
$0.25 each 30 mins plus $0.28/kWh,1,Unknown,Unknown,Unknown,True,-34.81320838371845,147.20146957248267,Exploren,Type 2 (Socket Only),22.0,AC (Three-Phase),0
$0.50 per hour plus $0.28/kWh,2,False,True,True,True,-34.79340665268592,147.03869475917048,Exploren,Type 2 (Socket Only),7.0,AC (Single-Phase),0
$0.35/kWh,1,False,True,True,True,-35.123640112987474,147.3992802491099,Everty,CCS (Type 2),25.0,DC,0
$0.40/kWh,1,False,True,True,True,-34.30220873271793,146.0827951103297,Chargefox,CCS (Type 2),24.0,DC,0
$0.40/kWh,2,False,True,True,True,-34.299877486665665,146.0781598113113,Chargefox,CCS (Type 2),50.0,DC,0
up to $0.92/kWh,6,False,True,True,True,-34.29247666125356,146.05114295544826,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
66c / 60c for members,4,Unknown,Unknown,Unknown,True,-37.28516365724295,142.92645264670017,NRMA,CCS (Type 2),150.0,DC,0
66c / 60c for members,4,Unknown,Unknown,Unknown,True,-36.73546633080104,144.13398199267476,NRMA,CCS (Type 2),180.0,DC,0
66c / 60c for members,4,Unknown,Unknown,Unknown,True,-36.07623961780974,143.22518416666645,NRMA,CCS (Type 2),150.0,DC,0
66c / 60c for NRMA Members,4,Unknown,Unknown,Unknown,True,-35.071599703997784,142.31988019027813,NRMA,CCS (Type 2),150.0,DC,0
Unknown,2,False,True,True,False,-32.150681222892466,116.01697710197169,(Unknown Operator),CCS (Type 2),25.0,DC,0
$0.55kWh,2,False,True,True,True,-32.14798632595281,115.98536350907739,Chargefox,Type 2 (Socket Only),22.0,AC (Three-Phase),0
"DC is Evening peak 68c kWh (5:00pm to 10:00pm), Standard 59c kWh (all other times), AC is Evening peak 32c kWh (5:00pm to 10:00pm), Standard 25c kWh (all other times)",3,True,False,False,True,-34.9131230518513,138.56301692754607,Chargefox,CCS (Type 2),200.0,DC,0
$0.65 per kWh ,2,False,True,True,True,-32.50979875144507,115.73981288369129,Chargefox,CCS (Type 2),120.0,DC,0
$0.25 per kWh,2,False,True,True,True,-32.048870705546086,115.86542217360795,WeVolt (AU),CCS (Type 2),50.0,DC,0
Unknown,2,False,True,True,True,-27.596393387636958,152.7462094147789,Ampol AmpCharge,CCS (Type 2),120.0,Unknown,0
Unknown,4,True,False,False,True,-24.862625832767137,151.12151830708194,NRMA,CHAdeMO,,DC,0
"$0.60 per kWh for fast DC, $0.35 per kWh for slow AC.",1,False,True,True,True,-18.721350107077058,121.87899345971687,Chargefox,CCS (Type 2),50.0,DC,0
$0.60 per kWh at all times.,1,False,True,True,True,-18.749254525895964,126.11371953941125,Chargefox,CCS (Type 2),75.0,DC,0
$0.65 per kWh,1,False,True,True,True,-31.8962683,116.01022,Chargefox,CCS (Type 2),120.0,DC,0
$0.50/kWh,1,False,True,True,True,-34.925115,138.595206,Chargefox,CCS (Type 2),125.0,DC,0
65c/kWh,6,False,True,True,True,-32.30983528619279,115.83240066607163,BP Pulse (AU),CCS (Type 2),150.0,DC,0
Unknown,2,False,True,True,True,-37.875016711913474,145.128081929617,Exploren,Type 2 (Socket Only),22.0,AC (Three-Phase),0
Unknown,6,False,True,True,False,-30.070090453487722,114.96554294156368,Tesla (Tesla-only charging),CCS (Type 2),250.0,DC,0
0.68,4,False,True,True,True,-25.286041551013156,152.8158038522372,Evie,CCS (Type 2),150.0,DC,0
Unknown,2,False,True,True,True,-23.752240907122726,114.01430399748614,Chargefox,CCS (Type 2),50.0,DC,0
65c/kWh,6,False,True,True,True,-32.30935248843228,115.83043488599236,BP Pulse (AU),CCS (Type 2),150.0,DC,0
$0.70/kWh,2,True,False,False,True,-26.199375967349063,152.6570568531024,(Unknown Operator),CCS (Type 2),160.0,DC,0
Unknown,2,False,True,True,True,-27.68917090278832,152.6532223508002,Elanga (AU),CCS (Type 2),300.0,DC,0
enquire,1,False,False,False,True,-36.30497745879883,150.12519241466634,(Unknown Operator),Type 2 (Tethered Connector) ,7.0,AC (Single-Phase),0
0,3,Unknown,Unknown,Unknown,True,-37.70397622211952,145.10521824749753,(Unknown Operator),Type 2 (Socket Only),11.0,Unknown,0
69c / KwH,1,False,True,True,True,-37.68912458660884,144.95662465559099,Tesla (Tesla-only charging),CCS (Type 2),250.0,DC,0
$0.69/kWh,12,False,True,True,True,-36.07928408317759,146.91360130129283,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
$0.69/kWh,6,False,True,True,True,-35.13104690746256,147.3397865366278,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
Unknown,1,False,True,True,True,-38.08489638497555,145.27849713747787,Evie,CCS (Type 2),50.0,DC,0
Unknown,3,False,True,True,True,-38.10907515763703,145.28176239248455,Engie,CHAdeMO,120.0,Unknown,0
$0.55/kWh,1,False,True,True,True,-38.110286646748186,145.2640707648552,BP Pulse (AU),CCS (Type 2),75.0,DC,0
Unknown,12,False,True,True,True,-37.837816422984424,145.1346849142019,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
$0.69/kWh,3,False,True,True,True,-37.907528089556905,145.01117779850802,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
$0.60/kWh for pay-as-you-go charging.,1,False,True,True,True,-37.94495495500977,145.00192929573643,Ampol AmpCharge,CCS (Type 2),180.0,DC,0
Unknown,1,False,True,True,True,-38.00841347461177,145.0848841496986,Evie,CCS (Type 2),50.0,DC,0
$0.35 per KwH,2,False,True,True,True,-29.251767146809307,114.93533678947051,Exploren,Type 2 (Tethered Connector) ,22.0,AC (Three-Phase),0
See Exploren app.,4,Unknown,Unknown,Unknown,True,-33.485305997724765,150.1520457902966,Exploren,Type 2 (Socket Only),22.0,AC (Three-Phase),0
$0.60/kWh,1,False,True,True,True,-34.07085887727317,150.80665583075495,Chargefox,CCS (Type 2),75.0,DC,0
$0.45 per kWh,2,False,True,True,True,-31.97974757849547,115.97197588423592,Chargefox,CCS (Type 2),75.0,DC,0
Unknown,3,False,True,True,True,-20.05385007735012,119.8271567468621,Chargefox,CCS (Type 2),50.0,DC,0
Unknown,1,False,True,True,True,-33.741938777072164,151.21364536627425,(Unknown Operator),CCS (Type 2),,AC (Single-Phase),0
Unknown,1,False,True,True,True,-33.741938777072164,151.21364536627425,(Unknown Operator),Unknown,,Unknown,0
"DC is Evening peak 68c kWh (5:00pm to 10:00pm), Standard 59c kWh (all other times), AC is Evening peak 32c kWh (5:00pm to 10:00pm), Standard 25c kWh (all other times)",7,False,True,True,True,-34.18231041374674,139.98631021340225,Chargefox,CCS (Type 2),200.0,DC,0
"Evening peak 32c kWh (5:00pm to 10:00pm), Standard 25c kWh (all other times)",3,False,True,True,True,-34.18605180138638,139.99661283387684,Chargefox,Type 2 (Socket Only),7.0,AC (Single-Phase),0
$0.68/kWh,12,False,True,True,True,-32.76374294675019,151.742101372786,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
Unknown,8,False,True,True,True,-35.25805966511065,149.4398991158709,Exploren,Type 2 (Socket Only),22.0,AC (Three-Phase),0
"$0.45 per kWh, may vary. See chargehub app.",1,Unknown,Unknown,Unknown,True,-32.80115991667573,116.47522932344805,Chargehub,Type 2 (Socket Only),22.0,AC (Three-Phase),0
Unknown,2,False,True,True,True,-31.2557851,136.80266,Chargefox,CCS (Type 2),150.0,DC,0
$10 per hour @22kw,1,True,False,False,True,-25.840736817666908,133.29974959294498,(Unknown Operator),Three Phase 5-Pin (AS/NZ 3123),22.2,AC (Three-Phase),0
Unknown,1,False,True,True,True,-33.765456662016454,150.62149884005026,Ampol AmpCharge,CCS (Type 2),150.0,DC,0
$0.60 per kWh at all times.,4,False,True,True,True,-33.953590454066756,115.07079111266364,Chargefox,CCS (Type 2),150.0,DC,0
"$0.60 per kWh for high power DC, $0.35 per kWh for low power AC.",3,False,True,True,True,-30.750111329876674,121.47511538931815,Chargefox,CCS (Type 2),150.0,DC,0
$0.52/kWh,1,False,True,True,True,-34.84380365342569,148.9141018891671,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
$0.69 / kWh,1,False,True,True,True,-35.7229067434558,147.3171930996939,Tesla (Tesla-only charging),CCS (Type 2),250.0,DC,0
Unknown,1,False,True,True,True,-34.772316512568395,149.69267286725506,Chargefox,CCS (Type 2),,Unknown,0
Unknown,1,False,True,True,True,-38.47811653249701,145.94369632320195,Evie,CHAdeMO,50.0,Unknown,0
Unknown,1,False,True,True,True,-38.47607406598741,145.9449660995017,Chargefox,CHAdeMO,50.0,Unknown,0
Unknown,1,False,True,True,True,-38.43454681668418,145.82550050274392,Evie,CCS (Type 2),50.0,Unknown,0
Unknown,1,False,True,True,True,-38.43293285267044,145.82559498595492,Chargefox,CCS (Type 2),50.0,Unknown,0
Unknown,1,False,True,True,True,-38.16759449972774,145.95340965722312,Evie,CCS (Type 2),50.0,DC,0
Unknown,1,False,True,True,True,-38.15200425352916,145.13493764315962,Engie,CHAdeMO,120.0,Unknown,0
0.59 - 0.68 AUD kWh,2,True,False,False,True,-32.12627372979047,133.6729436190849,Chargefox,CCS (Type 2),150.0,DC,0
$0.60/kWh,4,False,True,True,True,-28.33164512189506,153.56421838432203,NRMA,CCS (Type 2),300.0,DC,0
Unknown,1,False,True,True,True,-37.282013366626494,142.9297245107835,Evie,CCS (Type 2),50.0,DC,0
$0.66/kWh,12,False,True,True,True,-37.054694820216696,142.7814197610627,Tesla (Tesla-only charging),CCS (Type 2),250.0,DC,0
Unknown,1,False,True,True,True,-37.05706536578791,142.78103976991747,Evie,CCS (Type 2),50.0,DC,0
Unknown,1,False,True,True,True,-36.55114428189935,145.98425664687772,Evie,CCS (Type 2),50.0,DC,0
Unknown,2,False,True,True,True,-38.22449869065465,145.03964281641652,Evie,CCS (Type 2),50.0,DC,0
"First 7kWh free, then $0.49 per kWh thereafter. $5/hr idle time",1,False,True,True,True,-33.597285174014345,151.31997898476163,Jolt,CHAdeMO,25.0,DC,0
"$0.60 per kW for fast DC charger, $0.36 for slow AC charger,",2,False,True,True,True,-22.543198410447303,115.50141571783809,WA EV Network (AU),CCS (Type 2),50.0,DC,0
Unknown,1,False,True,True,True,-28.41795526622294,151.07778635013676,(Unknown Operator),Unknown,,Unknown,0
Unknown,1,True,False,False,True,-27.303552224037652,133.6227445832953,(Business Owner at Location),Three Phase 5-Pin (AS/NZ 3123),15.0,AC (Three-Phase),0
Unknown,4,False,True,True,True,-33.83754542029569,117.1578115341685,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
$0.45 per kWh ,1,False,True,True,True,-32.937064398774,117.16399188426647,Chargefox,Type 2 (Socket Only),22.0,AC (Three-Phase),0
$0.45 per kWh. ,1,False,True,True,True,-32.934143432527556,117.17480124057863,Chargefox,Type 2 (Socket Only),22.0,AC (Three-Phase),0
$0.45 per kWh ,1,False,True,True,True,-32.933670519982606,117.17677737808447,WA EV Network (AU),Type 2 (Socket Only),22.0,AC (Three-Phase),0
$5.00 per hour.,1,Unknown,Unknown,Unknown,True,-31.179597642152913,117.37944093832061,(Unknown Operator),Type 2 (Tethered Connector) ,22.0,AC (Three-Phase),0
free,2,Unknown,Unknown,Unknown,True,-28.21747800470518,152.03115724286278,(Unknown Operator),CCS (Type 2),,DC,0
payment may be required,1,Unknown,Unknown,Unknown,True,-38.389181,142.484993,Chargefox,CHAdeMO,50.0,DC,0
0.70c/kwh,3,False,True,True,True,-37.82480937950314,147.63246014953563,Tesla (Tesla-only charging),CCS (Type 2),250.0,DC,0
$0.70 per kWh,3,Unknown,Unknown,Unknown,True,-37.82454530904592,147.6327352303539,Tesla (Tesla-only charging),CCS (Type 2),250.0,DC,0
$0.60 per kWh,4,False,True,True,True,-33.32517168635446,115.642665842138,WA EV Network (AU),CCS (Type 2),150.0,DC,0
Unknown,2,Unknown,Unknown,Unknown,True,-26.575093433135848,148.80762514285902,(Unknown Operator),Type 2 (Tethered Connector) ,22.0,AC (Three-Phase),0
59c-68c/kWh,1,False,True,True,True,-33.02641308008939,137.53226864294578,Chargefox,CCS (Type 2),150.0,DC,0
0.59-0.68,1,False,True,True,True,-32.48927,137.7612186,Chargefox,CCS (Type 2),200.0,DC,0
"$0.60 per kWh for high power DC, $0.35 per kWh for low power AC.",2,False,True,True,True,-26.41184549747159,114.46404594375008,Chargefox,CCS (Type 2),50.0,DC,0
Unknown,4,False,True,True,True,-32.05512902897771,115.96339054908071,Evie,CCS (Type 2),,DC,0
$0.50 per kWh,1,False,True,True,True,-32.05199556827005,115.76493682476348,Chargefox,CCS (Type 2),50.0,DC,0
0.59 - 0.68 AUD kWh,2,True,False,False,True,-32.79758493806768,134.19831799463498,Chargefox,CCS (Type 2),150.0,DC,0
"Free, with idle time penalty.",2,False,True,True,True,-31.936258468207264,115.8497013709943,WeVolt (AU),Type 2 (Socket Only),22.0,AC (Three-Phase),0
Unknown,6,Unknown,Unknown,Unknown,True,-34.4602252,138.9866954,Chargefox,CCS (Type 2),120.0,DC,0
$0.60 per kWh,2,False,True,True,True,-31.758081346597947,115.77145646090628,Chargefox,CCS (Type 2),120.0,DC,0
Unknown,2,False,True,True,True,-27.402355423317843,152.93697981150945,BP Pulse (AU),Unknown,75.0,Unknown,0
59c-68c/kWh,1,Unknown,Unknown,Unknown,True,-33.047159,135.461943,Chargefox,CCS (Type 2),150.0,DC,0
59c-68c/kWh,1,Unknown,Unknown,Unknown,True,-33.14584,136.415203,Chargefox,CCS (Type 2),150.0,DC,0
Free,1,False,False,False,True,-34.991588982756106,138.57595688588066,(Business Owner at Location),Type 2 (Socket Only),22.0,AC (Three-Phase),0
1,1,True,False,False,True,-30.311578112924515,139.33620167274148,(Business Owner at Location),Type 2 (Socket Only),22.0,AC (Three-Phase),0
Unknown,6,False,True,True,True,-32.102866290875234,115.76244884692244,Tesla (Tesla-only charging),CCS (Type 2),250.0,DC,0
"$0.60 per kWh for high power DC, $0.35 per kWh for kow power AC.",2,False,True,True,True,-15.779058583778237,128.74043814383487,Chargefox,CCS (Type 2),150.0,DC,0
$0.50/kWh,1,False,True,True,True,-36.923705481847556,144.7100660165538,Evie,CCS (Type 2),50.0,DC,0
Unknown,1,False,True,True,True,-37.413967109460415,144.9791065326649,Evie,CCS (Type 2),50.0,DC,0
AUD 0.69/kWh,6,False,True,True,True,-34.2834466714301,150.63939668827243,Ampol AmpCharge,CCS (Type 2),150.0,DC,0
$0.69 per kWh,1,False,True,True,True,-34.2829974272134,150.63679286992692,Ampol AmpCharge,CCS (Type 2),150.0,DC,0
?,1,False,False,False,True,-37.051215336112,149.90155657766792,(Unknown Operator),Type 2 (Socket Only),22.0,AC (Three-Phase),0
unsure,2,False,False,False,True,-37.10326647778291,149.87937771549701,(Unknown Operator),Type 2 (Tethered Connector) ,22.0,AC (Three-Phase),0
59c-68c/kWh,2,Unknown,Unknown,Unknown,True,-33.68530286444153,136.92905700914315,Chargefox,CCS (Type 2),150.0,DC,0
0.55 / kWh ,2,False,True,True,True,-30.27621389393004,116.66182170267825,Chargefox,CCS (Type 2),50.0,DC,0
Unknown,1,False,True,True,True,-21.937404564407117,114.13060539906303,WA EV Network (AU),CCS (Type 2),150.0,DC,0
Free,2,Unknown,Unknown,Unknown,True,-31.73530856799269,115.76057078337675,Exploren,Type 2 (Socket Only),22.0,AC (Three-Phase),0
Unknown,1,False,True,True,False,-33.71060645301792,151.1025062095589,Ampol AmpCharge,CCS (Type 2),,DC,0
See https://electrona.au/evc/bchno/bchno-001.html,2,True,False,False,True,-41.87471231875492,148.3041358766775,Unknown,CCS (Type 2),50.0,DC,0
$15 for guest who do not book direct.  Free for guest who book direct.,2,False,False,False,True,-30.5168745388638,151.66662986871611,(Business Owner at Location),Type 2 (Socket Only),7.0,AC (Single-Phase),0
$0.69/kWh for pay-as-you-go charging.,1,False,True,True,True,-37.82365941817221,145.2959481777906,Ampol AmpCharge,CCS (Type 2),150.0,DC,0
Unknown,3,False,True,True,True,-35.029504038354794,117.88711964420804,EVUp (AU),Type 2 (Tethered Connector) ,11.0,AC (Three-Phase),0
DC Charging $0.35 - $0.60 per kWh at all times.,1,Unknown,Unknown,Unknown,True,-32.36748025468421,117.00946148863972,WA EV Network (AU),Type 2 (Socket Only),22.0,AC (Three-Phase),0
"$0, but payment will be required Oct-Dec 2023",1,True,False,False,True,-30.978295982227706,150.25129064038157,(Unknown Operator),CCS (Type 2),50.0,DC,0
"$0.60 per kWh DC, $0.35 per kWh AC",3,False,True,True,True,-32.44938187858875,118.86590392183905,WA EV Network (AU),CCS (Type 2),150.0,DC,0
Free,4,False,True,True,True,-29.210721611002967,116.00847792163336,Exploren,Type 2 (Socket Only),22.0,Unknown,0
Unknown,2,False,False,False,True,-41.87508668420113,148.30190462959308,(Unknown Operator),Type I (AS 3112),,AC (Single-Phase),0
$0.40/kWh,2,False,True,True,True,-37.98035192583418,146.7866369371215,Chargefox,CCS (Type 2),50.0,DC,0
$0.45/kWh,2,False,True,True,True,-38.188088367705056,144.55520001587047,Chargefox,CCS (Type 2),50.0,DC,0
DC Charging $0.60 per kWh at all times.,1,Unknown,Unknown,Unknown,True,-33.93987597013291,118.92073932501205,WA EV Network (AU),CCS (Type 2),150.0,DC,0
Fast DC charging $0.60 per kWh at all times. Slow AC charging $0.35 per kWh at all times.,1,Unknown,Unknown,Unknown,True,-33.58080346048715,120.04577841886328,WA EV Network (AU),CCS (Type 2),150.0,DC,0
Evening peak 32c/kWh (5pm - 10pm) Standard 25c/kWh (all other times),2,Unknown,Unknown,Unknown,True,-33.135121425836196,136.41678887852186,Chargefox,Type 2 (Socket Only),7.0,AC (Single-Phase),0
DC Charging $0.35 - $0.60 per kWh at all times.,1,Unknown,Unknown,Unknown,True,-25.927965006899086,113.53579323666713,WA EV Network (AU),Type 2 (Socket Only),22.0,AC (Three-Phase),0
60c / 54c for NRMA Members,4,Unknown,Unknown,Unknown,True,-32.58948930999341,149.58496449340686,NRMA,CCS (Type 2),180.0,DC,0
DC Charging $0.35 - $0.60 per kWh at all times.,2,False,True,True,True,-20.73538816872096,116.84749086556644,WA EV Network (AU),Type 2 (Socket Only),22.0,AC (Three-Phase),0
Unknown,2,Unknown,Unknown,Unknown,True,-30.89283905452806,116.71613902661392,(Unknown Operator),Type 2 (Socket Only),22.0,AC (Three-Phase),0
Free,2,False,True,True,True,-31.89248383322912,115.89594640150904,Exploren,Type 2 (Socket Only),22.0,AC (Three-Phase),0
$0.78/kWh,3,False,True,True,True,-38.380939,142.518958,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
$0.78/kWh,3,False,True,True,True,-38.34137606647682,143.59297402313945,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
$0.78/kWh,6,False,True,True,True,-38.064796504586276,144.38238251338635,Tesla (including non-tesla),CCS (Type 2),250.0,DC,0
$0.78/kWh,4,False,True,True,True,-37.21006161015167,145.4261473877039,Tesla (including non-tesla),CCS (Type 2),135.0,DC,0
$0.60/kWh,6,False,True,True,True,-35.31872,149.093821,Chargefox,CCS (Type 2),150.0,DC,0
$0.40 - $0.50/kWh,2,False,True,True,True,-42.975674,147.311542,Chargefox,CCS (Type 2),120.0,DC,0
$0.69/kWh for pay-as-you-go charging.,1,False,True,True,True,-33.7430336465433,150.69296375875626,Ampol AmpCharge,CCS (Type 2),180.0,DC,0
DC Charging $0.35 - $0.60 per kWh at all times.,2,Unknown,Unknown,Unknown,True,-31.966752218660034,115.8223778363822,WA EV Network (AU),Type 2 (Socket Only),22.0,AC (Three-Phase),0
Unknown,1,False,True,True,True,-33.767499717192706,150.82239944831394,Chargefox,Type 2 (Socket Only),7.4,AC (Single-Phase),0
