year,month,petrol_growth,electricity_growth,distance_km,ice_eff_l_per_100km,petrol_price_per_l,electricity_price_per_kwh,predicted_savings,rule_ev_cost,rule_ice_cost
2032,1,0.05,0.035,300,10.0,2.8142,0.3817,535.97,17.18,84.43
2032,1,0.05,0.035,400,5.5,2.8142,0.3817,-88.65,22.9,61.91
2032,1,0.05,0.035,400,6.5,2.8142,0.3817,126.93,22.9,73.17
2032,1,0.05,0.035,400,7.5,2.8142,0.3817,158.86,22.9,84.43
2032,1,0.05,0.035,400,8.5,2.8142,0.3817,162.52,22.9,95.68
2032,1,0.05,0.035,400,10.0,2.8142,0.3817,648.76,22.9,112.57
2032,1,0.05,0.035,500,5.5,2.8142,0.3817,969.35,28.63,77.39
2032,1,0.05,0.035,500,6.5,2.8142,0.3817,1300.35,28.63,91.46
2032,1,0.05,0.035,500,7.5,2.8142,0.3817,1473.21,28.63,105.53
2032,1,0.05,0.035,500,8.5,2.8142,0.3817,1476.88,28.63,119.6
2032,1,0.05,0.035,500,10.0,2.8142,0.3817,1963.12,28.63,140.71
2032,1,0.05,0.035,750,5.5,2.8142,0.3817,1167.91,42.94,116.09
2032,1,0.05,0.035,750,6.5,2.8142,0.3817,1498.92,42.94,137.19
2032,1,0.05,0.035,750,7.5,2.8142,0.3817,1671.78,42.94,158.3
2032,1,0.05,0.035,750,8.5,2.8142,0.3817,1675.44,42.94,179.41
2032,1,0.05,0.035,750,10.0,2.8142,0.3817,2161.69,42.94,211.07
2032,1,0.05,0.035,1000,5.5,2.8142,0.3817,2145.75,57.25,154.78
2032,1,0.05,0.035,1000,6.5,2.8142,0.3817,2671.49,57.25,182.92
2032,1,0.05,0.035,1000,7.5,2.8142,0.3817,2853.91,57.25,211.07
2032,1,0.05,0.035,1000,8.5,2.8142,0.3817,2874.18,57.25,239.21
2032,1,0.05,0.035,1000,10.0,2.8142,0.3817,3360.42,57.25,281.42
2032,1,0.08,0.01,50,5.5,3.4276,0.3216,-57.1,2.41,9.43
2032,1,0.08,0.01,50,6.5,3.4276,0.3216,-52.21,2.41,11.14
2032,1,0.08,0.01,50,7.5,3.4276,0.3216,-38.52,2.41,12.85
2032,1,0.08,0.01,50,8.5,3.4276,0.3216,631.13,2.41,14.57
2032,1,0.08,0.01,50,10.0,3.4276,0.3216,1013.68,2.41,17.14
2032,1,0.08,0.01,100,5.5,3.4276,0.3216,-86.3,4.82,18.85
2032,1,0.08,0.01,100,6.5,3.4276,0.3216,-74.54,4.82,22.28
2032,1,0.08,0.01,100,7.5,3.4276,0.3216,-60.85,4.82,25.71
2032,1,0.08,0.01,100,8.5,3.4276,0.3216,608.81,4.82,29.14
2032,1,0.08,0.01,100,10.0,3.4276,0.3216,991.35,4.82,34.28
2032,1,0.08,0.01,150,5.5,3.4276,0.3216,-10.94,7.24,28.28
2032,1,0.08,0.01,150,6.5,3.4276,0.3216,0.82,7.24,33.42
2032,1,0.08,0.01,150,7.5,3.4276,0.3216,20.67,7.24,38.56
2032,1,0.08,0.01,150,8.5,3.4276,0.3216,725.54,7.24,43.7
2032,1,0.08,0.01,150,10.0,3.4276,0.3216,1147.97,7.24,51.41
2032,1,0.08,0.01,200,5.5,3.4276,0.3216,-2.29,9.65,37.7
2032,1,0.08,0.01,200,6.5,3.4276,0.3216,9.46,9.65,44.56
2032,1,0.08,0.01,200,7.5,3.4276,0.3216,29.31,9.65,51.41
2032,1,0.08,0.01,200,8.5,3.4276,0.3216,734.19,9.65,58.27
2032,1,0.08,0.01,200,10.0,3.4276,0.3216,1156.62,9.65,68.55
2032,1,0.08,0.01,250,5.5,3.4276,0.3216,3.28,12.06,47.13
2032,1,0.08,0.01,250,6.5,3.4276,0.3216,15.04,12.06,55.7
2032,1,0.08,0.01,250,7.5,3.4276,0.3216,34.89,12.06,64.27
2032,1,0.08,0.01,250,8.5,3.4276,0.3216,739.76,12.06,72.84
2032,1,0.08,0.01,250,10.0,3.4276,0.3216,1162.19,12.06,85.69
2032,1,0.08,0.01,300,5.5,3.4276,0.3216,-52.0,14.47,56.56
2032,1,0.08,0.01,300,6.5,3.4276,0.3216,163.58,14.47,66.84
2032,1,0.08,0.01,300,7.5,3.4276,0.3216,195.51,14.47,77.12
2032,1,0.08,0.01,300,8.5,3.4276,0.3216,904.03,14.47,87.41
2032,1,0.08,0.01,300,10.0,3.4276,0.3216,1326.46,14.47,102.83
2032,1,0.08,0.01,400,5.5,3.4276,0.3216,545.93,19.3,75.41
2032,1,0.08,0.01,400,6.5,3.4276,0.3216,876.93,19.3,89.12
2032,1,0.08,0.01,400,7.5,3.4276,0.3216,1049.8,19.3,102.83
2032,1,0.08,0.01,400,8.5,3.4276,0.3216,1758.32,19.3,116.54
2032,1,0.08,0.01,400,10.0,3.4276,0.3216,2540.65,19.3,137.11
2032,1,0.08,0.01,500,5.5,3.4276,0.3216,967.55,24.12,94.26
2032,1,0.08,0.01,500,6.5,3.4276,0.3216,1298.56,24.12,111.4
2032,1,0.08,0.01,500,7.5,3.4276,0.3216,1471.42,24.12,128.54
2032,1,0.08,0.01,500,8.5,3.4276,0.3216,2179.94,24.12,145.68
2032,1,0.08,0.01,500,10.0,3.4276,0.3216,3009.62,24.12,171.38
2032,1,0.08,0.01,750,5.5,3.4276,0.3216,2153.05,36.18,141.39
2032,1,0.08,0.01,750,6.5,3.4276,0.3216,2678.8,36.18,167.1
2032,1,0.08,0.01,750,7.5,3.4276,0.3216,2861.22,36.18,192.81
2032,1,0.08,0.01,750,8.5,3.4276,0.3216,3586.34,36.18,218.51
2032,1,0.08,0.01,750,10.0,3.4276,0.3216,4416.02,36.18,257.07
2032,1,0.08,0.01,1000,5.5,3.4276,0.3216,2184.67,48.25,188.52
2032,1,0.08,0.01,1000,6.5,3.4276,0.3216,2710.41,48.25,222.8
2032,1,0.08,0.01,1000,7.5,3.4276,0.3216,2892.83,48.25,257.07
2032,1,0.08,0.01,1000,8.5,3.4276,0.3216,3617.96,48.25,291.35
2032,1,0.08,0.01,1000,10.0,3.4276,0.3216,4447.64,48.25,342.76
2032,1,0.08,0.02,50,5.5,3.4276,0.3446,-47.87,2.58,9.43
2032,1,0.08,0.02,50,6.5,3.4276,0.3446,-42.98,2.58,11.14
2032,1,0.08,0.02,50,7.5,3.4276,0.3446,-29.29,2.58,12.85
2032,1,0.08,0.02,50,8.5,3.4276,0.3446,640.37,2.58,14.57
2032,1,0.08,0.02,50,10.0,3.4276,0.3446,1022.92,2.58,17.14
2032,1,0.08,0.02,100,5.5,3.4276,0.3446,-75.48,5.17,18.85
2032,1,0.08,0.02,100,6.5,3.4276,0.3446,-63.73,5.17,22.28
2032,1,0.08,0.02,100,7.5,3.4276,0.3446,-50.04,5.17,25.71
2032,1,0.08,0.02,100,8.5,3.4276,0.3446,619.62,5.17,29.14
2032,1,0.08,0.02,100,10.0,3.4276,0.3446,1002.17,5.17,34.28
2032,1,0.08,0.02,150,5.5,3.4276,0.3446,-1.7,7.75,28.28
2032,1,0.08,0.02,150,6.5,3.4276,0.3446,10.05,7.75,33.42
2032,1,0.08,0.02,150,7.5,3.4276,0.3446,29.9,7.75,38.56
2032,1,0.08,0.02,150,8.5,3.4276,0.3446,734.78,7.75,43.7
2032,1,0.08,0.02,150,10.0,3.4276,0.3446,1157.21,7.75,51.41
2032,1,0.08,0.02,200,5.5,3.4276,0.3446,6.94,10.34,37.7
2032,1,0.08,0.02,200,6.5,3.4276,0.3446,18.7,10.34,44.56
2032,1,0.08,0.02,200,7.5,3.4276,0.3446,38.55,10.34,51.41
2032,1,0.08,0.02,200,8.5,3.4276,0.3446,743.42,10.34,58.27
2032,1,0.08,0.02,200,10.0,3.4276,0.3446,1165.85,10.34,68.55
2032,1,0.08,0.02,250,5.5,3.4276,0.3446,16.06,12.92,47.13
2032,1,0.08,0.02,250,6.5,3.4276,0.3446,27.81,12.92,55.7
2032,1,0.08,0.02,250,7.5,3.4276,0.3446,47.66,12.92,64.27
2032,1,0.08,0.02,250,8.5,3.4276,0.3446,752.53,12.92,72.84
2032,1,0.08,0.02,250,10.0,3.4276,0.3446,1174.97,12.92,85.69
2032,1,0.08,0.02,300,5.5,3.4276,0.3446,-42.9,15.51,56.56
2032,1,0.08,0.02,300,6.5,3.4276,0.3446,172.68,15.51,66.84
2032,1,0.08,0.02,300,7.5,3.4276,0.3446,204.6,15.51,77.12
2032,1,0.08,0.02,300,8.5,3.4276,0.3446,913.12,15.51,87.41
2032,1,0.08,0.02,300,10.0,3.4276,0.3446,1335.56,15.51,102.83
2032,1,0.08,0.02,400,5.5,3.4276,0.3446,555.17,20.68,75.41
2032,1,0.08,0.02,400,6.5,3.4276,0.3446,886.17,20.68,89.12
2032,1,0.08,0.02,400,7.5,3.4276,0.3446,1059.03,20.68,102.83
2032,1,0.08,0.02,400,8.5,3.4276,0.3446,1767.55,20.68,116.54
2032,1,0.08,0.02,400,10.0,3.4276,0.3446,2549.88,20.68,137.11
2032,1,0.08,0.02,500,5.5,3.4276,0.3446,976.79,25.85,94.26
2032,1,0.08,0.02,500,6.5,3.4276,0.3446,1307.79,25.85,111.4
2032,1,0.08,0.02,500,7.5,3.4276,0.3446,1480.66,25.85,128.54
2032,1,0.08,0.02,500,8.5,3.4276,0.3446,2189.18,25.85,145.68
2032,1,0.08,0.02,500,10.0,3.4276,0.3446,3018.85,25.85,171.38
2032,1,0.08,0.02,750,5.5,3.4276,0.3446,2151.39,38.77,141.39
2032,1,0.08,0.02,750,6.5,3.4276,0.3446,2677.13,38.77,167.1
2032,1,0.08,0.02,750,7.5,3.4276,0.3446,2859.55,38.77,192.81
2032,1,0.08,0.02,750,8.5,3.4276,0.3446,3584.68,38.77,218.51
2032,1,0.08,0.02,750,10.0,3.4276,0.3446,4414.36,38.77,257.07
2032,1,0.08,0.02,1000,5.5,3.4276,0.3446,2183.01,51.69,188.52
2032,1,0.08,0.02,1000,6.5,3.4276,0.3446,2708.75,51.69,222.8
2032,1,0.08,0.02,1000,7.5,3.4276,0.3446,2891.17,51.69,257.07
2032,1,0.08,0.02,1000,8.5,3.4276,0.3446,3616.3,51.69,291.35
2032,1,0.08,0.02,1000,10.0,3.4276,0.3446,4445.97,51.69,342.76
2032,1,0.08,0.035,50,5.5,3.4276,0.3817,-44.6,2.86,9.43
2032,1,0.08,0.035,50,6.5,3.4276,0.3817,-39.71,2.86,11.14
2032,1,0.08,0.035,50,7.5,3.4276,0.3817,-26.02,2.86,12.85
2032,1,0.08,0.035,50,8.5,3.4276,0.3817,643.64,2.86,14.57
2032,1,0.08,0.035,50,10.0,3.4276,0.3817,1026.18,2.86,17.14
2032,1,0.08,0.035,100,5.5,3.4276,0.3817,-72.22,5.73,18.85
2032,1,0.08,0.035,100,6.5,3.4276,0.3817,-60.47,5.73,22.28
2032,1,0.08,0.035,100,7.5,3.4276,0.3817,-46.78,5.73,25.71
2032,1,0.08,0.035,100,8.5,3.4276,0.3817,622.88,5.73,29.14
2032,1,0.08,0.035,100,10.0,3.4276,0.3817,1005.43,5.73,34.28
2032,1,0.08,0.035,150,5.5,3.4276,0.3817,2.9,8.59,28.28
2032,1,0.08,0.035,150,6.5,3.4276,0.3817,14.65,8.59,33.42
2032,1,0.08,0.035,150,7.5,3.4276,0.3817,34.5,8.59,38.56
2032,1,0.08,0.035,150,8.5,3.4276,0.3817,739.37,8.59,43.7
2032,1,0.08,0.035,150,10.0,3.4276,0.3817,1161.81,8.59,51.41
2032,1,0.08,0.035,200,5.5,3.4276,0.3817,10.21,11.45,37.7
2032,1,0.08,0.035,200,6.5,3.4276,0.3817,21.96,11.45,44.56
2032,1,0.08,0.035,200,7.5,3.4276,0.3817,41.81,11.45,51.41
2032,1,0.08,0.035,200,8.5,3.4276,0.3817,746.69,11.45,58.27
2032,1,0.08,0.035,200,10.0,3.4276,0.3817,1169.12,11.45,68.55
2032,1,0.08,0.035,250,5.5,3.4276,0.3817,18.26,14.31,47.13
2032,1,0.08,0.035,250,6.5,3.4276,0.3817,30.01,14.31,55.7
2032,1,0.08,0.035,250,7.5,3.4276,0.3817,49.86,14.31,64.27
2032,1,0.08,0.035,250,8.5,3.4276,0.3817,754.73,14.31,72.84
2032,1,0.08,0.035,250,10.0,3.4276,0.3817,1177.17,14.31,85.69
2032,1,0.08,0.035,300,5.5,3.4276,0.3817,-39.64,17.18,56.56
2032,1,0.08,0.035,300,6.5,3.4276,0.3817,175.94,17.18,66.84
2032,1,0.08,0.035,300,7.5,3.4276,0.3817,207.87,17.18,77.12
2032,1,0.08,0.035,300,8.5,3.4276,0.3817,916.39,17.18,87.41
2032,1,0.08,0.035,300,10.0,3.4276,0.3817,1338.82,17.18,102.83
2032,1,0.08,0.035,400,5.5,3.4276,0.3817,515.19,22.9,75.41
2032,1,0.08,0.035,400,6.5,3.4276,0.3817,846.19,22.9,89.12
2032,1,0.08,0.035,400,7.5,3.4276,0.3817,1019.05,22.9,102.83
2032,1,0.08,0.035,400,8.5,3.4276,0.3817,1727.57,22.9,116.54
2032,1,0.08,0.035,400,10.0,3.4276,0.3817,2509.9,22.9,137.11
2032,1,0.08,0.035,500,5.5,3.4276,0.3817,969.35,28.63,94.26
2032,1,0.08,0.035,500,6.5,3.4276,0.3817,1300.35,28.63,111.4
2032,1,0.08,0.035,500,7.5,3.4276,0.3817,1473.21,28.63,128.54
2032,1,0.08,0.035,500,8.5,3.4276,0.3817,2181.73,28.63,145.68
2032,1,0.08,0.035,500,10.0,3.4276,0.3817,3011.41,28.63,171.38
2032,1,0.08,0.035,750,5.5,3.4276,0.3817,2145.75,42.94,141.39
2032,1,0.08,0.035,750,6.5,3.4276,0.3817,2671.49,42.94,167.1
2032,1,0.08,0.035,750,7.5,3.4276,0.3817,2853.91,42.94,192.81
2032,1,0.08,0.035,750,8.5,3.4276,0.3817,3579.04,42.94,218.51
2032,1,0.08,0.035,750,10.0,3.4276,0.3817,4408.71,42.94,257.07
2032,1,0.08,0.035,1000,5.5,3.4276,0.3817,2145.75,57.25,188.52
2032,1,0.08,0.035,1000,6.5,3.4276,0.3817,2671.49,57.25,222.8
2032,1,0.08,0.035,1000,7.5,3.4276,0.3817,2853.91,57.25,257.07
2032,1,0.08,0.035,1000,8.5,3.4276,0.3817,3579.04,57.25,291.35
2032,1,0.08,0.035,1000,10.0,3.4276,0.3817,4408.71,57.25,342.76
2032,2,0.02,0.01,50,5.5,2.2974,0.3216,-57.1,2.41,6.32
2032,2,0.02,0.01,50,6.5,2.2974,0.3216,-52.21,2.41,7.47
2032,2,0.02,0.01,50,7.5,2.2974,0.3216,-38.52,2.41,8.62
2032,2,0.02,0.01,50,8.5,2.2974,0.3216,-38.51,2.41,9.76
2032,2,0.02,0.01,50,10.0,2.2974,0.3216,-38.51,2.41,11.49
2032,2,0.02,0.01,100,5.5,2.2974,0.3216,-86.3,4.82,12.64
2032,2,0.02,0.01,100,6.5,2.2974,0.3216,-74.54,4.82,14.93
2032,2,0.02,0.01,100,7.5,2.2974,0.3216,-60.85,4.82,17.23
2032,2,0.02,0.01,100,8.5,2.2974,0.3216,-60.84,4.82,19.53
2032,2,0.02,0.01,100,10.0,2.2974,0.3216,-60.84,4.82,22.97
2032,2,0.02,0.01,150,5.5,2.2974,0.3216,-22.96,7.24,18.95
2032,2,0.02,0.01,150,6.5,2.2974,0.3216,-11.21,7.24,22.4
2032,2,0.02,0.01,150,7.5,2.2974,0.3216,2.48,7.24,25.85
2032,2,0.02,0.01,150,8.5,2.2974,0.3216,2.5,7.24,29.29
2032,2,0.02,0.01,150,10.0,2.2974,0.3216,2.5,7.24,34.46
2032,2,0.02,0.01,200,5.5,2.2974,0.3216,-21.63,9.65,25.27
2032,2,0.02,0.01,200,6.5,2.2974,0.3216,-9.87,9.65,29.87
2032,2,0.02,0.01,200,7.5,2.2974,0.3216,3.82,9.65,34.46
2032,2,0.02,0.01,200,8.5,2.2974,0.3216,3.83,9.65,39.06
2032,2,0.02,0.01,200,10.0,2.2974,0.3216,3.83,9.65,45.95
2032,2,0.02,0.01,250,5.5,2.2974,0.3216,-9.61,12.06,31.59
2032,2,0.02,0.01,250,6.5,2.2974,0.3216,2.15,12.06,37.33
2032,2,0.02,0.01,250,7.5,2.2974,0.3216,22.0,12.06,43.08
2032,2,0.02,0.01,250,8.5,2.2974,0.3216,22.02,12.06,48.82
2032,2,0.02,0.01,250,10.0,2.2974,0.3216,22.02,12.06,57.43
2032,2,0.02,0.01,300,5.5,2.2974,0.3216,0.18,14.47,37.91
2032,2,0.02,0.01,300,6.5,2.2974,0.3216,11.93,14.47,44.8
2032,2,0.02,0.01,300,7.5,2.2974,0.3216,31.78,14.47,51.69
2032,2,0.02,0.01,300,8.5,2.2974,0.3216,31.8,14.47,58.58
2032,2,0.02,0.01,300,10.0,2.2974,0.3216,31.8,14.47,68.92
2032,2,0.02,0.01,400,5.5,2.2974,0.3216,11.98,19.3,50.54
2032,2,0.02,0.01,400,6.5,2.2974,0.3216,23.73,19.3,59.73
2032,2,0.02,0.01,400,7.5,2.2974,0.3216,48.95,19.3,68.92
2032,2,0.02,0.01,400,8.5,2.2974,0.3216,52.61,19.3,78.11
2032,2,0.02,0.01,400,10.0,2.2974,0.3216,52.61,19.3,91.89
2032,2,0.02,0.01,500,5.5,2.2974,0.3216,-123.05,24.12,63.18
2032,2,0.02,0.01,500,6.5,2.2974,0.3216,92.53,24.12,74.66
2032,2,0.02,0.01,500,7.5,2.2974,0.3216,124.46,24.12,86.15
2032,2,0.02,0.01,500,8.5,2.2974,0.3216,128.12,24.12,97.64
2032,2,0.02,0.01,500,10.0,2.2974,0.3216,128.12,24.12,114.87
2032,2,0.02,0.01,750,5.5,2.2974,0.3216,860.85,36.18,94.77
2032,2,0.02,0.01,750,6.5,2.2974,0.3216,1191.85,36.18,112.0
2032,2,0.02,0.01,750,7.5,2.2974,0.3216,1364.72,36.18,129.23
2032,2,0.02,0.01,750,8.5,2.2974,0.3216,1368.38,36.18,146.46
2032,2,0.02,0.01,750,10.0,2.2974,0.3216,1368.38,36.18,172.3
2032,2,0.02,0.01,1000,5.5,2.2974,0.3216,2184.67,48.25,126.36
2032,2,0.02,0.01,1000,6.5,2.2974,0.3216,2710.41,48.25,149.33
2032,2,0.02,0.01,1000,7.5,2.2974,0.3216,2892.83,48.25,172.3
2032,2,0.02,0.01,1000,8.5,2.2974,0.3216,2913.1,48.25,195.28
2032,2,0.02,0.01,1000,10.0,2.2974,0.3216,2913.1,48.25,229.74
2032,2,0.02,0.02,50,5.5,2.2974,0.3446,-47.87,2.58,6.32
2032,2,0.02,0.02,50,6.5,2.2974,0.3446,-42.98,2.58,7.47
2032,2,0.02,0.02,50,7.5,2.2974,0.3446,-29.29,2.58,8.62
2032,2,0.02,0.02,50,8.5,2.2974,0.3446,-29.27,2.58,9.76
2032,2,0.02,0.02,50,10.0,2.2974,0.3446,-29.27,2.58,11.49
2032,2,0.02,0.02,100,5.5,2.2974,0.3446,-75.48,5.17,12.64
2032,2,0.02,0.02,100,6.5,2.2974,0.3446,-63.73,5.17,14.93
2032,2,0.02,0.02,100,7.5,2.2974,0.3446,-50.04,5.17,17.23
2032,2,0.02,0.02,100,8.5,2.2974,0.3446,-50.02,5.17,19.53
2032,2,0.02,0.02,100,10.0,2.2974,0.3446,-50.02,5.17,22.97
2032,2,0.02,0.02,150,5.5,2.2974,0.3446,-13.72,7.75,18.95
2032,2,0.02,0.02,150,6.5,2.2974,0.3446,-1.97,7.75,22.4
2032,2,0.02,0.02,150,7.5,2.2974,0.3446,11.72,7.75,25.85
2032,2,0.02,0.02,150,8.5,2.2974,0.3446,11.74,7.75,29.29
2032,2,0.02,0.02,150,10.0,2.2974,0.3446,11.74,7.75,34.46
2032,2,0.02,0.02,200,5.5,2.2974,0.3446,-12.39,10.34,25.27
2032,2,0.02,0.02,200,6.5,2.2974,0.3446,-0.64,10.34,29.87
2032,2,0.02,0.02,200,7.5,2.2974,0.3446,13.05,10.34,34.46
2032,2,0.02,0.02,200,8.5,2.2974,0.3446,13.07,10.34,39.06
2032,2,0.02,0.02,200,10.0,2.2974,0.3446,13.07,10.34,45.95
2032,2,0.02,0.02,250,5.5,2.2974,0.3446,3.17,12.92,31.59
2032,2,0.02,0.02,250,6.5,2.2974,0.3446,14.92,12.92,37.33
2032,2,0.02,0.02,250,7.5,2.2974,0.3446,34.77,12.92,43.08
2032,2,0.02,0.02,250,8.5,2.2974,0.3446,34.79,12.92,48.82
2032,2,0.02,0.02,250,10.0,2.2974,0.3446,34.79,12.92,57.43
2032,2,0.02,0.02,300,5.5,2.2974,0.3446,9.27,15.51,37.91
2032,2,0.02,0.02,300,6.5,2.2974,0.3446,21.03,15.51,44.8
2032,2,0.02,0.02,300,7.5,2.2974,0.3446,40.87,15.51,51.69
2032,2,0.02,0.02,300,8.5,2.2974,0.3446,40.89,15.51,58.58
2032,2,0.02,0.02,300,10.0,2.2974,0.3446,40.89,15.51,68.92
2032,2,0.02,0.02,400,5.5,2.2974,0.3446,21.22,20.68,50.54
2032,2,0.02,0.02,400,6.5,2.2974,0.3446,32.97,20.68,59.73
2032,2,0.02,0.02,400,7.5,2.2974,0.3446,58.19,20.68,68.92
2032,2,0.02,0.02,400,8.5,2.2974,0.3446,61.85,20.68,78.11
2032,2,0.02,0.02,400,10.0,2.2974,0.3446,61.85,20.68,91.89
2032,2,0.02,0.02,500,5.5,2.2974,0.3446,-113.81,25.85,63.18
2032,2,0.02,0.02,500,6.5,2.2974,0.3446,101.77,25.85,74.66
2032,2,0.02,0.02,500,7.5,2.2974,0.3446,133.69,25.85,86.15
2032,2,0.02,0.02,500,8.5,2.2974,0.3446,137.36,25.85,97.64
2032,2,0.02,0.02,500,10.0,2.2974,0.3446,137.36,25.85,114.87
2032,2,0.02,0.02,750,5.5,2.2974,0.3446,870.09,38.77,94.77
2032,2,0.02,0.02,750,6.5,2.2974,0.3446,1201.09,38.77,112.0
2032,2,0.02,0.02,750,7.5,2.2974,0.3446,1373.96,38.77,129.23
2032,2,0.02,0.02,750,8.5,2.2974,0.3446,1377.62,38.77,146.46
2032,2,0.02,0.02,750,10.0,2.2974,0.3446,1377.62,38.77,172.3
2032,2,0.02,0.02,1000,5.5,2.2974,0.3446,2183.01,51.69,126.36
2032,2,0.02,0.02,1000,6.5,2.2974,0.3446,2708.75,51.69,149.33
2032,2,0.02,0.02,1000,7.5,2.2974,0.3446,2891.17,51.69,172.3
2032,2,0.02,0.02,1000,8.5,2.2974,0.3446,2911.44,51.69,195.28
2032,2,0.02,0.02,1000,10.0,2.2974,0.3446,2911.44,51.69,229.74
2032,2,0.02,0.035,50,5.5,2.2974,0.3817,-44.6,2.86,6.32
2032,2,0.02,0.035,50,6.5,2.2974,0.3817,-39.71,2.86,7.47
2032,2,0.02,0.035,50,7.5,2.2974,0.3817,-26.02,2.86,8.62
2032,2,0.02,0.035,50,8.5,2.2974,0.3817,-26.01,2.86,9.76
2032,2,0.02,0.035,50,10.0,2.2974,0.3817,-26.01,2.86,11.49
2032,2,0.02,0.035,100,5.5,2.2974,0.3817,-72.22,5.73,12.64
2032,2,0.02,0.035,100,6.5,2.2974,0.3817,-60.47,5.73,14.93
2032,2,0.02,0.035,100,7.5,2.2974,0.3817,-46.78,5.73,17.23
2032,2,0.02,0.035,100,8.5,2.2974,0.3817,-46.76,5.73,19.53
2032,2,0.02,0.035,100,10.0,2.2974,0.3817,-46.76,5.73,22.97
2032,2,0.02,0.035,150,5.5,2.2974,0.3817,-9.13,8.59,18.95
2032,2,0.02,0.035,150,6.5,2.2974,0.3817,2.63,8.59,22.4
2032,2,0.02,0.035,150,7.5,2.2974,0.3817,16.32,8.59,25.85
2032,2,0.02,0.035,150,8.5,2.2974,0.3817,16.33,8.59,29.29
2032,2,0.02,0.035,150,10.0,2.2974,0.3817,16.33,8.59,34.46
2032,2,0.02,0.035,200,5.5,2.2974,0.3817,-9.13,11.45,25.27
2032,2,0.02,0.035,200,6.5,2.2974,0.3817,2.63,11.45,29.87
2032,2,0.02,0.035,200,7.5,2.2974,0.3817,16.32,11.45,34.46
2032,2,0.02,0.035,200,8.5,2.2974,0.3817,16.33,11.45,39.06
2032,2,0.02,0.035,200,10.0,2.2974,0.3817,16.33,11.45,45.95
2032,2,0.02,0.035,250,5.5,2.2974,0.3817,5.37,14.31,31.59
2032,2,0.02,0.035,250,6.5,2.2974,0.3817,17.12,14.31,37.33
2032,2,0.02,0.035,250,7.5,2.2974,0.3817,36.97,14.31,43.08
2032,2,0.02,0.035,250,8.5,2.2974,0.3817,36.99,14.31,48.82
2032,2,0.02,0.035,250,10.0,2.2974,0.3817,36.99,14.31,57.43
2032,2,0.02,0.035,300,5.5,2.2974,0.3817,12.53,17.18,37.91
2032,2,0.02,0.035,300,6.5,2.2974,0.3817,24.29,17.18,44.8
2032,2,0.02,0.035,300,7.5,2.2974,0.3817,44.14,17.18,51.69
2032,2,0.02,0.035,300,8.5,2.2974,0.3817,44.15,17.18,58.58
2032,2,0.02,0.035,300,10.0,2.2974,0.3817,44.15,17.18,68.92
2032,2,0.02,0.035,400,5.5,2.2974,0.3817,-4.03,22.9,50.54
2032,2,0.02,0.035,400,6.5,2.2974,0.3817,7.72,22.9,59.73
2032,2,0.02,0.035,400,7.5,2.2974,0.3817,32.94,22.9,68.92
2032,2,0.02,0.035,400,8.5,2.2974,0.3817,36.6,22.9,78.11
2032,2,0.02,0.035,400,10.0,2.2974,0.3817,36.6,22.9,91.89
2032,2,0.02,0.035,500,5.5,2.2974,0.3817,-112.48,28.63,63.18
2032,2,0.02,0.035,500,6.5,2.2974,0.3817,103.1,28.63,74.66
2032,2,0.02,0.035,500,7.5,2.2974,0.3817,135.03,28.63,86.15
2032,2,0.02,0.035,500,8.5,2.2974,0.3817,138.69,28.63,97.64
2032,2,0.02,0.035,500,10.0,2.2974,0.3817,138.69,28.63,114.87
2032,2,0.02,0.035,750,5.5,2.2974,0.3817,888.51,42.94,94.77
2032,2,0.02,0.035,750,6.5,2.2974,0.3817,1219.51,42.94,112.0
2032,2,0.02,0.035,750,7.5,2.2974,0.3817,1392.38,42.94,129.23
2032,2,0.02,0.035,750,8.5,2.2974,0.3817,1396.04,42.94,146.46
2032,2,0.02,0.035,750,10.0,2.2974,0.3817,1396.04,42.94,172.3
2032,2,0.02,0.035,1000,5.5,2.2974,0.3817,2145.75,57.25,126.36
2032,2,0.02,0.035,1000,6.5,2.2974,0.3817,2671.49,57.25,149.33
2032,2,0.02,0.035,1000,7.5,2.2974,0.3817,2853.91,57.25,172.3
2032,2,0.02,0.035,1000,8.5,2.2974,0.3817,2874.18,57.25,195.28
2032,2,0.02,0.035,1000,10.0,2.2974,0.3817,2874.18,57.25,229.74
2032,2,0.05,0.01,50,5.5,2.8142,0.3216,-57.1,2.41,7.74
2032,2,0.05,0.01,50,6.5,2.8142,0.3216,-52.21,2.41,9.15
2032,2,0.05,0.01,50,7.5,2.8142,0.3216,-38.52,2.41,10.55
2032,2,0.05,0.01,50,8.5,2.8142,0.3216,-38.51,2.41,11.96
2032,2,0.05,0.01,50,10.0,2.8142,0.3216,412.52,2.41,14.07
2032,2,0.05,0.01,100,5.5,2.8142,0.3216,-86.3,4.82,15.48
2032,2,0.05,0.01,100,6.5,2.8142,0.3216,-74.54,4.82,18.29
2032,2,0.05,0.01,100,7.5,2.8142,0.3216,-60.85,4.82,21.11
2032,2,0.05,0.01,100,8.5,2.8142,0.3216,-60.84,4.82,23.92
2032,2,0.05,0.01,100,10.0,2.8142,0.3216,390.19,4.82,28.14
2032,2,0.05,0.01,150,5.5,2.8142,0.3216,-22.96,7.24,23.22
2032,2,0.05,0.01,150,6.5,2.8142,0.3216,-11.21,7.24,27.44
