datetime,tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin
2018-04-15,13.4,2.3,8.2,87.1,0.205,100,8.33,rain,0,0,48.6,24,24,13.4,2.5
2018-04-16,13.3,6.8,9.9,80.4,2.432,100,8.33,rain,0,0,53.1,25.7,25.7,14.9,4.4
2018-04-17,14.5,9,11.8,75.6,2.663,100,12.5,rain,0,0,72.4,36,36,23.7,8.4
2018-04-18,16.2,10.1,13,78.9,0.341,100,12.5,rain,0,0,53.6,22.7,22.7,15.3,8.8
2018-04-19,16.7,9.4,14,75.9,0,0,0,,0,0,41.8,23.6,23.6,13.7,4.8
2018-04-20,15,7.5,11.3,76,0.101,100,4.17,rain,0,0,53.6,27.9,27.9,15.6,4.3
2018-04-21,16.6,3,10.2,74.6,0,0,0,,0,0,27,15.4,15.4,8.3,0.9
2018-04-22,12.1,8.1,10.2,79.8,0.331,100,8.33,rain,0,0,57.6,27.5,27.5,15.1,3.3
2018-04-23,11.4,8.1,9.8,80.6,0.765,100,16.67,rain,0,0,61.2,35.6,35.6,28.2,23.2
2018-04-24,12.4,6.6,9.4,75.8,1.015,100,12.5,rain,0,0,55.4,31.8,31.8,22.5,9.1
2018-04-25,10.9,5.8,8.1,79.5,0.737,100,16.67,rain,0,0,53.6,32,32,20.6,9.9
2018-04-26,11.5,5.8,8.3,76.2,0.738,100,12.5,rain,0,0,61.1,34.9,34.9,25.7,16.4
2018-04-27,11.5,3.4,7.2,74.3,1.516,100,4.17,rain,0,0,31,17.5,17.5,11.1,4.3
2018-04-28,10.6,2.9,6.8,82.1,1.19,100,16.67,rain,0,0,32.4,17.5,17.5,9.5,1.1
2018-04-29,10.8,1.8,6.3,76.7,0.26,100,12.5,rain,0,0,23,14.6,14.6,8.1,3.1
2018-04-30,11.1,1.2,6.4,72.9,0.111,100,4.17,rain,0,0,27.4,15.1,15.1,8.7,2.7
2018-05-01,11.9,-0.5,6.6,77.4,0.08,100,4.17,rain,0,0,56.5,30.9,30.9,17.1,2.4
2018-05-02,11,5.3,8.5,75.1,4.352,100,16.67,rain,0,0,50.8,25.5,25.5,17.4,9.3
2018-05-03,10.3,4.7,8.2,82.3,0.239,100,8.33,rain,0,0,50,24.9,24.9,19.4,12.7
2018-05-04,14.5,9.8,11.9,85.4,0.337,100,8.33,rain,0,0,46.4,28.2,28.2,18.6,10
2018-05-05,15.7,10.8,12.9,83.9,0,0,0,,0,0,53.6,24.7,24.7,16.2,6.7
2018-05-06,20.3,8.6,14.6,76.6,0,0,0,,0,0,40.7,24.5,24.5,11.9,3.5
2018-05-07,19.8,8.6,13.7,76.2,0,0,0,,0,0,35.3,21.1,21.1,10.4,2.4
2018-05-08,15.3,8.4,12.2,80.6,0.972,100,8.33,rain,0,0,46.4,24.2,24.2,13,2.9
2018-05-09,12.4,4.4,8.9,83.8,1.515,100,12.5,rain,0,0,51.8,27.8,27.8,14.8,1.8
2018-05-10,13,5.7,9.5,71.4,0.935,100,8.33,rain,0,0,53.6,27.3,27.3,17.9,7.3
2018-05-11,14,3.4,10,70,0.032,100,4.17,rain,0,0,55.8,23.9,23.9,14.3,6.8
2018-05-12,15.6,5.7,11.2,71.2,0.866,100,8.33,rain,0,0,19.1,16,16,8.4,3.5
2018-05-13,16.7,8.4,11.6,75.2,2.878,100,12.5,rain,0,0,36,21.5,21.5,9.3,2.7
2018-05-14,18.3,4,11.9,71.2,0,0,0,,0,0,20.5,13.8,13.8,7.9,3.3
2018-05-15,18.3,5.7,12.3,77.5,0,0,0,,0,0,40,23,23,12.3,2.2
2018-05-16,14.7,3.7,10.1,64.3,0,0,0,,0,0,32.8,16.5,16.5,9.6,4.6
2018-05-17,16.1,3.2,10.3,68.1,0,0,0,,0,0,27.7,14.4,14.4,7.2,1.9
2018-05-18,17.6,3.1,11.3,69.1,0,0,0,,0,0,27.4,15.3,15.3,8.1,1.5
2018-05-19,19.6,5.9,13.8,64.2,0,0,0,,0,0,41,21.4,21.4,11.9,2.6
2018-05-20,17.8,12.3,14.7,60.4,0,0,0,,0,0,45.4,20.9,20.9,15.2,3.8
2018-05-21,19,9.7,14.7,68.8,0,0,0,,0,0,29.9,18.2,18.2,10.7,2.9
2018-05-22,13.5,9,11,76.2,0,0,0,,0,0,37.8,21.5,21.5,17.1,11.4
2018-05-23,13.9,8.5,10.5,80.9,0,0,0,,0,0,30.6,17.1,17.1,12.5,8.8
2018-05-24,14.9,8,10.4,86,0,0,0,,0,0,32,17.3,17.3,11.4,8.4
2018-05-25,19.6,5.8,13.1,74.7,0,0,0,,0,0,53.6,25,25,12.1,2.5
2018-05-26,17.8,9.6,13.5,75.4,0.01,100,4.17,rain,0,0,45,24.1,24.1,15.1,8
2018-05-27,15.9,7.8,12,82.8,0,0,0,,0,0,44.3,20.1,20.1,14.9,9.2
2018-05-28,21.4,9.1,14.7,82.8,0,0,0,,0,0,28.8,15.2,15.2,8.6,3.4
2018-05-29,17,9.8,13,89.6,0.036,100,4.17,rain,0,0,40,17.7,17.7,10.8,5.6
2018-05-30,19.4,9.8,14.5,85.3,0,0,0,,0,0,37.1,17.7,17.7,10.4,4.1
2018-05-31,17.9,12.1,14.3,91.5,0.036,100,4.17,rain,0,0,20.2,10.3,10.3,7.4,3.2
2018-06-01,21.3,11.1,16.3,88.6,1.142,100,4.17,rain,0,0,23.8,11.1,11.1,4.7,1.8
2018-06-02,22.1,11.2,16.3,89.9,7.412,100,8.33,rain,0,0,27.4,11.9,11.9,5.5,1.8
2018-06-03,18.2,13.2,15.4,92.9,2.189,100,16.67,rain,0,0,21.2,10,10,5.3,0.6
2018-06-04,14.3,11.1,12.9,92.2,0.01,100,4.17,rain,0,0,27.4,16,16,10.6,5.2
2018-06-05,17.3,10.3,13.1,73.9,0.008,100,4.17,rain,0,0,29.5,16.5,16.5,11.7,7.8
2018-06-06,18.7,7.9,12.8,74.1,0,0,0,,0,0,28.8,13.6,13.6,9.4,5.7
2018-06-07,19.2,8.4,13.4,76.9,0.08,100,4.17,rain,0,0,33.8,16.9,16.9,9.8,2.4
2018-06-08,16.9,10.6,13.2,77.5,0.016,100,4.17,rain,0,0,28.8,14.3,14.3,10.9,7.6
2018-06-09,17.8,9.5,13.3,84.5,2.869,100,4.17,rain,0,0,25.6,15.4,15.4,9,3.9
2018-06-10,19.6,11.2,14.5,85.4,0.533,100,12.5,rain,0,0,29.5,14.9,14.9,7.8,2.5
2018-06-11,15.9,10.1,13.1,87.7,0.188,100,8.33,rain,0,0,23,13.5,13.5,8.2,3.3
2018-06-12,18.9,11.1,14.2,80,0.312,100,12.5,rain,0,0,23.4,15.9,15.9,8.1,3.3
2018-06-13,15.9,9.7,13.3,79.1,0.33,100,8.33,rain,0,0,50,23,23,16.2,7.1
2018-06-14,16.3,9.8,14.3,72.6,5.852,100,16.67,rain,0,0,93,50.1,50.1,37.2,19
2018-06-15,15.2,9.3,11.9,77.7,0.639,100,16.67,rain,0,0,48.2,27.9,27.9,19.9,8.1
2018-06-16,14.4,9.3,11.9,85.1,7.74,100,8.33,rain,0,0,36,18.6,18.6,10.5,2
2018-06-17,16.4,7.2,12.2,83.8,0.169,100,8.33,rain,0,0,39.6,20.2,20.2,15.5,9.4
2018-06-18,17,10.3,13.4,72.3,0.154,100,8.33,rain,0,0,64.8,35.9,35.9,26.5,17.9
2018-06-19,14.9,9,11.9,71,0,0,0,,0,0,50.8,26.6,26.6,18.5,4.2
2018-06-20,15.2,9.3,11.8,81.4,18.679,100,12.5,rain,0,0,51.1,23.9,23.9,13.6,5.5
2018-06-21,17.2,6.3,12.2,62.8,0.555,100,4.17,rain,0,0,50,23.7,23.7,17.1,9.4
2018-06-22,18.3,8,13.2,65.6,0,0,0,,0,0,35.6,19.7,19.7,14.2,9.8
2018-06-23,18.9,8.5,13.7,69.8,0,0,0,,0,0,36,20.8,20.8,14.9,8
2018-06-24,22.1,9.2,15.6,66,0,0,0,,0,0,34.6,20.8,20.8,15.3,7.3
2018-06-25,24,7.8,16.4,60,0,0,0,,0,0,24.5,16.4,16.4,10.8,5.2
2018-06-26,20.6,8.5,14.3,80.9,0,0,0,,0,0,22,13.1,13.1,7.2,2.8
2018-06-27,22.5,10.9,15.6,82.5,0,0,0,,0,0,19.8,12.3,12.3,7.7,4.7
2018-06-28,27.1,10,18.7,73.1,0,0,0,,0,0,31,15.8,15.8,7.2,1.5
2018-06-29,17.3,11,13.9,86.8,0,0,0,,0,0,32,18.4,18.4,11.7,2.9
2018-06-30,19.7,11.5,15.2,76.4,0,0,0,,0,0,38.2,18.1,18.1,12.1,5.6
2018-07-01,21,10,16.1,76.5,0,0,0,,0,0,26.6,14.9,14.9,9.3,3.4
2018-07-02,18.3,10.9,14.6,81.6,0,0,0,,0,0,46.4,19.4,19.4,13.2,4.3
2018-07-03,21.5,9.8,15.9,74.3,0,0,0,,0,0,31.7,16.6,16.6,9.9,3.7
2018-07-04,22.6,8.7,17.1,75.1,0,0,0,,0,0,24.1,14.4,14.4,8.2,2.3
2018-07-05,22.4,12.6,17,68.5,0,0,0,,0,0,40.7,19.5,19.5,13.1,6.8
2018-07-06,21.9,11.1,16.3,65.8,0,0,0,,0,0,33.8,21.7,21.7,12.4,4.4
2018-07-07,23.1,7.8,16.7,70.8,0,0,0,,0,0,32,17.9,17.9,9.4,3.2
2018-07-08,24.1,15.5,19.8,70.4,0,0,0,,0,0,48.2,23.6,23.6,15.1,7.9
2018-07-09,20,13.3,15.8,79.7,0.339,100,8.33,rain,0,0,27.4,17.7,17.7,11.1,7
2018-07-10,19.3,13.5,16.3,72.1,0.016,100,4.17,rain,0,0,26.3,10.6,10.6,7.2,3.1
2018-07-11,19.9,12.2,16.3,79.9,0.362,100,4.17,rain,0,0,21.2,14.7,14.7,8.2,3
2018-07-12,18.2,12.7,15.6,83.6,0.244,100,8.33,rain,0,0,20.9,13.9,13.9,8.1,2.7
2018-07-13,20.7,13.9,17,80.4,0.247,100,8.33,rain,0,0,22,11.9,11.9,7.5,3
2018-07-14,24.2,11.1,18.5,69.2,0.03,100,4.17,rain,0,0,50,25.8,25.8,16.1,4.3
2018-07-15,20.4,15.8,18.3,79.4,0.441,100,8.33,rain,0,0,36.7,18,18,12.6,8.5
2018-07-16,21,15.1,18,70.7,0.196,100,8.33,rain,0,0,36.4,19.9,19.9,13,4.2
2018-07-17,19.6,11.8,15.6,68.6,0.101,100,8.33,rain,0,0,36.4,20.3,20.3,12.4,4.9
2018-07-18,20,10.4,15.7,71.6,0.222,100,8.33,rain,0,0,22.3,13,13,6.9,3
2018-07-19,21.4,12.5,17.1,63.7,0,0,0,,0,0,37.1,21,21,10.8,2.1
2018-07-20,18.7,12.6,15.2,88,4.198,100,12.5,rain,0,0,20.2,13.4,13.4,9.4,4.9
2018-07-21,21.4,14.5,17.1,81.2,0.402,100,4.17,rain,0,0,37.8,22.1,22.1,14.3,5.8
2018-07-22,21.8,14.5,18.1,83.4,0,0,0,,0,0,51.8,25.6,25.6,19.5,9.1
2018-07-23,22.6,16,19.3,82.5,1.171,100,4.17,rain,0,0,51.8,26.4,26.4,15.8,5.5
2018-07-24,19.9,12,16.3,74.5,5.629,100,4.17,rain,0,0,39.2,22,22,13.1,6.3
2018-07-25,23.2,8.4,16.2,69.5,0,0,0,,0,0,39.2,20.7,20.7,9.9,1.7
2018-07-26,25.9,8.5,18.3,66.4,0,0,0,,0,0,38.9,18.3,18.3,9.3,3.3
2018-07-27,25.6,14.3,20.3,71.6,0,0,0,,0,0,46.4,19.2,19.2,9.3,2.8
2018-07-28,19.1,10.9,16.1,85.8,8.156,100,12.5,rain,0,0,60.2,31.6,31.6,17.4,4.8
2018-07-29,16.8,11.5,13.9,86.5,10.491,100,12.5,rain,0,0,59.4,25,25,14.2,4.4
2018-07-30,19.5,9.7,14,83,2.253,100,16.67,rain,0,0,52.2,23.7,23.7,10.4,3.7
2018-07-31,17.9,10.2,14.5,79.7,2.046,100,8.33,rain,0,0,57.6,30.8,30.8,17,6.4
2018-08-01,17.5,12.5,15.5,82.7,2.287,100,8.33,rain,0,0,46.4,21.2,21.2,14.2,4.8
2018-08-02,23.1,15.3,18.7,87.1,1.586,100,12.5,rain,0,0,50,21.3,21.3,13.3,4.7
2018-08-03,21.4,14.3,18.4,83.3,2.071,100,4.17,rain,0,0,46.4,24,24,15.6,5.3
2018-08-04,20.2,11.4,15.6,77.9,0,0,0,,0,0,48.2,27.3,27.3,16,7.4
2018-08-05,19.4,13.2,16.3,75.7,0,0,0,,0,0,48.2,20.9,20.9,15.5,7.7
2018-08-06,20.7,13.8,17.1,81.9,0.31,100,8.33,rain,0,0,50,27.3,27.3,17.7,4.6
2018-08-07,18.3,11.5,15.1,79.8,0.903,100,12.5,rain,0,0,35.3,21.3,21.3,10.4,2.4
2018-08-08,17.5,9.3,13.4,77.6,0.066,100,8.33,rain,0,0,50,23,23,13.6,4.4
2018-08-09,18.7,6.4,12.8,71,0,0,0,,0,0,44.6,23.6,23.6,13.6,3.6
2018-08-10,16.7,7.3,12.1,83.1,0.729,100,16.67,rain,0,0,32.8,16.6,16.6,8.4,3.9
2018-08-11,17.9,7.3,13.5,73.5,0,0,0,,0,0,26.3,15,15,10,6.8
2018-08-12,14.5,13.1,13.8,96,9.115,100,16.67,rain,0,0,42.5,19.2,19.2,14.3,8.1
2018-08-13,15.9,13.2,14.4,98,4.389,100,12.5,rain,0,0,30.2,13.4,13.4,8.8,2.2
2018-08-14,18.5,13.1,15.6,91,2.681,100,8.33,rain,0,0,46.4,24.7,24.7,15.6,5.4
2018-08-15,20.1,15.2,17,83.9,1.872,100,12.5,rain,0,0,57.6,28.4,28.4,17.1,8.1
2018-08-16,16.5,10.8,14.1,79.1,1.339,100,12.5,rain,0,0,61.2,27.3,27.3,19.6,9.2
2018-08-17,16.5,11.7,13.9,84.8,0.392,100,16.67,rain,0,0,51.8,31.5,31.5,23.6,16.3
2018-08-18,16.9,14.3,15.3,85.7,0.5,100,12.5,rain,0,0,55.4,26.2,26.2,20.8,4.6
2018-08-19,16,12.3,14.1,96.9,9.38,100,16.67,rain,0,0,33.8,16.7,16.7,9.5,3.1
2018-08-20,18.2,11.7,14.7,85.9,2.256,100,8.33,rain,0,0,16.6,9,9,6.1,1.4
2018-08-21,20.6,13.5,16.3,90,0.364,100,12.5,rain,0,0,43.2,21.6,21.6,11.6,4.8
2018-08-22,18.5,11.2,16.3,79.9,5.62,100,12.5,rain,0,0,50,25,25,17.9,10.2
2018-08-23,15.1,9.5,12.2,81.2,1.028,100,8.33,rain,0,0,49,25.7,25.7,16.8,7.5
2018-08-24,14.7,8.9,11.6,77.9,0.748,100,12.5,rain,0,0,46.4,27.4,27.4,16.7,6.1
2018-08-25,16.6,6.5,11.8,69.8,0.463,100,8.33,rain,0,0,36.7,16.5,16.5,10.3,4.4
2018-08-26,12.1,9.3,10.8,90.5,6.082,100,12.5,rain,0,0,34.9,12.4,12.4,7.2,3
2018-08-27,18.3,9.7,13.7,85.4,0.4,100,8.33,rain,0,0,37.4,22,22,15.2,6.3
2018-08-28,16.7,11.4,13.9,80,0,0,0,,0,0,51.8,26,26,15.6,6.1
2018-08-29,17.5,9.4,13.5,73,0.149,100,12.5,rain,0,0,46.4,26.4,26.4,17.3,9.2
2018-08-30,15.7,6,11.3,77.8,0.164,100,4.17,rain,0,0,21.6,12.4,12.4,8.2,2.6
2018-08-31,18.7,4.1,11.6,77.6,0.01,100,4.17,rain,0,0,33.1,19.7,19.7,8,0.7
2018-09-01,17.9,10.3,14.9,87,0.125,100,8.33,rain,0,0,31.3,20,20,10.8,3.4
2018-09-02,20.3,11.2,16.1,89.9,0.016,100,4.17,rain,0,0,48.2,23.2,23.2,10.4,2.7
2018-09-03,16,9.5,12.8,92.9,1.39,100,8.33,rain,0,0,21.6,14.3,14.3,8.3,1.2
2018-09-04,16.8,8.2,11.7,82.2,0.053,100,8.33,rain,0,0,13.7,11,11,5.9,3
2018-09-05,17.5,5.8,12.3,84.2,0.008,100,4.17,rain,0,0,31,17.5,17.5,8.7,1.6
2018-09-06,13,5.1,9.5,84.8,5.364,100,12.5,rain,0,0,26.3,15.8,15.8,8.4,4.5
2018-09-07,16.7,6.9,12,78.7,0.507,100,12.5,rain,0,0,34.6,18.2,18.2,12.7,8.1
2018-09-08,17.5,7.8,12.5,83,0.044,100,8.33,rain,0,0,48.2,22.5,22.5,13.7,7.1
2018-09-09,16.2,10.8,13.6,83.2,1.535,100,12.5,rain,0,0,56.3,32.5,32.5,19.1,3.9
2018-09-10,14.5,11.2,12.4,86,1.688,100,12.5,rain,0,0,63,35.8,35.8,26.6,14.3
2018-09-11,15.1,11.2,13,78.9,4.913,100,16.67,rain,0,0,70.5,39.7,39.7,31.8,23
2018-09-12,14.3,9.8,11.6,75.8,0.509,100,12.5,rain,0,0,53.6,28.9,28.9,22.6,11.9
2018-09-13,13.9,9.7,11.8,79.9,0.594,100,12.5,rain,0,0,57.6,32.9,32.9,22.4,13.9
2018-09-14,14.4,7.6,11.4,85.2,2.838,100,16.67,rain,0,0,61.2,27.9,27.9,18.2,11.4
2018-09-15,14.2,5.6,10.5,85.3,0.152,100,4.17,rain,0,0,37.8,20,20,12.6,5.4
2018-09-16,15.5,11.5,13.6,82.5,2.413,100,8.33,rain,0,0,63.2,32.5,32.5,23.1,10.8
2018-09-17,17.7,10.2,14,83.1,0.125,100,4.17,rain,0,0,64.8,39.2,39.2,14.6,5
2018-09-18,17,14,15.7,83.9,3.062,100,4.17,rain,0,0,60.2,40.7,40.7,17.4,4.6
2018-09-19,15.7,9.2,12.2,75.9,14.001,100,16.67,rain,0,0,102.2,64,64,34.7,9.5
2018-09-20,12.8,8.4,10.1,79.9,6.121,100,12.5,rain,0,0,77.8,35.2,35.2,20.3,4
2018-09-21,12.9,7,9.4,77.8,1.968,100,16.67,rain,0,0,49.3,29.3,29.3,18.4,5.8
2018-09-22,13.3,4.6,9.3,72.3,0.117,100,8.33,rain,0,0,50,29.3,29.3,20.4,10
2018-09-23,13.3,1.2,7.5,76.5,0.181,100,8.33,rain,0,0,48.2,17.7,17.7,9.7,4.6
2018-09-24,13.9,4.7,9.2,73.9,0.02,100,4.17,rain,0,0,41.8,21.6,21.6,14.4,7.6
2018-09-25,13.5,6.7,10.6,82.1,0.161,100,4.17,rain,0,0,66.3,34.7,34.7,23.4,10.3
2018-09-26,17.8,13.3,15.8,90.3,1.099,100,12.5,rain,0,0,61.2,33.5,33.5,29.2,22.1
2018-09-27,16.4,6.9,12.8,80.1,0.364,100,8.33,rain,0,0,59.4,33.6,33.6,22.1,7.2
2018-09-28,12.7,2.8,8,77.7,0,0,0,,0,0,30.2,16.5,16.5,10.7,5.3
2018-09-29,11.5,7.9,9.9,80.4,0,0,0,,0,0,59.4,34.1,34.1,26.2,14.2
2018-09-30,12.1,6.9,9.4,73.3,0.538,100,8.33,rain,0,0,53.6,28,28,19,9.9
2018-10-01,11,3.4,7.2,86.1,1.375,100,12.5,rain,0,0,51.5,28.7,28.7,13.1,4.1
2018-10-02,13.7,7.4,11.5,68,0.161,100,4.17,rain,0,0,59.6,33.4,33.4,25.3,14
2018-10-03,15.3,5.8,10.9,87.6,0.236,100,8.33,rain,0,0,58.9,33.7,33.7,16.9,4.1
2018-10-04,15.7,8.1,12.9,85.4,0.267,100,16.67,rain,0,0,61.2,32,32,22.8,9.9
2018-10-05,12.4,4.4,7.9,79.2,0.018,100,8.33,rain,0,0,32.8,15.9,15.9,9,4.5
2018-10-06,11.9,2,6.3,79.4,0,0,0,,0,0,30.6,12.5,12.5,7.8,4
2018-10-07,12.9,3,8.5,87.6,2.705,100,8.33,rain,0,0,75.2,44.7,44.7,25.5,6
2018-10-08,14.6,12.8,13.6,88.8,3.682,100,12.5,rain,0,0,73.3,39.3,39.3,30.5,16.9
2018-10-09,14.6,13.1,13.9,87.1,8.224,100,16.67,rain,0,0,68,36,36,30.7,21.8
2018-10-10,17.2,12.8,14.6,80.5,2.061,100,4.17,rain,0,0,51.8,24.3,24.3,12.8,6.8
2018-10-11,16.3,9,13.4,88.3,1.157,100,8.33,rain,0,0,59.4,19.3,19.3,13.3,4.4
2018-10-12,16.4,6.9,12,86.4,12.802,100,16.67,rain,0,0,88.9,35.1,35.1,20.8,6.3
2018-10-13,15.6,10.1,12.3,92.4,13.812,100,16.67,rain,0,0,61.2,26.3,26.3,13,3.1
2018-10-14,12.7,3.3,8.6,86.3,0.486,100,4.17,rain,0,0,46.4,20.4,20.4,8.6,3.4
2018-10-15,13.3,2.1,6.5,86.7,0,0,0,,0,0,18,10,10,4.7,1.5
2018-10-16,14.5,4.7,9.8,88.4,0.22,100,8.33,rain,0,0,53.6,27.5,27.5,11.9,3.3
2018-10-17,12.7,4.4,9.7,82.3,0.124,100,8.33,rain,0,0,37.1,20.2,20.2,13.3,5.8
2018-10-18,11.4,1.6,6.3,86.6,0.101,100,4.17,rain,0,0,21.6,13.3,13.3,6.8,3.4
2018-10-19,12.2,4.4,8.6,86.5,0.01,100,4.17,rain,0,0,48,23,23,12.5,3.6
2018-10-20,14.6,5.7,11.8,93.3,0.147,100,12.5,rain,0,0,53.6,25.2,25.2,15.2,3.9
2018-10-21,15.2,7.9,12.4,81.1,0.741,100,12.5,rain,0,0,53.6,30.8,30.8,21.9,15.8
2018-10-22,11.4,6.5,9.3,75,0.008,100,4.17,rain,0,0,67.1,39.8,39.8,26.5,12.7
2018-10-23,14.6,10.4,12.3,81.8,0.088,100,8.33,rain,0,0,74,44.5,44.5,35.7,30.3
2018-10-24,12.5,10.6,11.6,80.5,0.032,100,4.17,rain,0,0,62.4,30,30,24.9,19.7
2018-10-25,14.1,9.3,11.4,86.7,0.04,100,8.33,rain,0,0,53.6,27,27,22,13.9
2018-10-26,8.5,3.9,6.3,74.3,0.345,100,8.33,rain,0,0,50.8,24.7,24.7,14.6,8.6
2018-10-27,6.7,2.5,4.2,67.5,0.01,100,4.17,rain,0,0.2,50,20,20,12.5,8.5
2018-10-28,8.6,-2.2,2.9,81.4,0.055,100,8.33,rain,0,0,24.8,11.2,11.2,6.2,3.1
2018-10-29,7.1,-4.5,-0.2,90.8,0.228,100,4.17,rain,0,0,30.6,10.8,10.8,5.4,2.1
2018-10-30,7.6,0.1,3.6,91.8,1.729,100,12.5,"rain,snow",0,0,50,10.6,10.6,5.5,3
2018-10-31,9.6,0.3,5.1,89.2,1.602,100,12.5,"rain,snow",0,0,33.5,15.3,15.3,8.5,1.9
2018-11-01,7.8,0.9,4.7,90.6,5.182,100,16.67,rain,0,0,28.1,16.6,16.6,9,2.8
2018-11-02,9.2,1.3,5.4,82.2,0.137,100,4.17,rain,0,0,33.1,16.6,16.6,11.3,6.4
2018-11-03,14.8,7.8,12.5,85.4,8.598,100,12.5,rain,0,0,72.4,32.8,32.8,26.4,13.3
2018-11-04,12.7,7.8,10.2,81.7,7.14,100,8.33,rain,0,0,59.8,25.5,25.5,13.6,4.1
2018-11-05,10.6,7.4,8.8,94.7,2.05,100,8.33,rain,0,0,19.4,9.9,9.9,5.7,2.9
2018-11-06,12.9,8.2,10.9,89,0,0,0,,0,0,43.9,26.7,26.7,12.9,5.6
2018-11-07,12.6,7.2,11.2,85.9,2.055,100,12.5,rain,0,0,53.6,21.5,21.5,15.9,8.8
2018-11-08,10.3,2.1,7,88.4,0.795,100,12.5,rain,0,0,51.8,15,15,9.5,4.6
2018-11-09,10.7,8.5,9.6,81.5,6.091,100,12.5,rain,0,0,62,32.6,32.6,21.7,12
2018-11-10,10.7,6,8.7,85.7,8.675,100,16.67,rain,0,0,56,20.9,20.9,10.4,3.8
2018-11-11,8.6,4.5,6,95.4,5.732,100,12.5,rain,0,0,21.6,10.3,10.3,6,2.2
2018-11-12,10.9,7.4,9,85,0.535,100,12.5,rain,0,0,43.9,17.9,17.9,12,6.8
2018-11-13,11,6.7,9,85.9,1.115,100,12.5,rain,0,0,50,29.6,29.6,15.7,5.4
2018-11-14,13.7,11.1,12.5,86.8,8.624,100,12.5,rain,0,0,64.8,31,31,22.2,12.3
2018-11-15,14.2,9.8,12,79.2,0.133,100,8.33,rain,0,0,51.8,28.4,28.4,17.4,9.3
2018-11-16,11.7,5.2,8.7,94.4,1.149,100,4.17,rain,0,0,28.4,11.4,11.4,5.5,1
2018-11-17,10.1,6.7,8.1,87.2,0.01,100,4.17,rain,0,0,33.5,18.8,18.8,14.8,9.1
2018-11-18,9.5,5.1,7,89.2,0.053,100,4.17,rain,0,0,33.1,13.6,13.6,9.5,4.7
2018-11-19,7.9,5.4,6.9,84.1,0.364,100,8.33,rain,0,0,50,20.9,20.9,13.4,5
2018-11-20,6.8,5.4,5.8,85.3,2.271,100,12.5,rain,0,0,67.1,31.1,31.1,23.3,15.5
2018-11-21,6.3,1.1,5,86.1,14.802,100,16.67,rain,0,0,76,34.2,34.2,20.9,5
2018-11-22,6.3,-0.9,2.5,96.8,1.067,100,8.33,"rain,snow",0,0,25.9,9,9,4.4,2.2
2018-11-23,7.3,4.6,6.2,95.4,2.577,100,12.5,rain,0,0,29.2,13,13,9.3,3.8
2018-11-24,6.5,3,4.7,96.4,1.266,100,16.67,rain,0,0,35.3,10,10,5.5,1
2018-11-25,5.8,3.8,4.7,90.6,3.667,100,16.67,rain,0,0,53.6,18.6,18.6,12,4.2
2018-11-26,5.5,1.7,3.6,91.8,1.606,100,16.67,"rain,snow",0,0,29.2,13.1,13.1,7.8,4.2
2018-11-27,6.4,2.3,4.6,88.3,3.256,100,16.67,rain,0,0,55.4,28.1,28.1,16.5,5.3
2018-11-28,12.7,6,9.2,87.9,9.765,100,16.67,rain,0,0,77.3,45.9,45.9,23.5,8.8
2018-11-29,9.3,6,8.1,86,16.756,100,12.5,rain,0,0,65,32.8,32.8,23,9.8
2018-11-30,8.1,4.1,6,84.1,5.611,100,16.67,rain,0,0,67.3,39.2,39.2,30.9,22.2
2018-12-01,5.7,3.5,4.7,91.6,0.999,100,16.67,rain,0,0,42.5,23.8,23.8,9.5,2.5
2018-12-02,5.5,3,4.6,99.2,1.096,100,16.67,rain,0,0,24.1,7,7,4,1.5
2018-12-03,6.9,-0.8,3.7,89.2,5.399,100,4.17,rain,0,0,44.6,18.6,18.6,9.3,3.8
2018-12-04,4.2,-2,0.9,93.8,0.184,100,4.17,rain,0,0.3,23,13,13,7.9,3.4
2018-12-05,5.1,-2,1.2,98.9,2.088,100,12.5,"rain,snow",0,0.5,29.9,10.5,10.5,5.8,2.5
2018-12-06,11.5,4.3,7.6,92.1,2.319,100,12.5,rain,0,0.1,63,34.2,34.2,16,4.6
2018-12-07,9.1,5.9,7.2,86.4,11.066,100,12.5,rain,0,0,72.4,42.4,42.4,30,7.4
2018-12-08,9.1,3.8,7.3,81.7,3.215,100,16.67,rain,0,0,62.8,36.3,36.3,23.5,7.7
2018-12-09,6.2,0.2,3.1,86.2,0.008,100,4.17,rain,0,0,25.6,13.4,13.4,8.6,4.1
2018-12-10,3.8,-1.5,0.7,94.1,0.164,100,8.33,"rain,snow",0,0,21.2,8.3,8.3,3.9,2.1
2018-12-11,5.7,1,3.5,96.6,0.117,100,8.33,rain,0,0,16.9,9.4,9.4,3.2,1
2018-12-12,7.2,3.3,5.9,84.2,0.008,100,4.17,rain,0,0,51.8,22.7,22.7,15.4,7.6
2018-12-13,4.9,2.3,3.6,69.8,0,0,0,,0,0,55.4,19.2,19.2,14.7,10.8
2018-12-14,3.5,-1.7,1,75.9,0,0,0,,0,0.1,33.5,16.4,16.4,9.4,5.8
2018-12-15,2.5,1.5,2.1,76.1,10.658,100,8.33,"rain,snow",2.7,1.4,81.7,30.3,30.3,21.7,12.5
