SA2_CODE21,SA2_NAME21,SiteScore,Traffic_200m,AmenityScore_300m,dist_to_ch_m,lat,lon
206021499,Northcote - East,0.16105865547879655,0.0,28.0,1030.050999116037,-37.77332379592523,145.0010760248793
203021045,Newcomb - Moolap,0.15856917481960967,66836.0,14.0,2020.7600508071384,-38.169626305785144,144.39070333527252
208021179,Elsternwick,0.1577734814325102,173043.0,3.0,622.3737736696047,-37.886388837126724,145.00047799689116
206021500,Northcote - West,0.15692291177524575,0.0,26.0,1369.0791323511498,-37.77260176330696,144.99547386488433
209011200,Ivanhoe,0.1562661632985451,58890.0,21.0,275.3142434397935,-37.76797468412996,145.04286824560245
207021425,Doncaster East - South,0.1544601823222268,24075.0,16.0,3026.9614146638296,-37.79048548323084,145.17041399609016
208021177,Caulfield - North,0.15223316156151495,152074.0,6.0,364.95765627472497,-37.8761102133172,145.03959499903482
210051246,Greenvale - Bulla,0.14996153849565358,22059.0,1.0,7060.605905440838,-37.63489143180309,144.8018320988593
208011172,Hampton,0.14784062228788125,126634.0,5.4,1360.0025918887336,-37.93518429487833,145.0349464573589
212041565,Keysborough - North,0.1443025462245885,95821.0,12.0,614.0029810508287,-37.99467519157504,145.17534973347873
213031350,Seddon - Kingsville,0.14396937457505452,161088.0,1.0,946.8635515182951,-37.80531218871217,144.88423577184977
203021037,Belmont,0.1426693705953896,141686.0,1.0,1686.7285344016934,-38.18232347560558,144.3448346038062
211031451,Croydon - West,0.14199459712081294,152990.0,1.0,1179.6890156006966,-37.786456563584956,145.27652464075663
213051361,Hoppers Crossing - North,0.14167704222653538,98675.0,5.0,2310.2602893309772,-37.88085480157656,144.7049285436888
202011022,Kangaroo Flat - Golden Square,0.1379010861001613,19167.0,1.0,6541.345162186598,-36.831719135471985,144.24005850139076
207021159,Templestowe,0.13749190124938226,109445.0,1.0,2756.1220476266008,-37.75872909313985,145.13206890987752
214021379,Hastings - Somers,0.13584251822645055,6753.0,1.0,6949.651133796418,-38.3695085116103,145.20897727634528
206031502,Essendon - East,0.1347062916866909,107323.0,7.0,1021.4998343032759,-37.75572121947161,144.91837877314728
213051362,Hoppers Crossing - South,0.1330427000166904,98249.0,11.0,194.65226546678673,-37.876607585442436,144.68103505571358
210051443,Craigieburn - South,0.1294281972578223,93548.0,1.0,2991.047301693427,-37.60109947030465,144.94282261908913
206051129,Elwood,0.1288588019713634,128638.0,1.0,1498.0058667131693,-37.88177756539777,144.97976344996894
209021525,Reservoir - South East,0.1281925465553466,153445.0,1.0,428.5042709899228,-37.725798371044355,145.0237165686172
207011148,Balwyn North,0.12806052778584773,44294.0,10.0,2458.838583231673,-37.792953376027796,145.07011488785318
212041459,Noble Park - East,0.12632794759803595,107695.0,1.0,2236.8139521716184,-37.97624346839375,145.1912674707773
207021160,Templestowe Lower,0.12496615965060884,71171.0,9.0,1453.4455100909674,-37.773199853323035,145.11521286909954
212041460,Noble Park - West,0.12000613251845357,54666.0,9.8,1654.9973105295908,-37.966265421399285,145.17176545197086
208021182,Ormond - Glen Huntly,0.11976942198499825,101900.0,4.0,1292.8059690560726,-37.90450578695621,145.04396661970412
207031165,Burwood (Vic.),0.11902605146253875,112303.0,3.0,1098.9055853907278,-37.85148074760725,145.11978891572284
209021523,Reservoir - North East,0.11688723807786633,62496.0,12.0,548.8401838730713,-37.71460990552383,145.00996662411097
211031450,Croydon - East,0.11585513048164536,126075.0,1.0,914.9907537202397,-37.79840138577448,145.29008644504236
203021486,Corio - Lovely Banks,0.1158460599906575,46403.0,3.0,3677.446541972704,-38.06720490756569,144.3369351936744
208011171,Highett (West) - Cheltenham,0.1155987729883861,10948.0,18.0,954.1178334471341,-37.96705807752561,145.05362293308573
213031349,Maribyrnong,0.11531387203726279,40537.0,8.0,2497.6687385321984,-37.775226959716875,144.88698310586804
206061138,Toorak,0.11479057377503772,84199.0,6.0,1208.1573965370642,-37.84148216612189,145.01229049124603
206071518,Richmond - North,0.11292724269043591,6310.0,18.8,782.3650644272386,-37.81636224124683,144.99714924759047
206051134,St Kilda East,0.1123826504796716,75096.0,7.0,1180.6830708367568,-37.8777988330585,144.99552974082087
211031265,Croydon Hills - Warranwood,0.11231899469032991,47256.0,8.0,2058.6844897256433,-37.77100933013402,145.29226370607395
207011521,Kew - South,0.11151265658063685,73826.0,11.0,70.60321630828794,-37.80856642954941,145.03110482534646
212041318,Springvale South,0.11135412509519069,5608.0,13.0,2347.6347837156063,-37.97184521981785,145.15085120112536
212041310,Clayton South,0.11066479939946597,80719.0,5.0,1413.5715403601369,-37.93028355188197,145.1190637768025
209011202,Montmorency - Briar Hill,0.11050128124185289,65015.0,3.0,2618.0007947974937,-37.728405742209574,145.11326333104336
209021429,Preston - West,0.109945669346684,110054.0,2.0,990.1533552666658,-37.74332824916599,144.98712155662037
214021381,Mount Eliza,0.10829908370690297,25363.0,1.0,4712.621298075503,-38.181441351955044,145.0961903359848
213021346,Williamstown,0.10546948203891679,51627.0,10.0,954.6557251174263,-37.85869805636992,144.89540071350444
206021112,Thornbury,0.10425016580627,96488.0,2.0,1253.5398285881656,-37.758396596104724,144.9935939733464
211031267,Ringwood East,0.10355101034287617,36638.0,8.0,2036.1754513757,-37.82870739445476,145.2446022504648
208021178,Caulfield - South,0.1029160583698823,95524.0,1.0,1502.1683453684034,-37.90044314130118,145.0259872310782
214011374,Langwarrin,0.10290225430387134,24380.0,1.0,4467.2918723792745,-38.137848955129336,145.2181246424261
206011498,Coburg - West,0.10163809208528565,83413.0,5.0,822.3853631019718,-37.73964850222649,144.94931007415855
206021110,Alphington - Fairfield,0.10087451912082188,112801.0,1.0,673.6173053021805,-37.78015302235775,145.02503776997452
212011552,Pakenham - South West,0.09964689717128278,46253.0,1.0,3382.747863419319,-38.09121648143078,145.47111045245282
214011373,Frankston South,0.09961347170376542,31282.0,1.0,4005.0866526117456,-38.18779820604284,145.14068038240973
209041437,Wollert,0.09933341447707598,13261.0,1.0,4741.48991213487,-37.60499081498934,144.99678265914628
206061135,Armadale,0.09804571321527329,101480.0,4.0,157.84404666282043,-37.86402552956459,145.02548155198653
207011149,Camberwell,0.09803232285966972,108340.0,3.0,150.37087909655293,-37.84963971625852,145.09382230671093
213031352,Yarraville,0.09540578360714876,85440.0,2.0,1244.9036540552672,-37.820443494818576,144.8820546889078
212031304,Cranbourne West,0.09498272041036572,20557.0,5.0,3089.6544183295046,-38.07975504559695,145.24184269589088
208021174,Bentleigh - McKinnon,0.0948966251569994,68871.0,1.0,2187.8390720921343,-37.92563506285177,145.0298847740281
208031189,Edithvale - Aspendale,0.09484453226691894,76626.0,1.0,1861.7845158569571,-38.038599612522304,145.1104301300598
207011520,Hawthorn - South,0.0945699280582869,73608.0,5.0,856.1615976158168,-37.82997999320378,145.04283759801584
207011155,Surrey Hills (West) - Canterbury,0.09381965266939246,66906.0,2.0,1933.4039886046085,-37.826194700600844,145.09691187411704
209021526,Reservoir - South West,0.09377339327172504,51717.0,8.0,888.8458262316137,-37.71632621722341,145.00479623328084
207021424,Doncaster East - North,0.09315578022190647,53964.0,3.0,2158.4943110498507,-37.78190205607138,145.16340585084768
208011169,Brighton (Vic.),0.0921196140814881,33975.0,13.0,144.65363945000624,-37.905744399612736,145.00205304919518
207011519,Hawthorn - North,0.08972853167901243,64359.0,5.0,984.8921770473182,-37.81485430914202,145.02362787005185
210031538,Pascoe Vale,0.08533899357415912,61558.0,4.0,1148.0071155088408,-37.73103494024002,144.93849543643805
208021427,Bentleigh East - South,0.08510553638138837,72880.0,1.0,1501.2816591139326,-37.92288303092567,145.05912531924517
212031306,Lynbrook - Lyndhurst,0.08486130304475549,91258.0,3.0,163.74676773246264,-38.050029331680435,145.2580786743924
203021040,Geelong West - Hamlyn Heights,0.08367710189337427,46491.0,1.0,2525.6077623488513,-38.12436509818363,144.3171883436655
209011203,Viewbank - Yallambie,0.08209953964885276,24627.0,1.0,3353.3839408516205,-37.73178523893601,145.0903432135406
206031501,Essendon (West) - Aberfeldie,0.08191756201144051,55486.0,2.0,1778.0603776201742,-37.7557582114886,144.90523164735376
213051467,Werribee - East,0.08096691374900108,54245.0,1.0,2058.579495260757,-37.88730637932873,144.64595474205655
212041566,Keysborough - South,0.0807965025737223,74707.0,5.0,79.648335397223,-37.99271973277339,145.14554053516858
211011446,Boronia,0.0798659840113688,16058.0,6.0,2196.0292218483855,-37.86265620508496,145.28860817485892
211051281,Mooroolbark,0.07891028617914465,33042.0,1.0,2833.384824845642,-37.78926932184625,145.31058262573364
208021426,Bentleigh East - North,0.07807460977756986,72880.0,1.0,1128.2818886150685,-37.91943923440408,145.05912261927983
207011147,Balwyn,0.07787065911184539,39963.0,4.0,1652.0561016014835,-37.80547293422931,145.10014479338935
203021042,Highton,0.07571900059581882,56852.0,1.0,1671.490108525208,-38.17191083937653,144.3186433189479
213041360,Taylors Hill,0.0742171829565472,0.0,4.0,3124.214683812736,-37.72173028583213,144.74896857266486
203021047,North Geelong - Bell Park,0.07394254929233669,66250.0,1.0,1185.4626088219334,-38.120741577900745,144.3533903650886
210051543,Craigieburn - West,0.07378031951007791,25935.0,1.0,2857.510536456918,-37.59151352482622,144.90557490774745
211011256,Rowville - Central,0.07303919624008853,8024.0,7.0,1889.5638637391198,-37.916148527620486,145.25802718891583
216011406,Echuca,0.07252745234089027,11598.0,12.0,317.3352898084815,-36.12474571082081,144.74970105427846
206031113,Ascot Vale,0.07249373368124212,74804.0,1.0,752.0013360027268,-37.77928398791915,144.91404527609993
213011569,Deer Park,0.07135036194981519,52124.0,1.0,1636.8293468740164,-37.77093664513829,144.78137680330457
212021455,Narre Warren - North East,0.06997151814707395,51827.0,1.0,1576.061251696977,-38.0138431742332,145.31001029588225
212031458,Narre Warren South - West,0.06907690325028182,15356.0,1.0,3049.006269423475,-38.04405231881302,145.2932230474835
209041220,Mill Park - North,0.06876304342204893,0.0,10.0,1159.5614177480124,-37.666468785766426,145.0625952523545
201011001,Alfredton,0.0685504580410179,0.0,1.0,3661.2396280761454,-37.567222437966045,143.81371619377043
213031351,West Footscray - Tottenham,0.06694721169127467,24490.0,3.0,1996.809868133823,-37.80008621765286,144.8668898301523
216031594,Shepparton - South East,0.0658215000352972,46661.0,6.0,175.17122155568373,-36.382751855261496,145.40067547983097
213051582,Tarneit (West) - Mount Cottrell,0.06418735849726288,22875.0,1.0,2476.1570049386505,-37.82772401220227,144.633509007604
213041463,Caroline Springs,0.06310273087140325,0.0,1.0,3372.230639857849,-37.72513523341423,144.7421204412769
214021382,Mount Martha,0.062045014122536324,7434.0,1.0,3006.2083038882124,-38.29208277070348,145.0164583389453
207031167,Surrey Hills (East) - Mont Albert,0.061751004375806384,8944.0,8.0,973.1402817700011,-37.82175482037025,145.1073462874825
213041578,Melton South - Weir Views,0.06158433529816683,4104.0,3.0,2562.155260889761,-37.69944417205304,144.57491031807018
210031535,Glenroy - East,0.061472133702234026,73100.0,1.0,238.32763630813741,-37.70670849598965,144.9225493220635
213051583,Tarneit - Central,0.0588839268325647,0.0,6.0,1752.330872128587,-37.848619748474285,144.70725153178466
212051321,Glen Waverley - East,0.05803949859055918,13840.0,1.0,2526.6567543018227,-37.89017588353014,145.19169072118828
212031559,Cranbourne North - East,0.05496310252475764,0.0,4.0,2102.7607579071882,-38.08464357144704,145.31439281308923
212031557,Cranbourne East - North,0.05321789748287996,10034.0,6.0,1033.4426043085373,-38.11719072694063,145.31877241300884
210051247,Meadow Heights,0.052269780950796756,0.0,1.0,2797.5286038534614,-37.651934227845494,144.92736338564214
211011448,Ferntree Gully (South) - Upper Ferntree Gully,0.05180277011417321,31159.0,1.0,1473.7945886953637,-37.89286949136119,145.3041662576651
213051590,Wyndham Vale - South,0.05116391143692285,7746.0,5.0,1299.0756286054773,-37.8757430660261,144.61230731297144
212021553,Berwick - South East,0.04739141897242984,14035.0,7.0,278.32906081579137,-38.06002698137776,145.3410118936206
204031073,West Wodonga,0.04493823909614278,45978.0,1.0,491.84685235659737,-36.10930531585656,146.8526756855667
213041575,Hillside,0.04449513598269465,31036.0,1.0,1091.2427574207807,-37.6909631855314,144.73759449543329
213051580,Point Cook - North East,0.043832299842396776,0.0,2.0,2070.691944645216,-37.89795264469827,144.75131477272228
212031303,Cranbourne South,0.039875211933733015,4176.0,1.0,1965.8912819665206,-38.15064962322055,145.2684697709986
212031558,Cranbourne East - South,0.038579618052353576,10034.0,1.0,1652.9496496146928,-38.11598299093988,145.29845926343478
212051323,Mount Waverley - North,0.03834378799239823,0.0,2.0,1779.5192762635113,-37.85890763896927,145.12568861948958
217041479,Warrnambool - North,0.03797478722405955,8997.0,1.0,1664.0931157868588,-38.365286241005236,142.495041455978
213021341,Altona,0.036115819402947565,8808.0,1.0,1573.3515077979614,-37.867739828382916,144.81229855436243
213051466,Point Cook - South,0.03307975561463481,0.0,1.0,1779.4728838053622,-37.90042065728945,144.73481427037657
201011005,Buninyong,0.03178832199675521,17933.0,1.0,963.3685477703949,-37.62920626227802,143.88036820562257
208031186,Chelsea - Bonbeach,0.026771575754692474,22537.0,1.0,505.29179519593407,-38.05826555089192,145.11977529462564
208011168,Beaumaris,0.024278110771127015,13405.0,2.0,474.4883259971267,-37.97798251889536,145.05049278703467
212031556,Clyde North - South,0.012806926838805053,0.0,1.0,703.9730376484619,-38.10428995976053,145.33299991921723
