SA2_CODE21,SA2_NAME21,SiteScore,Traffic_200m,AmenityScore_300m,dist_to_ch_m,lat,lon
211031267,Ringwood East,0.07889237757482573,78960.0,1.0,1874.9149169901166,-37.832589395870315,145.23517923757623
208021174,Bentleigh - McKinnon,0.07732817727328414,68871.0,1.0,2187.8390720921343,-37.92563506285177,145.0298847740281
207011149,Camberwell,0.07421733355249469,108340.0,3.0,150.37087909655293,-37.84963971625852,145.09382230671093
203021487,Grovedale - Mount Duneed,0.07166799068173788,97056.0,1.0,664.3608855353426,-38.20298522459691,144.34091117232444
214021384,Rosebud - McCrae,0.06846969267660742,34597.0,1.0,3021.4354891448634,-38.366663372595646,144.86996517053788
203021040,Geelong West - Hamlyn Heights,0.06835311718803369,46491.0,1.0,2525.6077623488513,-38.12436509818363,144.3171883436655
212031304,Cranbourne West,0.06728636640205458,20557.0,5.0,3089.6544183295046,-38.07975504559695,145.24184269589088
211051281,Mooroolbark,0.06457857503022749,33042.0,1.0,2833.384824845642,-37.78926932184625,145.31058262573364
212031306,Lynbrook - Lyndhurst,0.0635909721628966,91258.0,3.0,163.74676773246264,-38.050029331680435,145.2580786743924
203021042,Highton,0.06172954900747164,56852.0,1.0,1671.490108525208,-38.17191083937653,144.3186433189479
203031053,Torquay,0.05803150594285222,24960.0,1.0,2741.355006600199,-38.282565813354054,144.32591057571318
201011001,Alfredton,0.05641269946816178,0.0,1.0,3661.2396280761454,-37.567222437966045,143.81371619377043
208011169,Brighton (Vic.),0.05605106951575288,37612.0,1.0,2093.7540928882863,-37.92770427972869,144.99229213352564
213041360,Taylors Hill,0.053116830301274454,0.0,4.0,3124.214683812736,-37.72173028583213,144.74896857266486
211011446,Boronia,0.0522953078008413,16058.0,6.0,2196.0292218483855,-37.86265620508496,145.28860817485892
213041463,Caroline Springs,0.051948138222125025,0.0,1.0,3372.230639857849,-37.72513523341423,144.7421204412769
212051321,Glen Waverley - East,0.04766285007235419,13840.0,1.0,2526.6567543018227,-37.89017588353014,145.19169072118828
213051583,Tarneit - Central,0.045547327077452814,18720.0,1.0,2189.3730640289314,-37.844449602892766,144.66947466012928
212031303,Cranbourne South,0.0328715670468735,4176.0,1.0,1965.8912819665206,-38.15064962322055,145.2684697709986
217041479,Warrnambool - North,0.03126680196954286,8997.0,1.0,1664.0931157868588,-38.365286241005236,142.495041455978
212031557,Cranbourne East - North,0.030515594675153628,10034.0,6.0,1033.4426043085373,-38.11719072694063,145.31877241300884
201011005,Buninyong,0.026109123435574852,17933.0,1.0,963.3685477703949,-37.62920626227802,143.88036820562257
212021553,Berwick - South East,0.02547989011901273,14035.0,1.0,1082.6593397034594,-38.06100830154889,145.35009439466623
212031556,Clyde North - South,0.010729352748681248,0.0,1.0,703.9730376484619,-38.10428995976053,145.33299991921723
