name,address,latitude,longitude,score,geometry
Evie,"36-46 Province Boulevard, Geelong, VIC, 3216",-38.160661,144.305912,1.0235956907,POINT (144.305912 -38.160661)
AmpCharge,"71 Perceval Place, Melbourne, VIC, 3024",-37.89597,144.59922,1.0235857964,POINT (144.59922 -37.89597)
Evie,"95-103 Pakington Street, Geelong, VIC, 3218",-38.136841,144.348358,1.0235849619,POINT (144.348358 -38.136841)
Exploren,"1 Tierra Blvd, Melbourne, VIC, 3029",-37.849871,144.636904,1.0235270262,POINT (144.636904 -37.849871)
ChargeFox,"17 Brougham Street, Geelong, VIC, 3220",-38.144026,144.357984,1.0234973431,POINT (144.357984 -38.144026)
ChargeFox,"21 Cortland Street, Melbourne, VIC, 3024",-37.876373,144.627052,1.0234935284,POINT (144.627052 -37.876373)
ChargeFox,"10 Western Foreshore Road, Geelong, VIC, 3220",-38.143228,144.361128,1.023489356,POINT (144.361128 -38.143228)
Tesla,"Myers St & Gheringhap St, Geelong, VIC, 3220",-38.151326,144.35656,1.0234550238,POINT (144.35656 -38.151326)
ChargeFox,"106-112 Evans Street, Sunbury, VIC, 3429",-37.581337,144.726621,1.023462534,POINT (144.726621 -37.581337)
ChargeFox,"6 Congo Drive, Melbourne, VIC, 3029",-37.853375,144.64729,1.0234516859,POINT (144.64729 -37.853375)
Tesla,"6 Bellerine Street, Geelong, VIC, 3220",-38.147286,144.366238,1.0234414339,POINT (144.366238 -38.147286)
Evie,"98-122 O'Shanassy Street, Sunbury, VIC, 3429",-37.581831,144.729187,1.0234452486,POINT (144.729187 -37.581831)
ChargeFox,"2 Bradfield St, Melbourne, VIC, 3030",-37.911206,144.615243,1.0234309435,POINT (144.615243 -37.911206)
ChargeFox,"160 Clara Avenue, Melbourne, VIC, 3029",-37.765344,144.69096,1.0234333277,POINT (144.69096 -37.765344)
EVUp,"99 Barrabool Road, Geelong, VIC, 3216",-38.167049,144.339013,1.0234216452,POINT (144.339013 -38.167049)
ChargeFox,"1 Kings Way, Geelong, VIC, 3216",-38.19669,144.299274,1.0233712196,POINT (144.299274 -38.19669)
ChargeFox,"61 Polly Parade, Melbourne, VIC, 3029",-37.825378,144.683081,1.0233211517,POINT (144.683081 -37.825378)
Evie,"179-193 Colac Road, Geelong, VIC, 3216",-38.200663,144.312777,1.0232942104,POINT (144.312777 -38.200663)
AmpCharge,"173-199 Pioneer Road, Geelong, VIC, 3216",-38.199149,144.316878,1.0232894421,POINT (144.316878 -38.199149)
ChargeFox,"240 Pioneer Road, Geelong, VIC, 3216",-38.197658,144.320229,1.0232871771,POINT (144.320229 -38.197658)
Tesla,"46-48 Murray Street, Colac, VIC, 3250",-38.338077,143.597737,1.0232179165,POINT (143.597737 -38.338077)
EVUp,"300 Heaths Road, Melbourne, VIC, 3029",-37.876496,144.676114,1.0232001543,POINT (144.676114 -37.876496)
ChargeFox,"1-15 Banchory Avenue, Melbourne, VIC, 3037",-37.691938,144.749907,1.0232006311,POINT (144.749907 -37.691938)
Tesla,"4285 Cape Otway Road, Birregurra, VIC, 3242",-38.347241,143.806876,1.0232061148,POINT (143.806876 -38.347241)
ChargeFox,"22 Synnot Street, Melbourne, VIC, 3030",-37.901958,144.662341,1.0231912136,POINT (144.662341 -37.901958)
AmpCharge,"45 Cherry Street, Melbourne, VIC, 3030",-37.899707,144.664971,1.0231840611,POINT (144.664971 -37.899707)
Tesla,"Derrimut Rd & Heaths Rd, Melbourne, VIC, 3029",-37.875247,144.679639,1.023183465,POINT (144.679639 -37.875247)
Tesla,"71 Bellarine Highway, Geelong, VIC, 3219",-38.170584,144.392387,1.0231831074,POINT (144.392387 -38.170584)
NRMA,"87 Bromfield Street, Colac, VIC, 3250",-38.340632,143.58866,1.0231881142,POINT (143.58866 -38.340632)
Tesla,"158 Bromfield Street, Colac, VIC, 3250",-38.341332,143.593052,1.0231869221,POINT (143.593052 -38.341332)
Evie,"9-29 Bromfield Street, Colac, VIC, 3250",-38.340697,143.585454,1.0231841803,POINT (143.585454 -38.340697)
Evie,"38 Burke Street, Newbridge, VIC, 3551",-36.740509,143.900115,1.0231790543,POINT (143.900115 -36.740509)
ChargeFox,"45 Princes Highway, Melbourne, VIC, 3030",-37.897095,144.670608,1.023160696,POINT (144.670608 -37.897095)
ChargeFox,"51 Melbourne Lancefield Road, Romsey, VIC, 3434",-37.353829,144.742925,1.0231803656,POINT (144.742925 -37.353829)
AmpCharge,"575 Melton Highway, Melbourne, VIC, 3037",-37.694021,144.755443,1.0231621265,POINT (144.755443 -37.694021)
ChargeFox,"40 South Rd, Cocoroc, VIC, 3030",-37.95365,144.636585,1.0231370926,POINT (144.636585 -37.95365)
Evie,"140 Main Street, Romsey, VIC, 3434",-37.345729,144.743909,1.0231585503,POINT (144.743909 -37.345729)
bp pulse,"34 Windsor Gardens, Melbourne, VIC, 3023",-37.7555,144.741119,1.0231394768,POINT (144.741119 -37.7555)
Exploren,"1145 Western Hwy, Melbourne, VIC, 3023",-37.757631,144.741023,1.0231355429,POINT (144.741023 -37.757631)
ChargeFox,"4 Everton Road, Melbourne, VIC, 3029",-37.819138,144.721469,1.0231046677,POINT (144.721469 -37.819138)
ChargeFox,"73 Alcock Road, Melbourne, VIC, 3029",-37.828939,144.720734,1.0230815411,POINT (144.720734 -37.828939)
ChargeFox,"110-120 Unity Dr, Mount Duneed, VIC, 3217",-38.224496,144.32692,1.0230808258,POINT (144.32692 -38.224496)
ChargeFox,"117 Alcock Road, Melbourne, VIC, 3029",-37.828926,144.724294,1.0236420631,POINT (144.724294 -37.828926)
Tesla,"399 Melton Highway, Melbourne, VIC, 3038",-37.699167,144.776103,1.0236109495,POINT (144.776103 -37.699167)
JOLT,"431 Kings Road, Melbourne, VIC, 3038",-37.699351,144.780302,1.0235828161,POINT (144.780302 -37.699351)
Evie,"410 Melton Highway, Melbourne, VIC, 3038",-37.696554,144.782132,1.0235751867,POINT (144.782132 -37.696554)
Evie,"4 The Crescent, Lancefield, VIC, 3435",-37.277541,144.735012,1.0235569477,POINT (144.735012 -37.277541)
AmpCharge,"354A Robinsons Road, Melbourne, VIC, 3026",-37.805132,144.752026,1.0235359669,POINT (144.752026 -37.805132)
EVUp,"28-72 Neale Road, Melbourne, VIC, 3023",-37.751271,144.774194,1.0235255957,POINT (144.774194 -37.751271)
ChargePoint,"101 Unity Drive, Mount Duneed, VIC, 3217",-38.225341,144.328361,1.0234748125,POINT (144.328361 -38.225341)
Tesla,"675 Anglesea Road, Freshwater Creek, VIC, 3217",-38.259647,144.276227,1.0242000818,POINT (144.276227 -38.259647)
EVUp,"Blackgate Road, Freshwater Creek, VIC, 3217",-38.276781,144.253739,1.0241322517,POINT (144.253739 -38.276781)
Tesla,"1280 Blackgate Road, Freshwater Creek, VIC, 3217",-38.277701,144.252901,1.0241272449,POINT (144.252901 -38.277701)
ChargeFox,"46-70 Central Boulevard, Geelong, VIC, 3217",-38.231641,144.369055,1.024086833,POINT (144.369055 -38.231641)
ChargeFox,"31-39 Kensington Road, Leopold, VIC, 3224",-38.18622,144.464413,1.0240073204,POINT (144.464413 -38.18622)
Tesla,"Murnong St, Melbourne, VIC, 3030",-37.883863,144.735884,1.0239561796,POINT (144.735884 -37.883863)
Evie,"20 Mount Derrimut Road, Melbourne, VIC, 3026",-37.784565,144.772413,1.0239428282,POINT (144.772413 -37.784565)
Evie,"2 Bath Street, Camperdown, VIC, 3260",-38.230375,143.145888,1.0234824419,POINT (143.145888 -38.230375)
EVUp,"445 Gum Flats Road, Wensleydale, VIC, 3241",-38.35946,144.089794,1.0233639479,POINT (144.089794 -38.35946)
NRMA,"26 High Street, Marong, VIC, 3515",-36.734622,144.133543,1.0232056379,POINT (144.133543 -36.734622)
Tesla,"369-371 High Street, Bendigo, VIC, 3555",-36.77435,144.25694,1.0231956244,POINT (144.25694 -36.77435)
EVUp,"392 Boundary Road, Melbourne, VIC, 3026",-37.811446,144.767015,1.0239186287,POINT (144.767015 -37.811446)
Evie,"80 Taylors Road, Melbourne, VIC, 3038",-37.726422,144.808207,1.0238484144,POINT (144.808207 -37.726422)
Tesla,"60 Fulton Drive, Melbourne, VIC, 3026",-37.809294,144.781323,1.0238317251,POINT (144.781323 -37.809294)
Evie,"475 Fitzgerald Road, Melbourne, VIC, 3020",-37.792922,144.789634,1.0238221884,POINT (144.789634 -37.792922)
ChargeFox,"145 Furlong Road, Melbourne, VIC, 3021",-37.761797,144.815583,1.0507005453,POINT (144.815583 -37.761797)
Evie,"53 Sunshine Avenue, Melbourne, VIC, 3021",-37.74916,144.830252,1.0485036373,POINT (144.830252 -37.74916)
Exploren,"46 Fitzgerald Road, Melbourne, VIC, 3026",-37.843402,144.782836,1.0479199886,POINT (144.782836 -37.843402)
ChargeFox,"59 Jamieson Way, Melbourne, VIC, 3030",-37.896352,144.747798,1.0461770296,POINT (144.747798 -37.896352)
Tesla,"123 Central Avenue, Melbourne, VIC, 3028",-37.871721,144.774901,1.0452808142,POINT (144.774901 -37.871721)
ChargeFox,"189B South Centre Road, Melbourne, VIC, 3043",-37.704905,144.858019,1.0452438593,POINT (144.858019 -37.704905)
ChargeFox,"309 Melrose Drive, Melbourne, VIC, 3045",-37.686587,144.866852,1.044110775,POINT (144.866852 -37.686587)
AmpCharge,"1 Horsburgh Drive, Melbourne, VIC, 3025",-37.846758,144.809225,1.0425108671,POINT (144.809225 -37.846758)
Tesla,"4-8 Sabre Court, Melbourne, VIC, 3043",-37.691204,144.8775,1.0417921543,POINT (144.8775 -37.691204)
Evie,"239-241 Mickleham Road, Melbourne, VIC, 3049",-37.684083,144.88185,1.0411633253,POINT (144.88185 -37.684083)
ChargeFox,"494 Grieve Parade, Melbourne, VIC, 3025",-37.832636,144.827123,1.0409882069,POINT (144.827123 -37.832636)
EVUp,"90 Cranwell Street, Melbourne, VIC, 3019",-37.777846,144.856653,1.0408420563,POINT (144.856653 -37.777846)
ChargeFox,"29-35 Louis Street, Melbourne, VIC, 3042",-37.713652,144.885528,1.0393999815,POINT (144.885528 -37.713652)
ChargeFox,"2335 Mickleham Road, Melbourne, VIC, 3064",-37.530254,144.880563,1.0395298004,POINT (144.880563 -37.530254)
ChargeHub,"30 Industry Park Drive, Melbourne, VIC, 3012",-37.81405,144.852591,1.0384714603,POINT (144.852591 -37.81405)
ChargePoint,"Melody Way, Melbourne, VIC, 3064",-37.565104,144.893854,1.0385562181,POINT (144.893854 -37.565104)
Exploren,"124-134 Millers Road, Melbourne, VIC, 3025",-37.828003,144.847255,1.0380544662,POINT (144.847255 -37.828003)
ChargeFox,"134 Millers Road, Melbourne, VIC, 3025",-37.827293,144.847828,1.0380285978,POINT (144.847828 -37.827293)
Tesla,"131 Lionel St, Melbourne, VIC, 3041",-37.719979,144.892936,1.0377966166,POINT (144.892936 -37.719979)
ChargePoint,"288 Wirraway Road, Melbourne, VIC, 3041",-37.720262,144.89585,1.0372766256,POINT (144.89585 -37.720262)
Evie,"31 Dudley Street, Melbourne, VIC, 3041",-37.736701,144.892806,1.0370436907,POINT (144.892806 -37.736701)
ChargeFox,"115 Civic Parade, Melbourne, VIC, 3018",-37.86367,144.831039,1.0369615555,POINT (144.831039 -37.86367)
bp pulse,"470 Donnybrook Road, Melbourne, VIC, 3064",-37.534483,144.898278,1.0366088152,POINT (144.898278 -37.534483)
ChargeFox,"200 James Mirams Drive, Melbourne, VIC, 3064",-37.616314,144.914774,1.0358504057,POINT (144.914774 -37.616314)
Exploren,"1169 Pascoe Vale Road, Melbourne, VIC, 3047",-37.679183,144.920912,1.0343722105,POINT (144.920912 -37.679183)
Evie,"1177-1183 Pascoe Vale Road, Melbourne, VIC, 3047",-37.676814,144.922268,1.0342032909,POINT (144.922268 -37.676814)
ChargeFox,"250 Bridgewater Rd, Melbourne, VIC, 3064",-37.619549,144.927975,1.033721447,POINT (144.927975 -37.619549)
ChargeFox,"50 Wheatsheaf Road, Melbourne, VIC, 3046",-37.708486,144.924066,1.0331285,POINT (144.924066 -37.708486)
ChargeFox,"HA2 Hillside Drive, Bendigo, VIC, 3550",-36.781401,144.299731,1.0242848396,POINT (144.299731 -36.781401)
Tesla,"177-183 Calder Highway, Bendigo, VIC, 3550",-36.76459,144.26992,1.0242676735,POINT (144.26992 -36.76459)
Evie,"29 Edward Street, Bendigo, VIC, 3550",-36.763561,144.279622,1.0242245197,POINT (144.279622 -36.763561)
Tesla,"404 Hargreaves Street, Bendigo, VIC, 3550",-36.761875,144.27746,1.0242192745,POINT (144.27746 -36.761875)
Tesla,"150 Condon Street, Bendigo, VIC, 3550",-36.774953,144.306043,1.0242118835,POINT (144.306043 -36.774953)
Tesla,"158 Condon Street, Bendigo, VIC, 3550",-36.77454,144.306478,1.024206996,POINT (144.306478 -36.77454)
Tesla,"26 Forest Street, Bendigo, VIC, 3550",-36.759099,144.27639,1.02420187,POINT (144.27639 -36.759099)
Evie,"30 Gaol Road, Bendigo, VIC, 3550",-36.757022,144.276628,1.0241850615,POINT (144.276628 -36.757022)
ChargeFox,"11 Saint Andrew's Avenue, Bendigo, VIC, 3550",-36.759747,144.283566,1.0241808891,POINT (144.283566 -36.759747)
Tesla,"200 McCrae Street, Bendigo, VIC, 3550",-36.75388,144.28681,1.0241241455,POINT (144.28681 -36.75388)
Tesla,"60 Lucan Street, Bendigo, VIC, 3550",-36.748626,144.28432,1.0240930319,POINT (144.28432 -36.748626)
ChargeFox,"62-104 Charleston Road, Bendigo, VIC, 3550",-36.753211,144.294397,1.0240914822,POINT (144.294397 -36.753211)
Tesla,"761 McIvor Highway, Bendigo, VIC, 3551",-36.769321,144.347151,1.0240088701,POINT (144.347151 -36.769321)
ChargeFox,"156-158 Strickland Road, Bendigo, VIC, 3550",-36.750991,144.317948,1.0239876509,POINT (144.317948 -36.750991)
Tesla,"Cnr Calder Highway and Arnold Road, Bridgewater on Loddon, VIC, 3516",-36.599768,143.937521,1.0236077309,POINT (143.937521 -36.599768)
Evie,"Storm Ln, Inglewood, VIC, 3517",-36.575822,143.867654,1.0234386921,POINT (143.867654 -36.575822)
Evie,"126 High Street, Heathcote, VIC, 3523",-36.923458,144.709967,1.0231163502,POINT (144.709967 -36.923458)
Tesla,"80 Clarke Street, Kilmore, VIC, 3764",-37.286293,144.947443,1.0249774456,POINT (144.947443 -37.286293)
ChargeFox,"12 Sydney Street, Kilmore, VIC, 3764",-37.294263,144.952558,1.0249421597,POINT (144.952558 -37.294263)
Evie,"65 High Street, Wallan, VIC, 3756",-37.41385,144.979186,1.0246794224,POINT (144.979186 -37.41385)
Tesla,"38 Church Street, Stawell, VIC, 3380",-37.054373,142.781397,1.0366295576,POINT (142.781397 -37.054373)
Evie,"24 Sloane Street, Stawell, VIC, 3380",-37.056815,142.78103,1.0366257429,POINT (142.78103 -37.056815)
Evie,"9 Walker Street, St Arnaud, VIC, 3478",-36.615251,143.258458,1.0313637257,POINT (143.258458 -36.615251)
EVUp,"3360 Ararat Halls Gap Road, Pomonal, VIC, 3381",-37.195489,142.609366,1.0248881578,POINT (142.609366 -37.195489)
Tesla,"3594 Ararat Halls Gap Road, Pomonal, VIC, 3381",-37.176875,142.599545,1.0248367786,POINT (142.599545 -37.176875)
NRMA,"2372 Grampians Road, Halls Gap, VIC, 3381",-37.12948,142.523856,1.0243121386,POINT (142.523856 -37.12948)
Evie,"67 High St, Wedderburn, VIC, 3518",-36.417928,143.613877,1.023968339,POINT (143.613877 -36.417928)
Evie,"68 Woods Street, Donald, VIC, 3480",-36.371019,142.982008,1.0232503414,POINT (142.982008 -36.371019)
Evie,"83 Wills Street, Dunkeld, VIC, 3294",-37.650716,142.342256,1.0218328238,POINT (142.342256 -37.650716)
Porsche Smart Mobility,"98 Parker Street, Dunkeld, VIC, 3294",-37.648942,142.340028,1.0218292475,POINT (142.340028 -37.648942)
EVERTY,"33A Hamilton Street, Horsham, VIC, 3400",-36.718024,142.204545,1.0216467381,POINT (142.204545 -36.718024)
Tesla,"118 Baillie Street, Horsham, VIC, 3400",-36.711207,142.203015,1.0216200352,POINT (142.203015 -36.711207)
ChargeFox,"126 Baillie Street, Horsham, VIC, 3400",-36.711136,142.201995,1.0216145515,POINT (142.201995 -36.711136)
Tesla,"36 Darlot Street, Horsham, VIC, 3400",-36.715835,142.196473,1.0215989351,POINT (142.196473 -36.715835)
Evie,"Fairview Street, Wycheproof, VIC, 3527",-36.078896,143.226469,1.021468401,POINT (143.226469 -36.078896)
NRMA,"Broadway, Wycheproof, VIC, 3527",-36.075454,143.225128,1.0214438438,POINT (143.225128 -36.075454)
Evie,"18 Woolcock Street, Warracknabeal, VIC, 3393",-36.250723,142.39411,1.0206460953,POINT (142.39411 -36.250723)
ChargeFox,"1 Merrijig Drive, Torquay, VIC, 3228",-38.307031,144.321656,1.0235599279,POINT (144.321656 -38.307031)
ChargeFox,"1 McMillan Street, Anglesea, VIC, 3230",-38.409798,144.184705,1.0234909058,POINT (144.184705 -38.409798)
EVERTY,"18 Great Ocean Road, Aireys Inlet, VIC, 3231",-38.457611,144.10689,1.0234235525,POINT (144.10689 -38.457611)
Tesla,"1 Great Ocean Rd, Torquay, VIC, 3228",-38.339646,144.311534,1.0234129429,POINT (144.311534 -38.339646)
Evie,"2 Walker Street, Torquay, VIC, 3228",-38.331237,144.324983,1.0234011412,POINT (144.324983 -38.331237)
ChargeFox,"15 Mountjoy Parade, Lorne, VIC, 3232",-38.536433,143.974842,1.0231872797,POINT (143.974842 -38.536433)
ChargeFox,"Peninsula Dr, Drysdale, VIC, 3222",-38.189215,144.554658,1.0229195356,POINT (144.554658 -38.189215)
ChargeFox,"113 High Street, Broadford, VIC, 3658",-37.202522,145.048751,1.0213576555,POINT (145.048751 -37.202522)
Tesla,"470 Mitchellstown Road, Mitchellstown, VIC, 3608",-36.849452,145.088741,1.0209634304,POINT (145.088741 -36.849452)
Porsche Smart Mobility,"Mitchellstown Road, Mitchellstown, VIC, 3608",-36.849369,145.089281,1.0209604502,POINT (145.089281 -36.849369)
ChargeFox,"142 Mulberry Drive, Nagambie, VIC, 3608",-36.827053,145.086675,1.020955205,POINT (145.086675 -36.827053)
Exploren,"11 Winter Road, Girgarre, VIC, 3624",-36.399745,144.979276,1.0244190693,POINT (144.979276 -36.399745)
Evie,"328-334 High Street, Nagambie, VIC, 3608",-36.783982,145.154381,1.0240356922,POINT (145.154381 -36.783982)
bp pulse,"73-85 Murray Valley Highway, Echuca, VIC, 3564",-36.132888,144.727269,1.0239757299,POINT (144.727269 -36.132888)
Tesla,"365 High Street, Echuca, VIC, 3564",-36.133209,144.749089,1.0238987207,POINT (144.749089 -36.133209)
Evie,"438-454 High Street, Echuca, VIC, 3564",-36.12731,144.74814,1.0238585472,POINT (144.74814 -36.12731)
Saascharge,"Corner Cobb Hwy & Shaw St, Moama, NSW, 2731",-36.117789,144.755768,1.0237605572,POINT (144.755768 -36.117789)
Exploren,"56 Merool Rd, Moama, NSW, 2731",-36.103586,144.732217,1.0237386227,POINT (144.732217 -36.103586)
Tesla,"54 Meninya Street, Moama, NSW, 2731",-36.111537,144.753642,1.0237224102,POINT (144.753642 -36.111537)
ChargeFox,"69 Anzac Avenue, Seymour, VIC, 3660",-37.027959,145.142948,1.023655653,POINT (145.142948 -37.027959)
ChargeHub,"Parslow Pl, Moama, NSW, 2731",-36.07285,144.732871,1.0235081911,POINT (144.732871 -36.07285)
Tesla,"1 Bank Street, Avenel, VIC, 3664",-36.892313,145.229838,1.0234094858,POINT (145.229838 -36.892313)
Evie,"54 Jones Street, Avenel, VIC, 3664",-36.907422,145.239881,1.0233194828,POINT (145.239881 -36.907422)
ChargeFox,"104 Hogan Street, Tatura, VIC, 3616",-36.44028,145.226056,1.0230537653,POINT (145.226056 -36.44028)
Evie,"King George St, Cohuna, VIC, 3568",-35.80792,144.220855,1.022154808,POINT (144.220855 -35.80792)
Evie,"9-30 Young Street, Mooroopna, VIC, 3629",-36.394599,145.359871,1.022149086,POINT (145.359871 -36.394599)
Saascharge,"481 Wyndham Street, Shepparton, VIC, 3630",-36.386572,145.398877,1.0219138861,POINT (145.398877 -36.386572)
Tesla,"7 Ashenden Street, Shepparton, VIC, 3630",-36.384303,145.401039,1.0218960047,POINT (145.401039 -36.384303)
Evie,"8 Fraser Street, Shepparton, VIC, 3630",-36.380241,145.400257,1.0218892097,POINT (145.400257 -36.380241)
NRMA,"115-121 Maude Street, Shepparton, VIC, 3630",-36.377368,145.401935,1.0218724012,POINT (145.401935 -36.377368)
ChargeFox,"210 Fryers Street, Shepparton, VIC, 3630",-36.380713,145.406779,1.0218554735,POINT (145.406779 -36.380713)
ChargeFox,"51 Mitchell Street, Shepparton, VIC, 3630",-36.382083,145.420348,1.0217864513,POINT (145.420348 -36.382083)
Exploren,"19-35 New Dookie Rd, Shepparton, VIC, 3630",-36.366857,145.419672,1.0217491388,POINT (145.419672 -36.366857)
Evie,"74 Church Street, Whittlesea, VIC, 3757",-37.510615,145.118395,1.0218714476,POINT (145.118395 -37.510615)
Evie,"13 Albert Street, Kerang, VIC, 3579",-35.734398,143.921582,1.0217623711,POINT (143.921582 -35.734398)
Tesla,"66-70 Kerang Murrabit Road, Kerang, VIC, 3579",-35.732187,143.91998,1.0217443705,POINT (143.91998 -35.732187)
Tesla,"46 Kirkland Avenue West, Euroa, VIC, 3666",-36.752888,145.573418,1.0216785669,POINT (145.573418 -36.752888)
Tesla,"10 High Street, Yea, VIC, 3717",-37.210038,145.426132,1.0239940882,POINT (145.426132 -37.210038)
ChargeFox,"167 Tarcombe St, Euroa, VIC, 3666",-36.742978,145.591058,1.0235639811,POINT (145.591058 -36.742978)
ChargeFox,"6572 Maroondah Highway, Yarck, VIC, 3719",-37.103308,145.616192,1.0231639147,POINT (145.616192 -37.103308)
bp pulse,"1 Scanlon Drive, Melbourne, VIC, 3076",-37.648115,144.994094,1.0229792595,POINT (144.994094 -37.648115)
Exploren,"9 Duffy Street, Melbourne, VIC, 3076",-37.653967,145.012355,1.0228954554,POINT (145.012355 -37.653967)
Tesla,"571-583 High Street, Melbourne, VIC, 3076",-37.653251,145.015959,1.022892952,POINT (145.015959 -37.653251)
Tesla,"2-10 Camp Road, Melbourne, VIC, 3061",-37.689002,144.956617,1.0251368284,POINT (144.956617 -37.689002)
ChargeFox,"563 Pascoe Vale Road, Melbourne, VIC, 3044",-37.723624,144.920987,1.0250244141,POINT (144.920987 -37.723624)
ChargeFox,"99 Jukes Road, Melbourne, VIC, 3060",-37.702474,144.969519,1.024974823,POINT (144.969519 -37.702474)
Evie,"300 Station Street, Melbourne, VIC, 3075",-37.673826,145.015771,1.0249601603,POINT (145.015771 -37.673826)
ChargeFox,"11 Boundary Road, Melbourne, VIC, 3046",-37.718971,144.961488,1.0248860121,POINT (144.961488 -37.718971)
EVUp,"193-195 Gaffney Street, Melbourne, VIC, 3058",-37.732427,144.951401,1.0299245119,POINT (144.951401 -37.732427)
JOLT,"257 Edwardes Street, Melbourne, VIC, 3073",-37.714733,144.989148,1.0285446644,POINT (144.989148 -37.714733)
Tesla,"14-16 Hall Street, Melbourne, VIC, 3039",-37.765579,144.922879,1.0281950235,POINT (144.922879 -37.765579)
Evie,"66 The Parade, Melbourne, VIC, 3032",-37.772574,144.915231,1.0279123783,POINT (144.915231 -37.772574)
JOLT,"720-722 Gilbert Road, Melbourne, VIC, 3073",-37.718363,144.993597,1.0277514458,POINT (144.993597 -37.718363)
Evie,"153 Elizabeth Street, Melbourne, VIC, 3058",-37.729651,144.983645,1.0274074078,POINT (144.983645 -37.729651)
ChargeFox,"82 Russell Street, Melbourne, VIC, 3058",-37.742407,144.967324,1.0273731947,POINT (144.967324 -37.742407)
ChargeFox,"90 Bell Street, Melbourne, VIC, 3058",-37.740755,144.970074,1.0273309946,POINT (144.970074 -37.740755)
JOLT,"2D Cheddar Road, Melbourne, VIC, 3073",-37.715549,145.008501,1.0267471075,POINT (145.008501 -37.715549)
Evie,"139 Curlewis Street, Swan Hill, VIC, 3585",-35.341063,143.561731,1.0215371847,POINT (143.561731 -35.341063)
Exploren,"7540 Calder Highway, Sea Lake, VIC, 3533",-35.513753,142.856347,1.0206882954,POINT (142.856347 -35.513753)
EVUp,"97 Railway Ave, Sea Lake, VIC, 3533",-35.512654,142.855606,1.0206805468,POINT (142.855606 -35.512654)
ChargeFox,"95 Sutcliff Street, Sea Lake, VIC, 3533",-35.503963,142.851919,1.0206279755,POINT (142.851919 -35.503963)
Evie,"115 Sea Lake Swan Hill Road, Sea Lake, VIC, 3533",-35.504027,142.851732,1.0206276178,POINT (142.851732 -35.504027)
Saascharge,"68-72 Crispe Street, Deniliquin, NSW, 2701",-35.537211,144.966481,1.0203905106,POINT (144.966481 -35.537211)
EVUp,"68 Crispe Street, Deniliquin, NSW, 2710",-35.537269,144.966564,1.0203905106,POINT (144.966564 -35.537269)
Exploren,"266 Cressy St, Deniliquin, NSW, 2710",-35.531447,144.964769,1.020373106,POINT (144.964769 -35.531447)
EVUp,"399 Cressy Street, Deniliquin, NSW, 2710",-35.52643,144.961934,1.0203627348,POINT (144.961934 -35.52643)
ChargeFox,"1 Golf Club Rd, Deniliquin, NSW, 2710",-35.536527,144.974228,1.0203590393,POINT (144.974228 -35.536527)
ChargeFox,"2-10 Homestead Avenue, Wallington, VIC, 3222",-38.2217,144.536264,1.0900944471,POINT (144.536264 -38.2217)
ChargeFox,"17-21 Palmerston Street, Drysdale, VIC, 3222",-38.174752,144.567191,1.0884830952,POINT (144.567191 -38.174752)
Tesla,"11 Coastal Boulevard, Ocean Grove, VIC, 3226",-38.246668,144.540083,1.0832139254,POINT (144.540083 -38.246668)
Exploren,"25 Banks Rd, Mannerim, VIC, 3222",-38.194443,144.612538,1.0711405277,POINT (144.612538 -38.194443)
EVUp,"39-41 Fenwick Street, Portarlington, VIC, 3223",-38.115897,144.652297,1.066415906,POINT (144.652297 -38.115897)
ChargeFox,"50 Learmonth Street, Queenscliff, VIC, 3225",-38.267948,144.659061,1.0491064787,POINT (144.659061 -38.267948)
ChargeFox,"3746 Point Nepean Road, Portsea, VIC, 3944",-38.319795,144.714649,1.0335792303,POINT (144.714649 -38.319795)
Evie,"860 Melbourne Road, Sorrento, VIC, 3943",-38.338561,144.737043,1.029112339,POINT (144.737043 -38.338561)
ChargeHub,"23 Constitution Hill Road, Sorrento, VIC, 3943",-38.339581,144.741711,1.028518796,POINT (144.741711 -38.339581)
EVUp,"2415 Point Nepean Road, Rye, VIC, 3941",-38.370719,144.820535,1.0251531601,POINT (144.820535 -38.370719)
Tesla,"14 Nelson Street, Rye, VIC, 3941",-38.371155,144.820937,1.0251485109,POINT (144.820937 -38.371155)
bp pulse,"Point Nepean Road, Rye, VIC, 3941",-38.371435,144.827662,1.0251032114,POINT (144.827662 -38.371435)
Tesla,"16 Morley Avenue, Wye River, VIC, 3234",-38.639049,143.890503,1.0570636988,POINT (143.890503 -38.639049)
Tesla,"2 Moore Street, Apollo Bay, VIC, 3233",-38.757036,143.668552,1.0252194405,POINT (143.668552 -38.757036)
Tesla,"29-35 Great Ocean Road, Apollo Bay, VIC, 3233",-38.758798,143.670306,1.0252113342,POINT (143.670306 -38.758798)
Evie,"14 Pascoe Street, Apollo Bay, VIC, 3233",-38.7583,143.668996,1.0252104998,POINT (143.668996 -38.7583)
Porsche Smart Mobility,"Browns Rd, Fingal, VIC, 3939",-38.393668,144.844686,1.0246189833,POINT (144.844686 -38.393668)
Exploren,"140 Springs Lane, Fingal, VIC, 3939",-38.408405,144.843329,1.0245978832,POINT (144.843329 -38.408405)
ChargeFox,"45 Peter Thomson Drive, Fingal, VIC, 3939",-38.405138,144.853464,1.0245337486,POINT (144.853464 -38.405138)
