name,address,latitude,longitude,score
ChargeFox,"45 Peter Thomson Drive, Fingal, VIC, 3939",-38.405138,144.853464,1.0426695347
Exploren,"46 Fitzgerald Road, Melbourne, VIC, 3026",-37.843402,144.782836,1.041195035
Porsche Smart Mobility,"160 Sandy Road, Fingal, VIC, 3939",-38.418999,144.860488,1.0396569967
EVERTY,"Cranston Ct, Rosebud, VIC, 3939",-38.36806,144.905142,1.0384202003
AmpCharge,"354A Robinsons Road, Melbourne, VIC, 3026",-37.805132,144.752026,1.0383923054
Evie,"201 Exford Road, Weir Views, VIC, 3338",-37.722813,144.572248,1.0381792784
AmpCharge,"1 Horsburgh Drive, Melbourne, VIC, 3025",-37.846758,144.809225,1.0381677151
ChargeFox,"115 Civic Parade, Melbourne, VIC, 3018",-37.86367,144.831039,1.037755847
EVUp,"392 Boundary Road, Melbourne, VIC, 3026",-37.811446,144.767015,1.0377299786
ChargeFox,"160 Clara Avenue, Melbourne, VIC, 3029",-37.765344,144.69096,1.0375277996
Tesla,"306 Jetty Road, Rosebud, VIC, 3939",-38.380924,144.912545,1.0359939337
Tesla,"4285 Cape Otway Road, Birregurra, VIC, 3242",-38.347241,143.806876,1.0359019041
Tesla,"60 Fulton Drive, Melbourne, VIC, 3026",-37.809294,144.781323,1.0357352495
ChargeFox,"Bridge Road, Cobblebank, VIC, 3338",-37.715307,144.599737,1.0349773169
ChargeFox,"15 Mountjoy Parade, Lorne, VIC, 3232",-38.536433,143.974842,1.0346634388
ChargeFox,"494 Grieve Parade, Melbourne, VIC, 3025",-37.832636,144.827123,1.0339121819
Evie,"20 Mount Derrimut Road, Melbourne, VIC, 3026",-37.784565,144.772413,1.0329016447
Evie,"475 Fitzgerald Road, Melbourne, VIC, 3020",-37.792922,144.789634,1.0324240923
Evie,"16-18 Pier Street, Dromana, VIC, 3936",-38.333528,144.965927,1.0320600271
Exploren,"1145 Western Hwy, Melbourne, VIC, 3023",-37.757631,144.741023,1.0317405462
bp pulse,"34 Windsor Gardens, Melbourne, VIC, 3023",-37.7555,144.741119,1.031416297
Exploren,"124-134 Millers Road, Melbourne, VIC, 3025",-37.828003,144.847255,1.0311070681
ChargeFox,"134 Millers Road, Melbourne, VIC, 3025",-37.827293,144.847828,1.0309625864
Tesla,"Trent Jones Dr, Cape Schanck, VIC, 3939",-38.461803,144.892685,1.0303914547
ChargeFox,"Trent Jones Dr, Cape Schanck, VIC, 3939",-38.462106,144.893743,1.0302439928
EVUp,"11 Dalkeith Drive, Dromana, VIC, 3936",-38.334671,144.985056,1.0294935703
ChargeHub,"30 Industry Park Drive, Melbourne, VIC, 3012",-37.81405,144.852591,1.0289722681
ChargeFox,"1 Syme Street, Melbourne, VIC, 3016",-37.863119,144.904707,1.0288364887
EVUp,"133 Nepean Highway, Dromana, VIC, 3936",-38.330475,144.996107,1.0283806324
EVUp,"28-72 Neale Road, Melbourne, VIC, 3023",-37.751271,144.774194,1.0282202959
ChargeFox,"31-69 McLister Street, Melbourne, VIC, 3015",-37.831621,144.883234,1.0279188156
Evie,"42 Waterloo Place, Mornington, VIC, 3931",-38.224212,145.039703,1.0268141031
ChargeFox,"Weddell Rd, Geelong, VIC, 3215",-38.129341,144.345324,1.2122049332
Evie,"36-46 Province Boulevard, Geelong, VIC, 3216",-38.160661,144.305912,1.2121959925
Evie,"95-103 Pakington Street, Geelong, VIC, 3218",-38.136841,144.348358,1.2117074728
ChargeFox,"17 Brougham Street, Geelong, VIC, 3220",-38.144026,144.357984,1.2102073431
ChargeFox,"10 Western Foreshore Road, Geelong, VIC, 3220",-38.143228,144.361128,1.2098445892
Tesla,"Myers St & Gheringhap St, Geelong, VIC, 3220",-38.151326,144.35656,1.2098172903
EVUp,"99 Barrabool Road, Geelong, VIC, 3216",-38.167049,144.339013,1.2097572088
Tesla,"99 Barrabool Road, Geelong, VIC, 3216",-38.16679,144.341445,1.2095838785
Tesla,"29 Princes Highway, Geelong, VIC, 3214",-38.096811,144.355746,1.2094302177
Tesla,"6 Bellerine Street, Geelong, VIC, 3220",-38.147286,144.366238,1.208848238
ChargeFox,"1 Kings Way, Geelong, VIC, 3216",-38.19669,144.299274,1.2053231001
ChargeFox,"240 Pioneer Road, Geelong, VIC, 3216",-38.197658,144.320229,1.2047142982
AmpCharge,"173-199 Pioneer Road, Geelong, VIC, 3216",-38.199149,144.316878,1.2044532299
Evie,"179-193 Colac Road, Geelong, VIC, 3216",-38.200663,144.312777,1.204172492
Tesla,"71 Bellarine Highway, Geelong, VIC, 3219",-38.170584,144.392387,1.2016303539
Tesla,"470-510 Princes Highway, Geelong, VIC, 3214",-38.065192,144.382451,1.2002866268
ChargeFox,"110-120 Unity Dr, Mount Duneed, VIC, 3217",-38.224496,144.32692,1.1964359283
ChargePoint,"101 Unity Drive, Mount Duneed, VIC, 3217",-38.225341,144.328361,1.1960719824
ChargeFox,"46-70 Central Boulevard, Geelong, VIC, 3217",-38.231641,144.369055,1.1899427176
Evie,"29 High Street, Bannockburn, VIC, 3331",-38.047336,144.170667,1.184894681
Tesla,"675 Anglesea Road, Freshwater Creek, VIC, 3217",-38.259647,144.276227,1.1829680204
ChargeFox,"31-39 Kensington Road, Leopold, VIC, 3224",-38.18622,144.464413,1.1801903248
EVUp,"Blackgate Road, Freshwater Creek, VIC, 3217",-38.276781,144.253739,1.1738572121
Tesla,"1280 Blackgate Road, Freshwater Creek, VIC, 3217",-38.277701,144.252901,1.1733642817
ChargeFox,"1 Merrijig Drive, Torquay, VIC, 3228",-38.307031,144.321656,1.1611202955
Evie,"2 Walker Street, Torquay, VIC, 3228",-38.331237,144.324983,1.1486139297
ChargeFox,"2-10 Homestead Avenue, Wallington, VIC, 3222",-38.2217,144.536264,1.1476129293
ChargeFox,"Peninsula Dr, Drysdale, VIC, 3222",-38.189215,144.554658,1.1470924616
Tesla,"1 Great Ocean Rd, Torquay, VIC, 3228",-38.339646,144.311534,1.1445537806
ChargeFox,"1 Great Ocean Rd, Torquay, VIC, 3228",-38.340408,144.310669,1.1441646814
ChargeFox,"17-21 Palmerston Street, Drysdale, VIC, 3222",-38.174752,144.567191,1.1440941095
Tesla,"11 Coastal Boulevard, Ocean Grove, VIC, 3226",-38.246668,144.540083,1.1396614313
Exploren,"25 Banks Rd, Mannerim, VIC, 3222",-38.194443,144.612538,1.1232609749
Delta Electronics,"20 Willis Street, Winchelsea, VIC, 3241",-38.239645,143.992976,1.1156910658
ChargeFox,"1B Willis Street, Winchelsea, VIC, 3241",-38.240421,143.991117,1.1148365736
EVUp,"39-41 Fenwick Street, Portarlington, VIC, 3223",-38.115897,144.652297,1.1117311716
AmpCharge,"2931 Princes Highway, Winchelsea, VIC, 3241",-38.245721,143.983611,1.1109337807
EVUp,"445 Gum Flats Road, Wensleydale, VIC, 3241",-38.35946,144.089794,1.1062625647
ChargeFox,"1 McMillan Street, Anglesea, VIC, 3230",-38.409798,144.184705,1.1006149054
ChargeFox,"50 Learmonth Street, Queenscliff, VIC, 3225",-38.267948,144.659061,1.0926247835
ChargeFox,"40 South Rd, Cocoroc, VIC, 3030",-37.95365,144.636585,1.0924386978
ChargeFox,"2 Bradfield St, Melbourne, VIC, 3030",-37.911206,144.615243,1.0867257118
AmpCharge,"71 Perceval Place, Melbourne, VIC, 3024",-37.89597,144.59922,1.0862137079
Evie,"12 Wallace Street, Meredith, VIC, 3333",-37.844323,144.076807,1.0840585232
ChargeFox,"21 Cortland Street, Melbourne, VIC, 3024",-37.876373,144.627052,1.0735328197
ChargeFox,"22 Synnot Street, Melbourne, VIC, 3030",-37.901958,144.662341,1.0719363689
EVERTY,"18 Great Ocean Road, Aireys Inlet, VIC, 3231",-38.457611,144.10689,1.0706167221
AmpCharge,"45 Cherry Street, Melbourne, VIC, 3030",-37.899707,144.664971,1.0707255602
ChargeFox,"45 Princes Highway, Melbourne, VIC, 3030",-37.897095,144.670608,1.0687152147
ChargeFox,"3746 Point Nepean Road, Portsea, VIC, 3944",-38.319795,144.714649,1.0656203032
Exploren,"1 Tierra Blvd, Melbourne, VIC, 3029",-37.849871,144.636904,1.0640513897
ChargeFox,"6 Congo Drive, Melbourne, VIC, 3029",-37.853375,144.64729,1.0628801584
EVUp,"300 Heaths Road, Melbourne, VIC, 3029",-37.876496,144.676114,1.0625317097
Tesla,"Derrimut Rd & Heaths Rd, Melbourne, VIC, 3029",-37.875247,144.679639,1.0614777803
Evie,"860 Melbourne Road, Sorrento, VIC, 3943",-38.338561,144.737043,1.0567830801
ChargeHub,"23 Constitution Hill Road, Sorrento, VIC, 3943",-38.339581,144.741711,1.0555663109
Tesla,"Murnong St, Melbourne, VIC, 3030",-37.883863,144.735884,1.0515778065
ChargeFox,"59 Jamieson Way, Melbourne, VIC, 3030",-37.896352,144.747798,1.0513644218
ChargeFox,"61 Polly Parade, Melbourne, VIC, 3029",-37.825378,144.683081,1.0497192144
ChargeFox,"73 Alcock Road, Melbourne, VIC, 3029",-37.828939,144.720734,1.0443489552
ChargeFox,"117 Alcock Road, Melbourne, VIC, 3029",-37.828926,144.724294,1.0437935591
Tesla,"4285 Cape Otway Road, Birregurra, VIC, 3242",-38.347241,143.806876,1.0433601141
Tesla,"123 Central Avenue, Melbourne, VIC, 3028",-37.871721,144.774901,1.0425186157
ChargeFox,"4 Everton Road, Melbourne, VIC, 3029",-37.819138,144.721469,1.0425041914
Evie,"201 Exford Road, Weir Views, VIC, 3338",-37.722813,144.572248,1.0411731005
Exploren,"46 Fitzgerald Road, Melbourne, VIC, 3026",-37.843402,144.782836,1.0373562574
ChargeFox,"Bridge Road, Cobblebank, VIC, 3338",-37.715307,144.599737,1.0371894836
ChargeFox,"160 Clara Avenue, Melbourne, VIC, 3029",-37.765344,144.69096,1.037160635
EVUp,"2415 Point Nepean Road, Rye, VIC, 3941",-38.370719,144.820535,1.0367007256
Tesla,"14 Nelson Street, Rye, VIC, 3941",-38.371155,144.820937,1.0365924835
AmpCharge,"354A Robinsons Road, Melbourne, VIC, 3026",-37.805132,144.752026,1.0361173153
bp pulse,"Point Nepean Road, Rye, VIC, 3941",-38.371435,144.827662,1.03558743
EVUp,"392 Boundary Road, Melbourne, VIC, 3026",-37.811446,144.767015,1.0351346731
ChargeFox,"15 Mountjoy Parade, Lorne, VIC, 3232",-38.536433,143.974842,1.0348850489
AmpCharge,"1 Horsburgh Drive, Melbourne, VIC, 3025",-37.846758,144.809225,1.0342079401
ChargeFox,"115 Civic Parade, Melbourne, VIC, 3018",-37.86367,144.831039,1.0332351923
Tesla,"60 Fulton Drive, Melbourne, VIC, 3026",-37.809294,144.781323,1.0331337452
Porsche Smart Mobility,"Browns Rd, Fingal, VIC, 3939",-38.393668,144.844686,1.0311069489
Evie,"20 Mount Derrimut Road, Melbourne, VIC, 3026",-37.784565,144.772413,1.0310665369
Exploren,"1145 Western Hwy, Melbourne, VIC, 3023",-37.757631,144.741023,1.0308061838
bp pulse,"34 Windsor Gardens, Melbourne, VIC, 3023",-37.7555,144.741119,1.030523181
ChargeFox,"494 Grieve Parade, Melbourne, VIC, 3025",-37.832636,144.827123,1.0305168629
Evie,"475 Fitzgerald Road, Melbourne, VIC, 3020",-37.792922,144.789634,1.0302736759
Exploren,"140 Springs Lane, Fingal, VIC, 3939",-38.408405,144.843329,1.0298717022
ChargeFox,"45 Peter Thomson Drive, Fingal, VIC, 3939",-38.405138,144.853464,1.0290557146
Exploren,"124-134 Millers Road, Melbourne, VIC, 3025",-37.828003,144.847255,1.0279436111
ChargeFox,"134 Millers Road, Melbourne, VIC, 3025",-37.827293,144.847828,1.0278236866
Porsche Smart Mobility,"160 Sandy Road, Fingal, VIC, 3939",-38.418999,144.860488,1.0271488428
EVUp,"28-72 Neale Road, Melbourne, VIC, 3023",-37.751271,144.774194,1.0271211863
EVERTY,"Cranston Ct, Rosebud, VIC, 3939",-38.36806,144.905142,1.0264741182
ChargeHub,"30 Industry Park Drive, Melbourne, VIC, 3012",-37.81405,144.852591,1.0262401104
Tesla,"306 Jetty Road, Rosebud, VIC, 3939",-38.380924,144.912545,1.0255904198
ChargeFox,"1 Syme Street, Melbourne, VIC, 3016",-37.863119,144.904707,1.0256018639
ChargeFox,"31-69 McLister Street, Melbourne, VIC, 3015",-37.831621,144.883234,1.0255848169
ChargeFox,"145 Furlong Road, Melbourne, VIC, 3021",-37.761797,144.815583,1.0255829096
EVUp,"90 Cranwell Street, Melbourne, VIC, 3019",-37.777846,144.856653,1.025441885
ChargeFox,"1-15 Banchory Avenue, Melbourne, VIC, 3037",-37.691938,144.749907,1.0254325867
Evie,"16-18 Pier Street, Dromana, VIC, 3936",-38.333528,144.965927,1.0254093409
AmpCharge,"575 Melton Highway, Melbourne, VIC, 3037",-37.694021,144.755443,1.025421381
Evie,"53 Sunshine Avenue, Melbourne, VIC, 3021",-37.74916,144.830252,1.0254143476
ChargeFox,"1 Kings Way, Geelong, VIC, 3216",-38.19669,144.299274,1.2135219574
Evie,"36-46 Province Boulevard, Geelong, VIC, 3216",-38.160661,144.305912,1.2133901119
Evie,"179-193 Colac Road, Geelong, VIC, 3216",-38.200663,144.312777,1.2125859261
AmpCharge,"173-199 Pioneer Road, Geelong, VIC, 3216",-38.199149,144.316878,1.212438345
ChargeFox,"240 Pioneer Road, Geelong, VIC, 3216",-38.197658,144.320229,1.2123017311
EVUp,"99 Barrabool Road, Geelong, VIC, 3216",-38.167049,144.339013,1.2109427452
Tesla,"99 Barrabool Road, Geelong, VIC, 3216",-38.16679,144.341445,1.2106307745
ChargeFox,"110-120 Unity Dr, Mount Duneed, VIC, 3217",-38.224496,144.32692,1.208427906
ChargePoint,"101 Unity Drive, Mount Duneed, VIC, 3217",-38.225341,144.328361,1.2081466913
Tesla,"Myers St & Gheringhap St, Geelong, VIC, 3220",-38.151326,144.35656,1.2074128389
Evie,"95-103 Pakington Street, Geelong, VIC, 3218",-38.136841,144.348358,1.2068642378
ChargeFox,"17 Brougham Street, Geelong, VIC, 3220",-38.144026,144.357984,1.2063885927
ChargeFox,"Weddell Rd, Geelong, VIC, 3215",-38.129341,144.345324,1.2060648203
ChargeFox,"10 Western Foreshore Road, Geelong, VIC, 3220",-38.143228,144.361128,1.2057740688
Tesla,"6 Bellerine Street, Geelong, VIC, 3220",-38.147286,144.366238,1.2053655386
Tesla,"675 Anglesea Road, Freshwater Creek, VIC, 3217",-38.259647,144.276227,1.2020540237
Tesla,"71 Bellarine Highway, Geelong, VIC, 3219",-38.170584,144.392387,1.2015559673
ChargeFox,"46-70 Central Boulevard, Geelong, VIC, 3217",-38.231641,144.369055,1.2013447285
Tesla,"29 Princes Highway, Geelong, VIC, 3214",-38.096811,144.355746,1.1971741915
EVUp,"Blackgate Road, Freshwater Creek, VIC, 3217",-38.276781,144.253739,1.1956502199
Tesla,"1280 Blackgate Road, Freshwater Creek, VIC, 3217",-38.277701,144.252901,1.1952799559
ChargeFox,"1 Merrijig Drive, Torquay, VIC, 3228",-38.307031,144.321656,1.1839920282
Tesla,"470-510 Princes Highway, Geelong, VIC, 3214",-38.065192,144.382451,1.1825180054
ChargeFox,"31-39 Kensington Road, Leopold, VIC, 3224",-38.18622,144.464413,1.1804345846
Evie,"2 Walker Street, Torquay, VIC, 3228",-38.331237,144.324983,1.173150301
Evie,"29 High Street, Bannockburn, VIC, 3331",-38.047336,144.170667,1.172049284
Tesla,"1 Great Ocean Rd, Torquay, VIC, 3228",-38.339646,144.311534,1.1700092554
ChargeFox,"1 Great Ocean Rd, Torquay, VIC, 3228",-38.340408,144.310669,1.1696851254
ChargeFox,"2-10 Homestead Avenue, Wallington, VIC, 3222",-38.2217,144.536264,1.1506769657
Tesla,"11 Coastal Boulevard, Ocean Grove, VIC, 3226",-38.246668,144.540083,1.145600915
ChargeFox,"Peninsula Dr, Drysdale, VIC, 3222",-38.189215,144.554658,1.1454875469
ChargeFox,"17-21 Palmerston Street, Drysdale, VIC, 3222",-38.174752,144.567191,1.1404472589
EVUp,"445 Gum Flats Road, Wensleydale, VIC, 3241",-38.35946,144.089794,1.1313086748
Delta Electronics,"20 Willis Street, Winchelsea, VIC, 3241",-38.239645,143.992976,1.1312140226
ChargeFox,"1B Willis Street, Winchelsea, VIC, 3241",-38.240421,143.991117,1.1303607225
ChargeFox,"1 McMillan Street, Anglesea, VIC, 3230",-38.409798,144.184705,1.1276162863
AmpCharge,"2931 Princes Highway, Winchelsea, VIC, 3241",-38.245721,143.983611,1.1266080141
Exploren,"25 Banks Rd, Mannerim, VIC, 3222",-38.194443,144.612538,1.1213501692
EVUp,"39-41 Fenwick Street, Portarlington, VIC, 3223",-38.115897,144.652297,1.1023000479
ChargeFox,"50 Learmonth Street, Queenscliff, VIC, 3225",-38.267948,144.659061,1.0962945223
EVERTY,"18 Great Ocean Road, Aireys Inlet, VIC, 3231",-38.457611,144.10689,1.093214035
ChargeFox,"40 South Rd, Cocoroc, VIC, 3030",-37.95365,144.636585,1.074562788
ChargeFox,"3746 Point Nepean Road, Portsea, VIC, 3944",-38.319795,144.714649,1.0703257322
ChargeFox,"2 Bradfield St, Melbourne, VIC, 3030",-37.911206,144.615243,1.0680259466
Evie,"12 Wallace Street, Meredith, VIC, 3333",-37.844323,144.076807,1.0679301023
AmpCharge,"71 Perceval Place, Melbourne, VIC, 3024",-37.89597,144.59922,1.0669962168
Evie,"860 Melbourne Road, Sorrento, VIC, 3943",-38.338561,144.737043,1.0613971949
ChargeHub,"23 Constitution Hill Road, Sorrento, VIC, 3943",-38.339581,144.741711,1.0600620508
ChargeFox,"21 Cortland Street, Melbourne, VIC, 3024",-37.876373,144.627052,1.0565327406
ChargeFox,"22 Synnot Street, Melbourne, VIC, 3030",-37.901958,144.662341,1.0561708212
AmpCharge,"45 Cherry Street, Melbourne, VIC, 3030",-37.899707,144.664971,1.0551655293
Tesla,"4285 Cape Otway Road, Birregurra, VIC, 3242",-38.347241,143.806876,1.0533907413
ChargeFox,"45 Princes Highway, Melbourne, VIC, 3030",-37.897095,144.670608,1.0535423756
Exploren,"1 Tierra Blvd, Melbourne, VIC, 3029",-37.849871,144.636904,1.0486657619
EVUp,"300 Heaths Road, Melbourne, VIC, 3029",-37.876496,144.676114,1.0482574701
ChargeFox,"6 Congo Drive, Melbourne, VIC, 3029",-37.853375,144.64729,1.0478943586
Tesla,"Derrimut Rd & Heaths Rd, Melbourne, VIC, 3029",-37.875247,144.679639,1.0474367142
ChargeFox,"15 Mountjoy Parade, Lorne, VIC, 3232",-38.536433,143.974842,1.047041893
ChargeFox,"59 Jamieson Way, Melbourne, VIC, 3030",-37.896352,144.747798,1.0404219627
Tesla,"Murnong St, Melbourne, VIC, 3030",-37.883863,144.735884,1.0402971506
EVUp,"2415 Point Nepean Road, Rye, VIC, 3941",-38.370719,144.820535,1.0396851301
Tesla,"14 Nelson Street, Rye, VIC, 3941",-38.371155,144.820937,1.039573431
bp pulse,"Point Nepean Road, Rye, VIC, 3941",-38.371435,144.827662,1.0384223461
ChargeFox,"61 Polly Parade, Melbourne, VIC, 3029",-37.825378,144.683081,1.0377442837
Porsche Smart Mobility,"Browns Rd, Fingal, VIC, 3939",-38.393668,144.844686,1.0337970257
ChargeFox,"73 Alcock Road, Melbourne, VIC, 3029",-37.828939,144.720734,1.034006834
ChargeFox,"117 Alcock Road, Melbourne, VIC, 3029",-37.828926,144.724294,1.0336151123
Tesla,"123 Central Avenue, Melbourne, VIC, 3028",-37.871721,144.774901,1.0334209204
Exploren,"140 Springs Lane, Fingal, VIC, 3939",-38.408405,144.843329,1.0326815844
ChargeFox,"4 Everton Road, Melbourne, VIC, 3029",-37.819138,144.721469,1.032556057
ChargeFox,"45 Peter Thomson Drive, Fingal, VIC, 3939",-38.405138,144.853464,1.0316410065
Evie,"201 Exford Road, Weir Views, VIC, 3338",-37.722813,144.572248,1.0304156542
Porsche Smart Mobility,"160 Sandy Road, Fingal, VIC, 3939",-38.418999,144.860488,1.029655695
Exploren,"46 Fitzgerald Road, Melbourne, VIC, 3026",-37.843402,144.782836,1.0292990208
ChargeFox,"160 Clara Avenue, Melbourne, VIC, 3029",-37.765344,144.69096,1.0281941891
EVERTY,"Cranston Ct, Rosebud, VIC, 3939",-38.36806,144.905142,1.027944684
AmpCharge,"354A Robinsons Road, Melbourne, VIC, 3026",-37.805132,144.752026,1.0279501677
ChargeFox,"Bridge Road, Cobblebank, VIC, 3338",-37.715307,144.599737,1.0277100801
EVUp,"392 Boundary Road, Melbourne, VIC, 3026",-37.811446,144.767015,1.0273520947
AmpCharge,"1 Horsburgh Drive, Melbourne, VIC, 3025",-37.846758,144.809225,1.0271294117
ChargeFox,"115 Civic Parade, Melbourne, VIC, 3018",-37.86367,144.831039,1.026646018
Tesla,"306 Jetty Road, Rosebud, VIC, 3939",-38.380924,144.912545,1.0264257193
Tesla,"60 Fulton Drive, Melbourne, VIC, 3026",-37.809294,144.781323,1.0259604454
ChargeFox,"494 Grieve Parade, Melbourne, VIC, 3025",-37.832636,144.827123,1.0255483389
Evie,"20 Mount Derrimut Road, Melbourne, VIC, 3026",-37.784565,144.772413,1.025541544
Exploren,"1145 Western Hwy, Melbourne, VIC, 3023",-37.757631,144.741023,1.0255086422
Evie,"475 Fitzgerald Road, Melbourne, VIC, 3020",-37.792922,144.789634,1.0255051851
bp pulse,"34 Windsor Gardens, Melbourne, VIC, 3023",-37.7555,144.741119,1.0254920721
Tesla,"Trent Jones Dr, Cape Schanck, VIC, 3939",-38.461803,144.892685,1.0254758596
ChargeFox,"Trent Jones Dr, Cape Schanck, VIC, 3939",-38.462106,144.893743,1.0254672766
Tesla,"16 Morley Avenue, Wye River, VIC, 3234",-38.639049,143.890503,1.0254641771
Evie,"16-18 Pier Street, Dromana, VIC, 3936",-38.333528,144.965927,1.0254597664
Tesla,"46-48 Murray Street, Colac, VIC, 3250",-38.338077,143.597737,1.0253852606
Exploren,"124-134 Millers Road, Melbourne, VIC, 3025",-37.828003,144.847255,1.0253978968
ChargeFox,"134 Millers Road, Melbourne, VIC, 3025",-37.827293,144.847828,1.025390029
Tesla,"158 Bromfield Street, Colac, VIC, 3250",-38.341332,143.593052,1.02534163
EVUp,"11 Dalkeith Drive, Dromana, VIC, 3936",-38.334671,144.985056,1.0253148079
NRMA,"87 Bromfield Street, Colac, VIC, 3250",-38.340632,143.58866,1.0253113508
Evie,"9-29 Bromfield Street, Colac, VIC, 3250",-38.340697,143.585454,1.0252876282
EVUp,"28-72 Neale Road, Melbourne, VIC, 3023",-37.751271,144.774194,1.0252929926
Tesla,"470-510 Princes Highway, Geelong, VIC, 3214",-38.065192,144.382451,1.1900092363
Tesla,"29 Princes Highway, Geelong, VIC, 3214",-38.096811,144.355746,1.1761311293
AmpCharge,"71 Perceval Place, Melbourne, VIC, 3024",-37.89597,144.59922,1.1607556343
ChargeFox,"Weddell Rd, Geelong, VIC, 3215",-38.129341,144.345324,1.1600085497
Evie,"95-103 Pakington Street, Geelong, VIC, 3218",-38.136841,144.348358,1.1563876867
ChargeFox,"2 Bradfield St, Melbourne, VIC, 3030",-37.911206,144.615243,1.1563643217
Evie,"29 High Street, Bannockburn, VIC, 3331",-38.047336,144.170667,1.155896306
ChargeFox,"10 Western Foreshore Road, Geelong, VIC, 3220",-38.143228,144.361128,1.1536127329
ChargeFox,"17 Brougham Street, Geelong, VIC, 3220",-38.144026,144.357984,1.153106451
Tesla,"6 Bellerine Street, Geelong, VIC, 3220",-38.147286,144.366238,1.1516350508
ChargeFox,"40 South Rd, Cocoroc, VIC, 3030",-37.95365,144.636585,1.1494482756
Tesla,"Myers St & Gheringhap St, Geelong, VIC, 3220",-38.151326,144.35656,1.1492786407
ChargeFox,"21 Cortland Street, Melbourne, VIC, 3024",-37.876373,144.627052,1.1468459368
Evie,"36-46 Province Boulevard, Geelong, VIC, 3216",-38.160661,144.305912,1.1408166885
Tesla,"99 Barrabool Road, Geelong, VIC, 3216",-38.16679,144.341445,1.1405252218
EVUp,"99 Barrabool Road, Geelong, VIC, 3216",-38.167049,144.339013,1.1402527094
Tesla,"71 Bellarine Highway, Geelong, VIC, 3219",-38.170584,144.392387,1.1393712759
Exploren,"1 Tierra Blvd, Melbourne, VIC, 3029",-37.849871,144.636904,1.1376423836
ChargeFox,"22 Synnot Street, Melbourne, VIC, 3030",-37.901958,144.662341,1.136356473
AmpCharge,"45 Cherry Street, Melbourne, VIC, 3030",-37.899707,144.664971,1.1350382566
ChargeFox,"6 Congo Drive, Melbourne, VIC, 3029",-37.853375,144.64729,1.1344833374
ChargeFox,"45 Princes Highway, Melbourne, VIC, 3030",-37.897095,144.670608,1.1324455738
EVUp,"300 Heaths Road, Melbourne, VIC, 3029",-37.876496,144.676114,1.1274696589
ChargeFox,"31-39 Kensington Road, Leopold, VIC, 3224",-38.18622,144.464413,1.1262106895
Tesla,"Derrimut Rd & Heaths Rd, Melbourne, VIC, 3029",-37.875247,144.679639,1.1258758307
ChargeFox,"240 Pioneer Road, Geelong, VIC, 3216",-38.197658,144.320229,1.1230351925
AmpCharge,"173-199 Pioneer Road, Geelong, VIC, 3216",-38.199149,144.316878,1.1220111847
ChargeFox,"1 Kings Way, Geelong, VIC, 3216",-38.19669,144.299274,1.1217025518
Evie,"179-193 Colac Road, Geelong, VIC, 3216",-38.200663,144.312777,1.1209053993
Evie,"12 Wallace Street, Meredith, VIC, 3333",-37.844323,144.076807,1.1203663349
ChargeFox,"61 Polly Parade, Melbourne, VIC, 3029",-37.825378,144.683081,1.1147793531
ChargeFox,"17-21 Palmerston Street, Drysdale, VIC, 3222",-38.174752,144.567191,1.1138907671
Evie,"201 Exford Road, Weir Views, VIC, 3338",-37.722813,144.572248,1.113617897
EVUp,"39-41 Fenwick Street, Portarlington, VIC, 3223",-38.115897,144.652297,1.1126966476
ChargeFox,"Peninsula Dr, Drysdale, VIC, 3222",-38.189215,144.554658,1.1102368832
ChargeFox,"110-120 Unity Dr, Mount Duneed, VIC, 3217",-38.224496,144.32692,1.1097643375
ChargePoint,"101 Unity Drive, Mount Duneed, VIC, 3217",-38.225341,144.328361,1.1094206572
ChargeFox,"46-70 Central Boulevard, Geelong, VIC, 3217",-38.231641,144.369055,1.1075794697
Tesla,"Murnong St, Melbourne, VIC, 3030",-37.883863,144.735884,1.1048938036
ChargeFox,"Bridge Road, Cobblebank, VIC, 3338",-37.715307,144.599737,1.1041240692
ChargeFox,"73 Alcock Road, Melbourne, VIC, 3029",-37.828939,144.720734,1.1019697189
ChargeFox,"59 Jamieson Way, Melbourne, VIC, 3030",-37.896352,144.747798,1.1015418768
ChargeFox,"117 Alcock Road, Melbourne, VIC, 3029",-37.828926,144.724294,1.1006994247
ChargeFox,"4 Everton Road, Melbourne, VIC, 3029",-37.819138,144.721469,1.0997055769
ChargeFox,"2-10 Homestead Avenue, Wallington, VIC, 3222",-38.2217,144.536264,1.0991151333
ChargeFox,"160 Clara Avenue, Melbourne, VIC, 3029",-37.765344,144.69096,1.0962802172
Exploren,"25 Banks Rd, Mannerim, VIC, 3222",-38.194443,144.612538,1.0955946445
Tesla,"675 Anglesea Road, Freshwater Creek, VIC, 3217",-38.259647,144.276227,1.0891047716
Tesla,"123 Central Avenue, Melbourne, VIC, 3028",-37.871721,144.774901,1.0891135931
Tesla,"11 Coastal Boulevard, Ocean Grove, VIC, 3226",-38.246668,144.540083,1.0877224207
AmpCharge,"354A Robinsons Road, Melbourne, VIC, 3026",-37.805132,144.752026,1.0865749121
EVUp,"392 Boundary Road, Melbourne, VIC, 3026",-37.811446,144.767015,1.0829535723
Exploren,"46 Fitzgerald Road, Melbourne, VIC, 3026",-37.843402,144.782836,1.0828764439
EVUp,"Blackgate Road, Freshwater Creek, VIC, 3217",-38.276781,144.253739,1.0795965195
