"ModelReleaseYear","Make","ModelReleaseVersion","Model","Variant","EngineDisplacement","EngineConfiguration","EngineInduction","FwdGearsNo","TransmissionTypeDescription","SideDoorNo","SeatingCapacity","BodyStyle","DrivingWheelsNo","FuelType","CO2EmissionsCombined","CO2EmissionsUrban","CO2EmissionsExtraUrban","FuelConsumptionCombined","FuelConsumptionUrban","FuelConsumptionExtraUrban","EnergyConsumptionWhkm","ElectricRangeKm","AirPollutionStandard","StationaryNoiseData","TestSpeed","IsCurrentModel","ModelEndYear","FuelLifeCycleCO2","AnnualTailpipeCO2","AnnualFuelCost"
"2022","Kia","2022","Seltos","Sport","2","4cyl","Normal","1","CVT","4","5","SUV","2","Petrol 91RON","157","205","130","6.9","8.8","5.6","","","Euro 5","78","3750","Yes","0","169","2.2","1584"
"2022","Kia","2022","Seltos","Sport","2","4cyl","Normal","1","CVT","4","4","SUV","2","Petrol 91RON","157","205","130","6.9","8.8","5.6","","","Euro 5","78","3750","Yes","0","169","2.2","1584"
"2020","Hyundai","2021","i30","1.6 T-GDI","1.6","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 91RON","157","207","129","6.8","8.9","5.5","","","Euro 5","86","3750","Yes","0","166","2.2","1561"
"2021","Kia","2022","Cerato Sedan","GT","1.6","4cyl","Turbo","6","Other","4","5","Sedan","2","Petrol 91RON","157","212","126","6.9","9.3","5.5","","","Euro 5","78","3750","Yes","0","169","2.2","1584"
"2019","Suzuki","GJ","Jimny","GLX","1.5","4cyl","Normal","4","Auto","2","4","SUV","4","Petrol 91RON","158","185","143","6.9","8.2","6.1","","","Euro 5","78","3750","Yes","0","169","2.21","1584"
"2023","Honda","","Honda ZR-V","VTI X","1.5","4cyl","Turbo","1","CVT","4","5","SUV","2","Petrol 91RON","158","202","133","7","8.9","5.8","","","Euro 5","70","3750","Yes","0","171","2.21","1607"
"2021","Kia","2022","Cerato Hatch","GT","1.6","4cyl","Turbo","6","Other","4","5","Hatch","2","Petrol 91RON","158","209","128","6.8","8.9","5.5","","","Euro 5","78","3750","Yes","0","166","2.21","1561"
"2019","Kia","2019","Cerato Hatch","GT","1.6","4cyl","Turbo","6","Other","4","5","Hatch","2","Petrol 91RON","158","209","128","6.8","8.9","5.5","","","Euro 5","78","3750","Yes","0","166","2.21","1561"
"2019","Kia","2019","Cerato Sedan","GT","1.6","4cyl","Turbo","6","Other","4","5","Sedan","2","Petrol 91RON","158","209","128","6.8","8.9","5.5","","","Euro 5","78","3750","Yes","0","166","2.21","1561"
"2014","Honda","","Civic","VTiS","1.8","4cyl","Normal","5","Auto","4","5","Sedan","2","Petrol 91RON","158","216","125","6.7","9.1","5.3","","","Euro 4","74.00","3750","Yes","0","164","2.21","1538"
"2012","Honda","","Civic","VTi","1.8","4cyl","Normal","5","Auto","4","5","Sedan","2","Petrol 91RON","158","216","125","6.7","9.1","5.3","","","Euro 4","74.00","3750","Yes","0","164","2.21","1538"
"2012","Honda","","Civic","VTiL","1.8","4cyl","Normal","5","Auto","4","5","Sedan","2","Petrol 91RON","158","216","125","6.7","9.1","5.3","","","Euro 4","74.00","3750","Yes","0","164","2.21","1538"
"2018","MG","","MG3","1.5 MT","1.5","4cyl","Normal","5","Manual","4","5","Hatch","2","Petrol 91RON","158","219","124","6.7","9.3","5.3","","","Euro 5","76","3750","Yes","0","164","2.21","1538"
"2025","Kia","","K4","1.6T-GDI GT-line","1.6","4cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 91RON","158","220","122","6.7","9.3","5.1","","","Euro 5","91","3750","Yes","0","164","2.21","1538"
"2017","Subaru","","XV","2.0i","2","4cyl","Normal","1","CVT","4","5","Hatch","4","Petrol 91RON","159","200","136","7","8.8","6","","","Euro 6","76","3750","No","2025","171","2.23","1607"
"2017","Subaru","","XV","2.0i-L","2","4cyl","Normal","1","CVT","4","5","Hatch","4","Petrol 91RON","159","200","136","7","8.8","6","","","Euro 6","76","3750","No","2025","171","2.23","1607"
"2017","Subaru","","XV","2.0i Premium","2","4cyl","Normal","1","CVT","4","5","Hatch","4","Petrol 91RON","159","200","136","7","8.8","6","","","Euro 6","76","3750","No","2025","171","2.23","1607"
"2017","Subaru","","XV","2.0i-S","2","4cyl","Normal","1","CVT","4","5","Hatch","4","Petrol 91RON","159","200","136","7","8.8","6","","","Euro 6","76","3750","No","2025","171","2.23","1607"
"2021","Toyota","","RAV4","EDGE","2.5","4cyl","Normal","8","Auto","4","5","SUV","4","Petrol 91RON","159","201","134","7","8.9","5.9","","","Euro 5","77","3750","Yes","0","171","2.23","1607"
"2017","Ford","BL","Ecosport","Ambiente","1.5","3cyl","Normal","6","Auto","4","5","SUV","2","Petrol 91RON","159","212","128","6.9","9.2","5.6","","","Euro 5","78","3750","Yes","0","169","2.23","1584"
"2018","MG","","MG3","1.5 AT","1.5","4cyl","Normal","4","Auto","4","5","Hatch","2","Petrol 91RON","159","218","126","6.7","9.2","5.3","","","Euro 5","76","3750","Yes","0","164","2.23","1538"
"2020","Hyundai","2021","i30","2.0 MPI","2","4cyl","Normal","6","Auto","4","5","Sedan","2","Petrol 91RON","159","226","121","7","10","5.3","","","Euro 5","76","3750","Yes","0","171","2.23","1607"
"2015","Mazda","","CX-3","","2.0","4cyl","Normal","6","Auto","4","5","Wagon","4","Petrol 91RON","160","190","142","6.7","8","6","","","Euro 5","76.00","3750","Yes","0","164","2.24","1538"
"2020","Honda","","CR-V","VTi","1.5","4cyl","Turbo","1","CVT","4","5","SUV","2","Petrol 91RON","160","201","137","7","8.8","6","","","Euro 5","72","3750","Yes","0","171","2.24","1607"
"2015","Honda","","HR-V","VTiS","1.8","4cyl","Normal","1","CVT","4","5","Wagon","2","Petrol 91RON","160","202","135","6.9","8.7","5.8","","","Euro 5","75.00","3750","Yes","0","169","2.24","1584"
"2015","Honda","","HR-V","VTiL","1.8","4cyl","Normal","1","CVT","4","5","Wagon","2","Petrol 91RON","160","202","135","6.9","8.7","5.8","","","Euro 5","75.00","3750","Yes","0","169","2.24","1584"
"2019","Hyundai","2020","Venue","1.6 MPI","1.6","4cyl","Normal","6","Manual","4","5","SUV","2","Petrol 91RON","160","208","132","7","9.2","5.8","","","Euro 5","76","3750","Yes","0","171","2.24","1607"
"2020","Hyundai","2021","i30","2.0 MPI","2","4cyl","Normal","6","Manual","4","5","Sedan","2","Petrol 91RON","160","213","129","7","9.4","5.7","","","Euro 5","77","3750","Yes","0","171","2.24","1607"
"2017","Mazda","","CX-5","","2","4cyl","Normal","6","Auto","4","5","SUV","2","Petrol 91RON","161","194","142","6.9","8.4","6.1","","","Euro 5","76","3750","Yes","0","169","2.25","1584"
"2017","Mazda","","CX-5","","2","4cyl","Normal","6","Manual","4","5","SUV","2","Petrol 91RON","161","199","139","6.9","8.6","6","","","Euro 5","76","3750","Yes","0","169","2.25","1584"
"2012","Honda","","Civic","VTi","1.8","4cyl","Normal","5","Manual","4","5","Sedan","2","Petrol 91RON","161","212","132","6.8","8.9","5.6","","","Euro 4","77.00","3750","Yes","0","166","2.25","1561"
"2023","Honda","","CR-V","VTi X","1.5","4cyl","Turbo","1","CVT","4","5","SUV","2","Petrol 91RON","162","212","133","7.1","9.3","5.8","","","Euro 5","71","3750","Yes","0","173","2.27","1630"
"2023","Honda","","CR-V","VTi L","1.5","4cyl","Turbo","1","CVT","4","5","SUV","2","Petrol 91RON","162","212","133","7.1","9.3","5.8","","","Euro 5","71","3750","Yes","0","173","2.27","1630"
"2016","Subaru","","Impreza","i-S ES","2","4cyl","Normal","1","CVT","4","5","Hatch","4","Petrol 91RON","163","205","139","7.2","9.1","6.1","","","Euro 6","78","3750","No","2025","176","2.28","1653"
"2016","Subaru","","Impreza","i-S ES","2","4cyl","Normal","1","CVT","4","5","Sedan","4","Petrol 91RON","163","205","139","7.2","9.1","6.1","","","Euro 6","78","3750","No","2025","176","2.28","1653"
"2021","Kia","2022","Sportage","1.6 T-GDI","1.6","4cyl","Turbo","7","Auto","4","5","SUV","4","Petrol 91RON","164","200","144","7.2","8.8","6.3","","","Euro 5","73","3750","No","2025","176","2.3","1653"
"2024","Hyundai","2025","Tucson","1.6 T-GDI","1.6","4cyl","Turbo","7","Auto","4","5","SUV","4","Petrol 91RON","164","200","144","7.2","8.8","6.3","","","Euro 5","77","3750","Yes","0","176","2.3","1653"
"2025","Honda","","Honda ZR-V","VTI L","1.5","4cyl","Turbo","1","CVT","4","5","SUV","2","Petrol 91RON","164","207","139","7.2","9.1","6.1","","","Euro 5","70","3750","Yes","0","176","2.3","1653"
"2025","Honda","","Honda ZR-V","VTI LX","1.5","4cyl","Turbo","1","CVT","4","5","SUV","2","Petrol 91RON","164","207","139","7.2","9.1","6.1","","","Euro 5","70","3750","Yes","0","176","2.3","1653"
"2018","Mazda","","6","","2.5","4cyl","Normal","6","Auto","4","5","Sedan","2","Petrol 91RON","164","209","138","7","8.9","5.9","","","Euro 5","80","3750","Yes","0","171","2.3","1607"
"2018","Mazda","","6","","2.5","4cyl","Normal","6","Auto","4","5","Wagon","2","Petrol 91RON","164","209","138","7","8.9","5.9","","","Euro 5","80","3750","Yes","0","171","2.3","1607"
"2023","MG","","ZST","1.3T 6AT FWD","1.3","3cyl","Turbo","6","Auto","4","5","SUV","2","Petrol 91RON","164","220","132","7.1","9.5","5.7","","","Euro 5","73","2850","Yes","0","173","2.3","1630"
"2024","Mitsubishi","24MY","Eclipse Cross","ES","1.5","4cyl","Turbo","8","CVT","4","5","SUV","2","Petrol 91RON","165","208","140","7.3","9.2","6.2","","","Euro 6","79","3750","Yes","0","178","2.31","1676"
"2024","Mitsubishi","24MY","Eclipse Cross","LS","1.5","4cyl","Turbo","8","CVT","4","5","SUV","2","Petrol 91RON","165","208","140","7.3","9.2","6.2","","","Euro 6","79","3750","Yes","0","178","2.31","1676"
"2024","Mitsubishi","24MY","Eclipse Cross","Black Edition","1.5","4cyl","Turbo","8","CVT","4","5","SUV","2","Petrol 91RON","165","208","140","7.3","9.2","6.2","","","Euro 6","79","3750","Yes","0","178","2.31","1676"
"2024","Mitsubishi","24MY","Eclipse Cross","ASPIRE","1.5","4cyl","Turbo","8","CVT","4","5","SUV","2","Petrol 91RON","165","208","140","7.3","9.2","6.2","","","Euro 6","79","3750","Yes","0","178","2.31","1676"
"2024","Mitsubishi","24MY","Eclipse Cross","EXCEED","1.5","4cyl","Turbo","8","CVT","4","5","SUV","2","Petrol 91RON","165","208","140","7.3","9.2","6.2","","","Euro 6","79","3750","Yes","0","178","2.31","1676"
"2017","MG","","ZS","1.5 4AT FWD","1.5","4cyl","Normal","4","Auto","4","5","SUV","2","Petrol 91RON","165","211","138","7.1","9.1","5.9","","","Euro 5","77","3750","Yes","0","173","2.31","1630"
"2019","Hyundai","2020","Venue","1.6 MPI","1.6","4cyl","Normal","6","Auto","4","5","SUV","2","Petrol 91RON","165","217","136","7.2","9.5","5.9","","","Euro 5","76","3750","Yes","0","176","2.31","1653"
"2024","Chery","","Tiggo 4 Pro","1.5T 2WD","1.5","4cyl","Turbo","1","Auto","4","5","SUV","2","Petrol 91RON","166","202","145","7.3","8.9","6.4","","","Euro 6","76","3750","Yes","0","178","2.32","1676"
"2018","Subaru","","Outback","2.5i","2.5","4cyl","Normal","1","CVT","4","5","Wagon","4","Petrol 91RON","166","207","142","7.3","9.1","6.2","","","Euro 6","74","2700","No","2025","178","2.32","1676"
"2018","Subaru","","Outback","2.5i Premium","2.5","4cyl","Normal","1","CVT","4","5","Wagon","4","Petrol 91RON","166","207","142","7.3","9.1","6.2","","","Euro 6","74","2700","No","2025","178","2.32","1676"
"2018","Subaru","","Liberty","2.5i","2.5","4cyl","Normal","1","CVT","4","5","Sedan","4","Petrol 91RON","166","207","142","7.3","9.1","6.2","","","Euro 6","76","3750","No","2025","178","2.32","1676"
"2018","Subaru","","Liberty","2.5i-Premium","2.5","4cyl","Normal","1","CVT","4","5","Sedan","4","Petrol 91RON","166","207","142","7.3","9.1","6.2","","","Euro 6","76","3750","No","2025","178","2.32","1676"
"2022","Honda","","CR-V","Black Edition","1.5","4cyl","Turbo","1","CVT","4","5","SUV","2","Petrol 91RON","166","209","141","7.3","9.2","6.2","","","Euro 5","72","3750","Yes","0","178","2.32","1676"
"2022","Honda","","CR-V","VTi-7+Luxe","1.5","4cyl","Turbo","1","CVT","4","7","SUV","2","Petrol 91RON","166","209","141","7.3","9.2","6.2","","","Euro 5","72","3750","Yes","0","178","2.32","1676"
"2020","Honda","","CR-V","VTi X","1.5","4cyl","Turbo","1","CVT","4","5","SUV","2","Petrol 91RON","166","209","141","7.3","9.2","6.2","","","Euro 5","72","3750","Yes","0","178","2.32","1676"
"2020","Honda","","CR-V","VTi 7","1.5","4cyl","Turbo","1","CVT","4","7","SUV","2","Petrol 91RON","166","209","141","7.3","9.2","6.2","","","Euro 5","72","3750","Yes","0","178","2.32","1676"
"2020","Honda","","CR-V","VTi L7","1.5","4cyl","Turbo","1","CVT","4","7","SUV","2","Petrol 91RON","166","209","141","7.3","9.2","6.2","","","Euro 5","72","3750","Yes","0","178","2.32","1676"
"2015","Ford","LZ","Focus","ST","2.0","4cyl","Turbo","6","Manual","4","5","Hatch","2","Petrol 91RON","166","216","138","7.3","9.5","6","","","Euro 5","84.00","3750","Yes","0","178","2.32","1676"
"2023","Honda","","CR-V","VTi L7","1.5","4cyl","Turbo","1","CVT","4","7","SUV","2","Petrol 91RON","167","214","139","7.3","9.4","6.1","","","Euro 5","71","3750","Yes","0","178","2.34","1676"
"2023","Honda","","CR-V","VTi X7","1.5","4cyl","Turbo","1","CVT","4","7","SUV","2","Petrol 91RON","167","214","139","7.3","9.4","6.1","","","Euro 5","71","3750","Yes","0","178","2.34","1676"
"2016","Ford","ZG","Escape","Ambiente, Trend, Titanium","1.5","4cyl","Turbo","6","Auto","4","5","SUV","2","Petrol 91RON","167","215","139","7.2","9.3","6","","","Euro 5","77","3750","Yes","0","176","2.34","1653"
"2020","Hyundai","2021","i30","1.6 T-GDI","1.6","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 91RON","167","220","137","7.1","9.4","5.9","","","Euro 5","77","4500","Yes","0","173","2.34","1630"
"2021","Kia","2022","Cerato Hatch","Sport Safety","2","4cyl","Normal","6","Auto","4","5","Hatch","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2021","Kia","2022","Cerato Hatch","Sport+","2","4cyl","Normal","6","Auto","4","5","Hatch","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2021","Kia","2022","Cerato Hatch","S","2","4cyl","Normal","6","Auto","4","5","Hatch","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2021","Kia","2022","Cerato Hatch","Sport","2","4cyl","Normal","6","Auto","4","5","Hatch","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2021","Kia","2022","Cerato Hatch","S Safety","2","4cyl","Normal","6","Auto","4","5","Hatch","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2019","Kia","2019","Cerato Hatch","Si","2","4cyl","Normal","6","Auto","4","5","Hatch","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2019","Kia","2019","Cerato Sedan","Si","2","4cyl","Normal","6","Auto","4","5","Sedan","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2018","Kia","2019","Cerato Hatch","S","2","4cyl","Normal","6","Auto","4","5","Hatch","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2018","Kia","2019","Cerato Hatch","Sport","2","4cyl","Normal","6","Auto","4","5","Hatch","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2018","Kia","2019","Cerato Hatch","Sport+","2","4cyl","Normal","6","Auto","4","5","Hatch","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2018","Kia","2019","Cerato Sedan","S","2","4cyl","Normal","6","Auto","4","5","Sedan","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2018","Kia","2019","Cerato Sedan","Sport","2","4cyl","Normal","6","Auto","4","5","Sedan","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
"2018","Kia","2019","Cerato Sedan","Sport+","2","4cyl","Normal","6","Auto","4","5","Sedan","2","Petrol 91RON","167","231","130","7.4","10.2","5.7","","","Euro 5","77","3750","Yes","0","181","2.34","1699"
