Postcode,State,Fuel Type, 31-Jan-2021 , 31-Jan-2022 , 31-Jan-2023 , 31-Jan-2024 , 31-Jan-2025 
5118,SA,ICE,15138,15581,15896,16330,16663
5120,SA,BEV,0,4,9,21,40
5120,SA,Hybrid/PHEV,13,17,26,50,158
5120,SA,ICE,2482,2689,2831,3239,3955
5121,SA,BEV,0,0,3,8,15
5121,SA,Hybrid/PHEV,6,20,33,44,68
5121,SA,ICE,1671,1823,1891,2021,2194
5125,SA,BEV,7,16,34,72,132
5125,SA,Hybrid/PHEV,122,183,302,396,581
5125,SA,ICE,14878,15058,15129,15129,15218
5126,SA,BEV,0,3,6,17,35
5126,SA,Hybrid/PHEV,41,54,65,94,142
5126,SA,ICE,5421,5512,5537,5592,5624
5127,SA,BEV,3,0,6,25,51
5127,SA,Hybrid/PHEV,48,59,86,113,166
5127,SA,ICE,5830,5772,5763,5793,5741
5131,SA,BEV,0,0,0,4,6
5131,SA,Hybrid/PHEV,7,7,9,18,21
5131,SA,ICE,965,972,981,1021,995
5132,SA,BEV,0,0,3,3,3
5132,SA,Hybrid/PHEV,3,0,3,5,7
5132,SA,ICE,411,431,445,453,436
5133,SA,BEV,0,0,0,0,3
5133,SA,Hybrid/PHEV,0,0,3,3,9
5133,SA,ICE,357,374,387,403,410
5134,SA,BEV,0,0,3,4,10
5134,SA,Hybrid/PHEV,3,4,7,6,7
5134,SA,ICE,391,385,401,398,398
5136,SA,BEV,0,0,4,5,10
5136,SA,Hybrid/PHEV,7,7,8,9,12
5136,SA,ICE,444,444,450,479,472
5137,SA,BEV,0,0,4,7,8
5137,SA,Hybrid/PHEV,3,5,5,10,13
5137,SA,ICE,575,565,561,541,539
5138,SA,Hybrid/PHEV,0,0,3,4,3
5138,SA,ICE,301,311,308,318,309
5139,SA,BEV,0,0,0,6,6
5139,SA,Hybrid/PHEV,3,3,0,0,3
5139,SA,ICE,256,263,262,260,281
5140,SA,BEV,0,0,4,4,7
5140,SA,Hybrid/PHEV,3,6,5,6,4
5140,SA,ICE,353,349,350,347,343
5141,SA,BEV,0,3,5,12,24
5141,SA,Hybrid/PHEV,11,14,16,17,22
5141,SA,ICE,644,678,646,654,641
5142,SA,BEV,3,4,5,8,9
5142,SA,Hybrid/PHEV,5,7,12,15,17
5142,SA,ICE,489,489,517,524,535
5144,SA,BEV,0,0,3,5,8
5144,SA,Hybrid/PHEV,4,4,6,7,8
5144,SA,ICE,422,441,434,427,416
5150,SA,BEV,0,0,3,3,4
5150,SA,Hybrid/PHEV,0,3,0,0,0
5150,SA,ICE,50,56,55,57,64
5151,SA,BEV,0,0,3,3,8
5151,SA,Hybrid/PHEV,3,3,3,4,6
5151,SA,ICE,357,371,369,383,395
5152,SA,BEV,10,36,56,93,146
5152,SA,Hybrid/PHEV,72,90,101,135,183
5152,SA,ICE,5248,5337,5313,5321,5306
5153,SA,BEV,9,13,25,67,117
5153,SA,Hybrid/PHEV,45,54,74,94,134
5153,SA,ICE,5885,6048,6113,6271,6293
5154,SA,BEV,0,12,25,47,76
5154,SA,Hybrid/PHEV,36,40,52,71,84
5154,SA,ICE,2798,2817,2822,2897,2887
5155,SA,BEV,4,10,16,27,46
5155,SA,Hybrid/PHEV,44,59,68,75,113
5155,SA,ICE,3065,3081,3176,3121,3126
5156,SA,BEV,0,0,3,3,14
5156,SA,Hybrid/PHEV,5,11,10,12,21
5156,SA,ICE,824,837,819,828,863
5157,SA,BEV,0,5,11,17,27
5157,SA,Hybrid/PHEV,19,26,28,37,50
5157,SA,ICE,2997,3037,3156,3203,3220
5158,SA,BEV,8,11,23,80,142
5158,SA,Hybrid/PHEV,160,229,287,349,524
5158,SA,ICE,18421,18573,18675,18694,18727
5159,SA,BEV,9,22,57,142,262
5159,SA,Hybrid/PHEV,165,255,396,569,860
5159,SA,ICE,25311,25631,25834,26109,26106
5160,SA,BEV,0,0,4,7,7
5160,SA,Hybrid/PHEV,6,8,12,12,15
5160,SA,ICE,1760,1897,1864,1930,1915
5161,SA,BEV,3,6,10,24,54
5161,SA,Hybrid/PHEV,64,73,74,123,212
5161,SA,ICE,7792,7843,7733,7958,8178
5162,SA,BEV,5,8,25,78,138
5162,SA,Hybrid/PHEV,173,238,320,388,582
5162,SA,ICE,25175,25333,25451,25824,25886
5163,SA,BEV,3,6,15,30,51
5163,SA,Hybrid/PHEV,63,75,84,117,180
5163,SA,ICE,10142,10332,10549,10796,11004
5164,SA,BEV,0,3,3,6,7
5164,SA,Hybrid/PHEV,16,22,26,25,49
5164,SA,ICE,2994,3020,2984,3059,3104
5165,SA,BEV,0,3,6,18,32
5165,SA,Hybrid/PHEV,37,54,71,104,138
5165,SA,ICE,4307,4376,4419,4456,4445
5166,SA,BEV,0,0,0,4,7
5166,SA,Hybrid/PHEV,8,10,14,15,25
5166,SA,ICE,1369,1368,1386,1454,1497
5167,SA,BEV,3,5,10,30,50
5167,SA,Hybrid/PHEV,37,60,64,82,119
5167,SA,ICE,4632,4810,4800,4872,4941
5168,SA,BEV,0,3,8,20,45
5168,SA,Hybrid/PHEV,82,105,128,154,186
5168,SA,ICE,4108,4155,4230,4193,4238
5169,SA,BEV,6,13,28,75,134
5169,SA,Hybrid/PHEV,85,142,192,249,375
5169,SA,ICE,13266,13823,14229,14596,15072
5170,SA,BEV,3,0,3,6,12
5170,SA,Hybrid/PHEV,6,9,12,17,29
5170,SA,ICE,953,963,951,1007,1058
5171,SA,BEV,0,4,10,26,43
5171,SA,Hybrid/PHEV,39,49,58,71,107
5171,SA,ICE,5395,5483,5573,5631,5592
5172,SA,BEV,7,11,18,38,60
5172,SA,Hybrid/PHEV,31,46,55,68,96
5172,SA,ICE,3752,3783,3792,3813,3797
5173,SA,BEV,8,11,21,61,83
5173,SA,Hybrid/PHEV,68,97,126,159,215
5173,SA,ICE,9559,9563,9732,9909,10086
5174,SA,BEV,3,0,3,11,18
5174,SA,Hybrid/PHEV,22,25,34,37,41
5174,SA,ICE,2575,2582,2624,2652,2726
5201,SA,BEV,0,0,6,16,22
5201,SA,Hybrid/PHEV,9,14,18,27,41
5201,SA,ICE,2023,2135,2169,2224,2312
5202,SA,BEV,0,0,0,0,0
5202,SA,Hybrid/PHEV,7,8,16,18,21
5202,SA,ICE,931,943,960,1007,1029
5203,SA,BEV,3,0,0,0,3
5203,SA,Hybrid/PHEV,5,9,13,14,20
5203,SA,ICE,1263,1280,1319,1333,1328
5204,SA,BEV,3,0,5,13,22
5204,SA,Hybrid/PHEV,11,15,21,37,58
5204,SA,ICE,3036,3099,3209,3276,3294
5210,SA,BEV,0,3,0,4,6
5210,SA,Hybrid/PHEV,15,18,29,35,50
5210,SA,ICE,1717,1713,1709,1778,1776
5211,SA,BEV,9,15,26,53,102
5211,SA,Hybrid/PHEV,106,150,193,246,361
5211,SA,ICE,13732,14010,14301,14491,14772
5212,SA,BEV,3,3,3,10,13
5212,SA,Hybrid/PHEV,14,19,27,33,49
5212,SA,ICE,1857,1902,1914,1911,1921
5213,SA,BEV,0,0,4,6,10
5213,SA,Hybrid/PHEV,8,11,14,14,31
5213,SA,ICE,1195,1189,1171,1180,1200
5214,SA,BEV,4,6,15,34,57
5214,SA,Hybrid/PHEV,55,75,100,125,186
5214,SA,ICE,8186,8437,8541,8828,9151
5220,SA,Hybrid/PHEV,0,0,3,0,3
5220,SA,ICE,337,324,322,315,326
5221,SA,Hybrid/PHEV,0,4,6,7,8
5221,SA,ICE,435,476,482,502,522
5222,SA,BEV,3,3,5,5,10
5222,SA,Hybrid/PHEV,0,3,6,9,14
5222,SA,ICE,874,892,990,1101,1192
5223,SA,BEV,0,3,3,9,16
5223,SA,Hybrid/PHEV,13,18,22,31,40
5223,SA,ICE,3637,3699,4000,4101,4189
5231,SA,BEV,0,0,3,5,10
5231,SA,Hybrid/PHEV,8,14,15,18,22
5231,SA,ICE,1066,1069,1071,1154,1153
5232,SA,BEV,3,0,0,3,7
5232,SA,Hybrid/PHEV,3,4,6,5,7
5232,SA,ICE,423,417,414,396,407
5233,SA,BEV,0,3,3,6,11
5233,SA,Hybrid/PHEV,5,8,9,14,16
5233,SA,ICE,1327,1385,1392,1388,1415
5234,SA,BEV,3,0,3,7,12
5234,SA,Hybrid/PHEV,3,5,8,12,22
5234,SA,ICE,1307,1315,1292,1321,1312
5235,SA,BEV,0,0,3,8,10
5235,SA,Hybrid/PHEV,8,13,23,25,44
5235,SA,ICE,2537,2576,2612,2614,2698
5236,SA,BEV,0,0,0,0,0
5236,SA,Hybrid/PHEV,0,0,0,3,3
5236,SA,ICE,329,320,347,359,336
5237,SA,BEV,0,0,0,0,3
5237,SA,Hybrid/PHEV,3,0,3,3,4
5237,SA,ICE,428,443,439,436,425
5238,SA,BEV,3,3,3,7,15
5238,SA,Hybrid/PHEV,14,22,24,33,44
5238,SA,ICE,4446,4584,4709,4850,4896
5240,SA,BEV,0,3,3,3,3
5240,SA,Hybrid/PHEV,3,5,3,5,11
5240,SA,ICE,543,548,565,571,567
5241,SA,BEV,0,0,0,3,9
5241,SA,Hybrid/PHEV,9,15,22,27,40
5241,SA,ICE,2150,2130,2214,2241,2259
5242,SA,BEV,0,3,7,9,17
5242,SA,Hybrid/PHEV,13,18,23,25,36
5242,SA,ICE,1379,1400,1416,1433,1437
5243,SA,BEV,0,3,6,9,14
5243,SA,Hybrid/PHEV,3,5,5,7,21
5243,SA,ICE,869,883,887,917,925
5244,SA,BEV,3,5,13,29,50
5244,SA,Hybrid/PHEV,35,44,57,73,92
5244,SA,ICE,3820,3883,4046,4242,4237
5245,SA,BEV,0,4,8,20,32
5245,SA,Hybrid/PHEV,36,48,59,73,111
5245,SA,ICE,2683,2713,2726,2757,2752
5250,SA,BEV,0,0,6,25,35
5250,SA,Hybrid/PHEV,25,39,53,79,115
5250,SA,ICE,3000,3077,3110,3231,3167
5251,SA,BEV,3,12,38,104,199
5251,SA,Hybrid/PHEV,192,261,340,440,680
5251,SA,ICE,13333,14189,15000,15885,16704
5252,SA,BEV,4,6,8,25,49
5252,SA,Hybrid/PHEV,51,68,81,93,141
5252,SA,ICE,5170,5299,5468,5473,5503
5253,SA,BEV,3,3,9,23,44
5253,SA,Hybrid/PHEV,163,190,183,217,288
5253,SA,ICE,15924,16129,16369,16771,17369
5254,SA,BEV,0,0,0,4,4
5254,SA,Hybrid/PHEV,16,15,20,23,35
5254,SA,ICE,2463,2571,2743,2838,2984
5255,SA,BEV,6,9,19,42,69
5255,SA,Hybrid/PHEV,67,92,125,154,198
5255,SA,ICE,8942,9122,9409,9701,9967
5256,SA,BEV,0,0,3,3,6
5256,SA,Hybrid/PHEV,8,10,11,18,20
5256,SA,ICE,1448,1497,1560,1623,1671
5259,SA,BEV,0,3,3,4,5
5259,SA,Hybrid/PHEV,0,0,7,11,9
5259,SA,ICE,1090,1133,1145,1192,1247
5260,SA,BEV,3,0,3,4,7
5260,SA,Hybrid/PHEV,10,11,9,13,12
5260,SA,ICE,1577,1647,1704,1734,1795
5261,SA,Hybrid/PHEV,3,3,3,0,3
5261,SA,ICE,468,465,477,480,499
5262,SA,Hybrid/PHEV,0,3,4,3,5
5262,SA,ICE,571,551,567,562,544
5263,SA,BEV,0,3,0,0,0
5263,SA,Hybrid/PHEV,3,0,3,3,4
5263,SA,ICE,335,321,314,310,317
5264,SA,BEV,0,0,0,0,0
5264,SA,Hybrid/PHEV,4,7,6,11,13
5264,SA,ICE,1437,1413,1426,1434,1466
5265,SA,BEV,0,0,0,0,3
5265,SA,Hybrid/PHEV,0,0,0,3,3
5265,SA,ICE,411,411,419,444,436
5266,SA,Hybrid/PHEV,0,0,0,3,7
5266,SA,ICE,680,690,700,708,689
5267,SA,BEV,0,0,0,3,3
5267,SA,Hybrid/PHEV,8,7,13,15,22
5267,SA,ICE,2022,2108,2079,2149,2181
5268,SA,BEV,0,0,0,0,3
5268,SA,Hybrid/PHEV,9,13,22,32,51
5268,SA,ICE,3523,3583,3590,3603,3642
5269,SA,ICE,252,265,258,266,264
5270,SA,Hybrid/PHEV,0,0,5,5,4
5270,SA,ICE,665,676,641,654,662
5271,SA,BEV,0,0,3,4,7
5271,SA,Hybrid/PHEV,35,56,82,96,119
5271,SA,ICE,7404,7355,7385,7441,7463
5272,SA,BEV,0,0,0,0,0
5272,SA,Hybrid/PHEV,5,3,3,4,7
5272,SA,ICE,1002,1032,1030,1031,1051
5273,SA,BEV,0,0,0,3,3
5273,SA,Hybrid/PHEV,0,0,0,3,0
5273,SA,ICE,148,146,154,160,151
5275,SA,BEV,0,0,0,0,3
5275,SA,Hybrid/PHEV,6,9,8,17,29
5275,SA,ICE,2602,2583,2673,2751,2727
5276,SA,BEV,0,0,3,3,4
5276,SA,Hybrid/PHEV,3,6,16,16,20
5276,SA,ICE,1468,1504,1584,1605,1605
5277,SA,BEV,0,0,3,0,3
5277,SA,Hybrid/PHEV,9,9,16,21,33
5277,SA,ICE,2956,2982,2958,3033,3049
5278,SA,BEV,0,0,0,0,0
5278,SA,Hybrid/PHEV,0,0,3,5,6
5278,SA,ICE,560,566,564,598,598
5279,SA,Hybrid/PHEV,0,0,0,3,4
5279,SA,ICE,440,482,492,486,482
5280,SA,BEV,0,0,5,11,13
5280,SA,Hybrid/PHEV,28,39,60,69,101
5280,SA,ICE,7280,7362,7516,7525,7617
5290,SA,BEV,0,5,11,33,54
5290,SA,Hybrid/PHEV,118,190,259,316,424
5290,SA,ICE,21941,22206,22445,22557,22601
5291,SA,BEV,0,0,4,9,15
5291,SA,Hybrid/PHEV,19,36,67,85,126
5291,SA,ICE,8672,9096,9381,9656,9866
5301,SA,Hybrid/PHEV,0,0,3,3,3
5301,SA,ICE,690,716,728,728,735
5302,SA,BEV,0,3,3,0,0
5302,SA,Hybrid/PHEV,3,5,6,7,11
5302,SA,ICE,874,898,901,901,898
5303,SA,Hybrid/PHEV,0,0,3,3,4
5303,SA,ICE,246,252,247,268,259
5304,SA,BEV,0,0,0,3,3
5304,SA,Hybrid/PHEV,3,3,5,5,4
5304,SA,ICE,945,952,962,961,987
5306,SA,ICE,105,102,109,110,110
5307,SA,Hybrid/PHEV,0,0,3,3,3
5307,SA,ICE,599,602,599,604,607
5308,SA,ICE,153,153,141,152,163
5309,SA,Hybrid/PHEV,0,0,3,3,0
5309,SA,ICE,157,161,177,177,184
5310,SA,Hybrid/PHEV,3,0,3,3,0
5310,SA,ICE,78,78,71,76,79
5311,SA,Hybrid/PHEV,3,3,3,3,4
5311,SA,ICE,443,442,445,444,461
5320,SA,Hybrid/PHEV,3,4,4,4,5
5320,SA,ICE,759,768,804,823,841
5321,SA,Hybrid/PHEV,6,5,4,3,0
5321,SA,ICE,368,378,357,362,368
5322,SA,BEV,0,0,0,3,0
5322,SA,Hybrid/PHEV,6,8,11,15,23
5322,SA,ICE,860,864,877,883,912
5330,SA,BEV,0,0,0,3,4
5330,SA,Hybrid/PHEV,21,30,33,40,66
5330,SA,ICE,3437,3514,3478,3512,3549
5331,SA,BEV,0,0,0,3,0
5331,SA,Hybrid/PHEV,0,0,0,0,3
5331,SA,ICE,377,379,395,375,374
5332,SA,Hybrid/PHEV,3,0,0,0,3
5332,SA,ICE,408,415,415,417,412
5333,SA,BEV,0,0,0,9,9
5333,SA,Hybrid/PHEV,20,30,40,46,73
5333,SA,ICE,5484,5552,5642,5693,5747
5340,SA,BEV,3,3,0,3,4
5340,SA,Hybrid/PHEV,3,5,9,14,22
5340,SA,ICE,1363,1421,1382,1402,1432
5341,SA,BEV,0,0,3,6,9
5341,SA,Hybrid/PHEV,25,42,58,74,110
5341,SA,ICE,7039,7135,7189,7259,7342
5342,SA,BEV,0,0,0,0,0
5342,SA,Hybrid/PHEV,5,7,9,13,16
5342,SA,ICE,1125,1119,1171,1162,1179
5343,SA,BEV,0,0,0,7,8
5343,SA,Hybrid/PHEV,51,80,92,117,147
5343,SA,ICE,4578,4578,4620,4623,4573
5344,SA,BEV,0,0,0,0,0
5344,SA,Hybrid/PHEV,3,0,4,3,6
5344,SA,ICE,911,945,964,989,991
5345,SA,BEV,0,0,0,3,7
5345,SA,Hybrid/PHEV,15,24,25,31,47
5345,SA,ICE,3162,3238,3258,3352,3392
5346,SA,Hybrid/PHEV,0,0,0,0,0
5346,SA,ICE,375,385,399,395,378
5350,SA,BEV,0,0,3,0,4
5350,SA,Hybrid/PHEV,5,5,8,9,12
5350,SA,ICE,573,579,567,577,607
5351,SA,BEV,0,5,9,20,31
5351,SA,Hybrid/PHEV,37,44,65,84,102
5351,SA,ICE,5461,5607,5691,5841,5875
5352,SA,BEV,3,5,11,20,32
5352,SA,Hybrid/PHEV,54,76,107,134,173
5352,SA,ICE,5007,5028,5082,5140,5129
5353,SA,BEV,3,0,3,9,14
5353,SA,Hybrid/PHEV,10,28,47,58,84
5353,SA,ICE,3814,3923,3966,4035,4088
5354,SA,BEV,3,0,0,0,3
5354,SA,Hybrid/PHEV,0,0,5,5,6
5354,SA,ICE,496,474,483,493,514
5355,SA,BEV,0,3,16,40,56
5355,SA,Hybrid/PHEV,35,66,99,137,195
5355,SA,ICE,7515,7695,7946,8181,8266
5356,SA,Hybrid/PHEV,5,7,10,10,13
5356,SA,ICE,816,823,855,879,900
5357,SA,BEV,0,0,0,0,0
5357,SA,Hybrid/PHEV,0,0,0,3,5
5357,SA,ICE,514,523,536,507,517
5360,SA,BEV,0,3,3,3,10
5360,SA,Hybrid/PHEV,8,14,16,23,27
5360,SA,ICE,1117,1103,1108,1120,1161
5371,SA,BEV,0,0,0,0,9
5371,SA,Hybrid/PHEV,3,5,7,10,28
5371,SA,ICE,1518,1522,1591,1647,1818
5372,SA,BEV,0,3,4,7,13
5372,SA,Hybrid/PHEV,6,8,15,22,35
5372,SA,ICE,2040,2152,2203,2249,2315
5373,SA,BEV,0,0,4,8,11
5373,SA,Hybrid/PHEV,15,21,22,30,44
5373,SA,ICE,3159,3200,3257,3379,3419
5374,SA,BEV,0,0,0,0,0
5374,SA,Hybrid/PHEV,4,6,6,5,15
5374,SA,ICE,1575,1605,1634,1662,1744
5381,SA,Hybrid/PHEV,0,0,0,0,3
5381,SA,ICE,449,452,444,453,451
5400,SA,BEV,0,0,0,0,5
5400,SA,Hybrid/PHEV,3,3,6,9,18
5400,SA,ICE,814,874,915,955,985
5401,SA,BEV,0,0,3,3,0
5401,SA,Hybrid/PHEV,4,7,9,9,14
5401,SA,ICE,764,764,782,783,825
5410,SA,BEV,0,0,0,0,0
5410,SA,Hybrid/PHEV,0,0,0,0,0
5410,SA,ICE,351,339,338,371,368
5411,SA,Hybrid/PHEV,0,3,0,3,4
5411,SA,ICE,342,350,369,372,388
5412,SA,BEV,0,0,0,0,0
5412,SA,Hybrid/PHEV,4,10,12,14,18
5412,SA,ICE,1146,1107,1115,1114,1128
5413,SA,BEV,0,0,3,0,3
5413,SA,Hybrid/PHEV,3,5,6,6,13
5413,SA,ICE,993,999,1036,1045,1032
5414,SA,BEV,0,0,0,0,0
5414,SA,Hybrid/PHEV,0,0,0,3,3
5414,SA,ICE,169,180,179,183,177
5415,SA,Hybrid/PHEV,0,0,0,4,7
5415,SA,ICE,231,256,270,293,270
5416,SA,Hybrid/PHEV,3,0,3,0,4
5416,SA,ICE,222,234,237,267,274
5417,SA,BEV,0,0,0,3,3
5417,SA,Hybrid/PHEV,3,7,11,11,20
5417,SA,ICE,1563,1564,1604,1616,1628
5418,SA,Hybrid/PHEV,0,0,0,0,0
5418,SA,ICE,130,132,122,129,134
5419,SA,Hybrid/PHEV,3,0,0,0,4
5419,SA,ICE,246,245,251,253,258
5420,SA,Hybrid/PHEV,0,0,0,3,0
5420,SA,ICE,118,117,110,118,94
5421,SA,Hybrid/PHEV,0,0,3,0,0
5421,SA,ICE,140,134,138,141,134
5422,SA,Hybrid/PHEV,6,8,8,10,14
5422,SA,ICE,1487,1505,1480,1465,1504
5431,SA,BEV,0,0,0,0,3
5431,SA,Hybrid/PHEV,4,6,8,11,10
5431,SA,ICE,993,992,986,963,961
5432,SA,BEV,0,0,0,0,3
5432,SA,Hybrid/PHEV,0,0,3,3,4
5432,SA,ICE,170,173,188,202,210
5433,SA,BEV,0,0,0,0,0
5433,SA,Hybrid/PHEV,3,5,6,9,10
5433,SA,ICE,1290,1310,1280,1266,1267
5434,SA,BEV,0,0,0,0,3
5434,SA,Hybrid/PHEV,0,3,3,3,6
5434,SA,ICE,410,419,432,435,425
5440,SA,ICE,289,291,284,289,312
5451,SA,BEV,0,0,0,3,4
5451,SA,Hybrid/PHEV,6,8,7,8,12
5451,SA,ICE,709,726,763,777,798
5452,SA,Hybrid/PHEV,6,8,7,8,13
5452,SA,ICE,435,435,441,462,477
5453,SA,BEV,0,0,0,4,8
5453,SA,Hybrid/PHEV,35,44,62,84,120
5453,SA,ICE,4921,4923,5011,5086,5072
5454,SA,Hybrid/PHEV,3,3,6,7,7
5454,SA,ICE,403,400,404,413,404
5455,SA,ICE,56,56,65,57,61
5460,SA,BEV,0,0,0,0,3
5460,SA,Hybrid/PHEV,3,3,5,6,9
5460,SA,ICE,719,729,747,763,776
5461,SA,BEV,0,0,0,0,4
5461,SA,Hybrid/PHEV,9,12,14,17,35
5461,SA,ICE,2392,2391,2432,2446,2525
5462,SA,Hybrid/PHEV,0,0,0,4,8
5462,SA,ICE,532,546,547,542,523
5464,SA,Hybrid/PHEV,0,3,4,5,8
5464,SA,ICE,625,616,614,612,614
5470,SA,Hybrid/PHEV,0,0,0,0,3
5470,SA,ICE,155,153,149,159,158
5471,SA,Hybrid/PHEV,0,3,0,3,6
5471,SA,ICE,120,119,126,121,114
5472,SA,Hybrid/PHEV,0,3,3,0,3
5472,SA,ICE,193,183,208,213,205
5473,SA,Hybrid/PHEV,5,9,11,12,13
5473,SA,ICE,697,702,705,733,748
5480,SA,Hybrid/PHEV,3,5,9,14,17
5480,SA,ICE,878,909,941,941,943
5481,SA,BEV,0,0,0,3,3
5481,SA,Hybrid/PHEV,3,3,6,10,11
5481,SA,ICE,661,653,646,632,619
5482,SA,BEV,0,0,0,0,3
5482,SA,Hybrid/PHEV,4,5,7,7,11
5482,SA,ICE,552,563,575,605,590
5483,SA,Hybrid/PHEV,6,6,7,8,8
5483,SA,ICE,348,348,354,372,344
5485,SA,BEV,0,0,0,0,0
5485,SA,Hybrid/PHEV,0,3,0,3,3
5485,SA,ICE,606,629,622,619,613
5490,SA,Hybrid/PHEV,0,0,0,3,0
5490,SA,ICE,186,185,181,190,185
5491,SA,BEV,0,0,0,0,4
5491,SA,Hybrid/PHEV,11,17,28,40,52
5491,SA,ICE,1887,1886,1958,1987,1993
5493,SA,ICE,104,97,109,102,96
5495,SA,Hybrid/PHEV,0,3,3,3,6
5495,SA,ICE,643,630,629,672,680
5501,SA,BEV,0,0,3,12,37
5501,SA,Hybrid/PHEV,29,43,56,74,131
5501,SA,ICE,7629,7962,8326,8744,9149
5502,SA,BEV,0,0,0,3,8
5502,SA,Hybrid/PHEV,4,7,10,12,22
5502,SA,ICE,1595,1612,1639,1663,1688
5510,SA,BEV,0,0,0,0,3
5510,SA,Hybrid/PHEV,0,0,0,0,0
5510,SA,ICE,154,144,135,133,137
5520,SA,Hybrid/PHEV,3,0,3,3,4
5520,SA,ICE,578,565,576,564,571
5521,SA,Hybrid/PHEV,3,0,0,3,3
5521,SA,ICE,167,170,168,179,169
5522,SA,BEV,0,0,0,0,0
5522,SA,Hybrid/PHEV,5,7,8,13,24
5522,SA,ICE,1382,1395,1424,1486,1512
5523,SA,BEV,3,0,3,5,7
5523,SA,Hybrid/PHEV,17,20,23,34,50
5523,SA,ICE,1866,1906,1924,1965,1970
5540,SA,BEV,0,0,0,5,20
5540,SA,Hybrid/PHEV,112,155,193,216,273
5540,SA,ICE,11890,12023,12102,12329,12422
5550,SA,BEV,0,0,0,0,5
5550,SA,Hybrid/PHEV,3,8,10,11,13
5550,SA,ICE,836,844,869,935,943
5552,SA,BEV,0,0,0,0,3
5552,SA,Hybrid/PHEV,0,3,0,3,4
5552,SA,ICE,348,337,363,380,381
5554,SA,BEV,3,0,4,4,4
5554,SA,Hybrid/PHEV,34,46,70,87,112
5554,SA,ICE,4932,5074,5181,5309,5322
5555,SA,Hybrid/PHEV,4,4,4,5,5
5555,SA,ICE,662,646,652,651,632
5556,SA,BEV,0,0,0,3,5
5556,SA,Hybrid/PHEV,19,35,48,64,92
5556,SA,ICE,3732,3864,3985,4040,4179
5558,SA,BEV,0,0,0,5,6
5558,SA,Hybrid/PHEV,16,33,46,66,101
5558,SA,ICE,4634,4725,4921,5130,5280
5560,SA,BEV,0,0,0,0,0
5560,SA,Hybrid/PHEV,3,4,7,8,13
5560,SA,ICE,445,450,467,488,493
5570,SA,BEV,0,0,0,0,3
5570,SA,Hybrid/PHEV,0,3,3,3,4
5570,SA,ICE,665,671,663,689,676
5571,SA,BEV,0,0,0,0,3
5571,SA,Hybrid/PHEV,7,15,19,21,31
5571,SA,ICE,1923,1921,1982,2000,1997
5572,SA,Hybrid/PHEV,0,0,0,0,0
5572,SA,ICE,209,198,199,193,206
5573,SA,BEV,0,0,3,4,7
5573,SA,Hybrid/PHEV,16,21,25,35,40
5573,SA,ICE,2304,2317,2390,2445,2466
5575,SA,BEV,0,0,0,3,3
5575,SA,Hybrid/PHEV,4,16,20,22,36
5575,SA,ICE,2601,2621,2643,2676,2691
5576,SA,BEV,0,0,0,3,0
5576,SA,Hybrid/PHEV,3,4,7,7,9
5576,SA,ICE,1123,1104,1131,1156,1182
5577,SA,Hybrid/PHEV,0,3,3,6,6
5577,SA,ICE,647,651,663,675,698
5580,SA,Hybrid/PHEV,3,0,0,0,0
5580,SA,ICE,415,422,457,483,473
5581,SA,BEV,0,0,0,0,0
5581,SA,Hybrid/PHEV,0,4,3,6,10
5581,SA,ICE,595,593,597,597,591
5582,SA,Hybrid/PHEV,0,0,0,0,5
5582,SA,ICE,616,613,608,621,620
5583,SA,Hybrid/PHEV,4,3,3,4,9
5583,SA,ICE,878,902,890,930,952
5600,SA,BEV,0,0,0,6,11
5600,SA,Hybrid/PHEV,68,85,104,124,163
5600,SA,ICE,5845,5886,6018,6097,6045
5601,SA,Hybrid/PHEV,0,0,0,0,3
5601,SA,ICE,68,64,69,70,77
5602,SA,BEV,0,0,0,3,3
5602,SA,Hybrid/PHEV,3,4,9,12,18
5602,SA,ICE,1341,1370,1414,1425,1445
5603,SA,Hybrid/PHEV,0,0,3,3,3
5603,SA,ICE,435,436,451,479,497
5604,SA,Hybrid/PHEV,0,0,0,0,3
5604,SA,ICE,214,228,228,239,239
5605,SA,Hybrid/PHEV,8,10,11,12,21
5605,SA,ICE,1807,1824,1892,1892,1907
5606,SA,BEV,0,4,9,12,21
5606,SA,Hybrid/PHEV,89,115,156,204,248
5606,SA,ICE,12339,12465,12538,12701,12727
5607,SA,BEV,0,0,0,3,4
5607,SA,Hybrid/PHEV,16,23,30,39,57
5607,SA,ICE,4203,4423,4657,4819,4955
5608,SA,BEV,0,0,4,9,12
5608,SA,Hybrid/PHEV,89,120,149,173,232
5608,SA,ICE,8688,8726,8833,8964,8952
5609,SA,BEV,0,3,0,0,7
5609,SA,Hybrid/PHEV,9,14,18,23,31
5609,SA,ICE,1473,1451,1447,1499,1527
5611,SA,BEV,0,0,3,0,3
5611,SA,Hybrid/PHEV,0,0,0,0,0
5611,SA,ICE,142,146,150,157,171
5630,SA,ICE,125,128,127,126,128
5631,SA,Hybrid/PHEV,0,0,3,4,15
5631,SA,ICE,1078,1099,1067,1088,1079
5632,SA,Hybrid/PHEV,0,3,3,3,4
5632,SA,ICE,287,287,303,303,301
5633,SA,Hybrid/PHEV,3,3,0,0,3
5633,SA,ICE,358,365,367,380,386
5640,SA,Hybrid/PHEV,3,0,3,4,6
