latitude,longitude,traffic_count,nearest_charger_distance,area_type,high_traffic,low_supply,is_blackspot
-39.03075552944351,146.32595900639882,0.7123287671232876,26.53440349773784,Rural,False,Low Supply,False
-38.85549189068713,146.2461645529206,3.287671232876712,6.078967828601127,Rural,False,Moderate Supply,False
-38.85325922200269,143.52223607177527,1.7534246575342465,16.58691063511396,Rural,False,Moderate Supply,False
-38.81990688524559,146.11898717205932,1.6164383561643834,7.528739673350006,Rural,False,Moderate Supply,False
-38.81920070197171,146.11667965312225,3.2328767123287667,7.718189897063472,Rural,False,Moderate Supply,False
-38.78251970166531,143.53663047743254,11.616438356164384,11.790636904685163,Rural,False,Moderate Supply,False
-38.78208799072341,143.6509664353095,14.794520547945206,3.08506152656814,Rural,False,Moderate Supply,False
-38.75639997018044,146.13797002393648,4.520547945205479,8.412961494527865,Rural,False,Moderate Supply,False
-38.75239216021046,146.1348695253443,2.5753424657534247,7.893981083100264,Rural,False,Moderate Supply,False
-38.74183916402703,143.67525856584473,27.397260273972602,1.7931731124627237,Rural,False,Moderate Supply,False
-38.726533044424194,143.70819750209523,21.36986301369863,4.8463795424797205,Rural,False,Moderate Supply,False
-38.72423549041615,143.71143484586304,27.753424657534246,5.225995027285176,Rural,False,Moderate Supply,False
-38.72392278217446,143.71807761250565,29.041095890410958,5.706879046086916,Rural,False,Moderate Supply,False
-38.71278984763307,143.70867600391531,5.178082191780822,6.037120521600029,Rural,False,Moderate Supply,False
-38.71068108152793,146.3966646083985,0.7945205479452054,18.18399711637703,Rural,False,Moderate Supply,False
-38.70753783685438,146.08882056487516,6.8493150684931505,1.5693728316550308,Rural,False,Moderate Supply,False
-38.70230690856045,145.83261197206596,4.383561643835616,14.075118693043397,Rural,False,Moderate Supply,False
-38.699864154613074,146.46487877698985,1.4794520547945205,23.65123361398687,Rural,False,Low Supply,False
-38.69352640868402,146.08627517026258,11.506849315068493,0.33494752291545393,Rural,False,Moderate Supply,False
-38.69198688326188,146.4546121092766,3.863013698630137,23.818617940137948,Rural,False,Low Supply,False
-38.68367483151662,145.87786200500244,12.32876712328767,16.67241132030611,Rural,False,Moderate Supply,False
-38.68042552255528,143.39125622465684,11.780821917808218,25.555399452951146,Rural,False,Low Supply,False
-38.67985937448909,143.39149333761534,5.013698630136986,25.55705020231959,Rural,False,Low Supply,False
-38.675157832030514,146.69737180454536,2.712328767123288,12.453899485237137,Rural,False,Moderate Supply,False
-38.67233153673312,143.12517687144214,10.630136986301371,12.772013336952067,Rural,False,Moderate Supply,False
-38.66890745606636,146.3975510372716,11.753424657534246,17.20266168630972,Rural,False,Moderate Supply,False
-38.66886928124942,145.6216606103024,6.8493150684931505,1.4018855108108252,Rural,False,Moderate Supply,False
-38.668458753374495,146.4370988458576,4.767123287671233,20.62626583385897,Rural,False,Low Supply,False
-38.6675933184494,145.62106070306496,10.410958904109588,1.3473964185538407,Rural,False,Moderate Supply,False
-38.66552884189184,146.43766513053228,13.616438356164384,20.65195611586282,Rural,False,Low Supply,False
-38.66551817134346,146.6884925851302,2.712328767123288,11.289642637842416,Rural,False,Moderate Supply,False
-38.66538771229334,146.43184728794645,11.506849315068491,20.1456594329284,Rural,False,Low Supply,False
-38.66514974724716,146.68814285564198,2.547945205479452,11.245733364813264,Rural,False,Moderate Supply,False
-38.6649917048245,146.4397618625589,9.58904109589041,20.83035781056038,Rural,False,Low Supply,False
-38.66458152491235,146.01858305389698,11.232876712328768,6.4692243159661365,Rural,False,Moderate Supply,False
-38.66310107590734,146.18884071180403,3.013698630136987,1.5087882378871122,Rural,False,Moderate Supply,False
-38.66297319101567,146.32826658098307,12.054794520547945,11.137172549377643,Rural,False,Moderate Supply,False
-38.66276320031135,146.18983872116013,2.5753424657534247,1.4218599569712198,Rural,False,Moderate Supply,False
-38.66213956539705,146.1897986256284,3.287671232876712,1.3741960749804405,Rural,False,Moderate Supply,False
-38.66183432970823,145.92958583431658,6.383561643835616,11.866909139961516,Rural,False,Moderate Supply,False
-38.65973760200039,146.32192249267325,13.972602739726028,10.557670634443607,Rural,False,Moderate Supply,False
-38.65582360288189,146.193769988496,9.315068493150683,0.6794644256845577,Rural,False,Moderate Supply,False
-38.6551219874078,143.70982000288456,5.315068493150685,11.87707292087812,Rural,False,Moderate Supply,False
-38.65265790612882,146.20116606131364,15.06849315068493,0.07924115194892051,Rural,False,Moderate Supply,False
-38.651969269524,146.20372107944894,18.63013698630137,0.28860242122715574,Rural,False,Moderate Supply,False
-38.65008152722688,146.20467132841674,19.726027397260275,0.48832129688997233,Rural,False,Moderate Supply,False
-38.64892722012464,146.20758900187676,26.027397260273972,0.7607004391079447,Rural,False,Moderate Supply,False
-38.6475320190032,145.69547758475386,10.684931506849315,0.85688786911649,Rural,False,Moderate Supply,False
-38.646442191204,146.2058704163574,16.164383561643834,0.8794579204454746,Rural,False,Moderate Supply,False
-38.641008119539975,143.70902779756833,6.684931506849315,13.359951401477629,Rural,False,Moderate Supply,False
-38.63474212485778,143.89087113791078,21.095890410958905,13.099465759953148,Rural,False,Moderate Supply,False
-38.63153989761262,145.72992537372195,23.561643835616437,4.303402627150159,Rural,False,Moderate Supply,False
-38.6311690294658,143.527558119244,7.068493150684931,18.58266685188373,Rural,False,Moderate Supply,False
-38.62933804757596,143.89963214387947,13.424657534246576,12.18085877485512,Rural,False,Moderate Supply,False
-38.62707127260832,145.72148035176545,18.08219178082192,3.948318050373021,Rural,False,Moderate Supply,False
-38.62701904517864,145.72173629165752,49.31506849315068,3.969432054936403,Rural,False,Moderate Supply,False
-38.627018494172525,145.7217395929229,18.08219178082192,3.969696144202648,Rural,False,Moderate Supply,False
-38.62584743216735,145.7411186146317,13.698630136986301,5.459841015817032,Rural,False,Moderate Supply,False
-38.62544801242235,143.2758980039202,1.178082191780822,24.44236248478084,Rural,False,Low Supply,False
-38.625421405129714,143.2766139680438,0.1643835616438356,24.504598403140754,Rural,False,Low Supply,False
-38.62502249954001,145.7330052852857,40.0,4.897737950586621,Rural,False,Moderate Supply,False
-38.62478670561928,145.70967591244676,50.68493150684932,3.4009832366097084,Rural,False,Moderate Supply,False
-38.62453037655165,145.72188382122422,8.493150684931507,4.155097912643916,Rural,False,Moderate Supply,False
-38.62190425891706,145.6046861794206,22.19178082191781,5.120333008487516,Rural,False,Moderate Supply,False
-38.62094523937978,143.0009527924995,6.027397260273974,0.5454820965538844,Rural,False,Moderate Supply,False
-38.6208081396659,146.66789146984576,15.424657534246576,6.287587538785231,Rural,False,Moderate Supply,False
-38.61226354781492,143.00022100062242,8.767123287671234,0.8342615832029436,Rural,False,Moderate Supply,False
-38.61216751565661,142.99768114221348,5.7534246575342465,0.7569271697274502,Rural,False,Moderate Supply,False
-38.60751451985304,145.6071249297097,54.52054794520548,6.718440498204082,Rural,False,Moderate Supply,False
-38.60580420583726,145.59372090541115,84.38356164383562,6.983828547118969,Rural,False,Moderate Supply,False
-38.60509389249226,142.87956750977602,10.41095890410959,10.19806863057762,Rural,False,Moderate Supply,False
-38.602918399107104,142.8672984245564,8.493150684931507,11.291142448339844,Rural,False,Moderate Supply,False
-38.60290109616484,146.88594543041617,0.5205479452054794,18.909251397875224,Rural,False,Moderate Supply,False
-38.60254147859112,145.59317530277187,95.89041095890411,7.349066026153572,Rural,False,Moderate Supply,False
-38.5953164776825,145.606421040236,20.0,8.071513026636406,Rural,False,Moderate Supply,False
-38.590403050485016,145.58418379618533,71.23287671232876,8.81589501654166,Rural,False,Moderate Supply,False
-38.58466182987913,146.02236319147767,6.849315068493152,1.137192558228051,Rural,False,Moderate Supply,False
-38.58179378561406,146.0074093344124,29.863013698630137,0.6991764084791783,Rural,False,Moderate Supply,False
-38.57881930574458,146.01210040765832,31.232876712328768,0.18255331889785706,Rural,False,Moderate Supply,False
-38.57761453372176,146.01541419734357,29.589041095890412,0.19803451777453893,Rural,False,Moderate Supply,False
-38.57719101057051,146.0171695348714,27.945205479452056,0.35032133639193075,Rural,False,Moderate Supply,False
-38.57713733531372,145.98228639689248,33.50684931506849,2.690302608108317,Rural,False,Moderate Supply,False
-38.57640470422567,146.0245805724297,16.98630136986301,1.0014636703093787,Rural,False,Moderate Supply,False
-38.57639010714607,146.02402677418135,23.561643835616437,0.9537041926085881,Rural,False,Moderate Supply,False
-38.5751823502521,146.01941990681638,6.027397260273974,0.5986086294872951,Rural,False,Moderate Supply,False
-38.57238760251802,146.6739826657131,26.027397260273972,0.8871245047014673,Rural,False,Moderate Supply,False
-38.5656842081271,146.67549015977943,43.83561643835616,0.16409593931455377,Rural,False,Moderate Supply,False
-38.55745945545248,146.67729939107997,38.63013698630137,0.8079637867301568,Rural,False,Moderate Supply,False
-38.55738608023683,143.3965196053663,2.0821917808219177,29.152237771614004,Rural,False,Low Supply,False
-38.556408953384526,146.6775860844569,4.383561643835616,0.9267930239795112,Rural,False,Moderate Supply,False
-38.55632632969969,146.6776344995211,23.28767123287671,0.9367904072283169,Rural,False,Moderate Supply,False
-38.55507827778668,146.66813760307792,9.315068493150685,1.1764387836305716,Rural,False,Moderate Supply,False
-38.55477688710685,143.97599323780616,14.794520547945206,2.0302227017847003,Rural,False,Moderate Supply,False
-38.55335037255075,146.68033568889703,20.54794520547945,1.3273595805172889,Rural,False,Moderate Supply,False
-38.55155108896279,146.9770335253674,0.821917808219178,26.404768062792407,Rural,False,Low Supply,False
-38.5480432922942,146.71293915193618,9.58904109589041,3.80825789958538,Rural,False,Moderate Supply,False
-38.54636075796765,146.69901382117382,3.835616438356165,2.926498013778313,Rural,False,Moderate Supply,False
-38.54539692210806,146.7013815906542,4.383561643835616,3.1508363536390616,Rural,False,Moderate Supply,False
-38.54478424357573,143.01771162320006,1.5616438356164384,8.43732411189681,Rural,False,Moderate Supply,False
-38.54478071786832,143.01771692441122,2.73972602739726,8.43781157481532,Rural,False,Moderate Supply,False
-38.544780708863705,143.01771692465,1.2602739726027397,8.437812552208532,Rural,False,Moderate Supply,False
-38.53465769785651,143.97532534996137,31.78082191780822,0.22947498910696926,Rural,False,Moderate Supply,False
-38.53386436520177,146.09454813663783,8.3013698630137,8.584056348508724,Rural,False,Moderate Supply,False
-38.53332615082083,146.88956318354332,2.493150684931507,19.05928746678429,Rural,False,Moderate Supply,False
-38.52644176387512,146.87044066839766,8.657534246575343,17.59055248580371,Rural,False,Moderate Supply,False
-38.52642843224463,145.4465262449367,30.136986301369863,20.954070863995508,Rural,False,Low Supply,False
-38.526260040640175,145.44698104076684,30.136986301369863,20.94194543831469,Rural,False,Low Supply,False
-38.52615415588241,145.44639983938097,12.602739726027398,20.984212440080974,Rural,False,Low Supply,False
-38.52513382663354,143.98026595530297,10.712328767123287,1.3709434979436481,Rural,False,Moderate Supply,False
-38.52454016691222,146.873350216428,4.383561643835616,17.88818991515966,Rural,False,Moderate Supply,False
-38.524540166735,146.87335022789097,4.109589041095891,17.8881908883099,Rural,False,Moderate Supply,False
-38.524338220229296,146.87358826484737,1.1506849315068493,17.913874906722583,Rural,False,Moderate Supply,False
-38.52386509050444,143.71353303824583,5.36986301369863,22.828888849501034,Rural,False,Low Supply,False
-38.5212008625046,145.37827308117787,68.4931506849315,14.346451565997125,Rural,False,Moderate Supply,False
-38.52017711379695,146.66091722966274,6.8493150684931505,5.051526146518212,Rural,False,Moderate Supply,False
-38.51974997706181,143.98931849924048,61.917808219178085,2.281049377556027,Rural,False,Moderate Supply,False
-38.51893687306483,143.71463438632316,5.424657534246576,22.390511613194676,Rural,False,Low Supply,False
-38.51671415013469,145.11912506503256,1.780821917808219,2.849544387060322,Rural,False,Moderate Supply,False
-38.5153490254812,143.71528196688465,7.095890410958904,22.06816320768317,Rural,False,Low Supply,False
-38.51466071971648,145.35346428062215,73.97260273972603,12.149866067351692,Rural,False,Moderate Supply,False
-38.51416974531007,145.30743503151365,68.4931506849315,9.151853764865429,Rural,False,Moderate Supply,False
-38.51302523457922,143.7062448993628,3.7534246575342465,21.468069489207185,Rural,False,Low Supply,False
-38.51288462164079,143.71575668922858,4.767123287671233,21.849569075267265,Rural,False,Low Supply,False
-38.51055599213724,145.72095535913698,14.246575342465754,12.426720804538489,Rural,False,Moderate Supply,False
-38.509545053028376,145.13156945108284,3.26027397260274,1.5440650097027508,Rural,False,Moderate Supply,False
-38.50539515360982,145.14775256809682,6.410958904109589,0.06529789707963159,Rural,False,Moderate Supply,False
