_id,cluster
6880d7a7411f5786f7911bcf,3
6880d7a7411f5786f7911bd0,1
6880d7a7411f5786f7911bd1,3
6880d7a7411f5786f7911bd2,3
6880d7a7411f5786f7911bd3,3
6880d7a7411f5786f7911bd4,3
6880d7a7411f5786f7911bd5,3
6880d7a7411f5786f7911bd6,3
6880d7a7411f5786f7911bd7,1
6880d7a7411f5786f7911bd8,1
6880d7a7411f5786f7911bd9,3
6880d7a7411f5786f7911bda,3
6880d7a7411f5786f7911bdb,2
6880d7a7411f5786f7911bdc,3
6880d7a7411f5786f7911bdd,3
6880d7a7411f5786f7911bde,3
6880d7a7411f5786f7911bdf,3
6880d7a7411f5786f7911be0,3
6880d7a7411f5786f7911be1,1
6880d7a7411f5786f7911be2,3
6880d7a7411f5786f7911be3,3
6880d7a7411f5786f7911be4,3
6880d7a7411f5786f7911be5,1
6880d7a7411f5786f7911be6,2
6880d7a7411f5786f7911be7,3
6880d7a7411f5786f7911be8,3
6880d7a7411f5786f7911be9,1
6880d7a7411f5786f7911bea,3
6880d7a7411f5786f7911beb,1
6880d7a7411f5786f7911bec,3
6880d7a7411f5786f7911bed,3
6880d7a7411f5786f7911bee,3
6880d7a7411f5786f7911bef,3
6880d7a7411f5786f7911bf0,1
6880d7a7411f5786f7911bf1,3
6880d7a7411f5786f7911bf2,3
6880d7a7411f5786f7911bf3,3
6880d7a7411f5786f7911bf4,3
6880d7a7411f5786f7911bf5,1
6880d7a7411f5786f7911bf6,3
6880d7a7411f5786f7911bf7,3
6880d7a7411f5786f7911bf8,3
6880d7a7411f5786f7911bf9,0
6880d7a7411f5786f7911bfa,3
6880d7a7411f5786f7911bfb,3
6880d7a7411f5786f7911bfc,3
6880d7a7411f5786f7911bfd,3
6880d7a7411f5786f7911bfe,3
6880d7a7411f5786f7911bff,3
6880d7a7411f5786f7911c00,3
6880d7a7411f5786f7911c01,1
6880d7a7411f5786f7911c02,3
6880d7a7411f5786f7911c03,3
6880d7a7411f5786f7911c04,3
6880d7a7411f5786f7911c05,3
6880d7a7411f5786f7911c06,3
6880d7a7411f5786f7911c07,3
6880d7a7411f5786f7911c08,3
6880d7a7411f5786f7911c09,3
6880d7a7411f5786f7911c0a,3
6880d7a7411f5786f7911c0b,3
6880d7a7411f5786f7911c0c,1
6880d7a7411f5786f7911c0d,0
6880d7a7411f5786f7911c0e,1
6880d7a7411f5786f7911c0f,3
6880d7a7411f5786f7911c10,3
6880d7a7411f5786f7911c11,1
6880d7a7411f5786f7911c12,3
6880d7a7411f5786f7911c13,2
6880d7a7411f5786f7911c14,3
6880d7a7411f5786f7911c15,1
6880d7a7411f5786f7911c16,2
6880d7a7411f5786f7911c17,3
6880d7a7411f5786f7911c18,3
6880d7a7411f5786f7911c19,3
6880d7a7411f5786f7911c1a,3
6880d7a7411f5786f7911c1b,2
6880d7a7411f5786f7911c1c,3
6880d7a7411f5786f7911c1d,3
6880d7a7411f5786f7911c1e,3
6880d7a7411f5786f7911c1f,1
6880d7a7411f5786f7911c20,3
6880d7a7411f5786f7911c21,3
6880d7a7411f5786f7911c22,3
6880d7a7411f5786f7911c23,3
6880d7a7411f5786f7911c24,3
6880d7a7411f5786f7911c25,1
6880d7a7411f5786f7911c26,3
6880d7a7411f5786f7911c27,3
6880d7a7411f5786f7911c28,3
6880d7a7411f5786f7911c29,3
6880d7a7411f5786f7911c2a,3
6880d7a7411f5786f7911c2b,3
6880d7a7411f5786f7911c2c,3
6880d7a7411f5786f7911c2d,3
6880d7a7411f5786f7911c2e,3
6880d7a7411f5786f7911c2f,3
6880d7a7411f5786f7911c30,3
6880d7a7411f5786f7911c31,3
6880d7a7411f5786f7911c32,3
6880d7a7411f5786f7911c33,3
6880d7a7411f5786f7911c34,3
6880d7a7411f5786f7911c35,1
6880d7a7411f5786f7911c36,1
6880d7a7411f5786f7911c37,3
6880d7a7411f5786f7911c38,3
6880d7a7411f5786f7911c39,1
6880d7a7411f5786f7911c3a,3
6880d7a7411f5786f7911c3b,3
6880d7a7411f5786f7911c3c,1
6880d7a7411f5786f7911c3d,1
6880d7a7411f5786f7911c3e,3
6880d7a7411f5786f7911c3f,0
6880d7a7411f5786f7911c40,3
6880d7a7411f5786f7911c41,3
6880d7a7411f5786f7911c42,3
6880d7a7411f5786f7911c43,1
6880d7a7411f5786f7911c44,1
6880d7a7411f5786f7911c45,3
6880d7a7411f5786f7911c46,3
6880d7a7411f5786f7911c47,3
6880d7a7411f5786f7911c48,3
6880d7a7411f5786f7911c49,2
6880d7a7411f5786f7911c4a,1
6880d7a7411f5786f7911c4b,3
6880d7a7411f5786f7911c4c,1
6880d7a7411f5786f7911c4d,3
6880d7a7411f5786f7911c4e,3
6880d7a7411f5786f7911c4f,3
6880d7a7411f5786f7911c50,3
6880d7a7411f5786f7911c51,1
6880d7a7411f5786f7911c52,1
6880d7a7411f5786f7911c53,0
6880d7a7411f5786f7911c54,3
6880d7a7411f5786f7911c55,3
6880d7a7411f5786f7911c56,2
6880d7a7411f5786f7911c57,3
6880d7a7411f5786f7911c58,3
6880d7a7411f5786f7911c59,3
6880d7a7411f5786f7911c5a,3
6880d7a7411f5786f7911c5b,1
6880d7a7411f5786f7911c5c,3
6880d7a7411f5786f7911c5d,3
6880d7a7411f5786f7911c5e,3
6880d7a7411f5786f7911c5f,3
6880d7a7411f5786f7911c60,3
6880d7a7411f5786f7911c61,1
6880d7a7411f5786f7911c62,3
6880d7a7411f5786f7911c63,3
6880d7a7411f5786f7911c64,3
6880d7a7411f5786f7911c65,3
6880d7a7411f5786f7911c66,3
6880d7a7411f5786f7911c67,3
6880d7a7411f5786f7911c68,3
6880d7a7411f5786f7911c69,3
6880d7a7411f5786f7911c6a,3
6880d7a7411f5786f7911c6b,3
6880d7a7411f5786f7911c6c,3
6880d7a7411f5786f7911c6d,1
6880d7a7411f5786f7911c6e,3
6880d7a7411f5786f7911c6f,3
6880d7a7411f5786f7911c70,3
6880d7a7411f5786f7911c71,3
6880d7a7411f5786f7911c72,1
6880d7a7411f5786f7911c73,1
6880d7a7411f5786f7911c74,3
6880d7a7411f5786f7911c75,3
6880d7a7411f5786f7911c76,3
6880d7a7411f5786f7911c77,3
6880d7a7411f5786f7911c78,3
6880d7a7411f5786f7911c79,1
6880d7a7411f5786f7911c7a,1
6880d7a7411f5786f7911c7b,3
6880d7a7411f5786f7911c7c,3
6880d7a7411f5786f7911c7d,3
6880d7a7411f5786f7911c7e,1
6880d7a7411f5786f7911c7f,0
6880d7a7411f5786f7911c80,3
6880d7a7411f5786f7911c81,1
6880d7a7411f5786f7911c82,3
6880d7a7411f5786f7911c83,3
6880d7a7411f5786f7911c84,3
6880d7a7411f5786f7911c85,1
6880d7a7411f5786f7911c86,1
6880d7a7411f5786f7911c87,3
6880d7a7411f5786f7911c88,3
6880d7a7411f5786f7911c89,3
6880d7a7411f5786f7911c8a,3
6880d7a7411f5786f7911c8b,1
6880d7a7411f5786f7911c8c,3
6880d7a7411f5786f7911c8d,1
6880d7a7411f5786f7911c8e,3
6880d7a7411f5786f7911c8f,3
6880d7a7411f5786f7911c90,3
6880d7a7411f5786f7911c91,3
6880d7a7411f5786f7911c92,1
6880d7a7411f5786f7911c93,3
6880d7a7411f5786f7911c94,1
6880d7a7411f5786f7911c95,3
6880d7a7411f5786f7911c96,3
6880d7a7411f5786f7911c97,3
6880d7a7411f5786f7911c98,3
6880d7a7411f5786f7911c99,2
6880d7a7411f5786f7911c9a,3
6880d7a7411f5786f7911c9b,3
6880d7a7411f5786f7911c9c,3
6880d7a7411f5786f7911c9d,2
6880d7a7411f5786f7911c9e,3
6880d7a7411f5786f7911c9f,3
6880d7a7411f5786f7911ca0,3
6880d7a7411f5786f7911ca1,3
6880d7a7411f5786f7911ca2,3
6880d7a7411f5786f7911ca3,3
6880d7a7411f5786f7911ca4,3
6880d7a7411f5786f7911ca5,1
6880d7a7411f5786f7911ca6,3
6880d7a7411f5786f7911ca7,3
6880d7a7411f5786f7911ca8,1
6880d7a7411f5786f7911ca9,1
6880d7a7411f5786f7911caa,3
6880d7a7411f5786f7911cab,3
6880d7a7411f5786f7911cac,1
6880d7a7411f5786f7911cad,3
6880d7a7411f5786f7911cae,1
6880d7a7411f5786f7911caf,3
6880d7a7411f5786f7911cb0,3
