,NB_SCATS_SITE,QT_INTERVAL_COUNT,NB_DETECTOR,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,NM_REGION,CT_RECORDS,QT_VOLUME_24HOUR,CT_ALARM_24HOUR,Location
1565,5840,2025-01-01,1,1,4,7,6,5,3,5,2,1,4,5,2,1,2,4,1,1,1,0,0,3,0,3,1,2,5,2,3,7,2,7,11,16,7,14,14,20,26,26,36,36,36,32,34,42,42,33,29,34,44,48,37,29,35,26,39,37,23,29,30,43,25,31,35,35,23,39,29,29,30,35,33,19,30,21,25,18,20,19,23,17,12,14,14,7,13,16,5,7,5,3,4,4,0,2,3,VIC,96,1643,0,BARKLY/VINCENT
1566,5840,2025-01-01,2,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,3,4,0,1,1,1,2,1,5,0,4,5,2,2,5,4,5,4,0,4,5,7,5,9,8,6,6,5,3,10,6,5,3,7,4,6,4,10,2,3,7,5,3,4,5,2,3,3,1,1,4,3,4,5,16,9,3,0,2,3,0,0,0,0,0,0,VIC,96,260,0,BARKLY/VINCENT
1567,5840,2025-01-01,3,8,8,7,10,6,2,4,1,0,2,2,3,0,1,1,0,2,1,2,0,0,1,0,0,2,3,6,5,10,10,9,5,16,14,19,23,21,31,36,52,53,56,42,46,40,68,56,48,61,76,47,65,48,60,54,40,52,49,50,51,46,43,37,39,40,42,40,44,32,36,46,28,31,34,31,28,26,27,19,21,24,25,23,30,39,16,16,8,4,5,3,4,6,2,2,0,VIC,96,2282,0,BARKLY/VINCENT
1568,5840,2025-01-01,4,9,8,7,11,8,4,6,1,0,2,2,3,1,1,1,0,2,1,2,0,0,1,2,0,2,3,7,5,10,11,9,5,17,14,18,23,19,29,31,43,43,51,37,41,36,55,45,41,50,62,42,53,43,49,48,34,45,43,44,42,41,38,33,36,34,36,35,42,30,34,41,23,30,36,29,27,25,26,20,20,23,25,18,29,37,16,15,8,4,6,3,5,6,2,2,0,VIC,96,2057,0,BARKLY/VINCENT
1569,5840,2025-01-01,5,1,5,7,7,3,2,0,1,2,1,3,0,1,0,2,1,0,0,1,0,0,1,1,2,2,3,5,4,5,6,5,10,10,8,15,9,12,15,24,15,19,30,29,27,24,36,31,34,39,36,35,26,24,19,34,34,30,35,23,29,23,19,22,38,23,23,21,20,24,23,22,16,15,9,19,15,9,6,10,10,9,12,13,18,6,4,6,2,2,3,3,1,3,4,2,3,VIC,96,1241,0,BARKLY/VINCENT
1570,5840,2025-01-01,6,2,4,7,1,8,2,5,1,1,3,3,0,1,3,0,0,0,0,1,0,1,0,0,1,1,1,1,5,8,7,8,15,43,11,18,17,18,24,17,24,24,20,26,41,22,24,15,38,31,22,27,19,26,28,25,36,32,32,23,22,29,25,22,29,30,22,15,30,22,24,26,18,19,15,16,14,11,8,11,10,10,10,8,6,10,7,11,3,3,5,5,4,4,2,0,1,VIC,96,1280,0,BARKLY/VINCENT
1571,5840,2025-01-01,7,2,4,7,2,8,2,5,1,1,3,3,0,1,3,0,0,0,0,1,0,1,0,0,1,1,2,1,5,8,7,8,13,41,10,18,16,18,22,17,23,22,19,26,40,20,24,14,39,29,21,27,18,24,24,25,33,30,30,23,22,27,24,21,29,28,21,14,30,21,22,24,18,18,15,16,14,11,8,11,10,10,10,8,6,9,6,10,4,3,5,5,4,4,2,0,1,VIC,96,1234,0,BARKLY/VINCENT
1572,5840,2025-01-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1573,5840,2025-01-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1574,5840,2025-01-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1575,5840,2025-01-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1576,5840,2025-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1577,5840,2025-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1578,5840,2025-01-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1579,5840,2025-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1580,5840,2025-01-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1581,5840,2025-01-01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1582,5840,2025-01-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1583,5840,2025-01-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1584,5840,2025-01-01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1585,5840,2025-01-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1586,5840,2025-01-01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1587,5840,2025-01-01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1588,5840,2025-01-01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY/VINCENT
1589,5841,2025-01-01,1,3,5,12,8,8,3,5,3,2,1,5,2,1,1,4,0,1,0,0,0,3,0,4,0,2,5,2,5,12,5,9,20,41,19,17,23,29,39,33,46,48,52,52,50,58,58,48,48,54,60,60,50,44,44,43,48,54,36,49,42,51,41,37,50,49,31,40,35,43,37,45,41,29,40,29,25,24,19,23,22,20,11,15,20,9,12,20,7,8,7,3,4,4,1,3,5,VIC,96,2236,0,BARKLY NR VINCENT
1590,5841,2025-01-01,2,8,8,8,10,8,3,5,1,0,2,2,3,0,1,1,0,2,1,1,0,1,1,1,0,2,3,7,5,10,10,9,5,17,16,20,25,24,29,43,53,54,56,44,49,41,69,55,53,64,71,47,65,50,60,56,39,52,52,52,49,44,44,36,41,37,40,39,43,34,38,45,27,31,33,32,29,27,29,20,20,25,25,22,32,39,15,16,8,4,5,3,4,6,2,2,0,VIC,96,2320,0,BARKLY NR VINCENT
1591,5841,2025-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1592,5841,2025-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1593,5841,2025-01-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1594,5841,2025-01-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1595,5841,2025-01-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1596,5841,2025-01-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1597,5841,2025-01-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1598,5841,2025-01-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1599,5841,2025-01-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1600,5841,2025-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1601,5841,2025-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1602,5841,2025-01-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1603,5841,2025-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1604,5841,2025-01-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1605,5841,2025-01-01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1606,5841,2025-01-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1607,5841,2025-01-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1608,5841,2025-01-01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1609,5841,2025-01-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1610,5841,2025-01-01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1611,5841,2025-01-01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1612,5841,2025-01-01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BARKLY NR VINCENT
1613,5842,2025-01-01,1,23,29,29,30,18,16,10,9,18,10,13,9,18,7,5,8,9,6,1,3,3,1,1,2,4,5,8,12,13,7,10,6,15,15,25,27,20,31,21,50,47,53,46,40,65,52,62,92,78,58,67,87,72,62,68,69,68,63,67,66,82,61,55,61,62,57,48,48,49,54,50,47,49,52,46,49,49,39,45,34,43,34,39,34,32,31,33,29,31,29,24,22,8,9,17,7,VIC,96,3288,0,STURT/DAWSON
1614,5842,2025-01-01,1,23,29,29,30,18,16,10,9,18,10,13,9,18,7,5,8,9,6,1,3,3,1,1,2,4,5,8,12,13,7,10,6,15,15,25,27,20,31,21,50,47,53,46,40,65,52,62,92,78,58,67,87,72,62,68,69,68,63,67,66,82,61,55,61,62,57,48,48,49,54,50,47,49,52,46,49,49,39,45,34,43,34,39,34,32,31,33,29,31,29,24,22,8,9,17,7,VIC,96,3288,0,STURT/DAWSON
1615,5842,2025-01-01,2,14,20,12,11,4,6,4,4,2,2,4,3,2,3,1,2,5,2,1,0,0,2,1,1,0,2,4,3,4,1,4,6,3,4,8,7,9,13,14,17,16,31,21,34,29,30,29,46,42,38,36,36,42,29,29,42,37,33,36,34,41,35,24,30,41,21,26,22,27,18,23,27,18,28,18,14,24,17,15,21,19,16,13,21,20,18,18,21,16,11,15,12,7,2,8,5,VIC,96,1587,0,STURT/DAWSON
1616,5842,2025-01-01,2,14,20,12,11,4,6,4,4,2,2,4,3,2,3,1,2,5,2,1,0,0,2,1,1,0,2,4,3,4,1,4,6,3,4,8,7,9,13,14,17,16,31,21,34,29,30,29,46,42,38,36,36,42,29,29,42,37,33,36,34,41,35,24,30,41,21,26,22,27,18,23,27,18,28,18,14,24,17,15,21,19,16,13,21,20,18,18,21,16,11,15,12,7,2,8,5,VIC,96,1587,0,STURT/DAWSON
1617,5842,2025-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,1,0,STURT/DAWSON
1618,5842,2025-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,1,0,STURT/DAWSON
1619,5842,2025-01-01,4,0,2,0,3,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2,0,4,1,0,1,0,0,2,2,4,2,6,7,2,5,3,9,8,12,7,10,8,4,8,8,10,10,6,7,7,11,6,3,6,2,3,8,5,4,6,8,5,9,4,6,7,8,3,1,5,7,5,0,7,2,0,3,5,3,2,1,1,0,2,1,1,1,0,VIC,96,320,0,STURT/DAWSON
1620,5842,2025-01-01,4,0,2,0,3,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2,0,4,1,0,1,0,0,2,2,4,2,6,7,2,5,3,9,8,12,7,10,8,4,8,8,10,10,6,7,7,11,6,3,6,2,3,8,5,4,6,8,5,9,4,6,7,8,3,1,5,7,5,0,7,2,0,3,5,3,2,1,1,0,2,1,1,1,0,VIC,96,320,0,STURT/DAWSON
1621,5842,2025-01-01,5,13,22,15,18,10,21,10,7,13,10,9,5,4,4,2,4,6,5,0,1,2,1,3,2,3,1,5,4,6,4,7,8,13,11,7,17,19,19,17,21,28,23,34,34,47,32,37,43,35,43,44,45,49,50,36,40,48,40,49,55,48,48,40,43,36,48,31,44,34,33,39,44,48,39,35,40,30,33,30,40,35,37,31,19,30,14,23,22,20,17,24,18,7,12,9,7,VIC,96,2269,0,STURT/DAWSON
1622,5842,2025-01-01,5,13,22,15,18,10,21,10,7,13,10,9,5,4,4,2,4,6,5,0,1,2,1,3,2,3,1,5,4,6,4,7,8,13,11,7,17,19,19,17,21,28,23,34,34,47,32,37,43,35,43,44,45,49,50,36,40,48,40,49,55,48,48,40,43,36,48,31,44,34,33,39,44,48,39,35,40,30,33,30,40,35,37,31,19,30,14,23,22,20,17,24,18,7,12,9,7,VIC,96,2269,0,STURT/DAWSON
1623,5842,2025-01-01,6,5,17,10,12,7,5,4,2,2,3,1,6,1,1,1,0,1,2,1,1,0,1,0,1,1,2,3,3,2,0,4,2,5,4,5,4,7,17,8,14,26,25,24,23,33,26,31,30,32,35,34,35,35,28,30,34,31,30,24,34,30,30,35,30,19,24,28,20,19,21,12,19,20,13,11,14,17,16,14,11,8,24,12,9,11,13,12,12,16,12,8,6,2,2,6,4,VIC,96,1325,0,STURT/DAWSON
