,NB_SCATS_SITE,QT_INTERVAL_COUNT,NB_DETECTOR,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,NM_REGION,CT_RECORDS,QT_VOLUME_24HOUR,CT_ALARM_24HOUR,Location
0,104,2025-01-01,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,VIC,96,0,96,MAROONDAH/GREEN
1,104,2025-01-01,2,7,6,14,10,17,8,7,5,10,3,6,6,5,1,4,2,4,4,7,4,2,2,4,3,11,8,8,17,12,23,11,28,18,38,33,37,40,49,55,65,82,83,102,77,88,116,103,102,115,103,105,133,143,136,98,120,128,83,95,95,76,85,88,80,63,57,64,61,65,65,60,41,50,49,44,40,33,27,39,37,26,19,21,16,8,25,9,8,12,5,9,6,2,4,2,2,VIC,96,3999,0,MAROONDAH/GREEN
2,104,2025-01-01,3,3,1,5,2,8,4,2,2,5,1,2,2,0,0,3,0,1,0,0,0,1,0,0,1,1,0,1,2,1,1,1,2,0,1,1,0,1,4,3,6,4,5,8,7,4,7,5,8,16,9,9,7,8,11,11,3,5,12,7,11,11,12,8,4,4,9,5,3,3,3,5,4,4,9,2,1,1,2,1,1,2,1,1,0,0,2,1,0,1,1,2,0,0,0,0,0,VIC,96,328,0,MAROONDAH/GREEN
3,104,2025-01-01,4,3,3,0,2,2,4,3,1,2,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,2,1,1,1,3,3,1,1,0,3,2,8,5,3,4,5,5,7,6,4,8,10,7,7,5,12,8,9,8,13,7,9,4,4,9,10,14,4,4,11,4,9,7,7,5,7,8,4,5,2,5,2,2,3,3,1,0,2,2,0,0,1,0,1,0,0,0,0,1,VIC,96,336,0,MAROONDAH/GREEN
4,104,2025-01-01,5,2,1,1,0,2,2,3,1,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,4,0,0,2,1,1,3,2,2,2,2,7,3,8,7,2,4,13,8,17,11,7,10,15,16,12,12,12,7,6,16,14,13,15,13,13,10,14,2,12,7,12,1,9,4,4,13,8,7,11,5,4,6,6,5,3,2,6,3,1,3,0,2,0,0,0,1,1,0,2,0,VIC,96,465,0,MAROONDAH/GREEN
5,104,2025-01-01,6,3,0,1,1,3,0,1,0,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,2,1,2,0,2,0,4,4,2,7,1,9,3,7,8,7,15,11,12,16,8,10,14,19,15,21,13,19,22,18,21,15,28,22,23,21,17,14,17,14,7,15,20,14,8,7,8,10,12,9,15,12,9,6,3,6,5,5,2,5,4,2,4,2,1,1,0,1,0,0,0,0,VIC,96,674,0,MAROONDAH/GREEN
6,104,2025-01-01,7,12,23,12,13,14,8,10,3,11,3,4,1,0,3,3,2,5,3,4,4,0,2,2,3,7,6,8,10,6,11,13,18,14,30,30,37,32,37,48,44,66,52,111,95,87,107,74,128,142,133,120,124,122,127,107,129,139,158,138,158,125,147,130,129,136,106,159,123,131,115,107,115,93,95,110,98,92,79,80,75,82,72,40,32,33,21,19,20,32,16,13,15,6,9,2,5,VIC,96,5475,0,MAROONDAH/GREEN
7,104,2025-01-01,8,8,7,12,11,15,10,7,4,11,4,6,6,5,2,4,2,4,4,7,4,2,2,4,3,12,8,9,18,12,23,14,29,19,39,36,37,42,51,61,73,85,96,110,79,97,123,111,110,129,116,115,143,145,144,110,129,131,98,98,103,84,97,91,76,69,67,63,62,69,73,66,46,56,56,46,42,31,28,37,40,24,20,22,14,8,25,9,8,12,6,11,5,2,4,2,2,VIC,96,4272,0,MAROONDAH/GREEN
8,104,2025-01-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
9,104,2025-01-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
10,104,2025-01-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
11,104,2025-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
12,104,2025-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
13,104,2025-01-01,14,6,2,5,7,7,5,5,1,1,1,2,3,0,2,0,0,1,0,1,1,0,0,3,0,2,3,2,3,4,7,1,9,5,12,11,6,13,24,23,38,54,54,78,70,67,90,85,98,129,105,101,122,133,124,104,115,126,92,84,93,62,80,81,59,53,27,46,29,27,22,35,26,25,20,28,14,14,11,13,19,6,5,8,3,2,7,3,2,2,0,5,0,0,1,0,1,VIC,96,2876,0,MAROONDAH/GREEN
14,104,2025-01-01,15,0,1,0,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,2,1,1,1,3,0,3,5,6,6,7,4,6,12,10,11,11,24,21,15,21,15,19,12,28,13,21,20,20,16,14,16,20,11,9,7,9,9,4,4,6,5,3,4,5,2,5,0,3,5,0,2,4,1,0,1,0,0,0,1,0,0,0,0,0,1,VIC,96,504,0,MAROONDAH/GREEN
15,104,2025-01-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
16,104,2025-01-01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
17,104,2025-01-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
18,104,2025-01-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
19,104,2025-01-01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
20,104,2025-01-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
21,104,2025-01-01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
22,104,2025-01-01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
23,104,2025-01-01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,MAROONDAH/GREEN
24,152,2025-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
25,152,2025-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
26,152,2025-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
27,152,2025-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
28,152,2025-01-01,5,3,9,19,7,5,5,5,5,6,3,4,3,3,6,0,0,1,3,4,0,4,1,6,6,3,5,9,6,7,12,8,12,16,14,24,14,22,24,21,39,28,40,58,55,55,54,61,84,97,72,69,87,84,81,78,94,81,103,117,81,87,99,315,264,83,82,68,72,67,73,57,49,51,42,41,26,37,31,32,25,19,34,14,16,13,22,12,9,9,13,11,8,2,2,1,3,VIC,96,3612,0,BELL NR HERBERT  (YARRA GLEN)
29,152,2025-01-01,6,7,4,12,12,16,11,8,6,6,5,6,6,6,5,7,7,7,9,1,8,5,7,9,8,7,4,9,20,11,18,21,21,20,38,26,40,41,46,48,47,71,63,63,88,104,98,107,103,106,125,108,113,105,138,99,98,107,119,113,109,94,105,103,90,83,99,90,89,85,64,51,84,48,56,41,31,41,35,34,25,32,22,33,18,8,19,15,11,11,6,17,4,8,1,7,5,VIC,96,4197,0,BELL NR HERBERT  (YARRA GLEN)
30,152,2025-01-01,7,1,8,1,2,2,6,2,1,4,4,4,1,5,1,0,0,0,5,1,0,2,3,1,2,1,1,2,4,2,7,2,2,3,5,4,3,3,9,8,6,5,3,15,21,14,12,6,7,16,25,16,32,26,23,4,18,13,5,22,20,11,14,15,13,4,6,12,3,6,5,8,7,6,3,2,1,2,4,2,4,11,4,14,1,1,7,1,3,2,0,3,0,2,1,2,1,VIC,96,602,0,BELL NR HERBERT  (YARRA GLEN)
31,152,2025-01-01,8,2,7,15,4,5,1,4,6,4,3,2,2,1,2,0,1,2,3,2,0,4,2,4,3,3,3,3,3,6,11,5,8,10,13,16,13,20,19,25,26,36,35,61,46,61,43,77,86,100,94,99,102,114,103,83,93,94,100,111,81,105,90,86,85,72,91,75,73,65,60,56,40,50,40,44,45,47,31,37,30,40,44,30,16,9,17,9,8,6,11,13,12,3,11,5,1,VIC,96,3339,0,BELL NR HERBERT  (YARRA GLEN)
32,152,2025-01-01,9,4,8,11,3,7,5,6,6,5,2,0,2,6,1,1,0,4,5,3,1,2,1,7,4,4,0,6,12,9,12,15,10,10,23,18,17,23,26,28,26,53,51,60,57,72,60,91,76,96,95,99,95,93,120,97,84,83,105,121,102,89,86,82,81,76,67,63,92,61,59,45,41,44,41,41,26,34,34,27,18,27,16,21,19,8,18,10,6,4,4,13,5,5,1,0,2,VIC,96,3309,0,BELL NR HERBERT  (YARRA GLEN)
33,152,2025-01-01,10,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2,3,3,7,2,3,3,6,6,9,7,11,10,8,14,9,21,27,16,16,30,19,24,30,21,37,33,28,30,19,20,24,25,29,18,20,20,14,8,12,16,3,6,5,10,7,7,4,2,1,2,3,3,2,5,4,2,1,0,2,4,3,0,0,3,0,5,0,0,0,VIC,96,758,0,BELL NR HERBERT  (YARRA GLEN)
34,152,2025-01-01,11,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,0,4,2,9,3,5,9,4,9,7,20,16,11,16,27,15,16,23,18,40,29,21,28,21,25,14,25,22,19,11,17,10,4,8,13,3,6,3,4,6,3,1,0,0,2,2,3,2,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,VIC,96,577,0,BELL NR HERBERT  (YARRA GLEN)
35,152,2025-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
36,152,2025-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
37,152,2025-01-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
38,152,2025-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
39,152,2025-01-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
40,152,2025-01-01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
41,152,2025-01-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
42,152,2025-01-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
43,152,2025-01-01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
44,152,2025-01-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
45,152,2025-01-01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
46,152,2025-01-01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
47,152,2025-01-01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIC,96,0,0,BELL NR HERBERT  (YARRA GLEN)
48,822,2025-01-01,1,13,35,38,39,24,25,23,18,15,8,10,4,6,5,4,3,5,2,9,5,4,9,11,12,12,15,20,20,13,16,27,20,23,28,32,44,41,49,66,54,73,86,81,90,107,109,91,120,124,115,121,126,112,135,111,119,103,82,99,117,41,132,147,103,53,65,31,105,29,72,54,107,102,92,81,98,86,81,57,76,63,44,36,31,32,27,30,32,17,15,15,5,10,13,1,6,VIC,96,4917,0,WARBURTON  NR BELL
49,822,2025-01-01,2,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,3,0,2,4,4,3,4,3,8,3,5,4,4,4,3,8,9,4,2,8,5,10,7,9,3,3,3,1,3,3,1,3,5,4,4,4,5,3,3,1,2,1,1,4,2,2,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,VIC,96,195,0,WARBURTON  NR BELL
50,822,2025-01-01,3,11,34,33,41,23,24,22,16,11,8,9,3,6,5,4,3,5,2,8,5,4,8,10,12,12,14,19,21,13,16,26,20,20,28,30,44,34,49,61,43,71,83,75,84,93,107,88,108,122,111,118,113,108,131,125,143,126,126,121,137,93,155,143,134,111,121,137,122,122,128,128,108,95,91,81,95,82,80,55,76,58,42,35,30,30,29,27,28,17,14,13,5,10,10,1,5,VIC,96,5458,0,WARBURTON  NR BELL
51,822,2025-01-01,4,1,1,1,1,1,1,0,2,4,0,1,1,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,2,0,4,1,2,0,4,3,5,5,1,4,4,5,10,2,2,7,3,5,5,8,5,4,3,2,12,6,7,5,3,6,1,7,5,8,3,5,4,9,5,5,2,3,1,2,7,4,1,2,4,2,1,1,3,0,0,4,0,1,2,0,1,3,0,1,VIC,96,252,0,WARBURTON  NR BELL
52,822,2025-01-01,5,0,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,2,2,3,4,1,2,0,2,0,2,8,4,2,6,6,9,5,12,9,10,9,16,19,10,20,19,6,17,17,18,25,13,17,17,13,18,17,13,10,17,16,11,17,17,13,16,11,13,11,10,16,11,11,8,3,9,7,8,4,2,2,5,1,2,1,1,0,0,2,1,0,0,VIC,96,645,0,WARBURTON  NR BELL
53,822,2025-01-01,6,15,28,38,43,25,28,22,14,17,18,14,10,12,10,7,5,2,1,7,6,7,4,2,8,6,16,11,8,20,11,11,10,27,24,36,34,65,61,58,83,69,90,99,93,110,116,128,114,131,133,115,101,131,133,115,128,117,125,105,105,104,78,87,88,83,69,104,85,68,67,67,71,54,57,61,41,44,35,38,29,32,32,30,31,34,28,16,22,22,16,14,15,20,10,6,8,VIC,96,4748,0,WARBURTON  NR BELL
54,822,2025-01-01,7,1,1,0,1,1,0,1,3,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,1,0,1,1,3,3,5,3,4,5,6,8,5,9,8,6,8,4,3,4,6,2,6,6,7,6,5,6,5,6,3,5,6,6,5,6,0,3,9,3,2,1,7,4,1,0,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,VIC,96,231,0,WARBURTON  NR BELL
55,822,2025-01-01,8,15,30,39,46,26,29,23,14,18,19,14,10,13,10,7,5,2,1,8,4,9,5,2,8,8,16,13,8,22,12,14,14,25,27,41,33,67,57,61,90,74,105,102,104,122,131,134,123,158,137,134,109,146,140,129,137,117,137,120,117,117,88,95,90,94,69,116,94,70,77,75,75,59,63,60,49,42,39,46,33,33,32,28,33,37,29,20,22,23,14,16,15,21,11,8,11,VIC,96,5145,0,WARBURTON  NR BELL
56,822,2025-01-01,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,2,0,1,2,2,1,0,3,5,3,6,6,7,2,3,3,4,14,4,3,4,6,5,7,3,5,6,5,4,6,4,5,5,8,4,4,4,6,2,4,6,5,6,1,3,4,5,0,3,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,VIC,96,218,0,WARBURTON  NR BELL
57,822,2025-01-01,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,5,3,0,3,4,1,7,9,3,7,7,10,6,7,15,7,12,9,13,4,8,7,4,8,6,10,12,7,3,5,6,8,9,8,10,4,8,2,5,6,2,15,5,1,4,5,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,VIC,96,314,0,WARBURTON  NR BELL
