station_id,title,latitude,longitude,AccessComments,wheelchair_access,num_connectors,city,Title,Latitude,Longitude,AccessComments_score,WheelchairAccess,Connectors,City,Wheelchair_Score,Connector_Score,Proximity_Score,Walkability_Score,PublicTransport_Score,Population_Score,n_Wheelchair_Score,n_Connector_Score,n_Proximity_Score,n_Walkability_Score,n_PublicTransport_Score,n_Population_Score,AIS_Score,underserved
52844,Crowne Plaza Terrigal,-33.4484777280442,151.445479384747,"Inside hotel carpark, two spots on the left side just after the first left turn ",,1,Terrigal,Crowne Plaza Terrigal,-33.4484777280442,151.445479384747,"Inside hotel carpark, two spots on the left side just after the first left turn ",,1,Terrigal,1,1,0.5,0.5,0.5,0.5,1.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.2277777777777777,False
297042,AmpCharge Charging Station,-33.765456662016454,150.62149884005026,,,2,Glenbrook,AmpCharge Charging Station,-33.765456662016454,150.62149884005026,,,2,Glenbrook,0,2,0.5,0.5,1.0,0.5,0.0,0.4,0.0,0.0,1.0,0.1666666666666666,0.261111111111111,False
266538,Blaxland Supercharger,-33.74525300296909,150.61025805036633,,,1,Blaxland,Blaxland Supercharger,-33.74525300296909,150.61025805036633,,,1,Blaxland,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
266767,BP Pulse,-33.36290641211102,151.44446174596283,,,2,Tumbi Umbi,BP Pulse,-33.36290641211102,151.44446174596283,,,2,Tumbi Umbi,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
161843,Picton [NRMA],-34.16820562741403,150.61093049806357,,,2,Picton,Picton [NRMA],-34.16820562741403,150.61093049806357,,,2,Picton,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,True
128371,Central Coast Supercharger [Tesla],-33.309014,151.421114,,,1,Tuggerah,Central Coast Supercharger [Tesla],-33.309014,151.421114,,,1,Tuggerah,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
131610,Innovation Campus - University of Wollongong,-34.40010718082921,150.8996891900606,Turn East off Innovation Way on the North side of the Sustainable Buildings Research Centre - Building 237,,3,North Wollongong,Innovation Campus - University of Wollongong,-34.40010718082921,150.8996891900606,Turn East off Innovation Way on the North side of the Sustainable Buildings Research Centre - Building 237,,3,North Wollongong,1,3,0.5,0.5,0.5,0.5,1.0,0.6000000000000001,0.0,0.0,0.0,0.1666666666666666,0.2944444444444444,False
273425,Fairy Meadow [bp pulse],-34.40299801963799,150.89157957672126,,,1,Fairy Meadow,Fairy Meadow [bp pulse],-34.40299801963799,150.89157957672126,,,1,Fairy Meadow,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
131841,Wollongong Central - P1 Basement Car Park,-34.4233979669063,150.892280394333,Turn left after the boom gate.,,2,Wollongong ,Wollongong Central - P1 Basement Car Park,-34.4233979669063,150.892280394333,Turn left after the boom gate.,,2,Wollongong ,1,2,0.5,0.5,0.5,0.5,1.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.261111111111111,False
235461,Wollongong Central - Regent St Carpark,-34.423975432207065,150.8913817469645,,,4,Wollongong,Wollongong Central - Regent St Carpark,-34.423975432207065,150.8913817469645,,,4,Wollongong,0,4,0.5,0.5,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.1611111111111111,False
191177,Stewart Street Carpark [NRMA],-34.42839437417402,150.9002218527666,,,3,Wollongong,Stewart Street Carpark [NRMA],-34.42839437417402,150.9002218527666,,,3,Wollongong,0,3,0.5,0.5,0.5,0.5,0.0,0.6000000000000001,0.0,0.0,0.0,0.1666666666666666,0.1277777777777778,False
279180,Ampol Foodary Pheasants Nest Southbound,-34.2834466714301,150.63939668827243,,,2,Pheasants Nest ,Ampol Foodary Pheasants Nest Southbound,-34.2834466714301,150.63939668827243,,,2,Pheasants Nest ,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,True
279179,Ampol Foodary Pheasants Nest Northbound,-34.2829974272134,150.63679286992692,,,2,Pheasants Nest,Ampol Foodary Pheasants Nest Northbound,-34.2829974272134,150.63679286992692,,,2,Pheasants Nest,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,True
131564,Figtree Grove Shopping Centre ,-34.43743163189117,150.86340370780567,Enter via the Eastern traffic lights off The Avenue,,1,Figtree ,Figtree Grove Shopping Centre ,-34.43743163189117,150.86340370780567,Enter via the Eastern traffic lights off The Avenue,,1,Figtree ,1,1,0.5,0.5,0.5,0.5,1.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.2277777777777777,False
171646,Wollongong Supercharger,-34.43797320339262,150.8633622012107,,,1,Figtree,Wollongong Supercharger,-34.43797320339262,150.8633622012107,,,1,Figtree,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
266540,Evie Lawson,-33.72070368975226,150.4297109802278,,,4,Lawson,Evie Lawson,-33.72070368975226,150.4297109802278,,,4,Lawson,0,4,0.5,0.5,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.1611111111111111,True
131563,Jax EV @ Warrawong Plaza,-34.4868830425302,150.890772967401,Western wall of JAX Tyres on the rooftop car park ,,1,Warrawong,Jax EV @ Warrawong Plaza,-34.4868830425302,150.890772967401,Western wall of JAX Tyres on the rooftop car park ,,1,Warrawong,1,1,0.5,0.5,0.5,0.5,1.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.2277777777777777,False
170985,The Place @ Warrawong Plaza,-34.486377904198555,150.88795170004096,Access from South bound lane on King Street.,,1,Warrawong,The Place @ Warrawong Plaza,-34.486377904198555,150.88795170004096,Access from South bound lane on King Street.,,1,Warrawong,1,1,0.5,0.5,0.5,0.5,1.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.2277777777777777,False
272708,ENGIE - Lake Haven Centre,-33.24078932377033,151.50325247968817,,,1,Lake Haven,ENGIE - Lake Haven Centre,-33.24078932377033,151.50325247968817,,,1,Lake Haven,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,True
272496,Evie Dapto Mall,-34.49497612676224,150.79547723050382,,,4,Dapto,Evie Dapto Mall,-34.49497612676224,150.79547723050382,,,4,Dapto,0,4,0.5,0.5,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.1611111111111111,False
131881,Stockland Shellharbour Shopping Centre ( Shellharbour Square) - West,-34.563672909556324,150.83831953671825,Roof top car park ,,2,Shellharbour City Centre,Stockland Shellharbour Shopping Centre ( Shellharbour Square) - West,-34.563672909556324,150.83831953671825,Roof top car park ,,2,Shellharbour City Centre,1,2,0.5,0.5,0.5,0.5,1.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.261111111111111,False
131895,Stockland,-34.5636660185915,150.838163461777,,,1,Shellharbour City Centre,Stockland,-34.5636660185915,150.838163461777,,,1,Shellharbour City Centre,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
190407,Scenic World Carpark,-33.728024559118296,150.300728600681,"Tesla 3 phase AC 22kW by the fire stairs near exit. Appear to be set to Legacy and should work with any Type 2 car.  
Wall outlets on corner near fire stairs on most levels of multi storey car park.",,1,Katoomba,Scenic World Carpark,-33.728024559118296,150.300728600681,"Tesla 3 phase AC 22kW by the fire stairs near exit. Appear to be set to Legacy and should work with any Type 2 car.  
Wall outlets on corner near fire stairs on most levels of multi storey car park.",,1,Katoomba,1,1,0.5,0.5,0.5,0.5,1.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.2277777777777777,True
171647,Woolworths Shell Cove,-34.588308117930936,150.86592718102042,,,2,Shellharbour,Woolworths Shell Cove,-34.588308117930936,150.86592718102042,,,2,Shellharbour,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
190408,Hydro Majestic Hotel,-33.67697329948779,150.281626751796,,,2,Medlow Bath,Hydro Majestic Hotel,-33.67697329948779,150.281626751796,,,2,Medlow Bath,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,True
60564,Mittagong NSW Main Street,-34.4499721,150.451723,Recharger is at the rear of the building at the southern end of the car park,,1,Mittagong ,Mittagong NSW Main Street,-34.4499721,150.451723,Recharger is at the rear of the building at the southern end of the car park,,1,Mittagong ,1,1,0.5,0.5,0.5,0.5,1.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.2277777777777777,True
161844,Mittagong NRMA,-34.45002862260948,150.44244730477044,,,2,Mittagong,Mittagong NRMA,-34.45002862260948,150.44244730477044,,,2,Mittagong,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,True
272675,Swansea,-33.0833,151.6333,,,4,,Swansea,-33.0833,151.6333,,,4,,0,4,0.5,0.5,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.1611111111111111,True
161832,Great North Trading Post,-32.990224952340206,151.1307728426591,"Ask cafe staff for access, try the burgers and coffee!",,1,Laguna,Great North Trading Post,-32.990224952340206,151.1307728426591,"Ask cafe staff for access, try the burgers and coffee!",,1,Laguna,1,1,0.5,0.5,0.5,0.5,1.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.2277777777777777,True
270949,RMIT - City Campus,-37.80624795114712,144.96401596254236,,,2,Carlton,RMIT - City Campus,-37.80624795114712,144.96401596254236,,,2,Carlton,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
41209,100 St Kilda Rd,-37.82155,144.968518,,,1,Southbank,100 St Kilda Rd,-37.82155,144.968518,,,1,Southbank,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
18826,11 Nicholson Street,-37.804609,144.972702,,,1,Carlton,11 Nicholson Street,-37.804609,144.972702,,,1,Carlton,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
202147,Lorbek Luxury Cars,-37.82136227089868,144.95148061129817,,,1,Port Melbourne,Lorbek Luxury Cars,-37.82136227089868,144.95148061129817,,,1,Port Melbourne,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
308750,Tesla Supercharger South Melbourne,-37.83227022248282,144.9609633571161,,,1,South Melbourne,Tesla Supercharger South Melbourne,-37.83227022248282,144.9609633571161,,,1,South Melbourne,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
191055,Collingwood Library,-37.80446562888998,144.99324369474311,,,4,Abbotsford,Collingwood Library,-37.80446562888998,144.99324369474311,,,4,Abbotsford,0,4,0.5,0.5,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.1611111111111111,False
270950,JET Charge Office,-37.82858393063794,144.93443851602245,,,3,Port Melbourne,JET Charge Office,-37.82858393063794,144.93443851602245,,,3,Port Melbourne,0,3,0.5,0.5,0.5,0.5,0.0,0.6000000000000001,0.0,0.0,0.0,0.1666666666666666,0.1277777777777778,False
307988,Evie Richmond Library,-37.825531454943984,144.99874510755922,,,1,Richmond,Evie Richmond Library,-37.825531454943984,144.99874510755922,,,1,Richmond,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
31109,650 Church Street Building 5,-37.8318863645605,144.995866953165,Tesla Store & Service Centre.,,1,Melbourne,650 Church Street Building 5,-37.8318863645605,144.995866953165,Tesla Store & Service Centre.,,1,Melbourne,1,1,1.0,1.0,0.5,1.0,1.0,0.2,1.0,1.0,0.0,1.0,0.7000000000000001,False
307989,Woolworths Fishermans Bend,-37.8313475403691,144.92982685129846,,,1,Fishermans Bend,Woolworths Fishermans Bend,-37.8313475403691,144.92982685129846,,,1,Fishermans Bend,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
210899,Middy’s Port Melbourne,-37.82819,144.925654,Only available during store trading hours.  Trading Hours Monday to Friday 6.00am - 5.00pm Saturdays 7.00am - 12.00pm Sundays Closed.,,2,Port Melbourne,Middy’s Port Melbourne,-37.82819,144.925654,Only available during store trading hours.  Trading Hours Monday to Friday 6.00am - 5.00pm Saturdays 7.00am - 12.00pm Sundays Closed.,,2,Port Melbourne,1,2,0.5,0.5,0.5,0.5,1.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.261111111111111,False
307788,Ampcharge Barkly Square,-37.77658521241312,144.9639271835984,,,1,Brunswick,Ampcharge Barkly Square,-37.77658521241312,144.9639271835984,,,1,Brunswick,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
270908,ENGIE - VIctoria Gardens,-37.81230000849669,145.01104431147348,,,2,Richmond,ENGIE - VIctoria Gardens,-37.81230000849669,145.01104431147348,,,2,Richmond,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
202146,GET Electric Head Office,-37.83334808033666,144.92004965602666,,,1,Port Melbourne,GET Electric Head Office,-37.83334808033666,144.92004965602666,,,1,Port Melbourne,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
189748,Brunswick EV Hub,-37.77388003814904,144.961800631472,,,2,Brunswick,Brunswick EV Hub,-37.77388003814904,144.961800631472,,,2,Brunswick,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
272533,David Street Car Park,-37.771645139851486,144.96173089792444,,,1,Brunswick,David Street Car Park,-37.771645139851486,144.96173089792444,,,1,Brunswick,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
272532,RMIT Brunswick,-37.7716796666272,144.95818485880557,,,1,Brunswick,RMIT Brunswick,-37.7716796666272,144.95818485880557,,,1,Brunswick,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
272534,Fleming Park,-37.769132479580406,144.9747860386588,,,2,Brunswick East,Fleming Park,-37.769132479580406,144.9747860386588,,,2,Brunswick East,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
210900,The Parade Ascot Vale Car Park,-37.772547,144.915133,,,4,Ascot Vale,The Parade Ascot Vale Car Park,-37.772547,144.915133,,,4,Ascot Vale,0,4,0.5,0.5,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.1611111111111111,False
150039,Moonee Ponds,-37.765834,144.923586,,,1,,Moonee Ponds,-37.765834,144.923586,,,1,,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
272531,Moonee Ponds Central,-37.76583087874345,144.92352649174768,,,2,Moonee Ponds,Moonee Ponds Central,-37.76583087874345,144.92352649174768,,,2,Moonee Ponds,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
60416,St Kilda Town Hall,-37.8682677,144.9895699,Enter car park 2 hr free parking. You will need a Type 2 cable and BetterPlace swipe card or key fob.,,2,St Kilda,St Kilda Town Hall,-37.8682677,144.9895699,Enter car park 2 hr free parking. You will need a Type 2 cable and BetterPlace swipe card or key fob.,,2,St Kilda,1,2,0.5,0.5,0.5,0.5,1.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.261111111111111,False
210952,Swinburne University - TC Building,-37.820026,145.040303,,,2,Hawthorn,Swinburne University - TC Building,-37.820026,145.040303,,,2,Hawthorn,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
270936,City of Stonnington,-37.8558376330929,145.0295635713096,,,2,Malvern,City of Stonnington,-37.8558376330929,145.0295635713096,,,2,Malvern,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
210953,Malvern Central,-37.862429,145.027453,Parking Level: 2,,4,Armadale,Malvern Central,-37.862429,145.027453,Parking Level: 2,,4,Armadale,1,4,0.5,0.5,0.5,0.5,1.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.3277777777777778,False
189747,Coburg Civic Centre / Moreland City,-37.74104152020631,144.9701497464091,,,3,Coburg,Coburg Civic Centre / Moreland City,-37.74104152020631,144.9701497464091,,,3,Coburg,0,3,0.5,0.5,0.5,0.5,0.0,0.6000000000000001,0.0,0.0,0.0,0.1666666666666666,0.1277777777777778,False
210937,Coburg Town Hall / Moreland City,-37.74066654517114,144.96967301950258,,,1,Melbourne,Coburg Town Hall / Moreland City,-37.74066654517114,144.96967301950258,,,1,Melbourne,0,1,1.0,1.0,0.5,1.0,0.0,0.2,1.0,1.0,0.0,1.0,0.5333333333333333,False
155292,Camberwell Supercharger,-37.828482,145.056346,,,1,Camberwell,Camberwell Supercharger,-37.828482,145.056346,,,1,Camberwell,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
270903,Monash Caufield,-37.87609755140018,145.0437890823424,,,2,Malvern East,Monash Caufield,-37.87609755140018,145.0437890823424,,,2,Malvern East,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
210902,Bayside Gateway,-37.900527,145.00702,,,2,Brighton East,Bayside Gateway,-37.900527,145.00702,,,2,Brighton East,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
272561,Austin Tower Carpark Level B1,-37.75745813437603,145.05918510936715,,,2,Heidelberg,Austin Tower Carpark Level B1,-37.75745813437603,145.05918510936715,,,2,Heidelberg,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
189745,Coburg North EV Fast Charge,-37.71893760420672,144.9615007076203,,,2,Coburg North,Coburg North EV Fast Charge,-37.71893760420672,144.9615007076203,,,2,Coburg North,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
190043,Oak Park Sports & Aquatic Centre,-37.7234502505038,144.92111987538624,,,2,Oak Park,Oak Park Sports & Aquatic Centre,-37.7234502505038,144.92111987538624,,,2,Oak Park,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
270994,Bayside Willansby Ave,-37.90610169777272,145.00363488616335,,,4,Brighton,Bayside Willansby Ave,-37.90610169777272,145.00363488616335,,,4,Brighton,0,4,0.5,0.5,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.1611111111111111,False
272562,Woolworths Heidelberg,-37.75910544295768,145.06876762326635,,,8,Heidelberg,Woolworths Heidelberg,-37.75910544295768,145.06876762326635,,,8,Heidelberg,0,5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.1944444444444444,False
300148,Tesla Supercharger Brighton East,-37.907528089556905,145.01117779850802,,,1,Brighton East,Tesla Supercharger Brighton East,-37.907528089556905,145.01117779850802,,,1,Brighton East,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
308228,Toyota Altona,-37.832781169763166,144.82753568527227,,,2,Altona,Toyota Altona,-37.832781169763166,144.82753568527227,,,2,Altona,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
189744,CB Smith Reserve,-37.70252995850394,144.9695198384195,,,2,Fawkner,CB Smith Reserve,-37.70252995850394,144.9695198384195,,,2,Fawkner,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
210898,Hobsons Bay Civic Centre,-37.864138,144.829593,"Cannot be seen from the main road. Drive to the car park at the back of the council building, next to Altona Bowling Club.",,2,Altona,Hobsons Bay Civic Centre,-37.864138,144.829593,"Cannot be seen from the main road. Drive to the car park at the back of the council building, next to Altona Bowling Club.",,2,Altona,1,2,0.5,0.5,0.5,0.5,1.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.261111111111111,False
157608,Chargefox Airport West,-37.71364567547256,144.88569078594128,,,5,Airport West,Chargefox Airport West,-37.71364567547256,144.88569078594128,,,5,Airport West,0,5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.1944444444444444,False
272568,Chadstone Shopping Centre,-37.88497430576943,145.08243117285895,,,6,,Chadstone Shopping Centre,-37.88497430576943,145.08243117285895,,,6,,0,5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.1944444444444444,False
273534,ENGIE - Chadstone,-37.88437022631904,145.08316779641655,,,2,Chadstone,ENGIE - Chadstone,-37.88437022631904,145.08316779641655,,,2,Chadstone,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
307775,ENGIE - Chadstone 2,-37.88820940951108,145.08494077130194,,,1,Chadstone,ENGIE - Chadstone 2,-37.88820940951108,145.08494077130194,,,1,Chadstone,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
300155,Tesla Supercharger Campbellfield,-37.68912458660884,144.956624655591,,,1,Campbellfield,Tesla Supercharger Campbellfield,-37.68912458660884,144.956624655591,,,1,Campbellfield,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
210897,Ampol Foodary Altona North,-37.846404,144.808531,,,2,Altona North,Ampol Foodary Altona North,-37.846404,144.808531,,,2,Altona North,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
300147,Bridge Street,-37.94495495500977,145.00192929573643,,,2,Hampton,Bridge Street,-37.94495495500977,145.00192929573643,,,2,Hampton,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
300149,Telsa Supercharger Box Hill,-37.83781642298442,145.1346849142019,,,1,Box Hill South,Telsa Supercharger Box Hill,-37.83781642298442,145.1346849142019,,,1,Box Hill South,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
308229,Evie Glen Gala Village,-37.79308442111111,144.7896023171707,,,2,Sunshine West,Evie Glen Gala Village,-37.79308442111111,144.7896023171707,,,2,Sunshine West,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
302397,Miller Grove,-37.875016711913474,145.128081929617,,,1,,Miller Grove,-37.875016711913474,145.128081929617,,,1,,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
210896,Keilor Central,-37.726166090249,144.80818393376683,"Enter site via Taylors Rd, past the roundabout, follow around to the back centre, chargers are located behind the Coles loading dock.",,4,Keilor Downs,Keilor Central,-37.726166090249,144.80818393376683,"Enter site via Taylors Rd, past the roundabout, follow around to the back centre, chargers are located behind the Coles loading dock.",,4,Keilor Downs,1,4,0.5,0.5,0.5,0.5,1.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.3277777777777778,False
308596,Tesla Supercharger Oakleigh Repair Centre,-37.91568317695367,145.10327868938475,,,1,Oakleigh South,Tesla Supercharger Oakleigh Repair Centre,-37.91568317695367,145.10327868938475,,,1,Oakleigh South,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
193377,Bayside Council,-37.95937215569076,145.01794753966965,,,7,Sandringham,Bayside Council,-37.95937215569076,145.01794753966965,,,7,Sandringham,0,5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.1944444444444444,False
308595,Jolt Cheltenham,-37.95675410011873,145.0413433811873,,,2,Cheltenham,Jolt Cheltenham,-37.95675410011873,145.0413433811873,,,2,Cheltenham,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
189750,Uni Hill Town Centre,-37.6829714068292,145.07101659256762,,,4,Bundoora,Uni Hill Town Centre,-37.6829714068292,145.07101659256762,,,4,Bundoora,0,4,0.5,0.5,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.1666666666666666,0.1611111111111111,False
126711,Greensborough Plaza,-37.7021622916574,145.102334661124,,,2,Greensborough,Greensborough Plaza,-37.7021622916574,145.102334661124,,,2,Greensborough,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
300418,Watermarc Carpark (LG),-37.70397622211952,145.10521824749753,,,1,,Watermarc Carpark (LG),-37.70397622211952,145.10521824749753,,,1,,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
131201,Forest Hill Chase Shopping Centre,-37.835025723717706,145.1632775004582,NW corner of Coles. Enter via Pacific Way (west of shopping centre) and turn left into GREEN ground level covered carpark. Make another left turn inside the carpark and you’re there.   Need own cable and Chargefox RFID card!,,1,Forest Hill,Forest Hill Chase Shopping Centre,-37.835025723717706,145.1632775004582,NW corner of Coles. Enter via Pacific Way (west of shopping centre) and turn left into GREEN ground level covered carpark. Make another left turn inside the carpark and you’re there.   Need own cable and Chargefox RFID card!,,1,Forest Hill,1,1,0.5,0.5,0.5,0.5,1.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.2277777777777777,False
190000,Brimbank Shopping Centre,-37.75117622207837,144.77432972140224,,,1,Deer Park,Brimbank Shopping Centre,-37.75117622207837,144.77432972140224,,,1,Deer Park,0,1,0.5,0.5,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0611111111111111,False
40740,Southland Medical Centre,-37.958611,145.057267,"Southland Medical Center is a general practitioner clinic that offers comprehensive range of medical services.
50 Chesterville Road
Cheltenham
VIC 
3192
Australia",,0,Cheltenham,Southland Medical Centre,-37.958611,145.057267,"Southland Medical Center is a general practitioner clinic that offers comprehensive range of medical services.
50 Chesterville Road
Cheltenham
VIC 
3192
Australia",,0,Cheltenham,1,0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1944444444444444,False
189741,Research Way - N1 Carpark,-37.90730011409977,145.13207788768955,,,3,,Research Way - N1 Carpark,-37.90730011409977,145.13207788768955,,,3,,0,3,0.5,0.5,0.5,0.5,0.0,0.6000000000000001,0.0,0.0,0.0,0.1666666666666666,0.1277777777777778,False
267315,Ampol Derrimut,-37.80519464533884,144.75198926317552,,,2,Derrimut,Ampol Derrimut,-37.80519464533884,144.75198926317552,,,2,Derrimut,0,2,0.5,0.5,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.1666666666666666,0.0944444444444444,False
