station_code,station_name,latitude,longitude,elevation_m,date,precipitation_mm,temp_avg_c,temp_max_c,temp_min_c
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-07,0.4,8.8,14.5,5.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-08,0.0,6.7,14.4,2.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-09,5.0,6.7,13.5,0.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-10,0.0,10.8,12.0,1.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-11,0.0,10.9,14.0,6.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-12,1.8,10.0,15.0,8.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-13,0.0,9.8,16.6,4.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-14,0.8,11.2,14.6,6.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-15,0.0,11.6,15.9,8.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-16,1.4,9.6,14.0,9.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-17,1.2,11.7,15.5,4.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-18,2.4,10.4,14.2,8.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-19,8.4,12.1,15.5,5.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-20,1.4,8.9,13.0,9.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-21,0.2,10.3,14.3,5.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-22,0.0,9.3,17.2,8.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-23,8.4,8.1,12.3,4.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-24,3.4,10.4,12.6,5.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-25,4.2,11.1,14.9,9.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-26,1.4,10.2,13.1,9.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-27,0.0,12.8,18.9,6.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-28,0.2,14.9,19.1,7.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-29,0.0,11.8,15.0,10.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-30,16.2,9.1,14.2,7.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-08-31,0.6,9.8,15.8,4.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-01,0.0,10.7,14.7,4.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-02,5.2,7.9,12.5,5.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-03,0.4,9.7,14.5,4.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-04,1.0,8.4,11.8,6.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-05,0.0,8.6,15.1,4.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-06,0.0,9.8,17.7,2.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-07,0.0,14.9,19.3,2.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-08,4.6,13.7,16.3,11.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-09,0.6,14.0,19.8,10.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-10,2.0,10.4,15.7,9.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-11,0.0,10.6,16.2,4.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-12,3.4,7.9,13.5,5.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-13,0.2,6.6,12.4,3.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-14,0.0,12.9,17.2,0.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-15,4.0,12.2,14.9,10.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-16,0.0,11.3,17.3,9.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-17,2.4,10.9,13.8,7.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-18,4.6,10.6,16.8,9.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-19,6.2,11.2,15.8,5.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-20,0.0,14.2,18.6,6.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-21,0.4,13.7,20.1,10.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-22,0.2,14.6,19.3,8.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-23,0.0,11.3,16.3,11.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-24,2.2,8.6,15.1,6.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-25,0.0,13.7,18.5,3.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-26,0.0,11.3,14.2,10.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-27,1.4,12.7,14.5,9.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-28,10.2,11.6,15.8,11.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-29,0.0,11.0,15.2,9.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-09-30,0.0,12.1,19.4,6.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-01,0.0,11.5,18.4,6.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-02,0.0,11.2,18.3,5.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-03,0.0,14.1,21.3,5.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-04,0.0,11.0,15.6,8.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-05,0.0,12.3,14.4,7.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-06,8.6,16.6,20.0,10.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-07,15.8,12.6,20.8,14.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-08,21.2,9.1,15.9,6.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-09,0.0,8.5,14.0,3.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-10,0.0,11.7,18.0,3.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-11,0.0,16.2,20.9,6.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-12,2.0,15.7,16.6,11.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-13,10.2,12.4,16.2,14.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-14,22.8,12.3,17.9,8.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-15,0.6,13.9,18.6,7.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-16,1.0,9.8,17.4,10.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-17,0.0,9.7,16.3,3.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-18,0.0,12.9,20.1,4.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-19,0.0,14.8,22.0,4.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-20,0.0,16.1,21.6,8.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-21,0.0,19.2,25.3,11.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-22,38.0,15.4,20.3,15.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-23,4.8,15.0,19.5,12.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-24,2.2,16.3,19.3,12.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-25,3.2,18.3,23.6,13.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-26,0.4,16.7,21.0,14.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-27,2.6,13.8,18.7,14.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-28,3.8,11.0,14.8,9.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-29,5.2,11.4,17.2,8.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-30,3.6,18.1,20.4,6.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-10-31,0.0,12.4,21.2,12.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-01,2.8,8.3,14.3,7.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-02,1.8,11.1,14.9,5.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-03,1.2,11.4,14.7,7.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-04,0.0,13.5,18.3,5.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-05,0.0,16.6,23.5,11.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-06,0.0,18.8,26.3,9.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-07,0.0,19.8,26.0,10.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-08,0.0,19.6,27.8,12.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-09,5.2,22.6,28.3,14.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-10,0.0,19.6,24.4,17.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-11,3.2,15.6,20.5,15.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-12,1.0,16.2,20.2,12.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-13,5.4,18.5,24.8,13.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-14,3.6,11.2,17.9,12.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-15,8.6,7.7,12.7,6.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-16,5.0,10.2,13.5,4.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-17,2.0,10.8,16.5,7.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-18,0.8,18.5,23.5,4.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-19,0.0,15.3,20.0,12.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-20,22.2,11.9,19.7,10.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-21,3.4,9.4,13.6,7.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-22,7.0,13.9,18.2,5.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-23,0.4,14.0,17.6,10.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-24,0.0,13.7,19.6,11.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-25,0.0,15.3,21.3,8.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-26,0.0,18.7,27.0,9.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-27,0.6,13.0,20.9,11.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-28,0.6,14.6,18.1,6.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-29,0.0,14.0,18.8,10.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-11-30,0.0,15.0,19.1,9.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-01,0.4,13.7,18.9,12.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-02,0.0,18.1,24.3,7.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-03,0.0,23.1,30.7,12.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-04,0.0,24.9,33.8,14.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-05,0.0,13.8,18.8,14.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-06,1.2,15.4,20.7,11.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-07,0.0,13.0,20.2,10.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-08,0.0,11.4,16.3,6.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-09,0.2,12.0,17.2,7.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-10,0.0,20.2,26.7,5.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-11,0.0,17.2,28.6,13.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-12,13.2,12.3,17.1,10.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-13,5.6,11.3,18.4,8.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-14,6.8,12.0,16.1,6.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-15,5.0,12.6,16.5,9.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-16,1.2,13.9,19.1,10.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-17,0.0,15.4,21.9,7.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-18,0.0,15.9,23.0,7.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-19,0.0,16.9,24.8,8.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-20,0.0,18.9,27.4,8.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-21,0.0,21.7,28.6,10.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-22,4.0,17.6,25.6,15.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-23,56.6,18.7,24.2,12.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-24,0.0,17.3,25.0,15.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-25,0.0,23.2,32.2,10.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-26,0.0,23.6,32.8,14.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-27,0.0,30.2,36.7,16.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-28,0.0,16.3,26.1,25.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-29,0.0,16.0,18.6,13.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-30,0.0,20.9,28.4,13.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2022-12-31,0.0,22.9,29.6,15.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-01,0.0,29.3,35.1,16.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-02,0.0,20.2,32.0,23.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-03,0.4,16.3,21.2,14.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-04,0.0,15.1,17.9,13.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-05,2.2,16.4,21.9,13.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-06,0.0,18.7,25.5,9.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-07,0.0,21.8,30.2,11.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-08,0.0,25.2,31.8,12.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-09,0.0,20.1,28.6,18.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-10,0.0,18.4,24.0,15.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-11,0.0,23.4,33.5,14.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-12,0.0,20.8,26.7,16.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-13,0.0,21.7,27.0,17.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-14,0.0,26.7,37.4,18.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-15,0.6,16.8,20.2,16.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-16,0.0,23.4,27.7,14.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-17,0.0,26.6,37.0,16.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-18,4.4,14.1,18.6,18.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-19,3.2,15.9,18.9,10.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-20,0.0,16.8,22.9,14.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-21,0.0,19.8,25.9,12.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-22,0.0,19.6,25.2,16.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-23,0.0,21.6,28.3,14.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-24,0.0,20.7,28.2,15.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-25,0.4,21.9,32.4,15.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-26,0.0,16.8,23.3,13.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-27,0.0,21.8,28.9,10.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-28,0.0,23.8,34.9,13.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-29,0.2,19.0,23.9,18.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-30,0.0,17.9,21.9,17.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-01-31,0.0,17.1,23.6,14.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-01,0.0,15.1,21.1,10.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-02,0.0,13.4,22.6,9.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-03,8.4,13.2,17.8,8.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-04,7.0,16.3,22.0,9.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-05,0.0,16.8,20.3,11.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-06,0.0,17.1,22.2,14.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-07,0.2,17.2,22.3,14.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-08,0.0,17.7,23.5,13.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-09,0.0,20.2,28.9,12.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-10,0.0,20.3,28.2,11.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-11,0.0,21.4,29.5,13.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-12,0.0,16.6,21.5,15.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-13,0.0,16.1,21.4,13.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-14,0.0,16.8,23.1,10.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-15,0.0,25.0,33.5,10.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-16,0.0,28.8,37.5,17.5
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-17,0.0,23.4,41.3,21.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-18,0.0,18.3,24.6,16.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-19,0.0,19.4,29.1,12.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-20,0.0,20.1,27.2,11.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-21,0.2,16.5,21.6,16.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-22,0.0,22.9,30.3,11.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-23,0.0,24.7,32.1,16.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-24,0.0,27.0,32.9,17.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-25,0.0,19.2,27.3,21.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-26,1.4,18.4,25.9,13.4
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-27,0.8,17.0,20.6,14.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-02-28,0.0,14.8,16.6,14.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-01,0.6,16.5,21.9,12.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-02,0.0,17.1,21.1,11.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-03,0.0,15.9,20.9,14.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-04,0.0,23.2,31.5,11.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-05,0.0,22.0,34.8,14.8
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-06,4.0,18.9,25.2,12.9
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-07,0.0,16.8,24.0,13.2
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-08,2.2,14.1,20.0,9.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-09,0.0,17.0,22.7,10.6
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-10,0.0,18.1,25.5,12.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-11,0.0,19.1,26.7,12.3
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-12,0.0,15.8,21.0,15.7
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-13,0.0,18.1,24.3,10.0
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-14,0.0,21.4,31.0,14.1
ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2023-03-15,0.0,20.5,28.5,13.3
